"Value","LOCATION","TIME","INDICATOR","SUBJECT","MEASURE","FREQUENCY"
36077.00773106,"BEL",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
35578.66439617,"BEL",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
34218.71437365,"BEL",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
249555,"ESP",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
242265,"ESP",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
270172,"ESP",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
5913,"EST",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BEN",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BEN",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BEN",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BEN",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BEN",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BEN",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BEN",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BEN",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BEN",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BEN",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BEN",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BFA",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BFA",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BFA",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BFA",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BFA",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BFA",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BFA",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BFA",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BFA",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BFA",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BFA",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
90138.9597579176,"BGD",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
97782.3262571769,"BGD",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
105494.322719323,"BGD",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
113270.295363988,"BGD",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
121087.195722986,"BGD",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
131117.805249004,"BGD",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
141191.008136282,"BGD",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
151300.052155178,"BGD",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
161440.591729032,"BGD",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
171608.315073165,"BGD",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
185548.044119683,"BGD",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
21212,"BGR",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
24387,"BGR",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
27237,"BGR",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
27922,"BGR",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
32350,"BGR",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
35402,"BGR",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
35185,"BGR",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
27003,"BGR",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
20613,"BGR",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
32566,"BGR",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
35161,"BGR",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BHR",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BHR",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BHR",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BHR",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BHR",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BHR",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BHR",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BHR",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BHR",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BHR",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BHR",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
1718,"BIH",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
2310,"BIH",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
2739,"BIH",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
3125,"BIH",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
3405,"BIH",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
4015,"BIH",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
4280,"BIH",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
4303.1,"BIH",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
4375,"BIH",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
3818,"BIH",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
3408.81,"BIH",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
19436,"BLR",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
22031,"BLR",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
25603,"BLR",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
26587,"BLR",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
24523,"BLR",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
25239,"BLR",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
26987,"BLR",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
28082,"BLR",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
28516,"BLR",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
28778,"BLR",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
25578.2,"BLR",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BLZ",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BLZ",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BLZ",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BLZ",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BLZ",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BLZ",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BLZ",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BLZ",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BLZ",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BLZ",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BLZ",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BOL",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BOL",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BOL",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BOL",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BOL",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BOL",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BOL",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BOL",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BOL",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BOL",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BOL",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
862401.373658869,"BRA",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
893449.804049973,"BRA",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
924455.406747367,"BRA",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
955434.404979887,"BRA",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
986379.861081013,"BRA",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
987252.467840561,"BRA",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
988088.724621987,"BRA",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
988855.240611271,"BRA",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
989525.524320264,"BRA",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
990069.091716092,"BRA",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
1001864.8961609,"BRA",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BRB",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BRB",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BRB",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BRB",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BRB",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BRB",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BRB",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BRB",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BRB",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BRB",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BRB",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"GNQ",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"GNQ",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"GNQ",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"GNQ",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"GNQ",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"GNQ",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"GNQ",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"GNQ",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"GNQ",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"GNQ",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
20426,"GRC",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BTN",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BTN",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BTN",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BTN",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BTN",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BTN",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BTN",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BTN",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BTN",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BTN",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BTN",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BWA",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BWA",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BWA",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BWA",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BWA",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BWA",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BWA",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BWA",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BWA",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BWA",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"BWA",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CAF",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CAF",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CAF",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CAF",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CAF",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CAF",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CAF",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CAF",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CAF",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CAF",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CAF",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"HND",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"HND",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"HND",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"HND",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"HND",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"HND",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"HND",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"HND",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"HND",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"HND",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
8927,"HRV",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
8649,"HRV",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
9133,"HRV",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
9381,"HRV",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
10440,"HRV",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
11337,"HRV",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
11833,"HRV",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
12635,"HRV",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
12477,"HRV",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
12254,"HRV",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
13629,"HRV",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"HTI",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
31295.6723913011,"CHL",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
34802.63155069,"CHL",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
38317.2970041324,"CHL",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
41859.7027500934,"CHL",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
45441.0245656843,"CHL",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
46993.9671202979,"CHL",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
48586.0153970927,"CHL",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
50176.4771510554,"CHL",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
51709.0809374036,"CHL",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
53145.2224998849,"CHL",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
54471.0699323318,"CHL",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
5137474,"CHN",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
5953486,"CHN",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
5573810,"CHN",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
5684690,"CHN",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
5795570,"CHN",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
6108010,"CHN",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
6677150,"CHN",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
7124920,"CHN",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
5963640,"CHN",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
7298091.96618616,"CHN",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
7651929.93293615,"CHN",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CMR",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CMR",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CMR",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CMR",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CMR",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CMR",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CMR",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CMR",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CMR",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CMR",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CMR",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
118580.518785797,"COL",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
124622.346214613,"COL",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
130674.95282601,"COL",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
136808.017620655,"COL",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
143066.759515571,"COL",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
146246.204429613,"COL",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
149553.027127332,"COL",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
152889.163175921,"COL",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
156115.534277191,"COL",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
159134.281790833,"COL",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
166721.282958349,"COL",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"COM",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"COM",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"COM",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"MWI",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"MWI",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"MWI",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"MWI",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"MWI",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"MWI",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
84458.5424395723,"MYS",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
12836.8245668237,"IRQ",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CPV",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CPV",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CPV",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CPV",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CPV",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CPV",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CPV",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CPV",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CPV",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CPV",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CPV",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CRI",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CRI",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CRI",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CRI",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CRI",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CRI",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CRI",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CRI",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CRI",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CRI",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CRI",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CUB",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CUB",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CUB",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CUB",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CUB",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CUB",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CUB",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CUB",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CUB",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CUB",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CUB",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"CYP",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
127241.281375,"ITA",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
117813.399528,"ITA",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
116820.346449,"ITA",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
112638.492035,"ITA",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
119687,"ITA",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
124915.274846,"ITA",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
137986,"ITA",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
133221.982,"ITA",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
145017,"ITA",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"JAM",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"JAM",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
307106,"DEU",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
305781,"DEU",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
310142,"DEU",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"JAM",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"JAM",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"JAM",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"JAM",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"JAM",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"JAM",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"JOR",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"DJI",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"DJI",2012,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"DJI",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"DJI",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"DJI",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"DJI",2016,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"DJI",2017,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"DJI",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"DJI",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"DJI",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"DJI",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
12025,"DNK",2011,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
214092,"JPN",2013,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
210008,"JPN",2014,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
204316,"JPN",2015,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"SYR",2018,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"SYR",2019,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"SYR",2020,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
0,"SYR",2021,"FREIGHTTRANSP","ROAD","MLN_TONNEKM","A"
