,Nation,iso_code3,Year,fuelefficiency_trns_rail_passenger_hydrogen_km_per_litre
1508,Cyprus,CYP,2047,0.10388064733
1509,Cyprus,CYP,2048,0.10388064733
1510,Cyprus,CYP,2049,0.10388064733
1511,Cyprus,CYP,2050,0.10388064733
1512,Czechia,CZE,2023,0.10388064733
1513,Czechia,CZE,2024,0.10388064733
1514,Czechia,CZE,2025,0.10388064733
1515,Czechia,CZE,2026,0.10388064733
1516,Czechia,CZE,2027,0.10388064733
1517,Czechia,CZE,2028,0.10388064733
1518,Czechia,CZE,2029,0.10388064733
1519,Czechia,CZE,2030,0.10388064733
1520,Czechia,CZE,2031,0.10388064733
1521,Czechia,CZE,2032,0.10388064733
1522,Czechia,CZE,2033,0.10388064733
1523,Czechia,CZE,2034,0.10388064733
1524,Czechia,CZE,2035,0.10388064733
1525,Czechia,CZE,2036,0.10388064733
1526,Czechia,CZE,2037,0.10388064733
1527,Czechia,CZE,2038,0.10388064733
1528,Czechia,CZE,2039,0.10388064733
1529,Czechia,CZE,2040,0.10388064733
1530,Czechia,CZE,2041,0.10388064733
1531,Czechia,CZE,2042,0.10388064733
1532,Czechia,CZE,2043,0.10388064733
1533,Czechia,CZE,2044,0.10388064733
1534,Czechia,CZE,2045,0.10388064733
1535,Czechia,CZE,2046,0.10388064733
1536,Czechia,CZE,2047,0.10388064733
1537,Czechia,CZE,2048,0.10388064733
1538,Czechia,CZE,2049,0.10388064733
1539,Czechia,CZE,2050,0.10388064733
1540,Germany,DEU,2023,0.10388064733
1541,Germany,DEU,2024,0.10388064733
1542,Germany,DEU,2025,0.10388064733
1543,Germany,DEU,2026,0.10388064733
1544,Germany,DEU,2027,0.10388064733
1545,Germany,DEU,2028,0.10388064733
1546,Germany,DEU,2029,0.10388064733
1547,Germany,DEU,2030,0.10388064733
1548,Germany,DEU,2031,0.10388064733
1549,Germany,DEU,2032,0.10388064733
1550,Germany,DEU,2033,0.10388064733
1551,Germany,DEU,2034,0.10388064733
1552,Germany,DEU,2035,0.10388064733
1553,Germany,DEU,2036,0.10388064733
1554,Germany,DEU,2037,0.10388064733
1555,Germany,DEU,2038,0.10388064733
1556,Germany,DEU,2039,0.10388064733
1557,Germany,DEU,2040,0.10388064733
1558,Germany,DEU,2041,0.10388064733
1559,Germany,DEU,2042,0.10388064733
1560,Germany,DEU,2043,0.10388064733
1561,Germany,DEU,2044,0.10388064733
1562,Germany,DEU,2045,0.10388064733
1563,Germany,DEU,2046,0.10388064733
1564,Germany,DEU,2047,0.10388064733
1565,Germany,DEU,2048,0.10388064733
1566,Germany,DEU,2049,0.10388064733
1567,Germany,DEU,2050,0.10388064733
1568,Djibouti,DJI,2023,0.10388064733
1569,Djibouti,DJI,2024,0.10388064733
1570,Djibouti,DJI,2025,0.10388064733
1571,Djibouti,DJI,2026,0.10388064733
1572,Djibouti,DJI,2027,0.10388064733
1573,Djibouti,DJI,2028,0.10388064733
1574,Djibouti,DJI,2029,0.10388064733
1575,Djibouti,DJI,2030,0.10388064733
1576,Djibouti,DJI,2031,0.10388064733
1577,Djibouti,DJI,2032,0.10388064733
1578,Djibouti,DJI,2033,0.10388064733
1579,Djibouti,DJI,2034,0.10388064733
1580,Djibouti,DJI,2035,0.10388064733
1581,Djibouti,DJI,2036,0.10388064733
1582,Djibouti,DJI,2037,0.10388064733
1583,Djibouti,DJI,2038,0.10388064733
1584,Djibouti,DJI,2039,0.10388064733
1585,Djibouti,DJI,2040,0.10388064733
1586,Djibouti,DJI,2041,0.10388064733
1587,Djibouti,DJI,2042,0.10388064733
1588,Djibouti,DJI,2043,0.10388064733
1589,Djibouti,DJI,2044,0.10388064733
1590,Djibouti,DJI,2045,0.10388064733
1591,Djibouti,DJI,2046,0.10388064733
1592,Djibouti,DJI,2047,0.10388064733
1593,Djibouti,DJI,2048,0.10388064733
1594,Djibouti,DJI,2049,0.10388064733
1595,Djibouti,DJI,2050,0.10388064733
1596,Dominica,DMA,2023,0.10388064733
1597,Dominica,DMA,2024,0.10388064733
1598,Dominica,DMA,2025,0.10388064733
1599,Dominica,DMA,2026,0.10388064733
1600,Dominica,DMA,2027,0.10388064733
1601,Dominica,DMA,2028,0.10388064733
1602,Dominica,DMA,2029,0.10388064733
1603,Dominica,DMA,2030,0.10388064733
1604,Dominica,DMA,2031,0.10388064733
1605,Dominica,DMA,2032,0.10388064733
1606,Dominica,DMA,2033,0.10388064733
1607,Dominica,DMA,2034,0.10388064733
1608,Dominica,DMA,2035,0.10388064733
1609,Dominica,DMA,2036,0.10388064733
1610,Dominica,DMA,2037,0.10388064733
1611,Dominica,DMA,2038,0.10388064733
1612,Dominica,DMA,2039,0.10388064733
1613,Dominica,DMA,2040,0.10388064733
1614,Dominica,DMA,2041,0.10388064733
1615,Dominica,DMA,2042,0.10388064733
1616,Dominica,DMA,2043,0.10388064733
1617,Dominica,DMA,2044,0.10388064733
1618,Dominica,DMA,2045,0.10388064733
1619,Dominica,DMA,2046,0.10388064733
1620,Dominica,DMA,2047,0.10388064733
1621,Dominica,DMA,2048,0.10388064733
1622,Dominica,DMA,2049,0.10388064733
1623,Dominica,DMA,2050,0.10388064733
1624,Denmark,DNK,2023,0.10388064733
1625,Denmark,DNK,2024,0.10388064733
1626,Denmark,DNK,2025,0.10388064733
1627,Denmark,DNK,2026,0.10388064733
1628,Denmark,DNK,2027,0.10388064733
1629,Denmark,DNK,2028,0.10388064733
1630,Denmark,DNK,2029,0.10388064733
1631,Denmark,DNK,2030,0.10388064733
1632,Denmark,DNK,2031,0.10388064733
1633,Denmark,DNK,2032,0.10388064733
1634,Denmark,DNK,2033,0.10388064733
1635,Denmark,DNK,2034,0.10388064733
1636,Denmark,DNK,2035,0.10388064733
1637,Denmark,DNK,2036,0.10388064733
1638,Denmark,DNK,2037,0.10388064733
1639,Denmark,DNK,2038,0.10388064733
1640,Denmark,DNK,2039,0.10388064733
1641,Denmark,DNK,2040,0.10388064733
1642,Denmark,DNK,2041,0.10388064733
1643,Denmark,DNK,2042,0.10388064733
1644,Denmark,DNK,2043,0.10388064733
1645,Denmark,DNK,2044,0.10388064733
1646,Denmark,DNK,2045,0.10388064733
1647,Denmark,DNK,2046,0.10388064733
1648,Denmark,DNK,2047,0.10388064733
1649,Denmark,DNK,2048,0.10388064733
1650,Denmark,DNK,2049,0.10388064733
1651,Denmark,DNK,2050,0.10388064733
1652,Dominican Republic,DOM,2023,0.10388064733
1653,Dominican Republic,DOM,2024,0.10388064733
1654,Dominican Republic,DOM,2025,0.10388064733
1655,Dominican Republic,DOM,2026,0.10388064733
1656,Dominican Republic,DOM,2027,0.10388064733
1657,Dominican Republic,DOM,2028,0.10388064733
1658,Dominican Republic,DOM,2029,0.10388064733
1659,Dominican Republic,DOM,2030,0.10388064733
1660,Dominican Republic,DOM,2031,0.10388064733
1661,Dominican Republic,DOM,2032,0.10388064733
1662,Dominican Republic,DOM,2033,0.10388064733
1663,Dominican Republic,DOM,2034,0.10388064733
1664,Dominican Republic,DOM,2035,0.10388064733
1665,Dominican Republic,DOM,2036,0.10388064733
1666,Dominican Republic,DOM,2037,0.10388064733
1667,Dominican Republic,DOM,2038,0.10388064733
1668,Dominican Republic,DOM,2039,0.10388064733
1669,Dominican Republic,DOM,2040,0.10388064733
1670,Dominican Republic,DOM,2041,0.10388064733
1671,Dominican Republic,DOM,2042,0.10388064733
1672,Dominican Republic,DOM,2043,0.10388064733
1673,Dominican Republic,DOM,2044,0.10388064733
1674,Dominican Republic,DOM,2045,0.10388064733
1675,Dominican Republic,DOM,2046,0.10388064733
1676,Dominican Republic,DOM,2047,0.10388064733
1677,Dominican Republic,DOM,2048,0.10388064733
1678,Dominican Republic,DOM,2049,0.10388064733
1679,Dominican Republic,DOM,2050,0.10388064733
1680,Algeria,DZA,2023,0.10388064733
1681,Algeria,DZA,2024,0.10388064733
1682,Algeria,DZA,2025,0.10388064733
1683,Algeria,DZA,2026,0.10388064733
1684,Algeria,DZA,2027,0.10388064733
1685,Algeria,DZA,2028,0.10388064733
1686,Algeria,DZA,2029,0.10388064733
1687,Algeria,DZA,2030,0.10388064733
1688,Algeria,DZA,2031,0.10388064733
1689,Algeria,DZA,2032,0.10388064733
1690,Algeria,DZA,2033,0.10388064733
1691,Algeria,DZA,2034,0.10388064733
1692,Algeria,DZA,2035,0.10388064733
1693,Algeria,DZA,2036,0.10388064733
1694,Algeria,DZA,2037,0.10388064733
1695,Algeria,DZA,2038,0.10388064733
1696,Algeria,DZA,2039,0.10388064733
1697,Algeria,DZA,2040,0.10388064733
1698,Algeria,DZA,2041,0.10388064733
1699,Algeria,DZA,2042,0.10388064733
1700,Algeria,DZA,2043,0.10388064733
1701,Algeria,DZA,2044,0.10388064733
1702,Algeria,DZA,2045,0.10388064733
1703,Algeria,DZA,2046,0.10388064733
1704,Algeria,DZA,2047,0.10388064733
1705,Algeria,DZA,2048,0.10388064733
1706,Algeria,DZA,2049,0.10388064733
1707,Algeria,DZA,2050,0.10388064733
1708,East Asia & Pacific (excluding high income),EAP,2023,0.10388064733
1709,East Asia & Pacific (excluding high income),EAP,2024,0.10388064733
1710,East Asia & Pacific (excluding high income),EAP,2025,0.10388064733
1711,East Asia & Pacific (excluding high income),EAP,2026,0.10388064733
1712,East Asia & Pacific (excluding high income),EAP,2027,0.10388064733
1713,East Asia & Pacific (excluding high income),EAP,2028,0.10388064733
1714,East Asia & Pacific (excluding high income),EAP,2029,0.10388064733
1715,East Asia & Pacific (excluding high income),EAP,2030,0.10388064733
1716,East Asia & Pacific (excluding high income),EAP,2031,0.10388064733
1717,East Asia & Pacific (excluding high income),EAP,2032,0.10388064733
1718,East Asia & Pacific (excluding high income),EAP,2033,0.10388064733
1719,East Asia & Pacific (excluding high income),EAP,2034,0.10388064733
1720,East Asia & Pacific (excluding high income),EAP,2035,0.10388064733
1721,East Asia & Pacific (excluding high income),EAP,2036,0.10388064733
1722,East Asia & Pacific (excluding high income),EAP,2037,0.10388064733
1723,East Asia & Pacific (excluding high income),EAP,2038,0.10388064733
1724,East Asia & Pacific (excluding high income),EAP,2039,0.10388064733
1725,East Asia & Pacific (excluding high income),EAP,2040,0.10388064733
1726,East Asia & Pacific (excluding high income),EAP,2041,0.10388064733
1727,East Asia & Pacific (excluding high income),EAP,2042,0.10388064733
1728,East Asia & Pacific (excluding high income),EAP,2043,0.10388064733
1729,East Asia & Pacific (excluding high income),EAP,2044,0.10388064733
1730,East Asia & Pacific (excluding high income),EAP,2045,0.10388064733
1731,East Asia & Pacific (excluding high income),EAP,2046,0.10388064733
1732,East Asia & Pacific (excluding high income),EAP,2047,0.10388064733
1733,East Asia & Pacific (excluding high income),EAP,2048,0.10388064733
1734,East Asia & Pacific (excluding high income),EAP,2049,0.10388064733
1735,East Asia & Pacific (excluding high income),EAP,2050,0.10388064733
1736,Early-demographic dividend,EAR,2023,0.10388064733
1737,Early-demographic dividend,EAR,2024,0.10388064733
1738,Early-demographic dividend,EAR,2025,0.10388064733
1739,Early-demographic dividend,EAR,2026,0.10388064733
1740,Early-demographic dividend,EAR,2027,0.10388064733
1741,Early-demographic dividend,EAR,2028,0.10388064733
1742,Early-demographic dividend,EAR,2029,0.10388064733
1743,Early-demographic dividend,EAR,2030,0.10388064733
1744,Early-demographic dividend,EAR,2031,0.10388064733
1745,Early-demographic dividend,EAR,2032,0.10388064733
1746,Early-demographic dividend,EAR,2033,0.10388064733
1747,Early-demographic dividend,EAR,2034,0.10388064733
1748,Early-demographic dividend,EAR,2035,0.10388064733
1749,Early-demographic dividend,EAR,2036,0.10388064733
1750,Early-demographic dividend,EAR,2037,0.10388064733
1751,Early-demographic dividend,EAR,2038,0.10388064733
1752,Early-demographic dividend,EAR,2039,0.10388064733
1753,Early-demographic dividend,EAR,2040,0.10388064733
1754,Early-demographic dividend,EAR,2041,0.10388064733
1755,Early-demographic dividend,EAR,2042,0.10388064733
1756,Early-demographic dividend,EAR,2043,0.10388064733
1757,Early-demographic dividend,EAR,2044,0.10388064733
1758,Early-demographic dividend,EAR,2045,0.10388064733
1759,Early-demographic dividend,EAR,2046,0.10388064733
1760,Early-demographic dividend,EAR,2047,0.10388064733
1761,Early-demographic dividend,EAR,2048,0.10388064733
1762,Early-demographic dividend,EAR,2049,0.10388064733
1763,Early-demographic dividend,EAR,2050,0.10388064733
1764,East Asia & Pacific,EAS,2023,0.10388064733
1765,East Asia & Pacific,EAS,2024,0.10388064733
1766,East Asia & Pacific,EAS,2025,0.10388064733
1767,East Asia & Pacific,EAS,2026,0.10388064733
1768,East Asia & Pacific,EAS,2027,0.10388064733
1769,East Asia & Pacific,EAS,2028,0.10388064733
1770,East Asia & Pacific,EAS,2029,0.10388064733
1771,East Asia & Pacific,EAS,2030,0.10388064733
1772,East Asia & Pacific,EAS,2031,0.10388064733
1773,East Asia & Pacific,EAS,2032,0.10388064733
1774,East Asia & Pacific,EAS,2033,0.10388064733
1775,East Asia & Pacific,EAS,2034,0.10388064733
1776,East Asia & Pacific,EAS,2035,0.10388064733
1777,East Asia & Pacific,EAS,2036,0.10388064733
1778,East Asia & Pacific,EAS,2037,0.10388064733
1779,East Asia & Pacific,EAS,2038,0.10388064733
1780,East Asia & Pacific,EAS,2039,0.10388064733
1781,East Asia & Pacific,EAS,2040,0.10388064733
1782,East Asia & Pacific,EAS,2041,0.10388064733
1783,East Asia & Pacific,EAS,2042,0.10388064733
1784,East Asia & Pacific,EAS,2043,0.10388064733
1785,East Asia & Pacific,EAS,2044,0.10388064733
1786,East Asia & Pacific,EAS,2045,0.10388064733
1787,East Asia & Pacific,EAS,2046,0.10388064733
1788,East Asia & Pacific,EAS,2047,0.10388064733
1789,East Asia & Pacific,EAS,2048,0.10388064733
1790,East Asia & Pacific,EAS,2049,0.10388064733
1791,East Asia & Pacific,EAS,2050,0.10388064733
1792,Europe & Central Asia (excluding high income),ECA,2023,0.10388064733
1793,Europe & Central Asia (excluding high income),ECA,2024,0.10388064733
1794,Europe & Central Asia (excluding high income),ECA,2025,0.10388064733
1795,Europe & Central Asia (excluding high income),ECA,2026,0.10388064733
1796,Europe & Central Asia (excluding high income),ECA,2027,0.10388064733
1797,Europe & Central Asia (excluding high income),ECA,2028,0.10388064733
1798,Europe & Central Asia (excluding high income),ECA,2029,0.10388064733
1799,Europe & Central Asia (excluding high income),ECA,2030,0.10388064733
1800,Europe & Central Asia (excluding high income),ECA,2031,0.10388064733
1801,Europe & Central Asia (excluding high income),ECA,2032,0.10388064733
1802,Europe & Central Asia (excluding high income),ECA,2033,0.10388064733
1803,Europe & Central Asia (excluding high income),ECA,2034,0.10388064733
1804,Europe & Central Asia (excluding high income),ECA,2035,0.10388064733
1805,Europe & Central Asia (excluding high income),ECA,2036,0.10388064733
1806,Europe & Central Asia (excluding high income),ECA,2037,0.10388064733
1807,Europe & Central Asia (excluding high income),ECA,2038,0.10388064733
1808,Europe & Central Asia (excluding high income),ECA,2039,0.10388064733
1809,Europe & Central Asia (excluding high income),ECA,2040,0.10388064733
1810,Europe & Central Asia (excluding high income),ECA,2041,0.10388064733
1811,Europe & Central Asia (excluding high income),ECA,2042,0.10388064733
1812,Europe & Central Asia (excluding high income),ECA,2043,0.10388064733
1813,Europe & Central Asia (excluding high income),ECA,2044,0.10388064733
1814,Europe & Central Asia (excluding high income),ECA,2045,0.10388064733
1815,Europe & Central Asia (excluding high income),ECA,2046,0.10388064733
1816,Europe & Central Asia (excluding high income),ECA,2047,0.10388064733
1817,Europe & Central Asia (excluding high income),ECA,2048,0.10388064733
1818,Europe & Central Asia (excluding high income),ECA,2049,0.10388064733
1819,Europe & Central Asia (excluding high income),ECA,2050,0.10388064733
1820,Europe & Central Asia,ECS,2023,0.10388064733
1821,Europe & Central Asia,ECS,2024,0.10388064733
1822,Europe & Central Asia,ECS,2025,0.10388064733
1823,Europe & Central Asia,ECS,2026,0.10388064733
1824,Europe & Central Asia,ECS,2027,0.10388064733
1825,Europe & Central Asia,ECS,2028,0.10388064733
1826,Europe & Central Asia,ECS,2029,0.10388064733
1827,Europe & Central Asia,ECS,2030,0.10388064733
1828,Europe & Central Asia,ECS,2031,0.10388064733
1829,Europe & Central Asia,ECS,2032,0.10388064733
1830,Europe & Central Asia,ECS,2033,0.10388064733
1831,Europe & Central Asia,ECS,2034,0.10388064733
1832,Europe & Central Asia,ECS,2035,0.10388064733
1833,Europe & Central Asia,ECS,2036,0.10388064733
1834,Europe & Central Asia,ECS,2037,0.10388064733
1835,Europe & Central Asia,ECS,2038,0.10388064733
1836,Europe & Central Asia,ECS,2039,0.10388064733
1837,Europe & Central Asia,ECS,2040,0.10388064733
1838,Europe & Central Asia,ECS,2041,0.10388064733
1839,Europe & Central Asia,ECS,2042,0.10388064733
1840,Europe & Central Asia,ECS,2043,0.10388064733
1841,Europe & Central Asia,ECS,2044,0.10388064733
1842,Europe & Central Asia,ECS,2045,0.10388064733
1843,Europe & Central Asia,ECS,2046,0.10388064733
1844,Europe & Central Asia,ECS,2047,0.10388064733
1845,Europe & Central Asia,ECS,2048,0.10388064733
1846,Europe & Central Asia,ECS,2049,0.10388064733
1847,Europe & Central Asia,ECS,2050,0.10388064733
1848,Ecuador,ECU,2023,0.10388064733
1849,Ecuador,ECU,2024,0.10388064733
1850,Ecuador,ECU,2025,0.10388064733
1851,Ecuador,ECU,2026,0.10388064733
1852,Ecuador,ECU,2027,0.10388064733
1853,Ecuador,ECU,2028,0.10388064733
1854,Ecuador,ECU,2029,0.10388064733
1855,Ecuador,ECU,2030,0.10388064733
1856,Ecuador,ECU,2031,0.10388064733
1857,Ecuador,ECU,2032,0.10388064733
1858,Ecuador,ECU,2033,0.10388064733
1859,Ecuador,ECU,2034,0.10388064733
1860,Ecuador,ECU,2035,0.10388064733
1861,Ecuador,ECU,2036,0.10388064733
1862,Ecuador,ECU,2037,0.10388064733
1863,Ecuador,ECU,2038,0.10388064733
1864,Ecuador,ECU,2039,0.10388064733
1865,Ecuador,ECU,2040,0.10388064733
1866,Ecuador,ECU,2041,0.10388064733
1867,Ecuador,ECU,2042,0.10388064733
1868,Ecuador,ECU,2043,0.10388064733
1869,Ecuador,ECU,2044,0.10388064733
1870,Ecuador,ECU,2045,0.10388064733
1871,Ecuador,ECU,2046,0.10388064733
1872,Ecuador,ECU,2047,0.10388064733
1873,Ecuador,ECU,2048,0.10388064733
1874,Ecuador,ECU,2049,0.10388064733
1875,Ecuador,ECU,2050,0.10388064733
1876,"Egypt, Arab Rep.",EGY,2023,0.10388064733
1877,"Egypt, Arab Rep.",EGY,2024,0.10388064733
1878,"Egypt, Arab Rep.",EGY,2025,0.10388064733
1879,"Egypt, Arab Rep.",EGY,2026,0.10388064733
1880,"Egypt, Arab Rep.",EGY,2027,0.10388064733
1881,"Egypt, Arab Rep.",EGY,2028,0.10388064733
1882,"Egypt, Arab Rep.",EGY,2029,0.10388064733
1883,"Egypt, Arab Rep.",EGY,2030,0.10388064733
1884,"Egypt, Arab Rep.",EGY,2031,0.10388064733
1885,"Egypt, Arab Rep.",EGY,2032,0.10388064733
1886,"Egypt, Arab Rep.",EGY,2033,0.10388064733
1887,"Egypt, Arab Rep.",EGY,2034,0.10388064733
1888,"Egypt, Arab Rep.",EGY,2035,0.10388064733
1889,"Egypt, Arab Rep.",EGY,2036,0.10388064733
1890,"Egypt, Arab Rep.",EGY,2037,0.10388064733
1891,"Egypt, Arab Rep.",EGY,2038,0.10388064733
1892,"Egypt, Arab Rep.",EGY,2039,0.10388064733
1893,"Egypt, Arab Rep.",EGY,2040,0.10388064733
1894,"Egypt, Arab Rep.",EGY,2041,0.10388064733
1895,"Egypt, Arab Rep.",EGY,2042,0.10388064733
1896,"Egypt, Arab Rep.",EGY,2043,0.10388064733
1897,"Egypt, Arab Rep.",EGY,2044,0.10388064733
1898,"Egypt, Arab Rep.",EGY,2045,0.10388064733
1899,"Egypt, Arab Rep.",EGY,2046,0.10388064733
1900,"Egypt, Arab Rep.",EGY,2047,0.10388064733
1901,"Egypt, Arab Rep.",EGY,2048,0.10388064733
1902,"Egypt, Arab Rep.",EGY,2049,0.10388064733
1903,"Egypt, Arab Rep.",EGY,2050,0.10388064733
1904,Euro area,EMU,2023,0.10388064733
1905,Euro area,EMU,2024,0.10388064733
1906,Euro area,EMU,2025,0.10388064733
1907,Euro area,EMU,2026,0.10388064733
1908,Euro area,EMU,2027,0.10388064733
1909,Euro area,EMU,2028,0.10388064733
1910,Euro area,EMU,2029,0.10388064733
1911,Euro area,EMU,2030,0.10388064733
1912,Euro area,EMU,2031,0.10388064733
1913,Euro area,EMU,2032,0.10388064733
1914,Euro area,EMU,2033,0.10388064733
1915,Euro area,EMU,2034,0.10388064733
1916,Euro area,EMU,2035,0.10388064733
1917,Euro area,EMU,2036,0.10388064733
1918,Euro area,EMU,2037,0.10388064733
1919,Euro area,EMU,2038,0.10388064733
1920,Euro area,EMU,2039,0.10388064733
1921,Euro area,EMU,2040,0.10388064733
1922,Euro area,EMU,2041,0.10388064733
1923,Euro area,EMU,2042,0.10388064733
1924,Euro area,EMU,2043,0.10388064733
1925,Euro area,EMU,2044,0.10388064733
1926,Euro area,EMU,2045,0.10388064733
1927,Euro area,EMU,2046,0.10388064733
1928,Euro area,EMU,2047,0.10388064733
1929,Euro area,EMU,2048,0.10388064733
1930,Euro area,EMU,2049,0.10388064733
1931,Euro area,EMU,2050,0.10388064733
1932,Eritrea,ERI,2023,0.10388064733
1933,Eritrea,ERI,2024,0.10388064733
1934,Eritrea,ERI,2025,0.10388064733
1935,Eritrea,ERI,2026,0.10388064733
1936,Eritrea,ERI,2027,0.10388064733
1937,Eritrea,ERI,2028,0.10388064733
1938,Eritrea,ERI,2029,0.10388064733
1939,Eritrea,ERI,2030,0.10388064733
1940,Eritrea,ERI,2031,0.10388064733
1941,Eritrea,ERI,2032,0.10388064733
1942,Eritrea,ERI,2033,0.10388064733
1943,Eritrea,ERI,2034,0.10388064733
1944,Eritrea,ERI,2035,0.10388064733
1945,Eritrea,ERI,2036,0.10388064733
1946,Eritrea,ERI,2037,0.10388064733
1947,Eritrea,ERI,2038,0.10388064733
1948,Eritrea,ERI,2039,0.10388064733
1949,Eritrea,ERI,2040,0.10388064733
1950,Eritrea,ERI,2041,0.10388064733
1951,Eritrea,ERI,2042,0.10388064733
1952,Eritrea,ERI,2043,0.10388064733
1953,Eritrea,ERI,2044,0.10388064733
1954,Eritrea,ERI,2045,0.10388064733
1955,Eritrea,ERI,2046,0.10388064733
1956,Eritrea,ERI,2047,0.10388064733
1957,Eritrea,ERI,2048,0.10388064733
1958,Eritrea,ERI,2049,0.10388064733
1959,Eritrea,ERI,2050,0.10388064733
1960,Spain,ESP,2023,0.10388064733
1961,Spain,ESP,2024,0.10388064733
1962,Spain,ESP,2025,0.10388064733
1963,Spain,ESP,2026,0.10388064733
1964,Spain,ESP,2027,0.10388064733
1965,Spain,ESP,2028,0.10388064733
1966,Spain,ESP,2029,0.10388064733
1967,Spain,ESP,2030,0.10388064733
1968,Spain,ESP,2031,0.10388064733
1969,Spain,ESP,2032,0.10388064733
1970,Spain,ESP,2033,0.10388064733
1971,Spain,ESP,2034,0.10388064733
1972,Spain,ESP,2035,0.10388064733
1973,Spain,ESP,2036,0.10388064733
1974,Spain,ESP,2037,0.10388064733
1975,Spain,ESP,2038,0.10388064733
1976,Spain,ESP,2039,0.10388064733
1977,Spain,ESP,2040,0.10388064733
1978,Spain,ESP,2041,0.10388064733
1979,Spain,ESP,2042,0.10388064733
1980,Spain,ESP,2043,0.10388064733
1981,Spain,ESP,2044,0.10388064733
1982,Spain,ESP,2045,0.10388064733
1983,Spain,ESP,2046,0.10388064733
1984,Spain,ESP,2047,0.10388064733
1985,Spain,ESP,2048,0.10388064733
1986,Spain,ESP,2049,0.10388064733
1987,Spain,ESP,2050,0.10388064733
1988,Estonia,EST,2023,0.10388064733
1989,Estonia,EST,2024,0.10388064733
1990,Estonia,EST,2025,0.10388064733
1991,Estonia,EST,2026,0.10388064733
1992,Estonia,EST,2027,0.10388064733
1993,Estonia,EST,2028,0.10388064733
1994,Estonia,EST,2029,0.10388064733
1995,Estonia,EST,2030,0.10388064733
1996,Estonia,EST,2031,0.10388064733
1997,Estonia,EST,2032,0.10388064733
1998,Estonia,EST,2033,0.10388064733
1999,Estonia,EST,2034,0.10388064733
2000,Estonia,EST,2035,0.10388064733
2001,Estonia,EST,2036,0.10388064733
2002,Estonia,EST,2037,0.10388064733
2003,Estonia,EST,2038,0.10388064733
2004,Estonia,EST,2039,0.10388064733
2005,Estonia,EST,2040,0.10388064733
2006,Estonia,EST,2041,0.10388064733
2007,Estonia,EST,2042,0.10388064733
2008,Estonia,EST,2043,0.10388064733
2009,Estonia,EST,2044,0.10388064733
2010,Estonia,EST,2045,0.10388064733
2011,Estonia,EST,2046,0.10388064733
2012,Estonia,EST,2047,0.10388064733
2013,Estonia,EST,2048,0.10388064733
2014,Estonia,EST,2049,0.10388064733
2015,Estonia,EST,2050,0.10388064733
2016,Ethiopia,ETH,2023,0.10388064733
2017,Ethiopia,ETH,2024,0.10388064733
2018,Ethiopia,ETH,2025,0.10388064733
2019,Ethiopia,ETH,2026,0.10388064733
2020,Ethiopia,ETH,2027,0.10388064733
2021,Ethiopia,ETH,2028,0.10388064733
2022,Ethiopia,ETH,2029,0.10388064733
2023,Ethiopia,ETH,2030,0.10388064733
2024,Ethiopia,ETH,2031,0.10388064733
2025,Ethiopia,ETH,2032,0.10388064733
2026,Ethiopia,ETH,2033,0.10388064733
2027,Ethiopia,ETH,2034,0.10388064733
2028,Ethiopia,ETH,2035,0.10388064733
2029,Ethiopia,ETH,2036,0.10388064733
2030,Ethiopia,ETH,2037,0.10388064733
2031,Ethiopia,ETH,2038,0.10388064733
2032,Ethiopia,ETH,2039,0.10388064733
2033,Ethiopia,ETH,2040,0.10388064733
2034,Ethiopia,ETH,2041,0.10388064733
2035,Ethiopia,ETH,2042,0.10388064733
2036,Ethiopia,ETH,2043,0.10388064733
2037,Ethiopia,ETH,2044,0.10388064733
2038,Ethiopia,ETH,2045,0.10388064733
2039,Ethiopia,ETH,2046,0.10388064733
2040,Ethiopia,ETH,2047,0.10388064733
2041,Ethiopia,ETH,2048,0.10388064733
2042,Ethiopia,ETH,2049,0.10388064733
2043,Ethiopia,ETH,2050,0.10388064733
2044,European Union,EUU,2023,0.10388064733
2045,European Union,EUU,2024,0.10388064733
2046,European Union,EUU,2025,0.10388064733
2047,European Union,EUU,2026,0.10388064733
2048,European Union,EUU,2027,0.10388064733
2049,European Union,EUU,2028,0.10388064733
2050,European Union,EUU,2029,0.10388064733
2051,European Union,EUU,2030,0.10388064733
2052,European Union,EUU,2031,0.10388064733
2053,European Union,EUU,2032,0.10388064733
2054,European Union,EUU,2033,0.10388064733
2055,European Union,EUU,2034,0.10388064733
2056,European Union,EUU,2035,0.10388064733
2057,European Union,EUU,2036,0.10388064733
2058,European Union,EUU,2037,0.10388064733
2059,European Union,EUU,2038,0.10388064733
2060,European Union,EUU,2039,0.10388064733
2061,European Union,EUU,2040,0.10388064733
2062,European Union,EUU,2041,0.10388064733
2063,European Union,EUU,2042,0.10388064733
2064,European Union,EUU,2043,0.10388064733
2065,European Union,EUU,2044,0.10388064733
2066,European Union,EUU,2045,0.10388064733
2067,European Union,EUU,2046,0.10388064733
2068,European Union,EUU,2047,0.10388064733
2069,European Union,EUU,2048,0.10388064733
2070,European Union,EUU,2049,0.10388064733
2071,European Union,EUU,2050,0.10388064733
2072,Fragile and conflict affected situations,FCS,2023,0.10388064733
2073,Fragile and conflict affected situations,FCS,2024,0.10388064733
2074,Fragile and conflict affected situations,FCS,2025,0.10388064733
2075,Fragile and conflict affected situations,FCS,2026,0.10388064733
