Year,cost_enfu_fuel_coal_usd_per_m3,iso_code3,Nation
2032,174.9001499,CYM,Cayman Islands
2033,174.9001499,CYM,Cayman Islands
2034,174.9001499,CYM,Cayman Islands
2035,174.9001499,CYM,Cayman Islands
2036,174.9001499,CYM,Cayman Islands
2037,174.9001499,CYM,Cayman Islands
2038,174.9001499,CYM,Cayman Islands
2039,174.9001499,CYM,Cayman Islands
2040,174.9001499,CYM,Cayman Islands
2041,174.9001499,CYM,Cayman Islands
2042,174.9001499,CYM,Cayman Islands
2043,174.9001499,CYM,Cayman Islands
2044,174.9001499,CYM,Cayman Islands
2045,174.9001499,CYM,Cayman Islands
2046,174.9001499,CYM,Cayman Islands
2047,174.9001499,CYM,Cayman Islands
2048,174.9001499,CYM,Cayman Islands
2049,174.9001499,CYM,Cayman Islands
2050,174.9001499,CYM,Cayman Islands
2022,174.9001499,CYP,Cyprus
2023,174.9001499,CYP,Cyprus
2024,174.9001499,CYP,Cyprus
2025,174.9001499,CYP,Cyprus
2026,174.9001499,CYP,Cyprus
2027,174.9001499,CYP,Cyprus
2028,174.9001499,CYP,Cyprus
2029,174.9001499,CYP,Cyprus
2030,174.9001499,CYP,Cyprus
2031,174.9001499,CYP,Cyprus
2032,174.9001499,CYP,Cyprus
2033,174.9001499,CYP,Cyprus
2034,174.9001499,CYP,Cyprus
2035,174.9001499,CYP,Cyprus
2036,174.9001499,CYP,Cyprus
2037,174.9001499,CYP,Cyprus
2038,174.9001499,CYP,Cyprus
2039,174.9001499,CYP,Cyprus
2040,174.9001499,CYP,Cyprus
2041,174.9001499,CYP,Cyprus
2042,174.9001499,CYP,Cyprus
2043,174.9001499,CYP,Cyprus
2044,174.9001499,CYP,Cyprus
2045,174.9001499,CYP,Cyprus
2046,174.9001499,CYP,Cyprus
2047,174.9001499,CYP,Cyprus
2048,174.9001499,CYP,Cyprus
2049,174.9001499,CYP,Cyprus
2050,174.9001499,CYP,Cyprus
2022,174.9001499,CZE,Czechia
2023,174.9001499,CZE,Czechia
2024,174.9001499,CZE,Czechia
2025,174.9001499,CZE,Czechia
2026,174.9001499,CZE,Czechia
2027,174.9001499,CZE,Czechia
2028,174.9001499,CZE,Czechia
2029,174.9001499,CZE,Czechia
2030,174.9001499,CZE,Czechia
2031,174.9001499,CZE,Czechia
2032,174.9001499,CZE,Czechia
2033,174.9001499,CZE,Czechia
2034,174.9001499,CZE,Czechia
2035,174.9001499,CZE,Czechia
2036,174.9001499,CZE,Czechia
2037,174.9001499,CZE,Czechia
2038,174.9001499,CZE,Czechia
2039,174.9001499,CZE,Czechia
2040,174.9001499,CZE,Czechia
2041,174.9001499,CZE,Czechia
2042,174.9001499,CZE,Czechia
2043,174.9001499,CZE,Czechia
2044,174.9001499,CZE,Czechia
2045,174.9001499,CZE,Czechia
2046,174.9001499,CZE,Czechia
2047,174.9001499,CZE,Czechia
2048,174.9001499,CZE,Czechia
2049,174.9001499,CZE,Czechia
2050,174.9001499,CZE,Czechia
2022,174.9001499,DEU,Germany
2023,174.9001499,DEU,Germany
2024,174.9001499,DEU,Germany
2025,174.9001499,DEU,Germany
2026,174.9001499,DEU,Germany
2027,174.9001499,DEU,Germany
2028,174.9001499,DEU,Germany
2029,174.9001499,DEU,Germany
2030,174.9001499,DEU,Germany
2031,174.9001499,DEU,Germany
2032,174.9001499,DEU,Germany
2033,174.9001499,DEU,Germany
2034,174.9001499,DEU,Germany
2035,174.9001499,DEU,Germany
2036,174.9001499,DEU,Germany
2037,174.9001499,DEU,Germany
2038,174.9001499,DEU,Germany
2039,174.9001499,DEU,Germany
2040,174.9001499,DEU,Germany
2041,174.9001499,DEU,Germany
2042,174.9001499,DEU,Germany
2043,174.9001499,DEU,Germany
2044,174.9001499,DEU,Germany
2045,174.9001499,DEU,Germany
2046,174.9001499,DEU,Germany
2047,174.9001499,DEU,Germany
2048,174.9001499,DEU,Germany
2049,174.9001499,DEU,Germany
2050,174.9001499,DEU,Germany
2022,174.9001499,DJI,Djibouti
2023,174.9001499,DJI,Djibouti
2024,174.9001499,DJI,Djibouti
2025,174.9001499,DJI,Djibouti
2026,174.9001499,DJI,Djibouti
2027,174.9001499,DJI,Djibouti
2028,174.9001499,DJI,Djibouti
2029,174.9001499,DJI,Djibouti
2030,174.9001499,DJI,Djibouti
2031,174.9001499,DJI,Djibouti
2032,174.9001499,DJI,Djibouti
2033,174.9001499,DJI,Djibouti
2034,174.9001499,DJI,Djibouti
2035,174.9001499,DJI,Djibouti
2036,174.9001499,DJI,Djibouti
2037,174.9001499,DJI,Djibouti
2038,174.9001499,DJI,Djibouti
2039,174.9001499,DJI,Djibouti
2040,174.9001499,DJI,Djibouti
2041,174.9001499,DJI,Djibouti
2042,174.9001499,DJI,Djibouti
2043,174.9001499,DJI,Djibouti
2044,174.9001499,DJI,Djibouti
2045,174.9001499,DJI,Djibouti
2046,174.9001499,DJI,Djibouti
2047,174.9001499,DJI,Djibouti
2048,174.9001499,DJI,Djibouti
2049,174.9001499,DJI,Djibouti
2050,174.9001499,DJI,Djibouti
2022,174.9001499,DMA,Dominica
2023,174.9001499,DMA,Dominica
2024,174.9001499,DMA,Dominica
2025,174.9001499,DMA,Dominica
2026,174.9001499,DMA,Dominica
2027,174.9001499,DMA,Dominica
2028,174.9001499,DMA,Dominica
2029,174.9001499,DMA,Dominica
2030,174.9001499,DMA,Dominica
2031,174.9001499,DMA,Dominica
2032,174.9001499,DMA,Dominica
2033,174.9001499,DMA,Dominica
2034,174.9001499,DMA,Dominica
2035,174.9001499,DMA,Dominica
2036,174.9001499,DMA,Dominica
2037,174.9001499,DMA,Dominica
2038,174.9001499,DMA,Dominica
2039,174.9001499,DMA,Dominica
2040,174.9001499,DMA,Dominica
2041,174.9001499,DMA,Dominica
2042,174.9001499,DMA,Dominica
2043,174.9001499,DMA,Dominica
2044,174.9001499,DMA,Dominica
2045,174.9001499,DMA,Dominica
2046,174.9001499,DMA,Dominica
2047,174.9001499,DMA,Dominica
2048,174.9001499,DMA,Dominica
2049,174.9001499,DMA,Dominica
2050,174.9001499,DMA,Dominica
2022,174.9001499,DNK,Denmark
2023,174.9001499,DNK,Denmark
2024,174.9001499,DNK,Denmark
2025,174.9001499,DNK,Denmark
2026,174.9001499,DNK,Denmark
2027,174.9001499,DNK,Denmark
2028,174.9001499,DNK,Denmark
2029,174.9001499,DNK,Denmark
2030,174.9001499,DNK,Denmark
2031,174.9001499,DNK,Denmark
2032,174.9001499,DNK,Denmark
2033,174.9001499,DNK,Denmark
2034,174.9001499,DNK,Denmark
2035,174.9001499,DNK,Denmark
2036,174.9001499,DNK,Denmark
2037,174.9001499,DNK,Denmark
2038,174.9001499,DNK,Denmark
2039,174.9001499,DNK,Denmark
2040,174.9001499,DNK,Denmark
2041,174.9001499,DNK,Denmark
2042,174.9001499,DNK,Denmark
2043,174.9001499,DNK,Denmark
2044,174.9001499,DNK,Denmark
2045,174.9001499,DNK,Denmark
2046,174.9001499,DNK,Denmark
2047,174.9001499,DNK,Denmark
2048,174.9001499,DNK,Denmark
2049,174.9001499,DNK,Denmark
2050,174.9001499,DNK,Denmark
2022,174.9001499,DOM,Dominican Republic
2023,174.9001499,DOM,Dominican Republic
2024,174.9001499,DOM,Dominican Republic
2025,174.9001499,DOM,Dominican Republic
2026,174.9001499,DOM,Dominican Republic
2027,174.9001499,DOM,Dominican Republic
2028,174.9001499,DOM,Dominican Republic
2029,174.9001499,DOM,Dominican Republic
2030,174.9001499,DOM,Dominican Republic
2031,174.9001499,DOM,Dominican Republic
2032,174.9001499,DOM,Dominican Republic
2033,174.9001499,DOM,Dominican Republic
2034,174.9001499,DOM,Dominican Republic
2035,174.9001499,DOM,Dominican Republic
2036,174.9001499,DOM,Dominican Republic
2037,174.9001499,DOM,Dominican Republic
2038,174.9001499,DOM,Dominican Republic
2039,174.9001499,DOM,Dominican Republic
2040,174.9001499,DOM,Dominican Republic
2041,174.9001499,DOM,Dominican Republic
2042,174.9001499,DOM,Dominican Republic
2043,174.9001499,DOM,Dominican Republic
2044,174.9001499,DOM,Dominican Republic
2045,174.9001499,DOM,Dominican Republic
2046,174.9001499,DOM,Dominican Republic
2047,174.9001499,DOM,Dominican Republic
2048,174.9001499,DOM,Dominican Republic
2049,174.9001499,DOM,Dominican Republic
2050,174.9001499,DOM,Dominican Republic
2022,174.9001499,DZA,Algeria
2023,174.9001499,DZA,Algeria
2024,174.9001499,DZA,Algeria
2025,174.9001499,DZA,Algeria
2026,174.9001499,DZA,Algeria
2027,174.9001499,DZA,Algeria
2028,174.9001499,DZA,Algeria
2029,174.9001499,DZA,Algeria
2030,174.9001499,DZA,Algeria
2031,174.9001499,DZA,Algeria
2032,174.9001499,DZA,Algeria
2033,174.9001499,DZA,Algeria
2034,174.9001499,DZA,Algeria
2035,174.9001499,DZA,Algeria
2036,174.9001499,DZA,Algeria
2037,174.9001499,DZA,Algeria
2038,174.9001499,DZA,Algeria
2039,174.9001499,DZA,Algeria
2040,174.9001499,DZA,Algeria
2041,174.9001499,DZA,Algeria
2042,174.9001499,DZA,Algeria
2043,174.9001499,DZA,Algeria
2044,174.9001499,DZA,Algeria
2045,174.9001499,DZA,Algeria
2046,174.9001499,DZA,Algeria
2047,174.9001499,DZA,Algeria
2048,174.9001499,DZA,Algeria
2049,174.9001499,DZA,Algeria
2050,174.9001499,DZA,Algeria
2022,174.9001499,EAP,East Asia & Pacific (excluding high income)
2023,174.9001499,EAP,East Asia & Pacific (excluding high income)
2024,174.9001499,EAP,East Asia & Pacific (excluding high income)
2025,174.9001499,EAP,East Asia & Pacific (excluding high income)
2026,174.9001499,EAP,East Asia & Pacific (excluding high income)
2027,174.9001499,EAP,East Asia & Pacific (excluding high income)
2028,174.9001499,EAP,East Asia & Pacific (excluding high income)
2029,174.9001499,EAP,East Asia & Pacific (excluding high income)
2030,174.9001499,EAP,East Asia & Pacific (excluding high income)
2031,174.9001499,EAP,East Asia & Pacific (excluding high income)
2032,174.9001499,EAP,East Asia & Pacific (excluding high income)
2033,174.9001499,EAP,East Asia & Pacific (excluding high income)
2034,174.9001499,EAP,East Asia & Pacific (excluding high income)
2035,174.9001499,EAP,East Asia & Pacific (excluding high income)
2036,174.9001499,EAP,East Asia & Pacific (excluding high income)
2037,174.9001499,EAP,East Asia & Pacific (excluding high income)
2038,174.9001499,EAP,East Asia & Pacific (excluding high income)
2039,174.9001499,EAP,East Asia & Pacific (excluding high income)
2040,174.9001499,EAP,East Asia & Pacific (excluding high income)
2041,174.9001499,EAP,East Asia & Pacific (excluding high income)
2042,174.9001499,EAP,East Asia & Pacific (excluding high income)
2043,174.9001499,EAP,East Asia & Pacific (excluding high income)
2044,174.9001499,EAP,East Asia & Pacific (excluding high income)
2045,174.9001499,EAP,East Asia & Pacific (excluding high income)
2046,174.9001499,EAP,East Asia & Pacific (excluding high income)
2047,174.9001499,EAP,East Asia & Pacific (excluding high income)
2048,174.9001499,EAP,East Asia & Pacific (excluding high income)
2049,174.9001499,EAP,East Asia & Pacific (excluding high income)
2050,174.9001499,EAP,East Asia & Pacific (excluding high income)
2022,174.9001499,EAR,Early-demographic dividend
2023,174.9001499,EAR,Early-demographic dividend
2024,174.9001499,EAR,Early-demographic dividend
2025,174.9001499,EAR,Early-demographic dividend
2026,174.9001499,EAR,Early-demographic dividend
2027,174.9001499,EAR,Early-demographic dividend
2028,174.9001499,EAR,Early-demographic dividend
2029,174.9001499,EAR,Early-demographic dividend
2030,174.9001499,EAR,Early-demographic dividend
2031,174.9001499,EAR,Early-demographic dividend
2032,174.9001499,EAR,Early-demographic dividend
2033,174.9001499,EAR,Early-demographic dividend
2034,174.9001499,EAR,Early-demographic dividend
2035,174.9001499,EAR,Early-demographic dividend
2036,174.9001499,EAR,Early-demographic dividend
2037,174.9001499,EAR,Early-demographic dividend
2038,174.9001499,EAR,Early-demographic dividend
2039,174.9001499,EAR,Early-demographic dividend
2040,174.9001499,EAR,Early-demographic dividend
2041,174.9001499,EAR,Early-demographic dividend
2042,174.9001499,EAR,Early-demographic dividend
2043,174.9001499,EAR,Early-demographic dividend
2044,174.9001499,EAR,Early-demographic dividend
2045,174.9001499,EAR,Early-demographic dividend
2046,174.9001499,EAR,Early-demographic dividend
2047,174.9001499,EAR,Early-demographic dividend
2048,174.9001499,EAR,Early-demographic dividend
2049,174.9001499,EAR,Early-demographic dividend
2050,174.9001499,EAR,Early-demographic dividend
2022,174.9001499,EAS,East Asia & Pacific
2023,174.9001499,EAS,East Asia & Pacific
2024,174.9001499,EAS,East Asia & Pacific
2025,174.9001499,EAS,East Asia & Pacific
2026,174.9001499,EAS,East Asia & Pacific
2027,174.9001499,EAS,East Asia & Pacific
2028,174.9001499,EAS,East Asia & Pacific
2029,174.9001499,EAS,East Asia & Pacific
2030,174.9001499,EAS,East Asia & Pacific
2031,174.9001499,EAS,East Asia & Pacific
2032,174.9001499,EAS,East Asia & Pacific
2033,174.9001499,EAS,East Asia & Pacific
2034,174.9001499,EAS,East Asia & Pacific
2035,174.9001499,EAS,East Asia & Pacific
2036,174.9001499,EAS,East Asia & Pacific
2037,174.9001499,EAS,East Asia & Pacific
2038,174.9001499,EAS,East Asia & Pacific
2039,174.9001499,EAS,East Asia & Pacific
2040,174.9001499,EAS,East Asia & Pacific
2041,174.9001499,EAS,East Asia & Pacific
2042,174.9001499,EAS,East Asia & Pacific
2043,174.9001499,EAS,East Asia & Pacific
2044,174.9001499,EAS,East Asia & Pacific
2045,174.9001499,EAS,East Asia & Pacific
2046,174.9001499,EAS,East Asia & Pacific
2047,174.9001499,EAS,East Asia & Pacific
2048,174.9001499,EAS,East Asia & Pacific
2049,174.9001499,EAS,East Asia & Pacific
2050,174.9001499,EAS,East Asia & Pacific
2022,174.9001499,ECA,Europe & Central Asia (excluding high income)
2023,174.9001499,ECA,Europe & Central Asia (excluding high income)
2024,174.9001499,ECA,Europe & Central Asia (excluding high income)
2025,174.9001499,ECA,Europe & Central Asia (excluding high income)
2026,174.9001499,ECA,Europe & Central Asia (excluding high income)
2027,174.9001499,ECA,Europe & Central Asia (excluding high income)
2028,174.9001499,ECA,Europe & Central Asia (excluding high income)
2029,174.9001499,ECA,Europe & Central Asia (excluding high income)
2030,174.9001499,ECA,Europe & Central Asia (excluding high income)
2031,174.9001499,ECA,Europe & Central Asia (excluding high income)
2032,174.9001499,ECA,Europe & Central Asia (excluding high income)
2033,174.9001499,ECA,Europe & Central Asia (excluding high income)
2034,174.9001499,ECA,Europe & Central Asia (excluding high income)
2035,174.9001499,ECA,Europe & Central Asia (excluding high income)
2036,174.9001499,ECA,Europe & Central Asia (excluding high income)
2037,174.9001499,ECA,Europe & Central Asia (excluding high income)
2038,174.9001499,ECA,Europe & Central Asia (excluding high income)
2039,174.9001499,ECA,Europe & Central Asia (excluding high income)
2040,174.9001499,ECA,Europe & Central Asia (excluding high income)
2041,174.9001499,ECA,Europe & Central Asia (excluding high income)
2042,174.9001499,ECA,Europe & Central Asia (excluding high income)
2043,174.9001499,ECA,Europe & Central Asia (excluding high income)
2044,174.9001499,ECA,Europe & Central Asia (excluding high income)
2045,174.9001499,ECA,Europe & Central Asia (excluding high income)
2046,174.9001499,ECA,Europe & Central Asia (excluding high income)
2047,174.9001499,ECA,Europe & Central Asia (excluding high income)
2048,174.9001499,ECA,Europe & Central Asia (excluding high income)
2049,174.9001499,ECA,Europe & Central Asia (excluding high income)
2050,174.9001499,ECA,Europe & Central Asia (excluding high income)
2022,174.9001499,ECS,Europe & Central Asia
2023,174.9001499,ECS,Europe & Central Asia
2024,174.9001499,ECS,Europe & Central Asia
2025,174.9001499,ECS,Europe & Central Asia
2026,174.9001499,ECS,Europe & Central Asia
2027,174.9001499,ECS,Europe & Central Asia
2028,174.9001499,ECS,Europe & Central Asia
2029,174.9001499,ECS,Europe & Central Asia
2030,174.9001499,ECS,Europe & Central Asia
2031,174.9001499,ECS,Europe & Central Asia
2032,174.9001499,ECS,Europe & Central Asia
2033,174.9001499,ECS,Europe & Central Asia
2034,174.9001499,ECS,Europe & Central Asia
2035,174.9001499,ECS,Europe & Central Asia
2036,174.9001499,ECS,Europe & Central Asia
2037,174.9001499,ECS,Europe & Central Asia
2038,174.9001499,ECS,Europe & Central Asia
2039,174.9001499,ECS,Europe & Central Asia
2040,174.9001499,ECS,Europe & Central Asia
2041,174.9001499,ECS,Europe & Central Asia
2042,174.9001499,ECS,Europe & Central Asia
2043,174.9001499,ECS,Europe & Central Asia
2044,174.9001499,ECS,Europe & Central Asia
2045,174.9001499,ECS,Europe & Central Asia
2046,174.9001499,ECS,Europe & Central Asia
2047,174.9001499,ECS,Europe & Central Asia
2048,174.9001499,ECS,Europe & Central Asia
2049,174.9001499,ECS,Europe & Central Asia
2050,174.9001499,ECS,Europe & Central Asia
2022,174.9001499,ECU,Ecuador
2023,174.9001499,ECU,Ecuador
2024,174.9001499,ECU,Ecuador
2025,174.9001499,ECU,Ecuador
2026,174.9001499,ECU,Ecuador
2027,174.9001499,ECU,Ecuador
2028,174.9001499,ECU,Ecuador
2029,174.9001499,ECU,Ecuador
2030,174.9001499,ECU,Ecuador
2031,174.9001499,ECU,Ecuador
2032,174.9001499,ECU,Ecuador
2033,174.9001499,ECU,Ecuador
2034,174.9001499,ECU,Ecuador
2035,174.9001499,ECU,Ecuador
2036,174.9001499,ECU,Ecuador
2037,174.9001499,ECU,Ecuador
2038,174.9001499,ECU,Ecuador
2039,174.9001499,ECU,Ecuador
2040,174.9001499,ECU,Ecuador
2041,174.9001499,ECU,Ecuador
2042,174.9001499,ECU,Ecuador
2043,174.9001499,ECU,Ecuador
2044,174.9001499,ECU,Ecuador
2045,174.9001499,ECU,Ecuador
2046,174.9001499,ECU,Ecuador
2047,174.9001499,ECU,Ecuador
2048,174.9001499,ECU,Ecuador
2049,174.9001499,ECU,Ecuador
2050,174.9001499,ECU,Ecuador
2022,174.9001499,EGY,"Egypt, Arab Rep."
2023,174.9001499,EGY,"Egypt, Arab Rep."
2024,174.9001499,EGY,"Egypt, Arab Rep."
2025,174.9001499,EGY,"Egypt, Arab Rep."
2026,174.9001499,EGY,"Egypt, Arab Rep."
2027,174.9001499,EGY,"Egypt, Arab Rep."
2028,174.9001499,EGY,"Egypt, Arab Rep."
2029,174.9001499,EGY,"Egypt, Arab Rep."
2030,174.9001499,EGY,"Egypt, Arab Rep."
2031,174.9001499,EGY,"Egypt, Arab Rep."
2032,174.9001499,EGY,"Egypt, Arab Rep."
2033,174.9001499,EGY,"Egypt, Arab Rep."
2034,174.9001499,EGY,"Egypt, Arab Rep."
2035,174.9001499,EGY,"Egypt, Arab Rep."
2036,174.9001499,EGY,"Egypt, Arab Rep."
2037,174.9001499,EGY,"Egypt, Arab Rep."
2038,174.9001499,EGY,"Egypt, Arab Rep."
2039,174.9001499,EGY,"Egypt, Arab Rep."
2040,174.9001499,EGY,"Egypt, Arab Rep."
2041,174.9001499,EGY,"Egypt, Arab Rep."
2042,174.9001499,EGY,"Egypt, Arab Rep."
2043,174.9001499,EGY,"Egypt, Arab Rep."
2044,174.9001499,EGY,"Egypt, Arab Rep."
2045,174.9001499,EGY,"Egypt, Arab Rep."
2046,174.9001499,EGY,"Egypt, Arab Rep."
2047,174.9001499,EGY,"Egypt, Arab Rep."
2048,174.9001499,EGY,"Egypt, Arab Rep."
2049,174.9001499,EGY,"Egypt, Arab Rep."
2050,174.9001499,EGY,"Egypt, Arab Rep."
2022,174.9001499,EMU,Euro area
2023,174.9001499,EMU,Euro area
2024,174.9001499,EMU,Euro area
2025,174.9001499,EMU,Euro area
2026,174.9001499,EMU,Euro area
2027,174.9001499,EMU,Euro area
2028,174.9001499,EMU,Euro area
2029,174.9001499,EMU,Euro area
2030,174.9001499,EMU,Euro area
2031,174.9001499,EMU,Euro area
2032,174.9001499,EMU,Euro area
2033,174.9001499,EMU,Euro area
2034,174.9001499,EMU,Euro area
2035,174.9001499,EMU,Euro area
2036,174.9001499,EMU,Euro area
2037,174.9001499,EMU,Euro area
2038,174.9001499,EMU,Euro area
2039,174.9001499,EMU,Euro area
2040,174.9001499,EMU,Euro area
2041,174.9001499,EMU,Euro area
2042,174.9001499,EMU,Euro area
2043,174.9001499,EMU,Euro area
2044,174.9001499,EMU,Euro area
2045,174.9001499,EMU,Euro area
2046,174.9001499,EMU,Euro area
2047,174.9001499,EMU,Euro area
2048,174.9001499,EMU,Euro area
2049,174.9001499,EMU,Euro area
2050,174.9001499,EMU,Euro area
2022,174.9001499,ERI,Eritrea
2023,174.9001499,ERI,Eritrea
2024,174.9001499,ERI,Eritrea
2025,174.9001499,ERI,Eritrea
2026,174.9001499,ERI,Eritrea
2027,174.9001499,ERI,Eritrea
2028,174.9001499,ERI,Eritrea
2029,174.9001499,ERI,Eritrea
2030,174.9001499,ERI,Eritrea
2031,174.9001499,ERI,Eritrea
2032,174.9001499,ERI,Eritrea
2033,174.9001499,ERI,Eritrea
2034,174.9001499,ERI,Eritrea
2035,174.9001499,ERI,Eritrea
2036,174.9001499,ERI,Eritrea
2037,174.9001499,ERI,Eritrea
2038,174.9001499,ERI,Eritrea
2039,174.9001499,ERI,Eritrea
2040,174.9001499,ERI,Eritrea
2041,174.9001499,ERI,Eritrea
2042,174.9001499,ERI,Eritrea
2043,174.9001499,ERI,Eritrea
2044,174.9001499,ERI,Eritrea
2045,174.9001499,ERI,Eritrea
2046,174.9001499,ERI,Eritrea
2047,174.9001499,ERI,Eritrea
2048,174.9001499,ERI,Eritrea
2049,174.9001499,ERI,Eritrea
2050,174.9001499,ERI,Eritrea
2022,174.9001499,ESP,Spain
2023,174.9001499,ESP,Spain
2024,174.9001499,ESP,Spain
2025,174.9001499,ESP,Spain
2026,174.9001499,ESP,Spain
2027,174.9001499,ESP,Spain
2028,174.9001499,ESP,Spain
2029,174.9001499,ESP,Spain
2030,174.9001499,ESP,Spain
2031,174.9001499,ESP,Spain
2032,174.9001499,ESP,Spain
2033,174.9001499,ESP,Spain
2034,174.9001499,ESP,Spain
2035,174.9001499,ESP,Spain
2036,174.9001499,ESP,Spain
2037,174.9001499,ESP,Spain
2038,174.9001499,ESP,Spain
2039,174.9001499,ESP,Spain
2040,174.9001499,ESP,Spain
2041,174.9001499,ESP,Spain
2042,174.9001499,ESP,Spain
2043,174.9001499,ESP,Spain
2044,174.9001499,ESP,Spain
2045,174.9001499,ESP,Spain
2046,174.9001499,ESP,Spain
2047,174.9001499,ESP,Spain
2048,174.9001499,ESP,Spain
2049,174.9001499,ESP,Spain
2050,174.9001499,ESP,Spain
2022,174.9001499,EST,Estonia
2023,174.9001499,EST,Estonia
2024,174.9001499,EST,Estonia
2025,174.9001499,EST,Estonia
2026,174.9001499,EST,Estonia
2027,174.9001499,EST,Estonia
2028,174.9001499,EST,Estonia
2029,174.9001499,EST,Estonia
2030,174.9001499,EST,Estonia
2031,174.9001499,EST,Estonia
2032,174.9001499,EST,Estonia
2033,174.9001499,EST,Estonia
2034,174.9001499,EST,Estonia
2035,174.9001499,EST,Estonia
2036,174.9001499,EST,Estonia
2037,174.9001499,EST,Estonia
2038,174.9001499,EST,Estonia
2039,174.9001499,EST,Estonia
2040,174.9001499,EST,Estonia
2041,174.9001499,EST,Estonia
2042,174.9001499,EST,Estonia
2043,174.9001499,EST,Estonia
2044,174.9001499,EST,Estonia
2045,174.9001499,EST,Estonia
2046,174.9001499,EST,Estonia
2047,174.9001499,EST,Estonia
2048,174.9001499,EST,Estonia
2049,174.9001499,EST,Estonia
2050,174.9001499,EST,Estonia
2022,174.9001499,ETH,Ethiopia
2023,174.9001499,ETH,Ethiopia
2024,174.9001499,ETH,Ethiopia
2025,174.9001499,ETH,Ethiopia
2026,174.9001499,ETH,Ethiopia
2027,174.9001499,ETH,Ethiopia
2028,174.9001499,ETH,Ethiopia
2029,174.9001499,ETH,Ethiopia
2030,174.9001499,ETH,Ethiopia
2031,174.9001499,ETH,Ethiopia
2032,174.9001499,ETH,Ethiopia
2033,174.9001499,ETH,Ethiopia
2034,174.9001499,ETH,Ethiopia
2035,174.9001499,ETH,Ethiopia
2036,174.9001499,ETH,Ethiopia
2037,174.9001499,ETH,Ethiopia
2038,174.9001499,ETH,Ethiopia
2039,174.9001499,ETH,Ethiopia
2040,174.9001499,ETH,Ethiopia
2041,174.9001499,ETH,Ethiopia
2042,174.9001499,ETH,Ethiopia
2043,174.9001499,ETH,Ethiopia
2044,174.9001499,ETH,Ethiopia
2045,174.9001499,ETH,Ethiopia
2046,174.9001499,ETH,Ethiopia
2047,174.9001499,ETH,Ethiopia
2048,174.9001499,ETH,Ethiopia
2049,174.9001499,ETH,Ethiopia
2050,174.9001499,ETH,Ethiopia
2022,174.9001499,EUU,European Union
2023,174.9001499,EUU,European Union
2024,174.9001499,EUU,European Union
2025,174.9001499,EUU,European Union
2026,174.9001499,EUU,European Union
2027,174.9001499,EUU,European Union
2028,174.9001499,EUU,European Union
2029,174.9001499,EUU,European Union
2030,174.9001499,EUU,European Union
2031,174.9001499,EUU,European Union
2032,174.9001499,EUU,European Union
2033,174.9001499,EUU,European Union
2034,174.9001499,EUU,European Union
2035,174.9001499,EUU,European Union
2036,174.9001499,EUU,European Union
2037,174.9001499,EUU,European Union
2038,174.9001499,EUU,European Union
2039,174.9001499,EUU,European Union
2040,174.9001499,EUU,European Union
2041,174.9001499,EUU,European Union
2042,174.9001499,EUU,European Union
2043,174.9001499,EUU,European Union
2044,174.9001499,EUU,European Union
2045,174.9001499,EUU,European Union
2046,174.9001499,EUU,European Union
2047,174.9001499,EUU,European Union
2048,174.9001499,EUU,European Union
2049,174.9001499,EUU,European Union
2050,174.9001499,EUU,European Union
2022,174.9001499,FCS,Fragile and conflict affected situations
2023,174.9001499,FCS,Fragile and conflict affected situations
2024,174.9001499,FCS,Fragile and conflict affected situations
2025,174.9001499,FCS,Fragile and conflict affected situations
2026,174.9001499,FCS,Fragile and conflict affected situations
2027,174.9001499,FCS,Fragile and conflict affected situations
2028,174.9001499,FCS,Fragile and conflict affected situations
2029,174.9001499,FCS,Fragile and conflict affected situations
2030,174.9001499,FCS,Fragile and conflict affected situations
2031,174.9001499,FCS,Fragile and conflict affected situations
2032,174.9001499,FCS,Fragile and conflict affected situations
2033,174.9001499,FCS,Fragile and conflict affected situations
2034,174.9001499,FCS,Fragile and conflict affected situations
2035,174.9001499,FCS,Fragile and conflict affected situations
2036,174.9001499,FCS,Fragile and conflict affected situations
2037,174.9001499,FCS,Fragile and conflict affected situations
2038,174.9001499,FCS,Fragile and conflict affected situations
2039,174.9001499,FCS,Fragile and conflict affected situations
2040,174.9001499,FCS,Fragile and conflict affected situations
2041,174.9001499,FCS,Fragile and conflict affected situations
2042,174.9001499,FCS,Fragile and conflict affected situations
2043,174.9001499,FCS,Fragile and conflict affected situations
2044,174.9001499,FCS,Fragile and conflict affected situations
2045,174.9001499,FCS,Fragile and conflict affected situations
2046,174.9001499,FCS,Fragile and conflict affected situations
2047,174.9001499,FCS,Fragile and conflict affected situations
2048,174.9001499,FCS,Fragile and conflict affected situations
2049,174.9001499,FCS,Fragile and conflict affected situations
2050,174.9001499,FCS,Fragile and conflict affected situations
2022,174.9001499,FIN,Finland
2023,174.9001499,FIN,Finland
2024,174.9001499,FIN,Finland
2025,174.9001499,FIN,Finland
2026,174.9001499,FIN,Finland
2027,174.9001499,FIN,Finland
2028,174.9001499,FIN,Finland
2029,174.9001499,FIN,Finland
2030,174.9001499,FIN,Finland
2031,174.9001499,FIN,Finland
2032,174.9001499,FIN,Finland
2033,174.9001499,FIN,Finland
2034,174.9001499,FIN,Finland
2035,174.9001499,FIN,Finland
2036,174.9001499,FIN,Finland
2037,174.9001499,FIN,Finland
2038,174.9001499,FIN,Finland
2039,174.9001499,FIN,Finland
