,Nation,iso_code3,Year,deminit_trde_regional_per_capita_passenger_km
2400,Spain,ESP,2037,494.323562834443
2401,Spain,ESP,2038,494.323562834443
2402,Spain,ESP,2039,494.323562834443
2403,Spain,ESP,2040,494.323562834443
2404,Spain,ESP,2041,494.323562834443
2405,Spain,ESP,2042,494.323562834443
2406,Spain,ESP,2043,494.323562834443
2407,Spain,ESP,2044,494.323562834443
2408,Spain,ESP,2045,494.323562834443
2409,Spain,ESP,2046,494.323562834443
2410,Spain,ESP,2047,494.323562834443
2411,Spain,ESP,2048,494.323562834443
2412,Spain,ESP,2049,494.323562834443
2413,Spain,ESP,2050,494.323562834443
2414,Estonia,EST,2017,801.5299956959266
2415,Estonia,EST,2018,801.5299956959266
2416,Estonia,EST,2019,801.5299956959266
2417,Estonia,EST,2020,801.5299956959266
2418,Estonia,EST,2021,801.5299956959266
2419,Estonia,EST,2022,801.5299956959266
2420,Estonia,EST,2023,801.5299956959266
2421,Estonia,EST,2024,801.5299956959266
2422,Estonia,EST,2025,801.5299956959266
2423,Estonia,EST,2026,801.5299956959266
2424,Estonia,EST,2027,801.5299956959266
2425,Estonia,EST,2028,801.5299956959266
2426,Estonia,EST,2029,801.5299956959266
2427,Estonia,EST,2030,801.5299956959266
2428,Estonia,EST,2031,801.5299956959266
2429,Estonia,EST,2032,801.5299956959266
2430,Estonia,EST,2033,801.5299956959266
2431,Estonia,EST,2034,801.5299956959266
2432,Estonia,EST,2035,801.5299956959266
2433,Estonia,EST,2036,801.5299956959266
2434,Estonia,EST,2037,801.5299956959266
2435,Estonia,EST,2038,801.5299956959266
2436,Estonia,EST,2039,801.5299956959266
2437,Estonia,EST,2040,801.5299956959266
2438,Estonia,EST,2041,801.5299956959266
2439,Estonia,EST,2042,801.5299956959266
2440,Estonia,EST,2043,801.5299956959266
2441,Estonia,EST,2044,801.5299956959266
2442,Estonia,EST,2045,801.5299956959266
2443,Estonia,EST,2046,801.5299956959266
2444,Estonia,EST,2047,801.5299956959266
2445,Estonia,EST,2048,801.5299956959266
2446,Estonia,EST,2049,801.5299956959266
2447,Estonia,EST,2050,801.5299956959266
2448,Ethiopia,ETH,2017,22.32736188478039
2449,Ethiopia,ETH,2018,22.32736188478039
2450,Ethiopia,ETH,2019,22.32736188478039
2451,Ethiopia,ETH,2020,22.32736188478039
2452,Ethiopia,ETH,2021,22.32736188478039
2453,Ethiopia,ETH,2022,22.32736188478039
2454,Ethiopia,ETH,2023,22.32736188478039
2455,Ethiopia,ETH,2024,22.32736188478039
2456,Ethiopia,ETH,2025,22.32736188478039
2457,Ethiopia,ETH,2026,22.32736188478039
2458,Ethiopia,ETH,2027,22.32736188478039
2459,Ethiopia,ETH,2028,22.32736188478039
2460,Ethiopia,ETH,2029,22.32736188478039
2461,Ethiopia,ETH,2030,22.32736188478039
2462,Ethiopia,ETH,2031,22.32736188478039
2463,Ethiopia,ETH,2032,22.32736188478039
2464,Ethiopia,ETH,2033,22.32736188478039
2465,Ethiopia,ETH,2034,22.32736188478039
2466,Ethiopia,ETH,2035,22.32736188478039
2467,Ethiopia,ETH,2036,22.32736188478039
2468,Ethiopia,ETH,2037,22.32736188478039
2469,Ethiopia,ETH,2038,22.32736188478039
2470,Ethiopia,ETH,2039,22.32736188478039
2471,Ethiopia,ETH,2040,22.32736188478039
2472,Ethiopia,ETH,2041,22.32736188478039
2473,Ethiopia,ETH,2042,22.32736188478039
2474,Ethiopia,ETH,2043,22.32736188478039
2475,Ethiopia,ETH,2044,22.32736188478039
2476,Ethiopia,ETH,2045,22.32736188478039
2477,Ethiopia,ETH,2046,22.32736188478039
2478,Ethiopia,ETH,2047,22.32736188478039
2479,Ethiopia,ETH,2048,22.32736188478039
2480,Ethiopia,ETH,2049,22.32736188478039
2481,Ethiopia,ETH,2050,22.32736188478039
2482,European Union,EUU,2017,1.1681017566970924
2483,European Union,EUU,2018,1.1681017566970924
2484,European Union,EUU,2019,1.1681017566970924
2485,European Union,EUU,2020,1.1681017566970924
2486,European Union,EUU,2021,1.1681017566970924
2487,European Union,EUU,2022,1.1681017566970924
2488,European Union,EUU,2023,1.1681017566970924
2489,European Union,EUU,2024,1.1681017566970924
2490,European Union,EUU,2025,1.1681017566970924
2491,European Union,EUU,2026,1.1681017566970924
2492,European Union,EUU,2027,1.1681017566970924
2493,European Union,EUU,2028,1.1681017566970924
2494,European Union,EUU,2029,1.1681017566970924
2495,European Union,EUU,2030,1.1681017566970924
2496,European Union,EUU,2031,1.1681017566970924
2497,European Union,EUU,2032,1.1681017566970924
2498,European Union,EUU,2033,1.1681017566970924
2499,European Union,EUU,2034,1.1681017566970924
2500,European Union,EUU,2035,1.1681017566970924
2501,European Union,EUU,2036,1.1681017566970924
2502,European Union,EUU,2037,1.1681017566970924
2503,European Union,EUU,2038,1.1681017566970924
2504,European Union,EUU,2039,1.1681017566970924
2505,European Union,EUU,2040,1.1681017566970924
2506,European Union,EUU,2041,1.1681017566970924
2507,European Union,EUU,2042,1.1681017566970924
2508,European Union,EUU,2043,1.1681017566970924
2509,European Union,EUU,2044,1.1681017566970924
2510,European Union,EUU,2045,1.1681017566970924
2511,European Union,EUU,2046,1.1681017566970924
2512,European Union,EUU,2047,1.1681017566970924
2513,European Union,EUU,2048,1.1681017566970924
2514,European Union,EUU,2049,1.1681017566970924
2515,European Union,EUU,2050,1.1681017566970924
2516,Fragile and conflict affected situations,FCS,2017,0.6123933085671104
2517,Fragile and conflict affected situations,FCS,2018,0.6123933085671104
2518,Fragile and conflict affected situations,FCS,2019,0.6123933085671104
2519,Fragile and conflict affected situations,FCS,2020,0.6123933085671104
2520,Fragile and conflict affected situations,FCS,2021,0.6123933085671104
2521,Fragile and conflict affected situations,FCS,2022,0.6123933085671104
2522,Fragile and conflict affected situations,FCS,2023,0.6123933085671104
2523,Fragile and conflict affected situations,FCS,2024,0.6123933085671104
2524,Fragile and conflict affected situations,FCS,2025,0.6123933085671104
2525,Fragile and conflict affected situations,FCS,2026,0.6123933085671104
2526,Fragile and conflict affected situations,FCS,2027,0.6123933085671104
2527,Fragile and conflict affected situations,FCS,2028,0.6123933085671104
2528,Fragile and conflict affected situations,FCS,2029,0.6123933085671104
2529,Fragile and conflict affected situations,FCS,2030,0.6123933085671104
2530,Fragile and conflict affected situations,FCS,2031,0.6123933085671104
2531,Fragile and conflict affected situations,FCS,2032,0.6123933085671104
2532,Fragile and conflict affected situations,FCS,2033,0.6123933085671104
2533,Fragile and conflict affected situations,FCS,2034,0.6123933085671104
2534,Fragile and conflict affected situations,FCS,2035,0.6123933085671104
2535,Fragile and conflict affected situations,FCS,2036,0.6123933085671104
2536,Fragile and conflict affected situations,FCS,2037,0.6123933085671104
2537,Fragile and conflict affected situations,FCS,2038,0.6123933085671104
2538,Fragile and conflict affected situations,FCS,2039,0.6123933085671104
2539,Fragile and conflict affected situations,FCS,2040,0.6123933085671104
2540,Fragile and conflict affected situations,FCS,2041,0.6123933085671104
2541,Fragile and conflict affected situations,FCS,2042,0.6123933085671104
2542,Fragile and conflict affected situations,FCS,2043,0.6123933085671104
2543,Fragile and conflict affected situations,FCS,2044,0.6123933085671104
2544,Fragile and conflict affected situations,FCS,2045,0.6123933085671104
2545,Fragile and conflict affected situations,FCS,2046,0.6123933085671104
2546,Fragile and conflict affected situations,FCS,2047,0.6123933085671104
2547,Fragile and conflict affected situations,FCS,2048,0.6123933085671104
2548,Fragile and conflict affected situations,FCS,2049,0.6123933085671104
2549,Fragile and conflict affected situations,FCS,2050,0.6123933085671104
2550,Finland,FIN,2017,691.0836919664458
2551,Finland,FIN,2018,691.0836919664458
2552,Finland,FIN,2019,691.0836919664458
2553,Finland,FIN,2020,691.0836919664458
2554,Finland,FIN,2021,691.0836919664458
2555,Finland,FIN,2022,691.0836919664458
2556,Finland,FIN,2023,691.0836919664458
2557,Finland,FIN,2024,691.0836919664458
2558,Finland,FIN,2025,691.0836919664458
2559,Finland,FIN,2026,691.0836919664458
2560,Finland,FIN,2027,691.0836919664458
2561,Finland,FIN,2028,691.0836919664458
2562,Finland,FIN,2029,691.0836919664458
2563,Finland,FIN,2030,691.0836919664458
2564,Finland,FIN,2031,691.0836919664458
2565,Finland,FIN,2032,691.0836919664458
2566,Finland,FIN,2033,691.0836919664458
2567,Finland,FIN,2034,691.0836919664458
2568,Finland,FIN,2035,691.0836919664458
2569,Finland,FIN,2036,691.0836919664458
2570,Finland,FIN,2037,691.0836919664458
2571,Finland,FIN,2038,691.0836919664458
2572,Finland,FIN,2039,691.0836919664458
2573,Finland,FIN,2040,691.0836919664458
2574,Finland,FIN,2041,691.0836919664458
2575,Finland,FIN,2042,691.0836919664458
2576,Finland,FIN,2043,691.0836919664458
2577,Finland,FIN,2044,691.0836919664458
2578,Finland,FIN,2045,691.0836919664458
2579,Finland,FIN,2046,691.0836919664458
2580,Finland,FIN,2047,691.0836919664458
2581,Finland,FIN,2048,691.0836919664458
2582,Finland,FIN,2049,691.0836919664458
2583,Finland,FIN,2050,691.0836919664458
2584,Fiji,FJI,2017,596.482600990823
2585,Fiji,FJI,2018,596.482600990823
2586,Fiji,FJI,2019,596.482600990823
2587,Fiji,FJI,2020,596.482600990823
2588,Fiji,FJI,2021,596.482600990823
2589,Fiji,FJI,2022,596.482600990823
2590,Fiji,FJI,2023,596.482600990823
2591,Fiji,FJI,2024,596.482600990823
2592,Fiji,FJI,2025,596.482600990823
2593,Fiji,FJI,2026,596.482600990823
2594,Fiji,FJI,2027,596.482600990823
2595,Fiji,FJI,2028,596.482600990823
2596,Fiji,FJI,2029,596.482600990823
2597,Fiji,FJI,2030,596.482600990823
2598,Fiji,FJI,2031,596.482600990823
2599,Fiji,FJI,2032,596.482600990823
2600,Fiji,FJI,2033,596.482600990823
2601,Fiji,FJI,2034,596.482600990823
2602,Fiji,FJI,2035,596.482600990823
2603,Fiji,FJI,2036,596.482600990823
2604,Fiji,FJI,2037,596.482600990823
2605,Fiji,FJI,2038,596.482600990823
2606,Fiji,FJI,2039,596.482600990823
2607,Fiji,FJI,2040,596.482600990823
2608,Fiji,FJI,2041,596.482600990823
2609,Fiji,FJI,2042,596.482600990823
2610,Fiji,FJI,2043,596.482600990823
2611,Fiji,FJI,2044,596.482600990823
2612,Fiji,FJI,2045,596.482600990823
2613,Fiji,FJI,2046,596.482600990823
2614,Fiji,FJI,2047,596.482600990823
2615,Fiji,FJI,2048,596.482600990823
2616,Fiji,FJI,2049,596.482600990823
2617,Fiji,FJI,2050,596.482600990823
2618,France,FRA,2017,1456.163285102944
2619,France,FRA,2018,1456.163285102944
2620,France,FRA,2019,1456.163285102944
2621,France,FRA,2020,1456.163285102944
2622,France,FRA,2021,1456.163285102944
2623,France,FRA,2022,1456.163285102944
2624,France,FRA,2023,1456.163285102944
2625,France,FRA,2024,1456.163285102944
2626,France,FRA,2025,1456.163285102944
2627,France,FRA,2026,1456.163285102944
2628,France,FRA,2027,1456.163285102944
2629,France,FRA,2028,1456.163285102944
2630,France,FRA,2029,1456.163285102944
2631,France,FRA,2030,1456.163285102944
2632,France,FRA,2031,1456.163285102944
2633,France,FRA,2032,1456.163285102944
2634,France,FRA,2033,1456.163285102944
2635,France,FRA,2034,1456.163285102944
2636,France,FRA,2035,1456.163285102944
2637,France,FRA,2036,1456.163285102944
2638,France,FRA,2037,1456.163285102944
2639,France,FRA,2038,1456.163285102944
2640,France,FRA,2039,1456.163285102944
2641,France,FRA,2040,1456.163285102944
2642,France,FRA,2041,1456.163285102944
2643,France,FRA,2042,1456.163285102944
2644,France,FRA,2043,1456.163285102944
2645,France,FRA,2044,1456.163285102944
2646,France,FRA,2045,1456.163285102944
2647,France,FRA,2046,1456.163285102944
2648,France,FRA,2047,1456.163285102944
2649,France,FRA,2048,1456.163285102944
2650,France,FRA,2049,1456.163285102944
2651,France,FRA,2050,1456.163285102944
2652,Faroe Islands,FRO,2017,10802.212857824923
2653,Faroe Islands,FRO,2018,10802.212857824923
2654,Faroe Islands,FRO,2019,10802.212857824923
2655,Faroe Islands,FRO,2020,10802.212857824923
2656,Faroe Islands,FRO,2021,10802.212857824923
2657,Faroe Islands,FRO,2022,10802.212857824923
2658,Faroe Islands,FRO,2023,10802.212857824923
2659,Faroe Islands,FRO,2024,10802.212857824923
2660,Faroe Islands,FRO,2025,10802.212857824923
2661,Faroe Islands,FRO,2026,10802.212857824923
2662,Faroe Islands,FRO,2027,10802.212857824923
2663,Faroe Islands,FRO,2028,10802.212857824923
2664,Faroe Islands,FRO,2029,10802.212857824923
2665,Faroe Islands,FRO,2030,10802.212857824923
2666,Faroe Islands,FRO,2031,10802.212857824923
2667,Faroe Islands,FRO,2032,10802.212857824923
2668,Faroe Islands,FRO,2033,10802.212857824923
2669,Faroe Islands,FRO,2034,10802.212857824923
2670,Faroe Islands,FRO,2035,10802.212857824923
2671,Faroe Islands,FRO,2036,10802.212857824923
2672,Faroe Islands,FRO,2037,10802.212857824923
2673,Faroe Islands,FRO,2038,10802.212857824923
2674,Faroe Islands,FRO,2039,10802.212857824923
2675,Faroe Islands,FRO,2040,10802.212857824923
2676,Faroe Islands,FRO,2041,10802.212857824923
2677,Faroe Islands,FRO,2042,10802.212857824923
2678,Faroe Islands,FRO,2043,10802.212857824923
2679,Faroe Islands,FRO,2044,10802.212857824923
2680,Faroe Islands,FRO,2045,10802.212857824923
2681,Faroe Islands,FRO,2046,10802.212857824923
2682,Faroe Islands,FRO,2047,10802.212857824923
2683,Faroe Islands,FRO,2048,10802.212857824923
2684,Faroe Islands,FRO,2049,10802.212857824923
2685,Faroe Islands,FRO,2050,10802.212857824923
2686,"Micronesia, Fed. Sts.",FSM,2017,4721.453522660256
2687,"Micronesia, Fed. Sts.",FSM,2018,4721.453522660256
2688,"Micronesia, Fed. Sts.",FSM,2019,4721.453522660256
2689,"Micronesia, Fed. Sts.",FSM,2020,4721.453522660256
2690,"Micronesia, Fed. Sts.",FSM,2021,4721.453522660256
2691,"Micronesia, Fed. Sts.",FSM,2022,4721.453522660256
2692,"Micronesia, Fed. Sts.",FSM,2023,4721.453522660256
2693,"Micronesia, Fed. Sts.",FSM,2024,4721.453522660256
2694,"Micronesia, Fed. Sts.",FSM,2025,4721.453522660256
2695,"Micronesia, Fed. Sts.",FSM,2026,4721.453522660256
2696,"Micronesia, Fed. Sts.",FSM,2027,4721.453522660256
2697,"Micronesia, Fed. Sts.",FSM,2028,4721.453522660256
2698,"Micronesia, Fed. Sts.",FSM,2029,4721.453522660256
2699,"Micronesia, Fed. Sts.",FSM,2030,4721.453522660256
2700,"Micronesia, Fed. Sts.",FSM,2031,4721.453522660256
2701,"Micronesia, Fed. Sts.",FSM,2032,4721.453522660256
2702,"Micronesia, Fed. Sts.",FSM,2033,4721.453522660256
2703,"Micronesia, Fed. Sts.",FSM,2034,4721.453522660256
2704,"Micronesia, Fed. Sts.",FSM,2035,4721.453522660256
2705,"Micronesia, Fed. Sts.",FSM,2036,4721.453522660256
2706,"Micronesia, Fed. Sts.",FSM,2037,4721.453522660256
2707,"Micronesia, Fed. Sts.",FSM,2038,4721.453522660256
2708,"Micronesia, Fed. Sts.",FSM,2039,4721.453522660256
2709,"Micronesia, Fed. Sts.",FSM,2040,4721.453522660256
2710,"Micronesia, Fed. Sts.",FSM,2041,4721.453522660256
2711,"Micronesia, Fed. Sts.",FSM,2042,4721.453522660256
2712,"Micronesia, Fed. Sts.",FSM,2043,4721.453522660256
2713,"Micronesia, Fed. Sts.",FSM,2044,4721.453522660256
2714,"Micronesia, Fed. Sts.",FSM,2045,4721.453522660256
2715,"Micronesia, Fed. Sts.",FSM,2046,4721.453522660256
2716,"Micronesia, Fed. Sts.",FSM,2047,4721.453522660256
2717,"Micronesia, Fed. Sts.",FSM,2048,4721.453522660256
2718,"Micronesia, Fed. Sts.",FSM,2049,4721.453522660256
2719,"Micronesia, Fed. Sts.",FSM,2050,4721.453522660256
2720,Gabon,GAB,2017,177.63454341218227
2721,Gabon,GAB,2018,177.63454341218227
2722,Gabon,GAB,2019,177.63454341218227
2723,Gabon,GAB,2020,177.63454341218227
2724,Gabon,GAB,2021,177.63454341218227
2725,Gabon,GAB,2022,177.63454341218227
2726,Gabon,GAB,2023,177.63454341218227
2727,Gabon,GAB,2024,177.63454341218227
2728,Gabon,GAB,2025,177.63454341218227
2729,Gabon,GAB,2026,177.63454341218227
2730,Gabon,GAB,2027,177.63454341218227
2731,Gabon,GAB,2028,177.63454341218227
2732,Gabon,GAB,2029,177.63454341218227
2733,Gabon,GAB,2030,177.63454341218227
2734,Gabon,GAB,2031,177.63454341218227
2735,Gabon,GAB,2032,177.63454341218227
2736,Gabon,GAB,2033,177.63454341218227
2737,Gabon,GAB,2034,177.63454341218227
2738,Gabon,GAB,2035,177.63454341218227
2739,Gabon,GAB,2036,177.63454341218227
2740,Gabon,GAB,2037,177.63454341218227
2741,Gabon,GAB,2038,177.63454341218227
2742,Gabon,GAB,2039,177.63454341218227
2743,Gabon,GAB,2040,177.63454341218227
2744,Gabon,GAB,2041,177.63454341218227
2745,Gabon,GAB,2042,177.63454341218227
2746,Gabon,GAB,2043,177.63454341218227
2747,Gabon,GAB,2044,177.63454341218227
2748,Gabon,GAB,2045,177.63454341218227
2749,Gabon,GAB,2046,177.63454341218227
2750,Gabon,GAB,2047,177.63454341218227
2751,Gabon,GAB,2048,177.63454341218227
2752,Gabon,GAB,2049,177.63454341218227
2753,Gabon,GAB,2050,177.63454341218227
2754,United Kingdom,GBR,2017,935.1731021288374
2755,United Kingdom,GBR,2018,935.1731021288374
2756,United Kingdom,GBR,2019,935.1731021288374
2757,United Kingdom,GBR,2020,935.1731021288374
2758,United Kingdom,GBR,2021,935.1731021288374
2759,United Kingdom,GBR,2022,935.1731021288374
2760,United Kingdom,GBR,2023,935.1731021288374
2761,United Kingdom,GBR,2024,935.1731021288374
2762,United Kingdom,GBR,2025,935.1731021288374
2763,United Kingdom,GBR,2026,935.1731021288374
2764,United Kingdom,GBR,2027,935.1731021288374
2765,United Kingdom,GBR,2028,935.1731021288374
2766,United Kingdom,GBR,2029,935.1731021288374
2767,United Kingdom,GBR,2030,935.1731021288374
2768,United Kingdom,GBR,2031,935.1731021288374
2769,United Kingdom,GBR,2032,935.1731021288374
2770,United Kingdom,GBR,2033,935.1731021288374
2771,United Kingdom,GBR,2034,935.1731021288374
2772,United Kingdom,GBR,2035,935.1731021288374
2773,United Kingdom,GBR,2036,935.1731021288374
2774,United Kingdom,GBR,2037,935.1731021288374
2775,United Kingdom,GBR,2038,935.1731021288374
2776,United Kingdom,GBR,2039,935.1731021288374
2777,United Kingdom,GBR,2040,935.1731021288374
2778,United Kingdom,GBR,2041,935.1731021288374
2779,United Kingdom,GBR,2042,935.1731021288374
2780,United Kingdom,GBR,2043,935.1731021288374
2781,United Kingdom,GBR,2044,935.1731021288374
2782,United Kingdom,GBR,2045,935.1731021288374
2783,United Kingdom,GBR,2046,935.1731021288374
2784,United Kingdom,GBR,2047,935.1731021288374
2785,United Kingdom,GBR,2048,935.1731021288374
2786,United Kingdom,GBR,2049,935.1731021288374
2787,United Kingdom,GBR,2050,935.1731021288374
2788,Georgia,GEO,2017,154.28399987454907
2789,Georgia,GEO,2018,154.28399987454907
2790,Georgia,GEO,2019,154.28399987454907
2791,Georgia,GEO,2020,154.28399987454907
2792,Georgia,GEO,2021,154.28399987454907
2793,Georgia,GEO,2022,154.28399987454907
2794,Georgia,GEO,2023,154.28399987454907
2795,Georgia,GEO,2024,154.28399987454907
2796,Georgia,GEO,2025,154.28399987454907
2797,Georgia,GEO,2026,154.28399987454907
2798,Georgia,GEO,2027,154.28399987454907
2799,Georgia,GEO,2028,154.28399987454907
2800,Georgia,GEO,2029,154.28399987454907
2801,Georgia,GEO,2030,154.28399987454907
2802,Georgia,GEO,2031,154.28399987454907
2803,Georgia,GEO,2032,154.28399987454907
2804,Georgia,GEO,2033,154.28399987454907
2805,Georgia,GEO,2034,154.28399987454907
2806,Georgia,GEO,2035,154.28399987454907
2807,Georgia,GEO,2036,154.28399987454907
2808,Georgia,GEO,2037,154.28399987454907
2809,Georgia,GEO,2038,154.28399987454907
2810,Georgia,GEO,2039,154.28399987454907
2811,Georgia,GEO,2040,154.28399987454907
2812,Georgia,GEO,2041,154.28399987454907
2813,Georgia,GEO,2042,154.28399987454907
2814,Georgia,GEO,2043,154.28399987454907
2815,Georgia,GEO,2044,154.28399987454907
2816,Georgia,GEO,2045,154.28399987454907
2817,Georgia,GEO,2046,154.28399987454907
2818,Georgia,GEO,2047,154.28399987454907
2819,Georgia,GEO,2048,154.28399987454907
2820,Georgia,GEO,2049,154.28399987454907
2821,Georgia,GEO,2050,154.28399987454907
2822,Ghana,GHA,2017,112.86758906993424
2823,Ghana,GHA,2018,112.86758906993424
2824,Ghana,GHA,2019,112.86758906993424
2825,Ghana,GHA,2020,112.86758906993424
2826,Ghana,GHA,2021,112.86758906993424
2827,Ghana,GHA,2022,112.86758906993424
2828,Ghana,GHA,2023,112.86758906993424
2829,Ghana,GHA,2024,112.86758906993424
2830,Ghana,GHA,2025,112.86758906993424
2831,Ghana,GHA,2026,112.86758906993424
2832,Ghana,GHA,2027,112.86758906993424
2833,Ghana,GHA,2028,112.86758906993424
2834,Ghana,GHA,2029,112.86758906993424
2835,Ghana,GHA,2030,112.86758906993424
2836,Ghana,GHA,2031,112.86758906993424
2837,Ghana,GHA,2032,112.86758906993424
2838,Ghana,GHA,2033,112.86758906993424
2839,Ghana,GHA,2034,112.86758906993424
2840,Ghana,GHA,2035,112.86758906993424
2841,Ghana,GHA,2036,112.86758906993424
2842,Ghana,GHA,2037,112.86758906993424
2843,Ghana,GHA,2038,112.86758906993424
2844,Ghana,GHA,2039,112.86758906993424
2845,Ghana,GHA,2040,112.86758906993424
2846,Ghana,GHA,2041,112.86758906993424
2847,Ghana,GHA,2042,112.86758906993424
2848,Ghana,GHA,2043,112.86758906993424
2849,Ghana,GHA,2044,112.86758906993424
2850,Ghana,GHA,2045,112.86758906993424
2851,Ghana,GHA,2046,112.86758906993424
2852,Ghana,GHA,2047,112.86758906993424
2853,Ghana,GHA,2048,112.86758906993424
2854,Ghana,GHA,2049,112.86758906993424
2855,Ghana,GHA,2050,112.86758906993424
2856,Gibraltar,GIB,2017,5860.224133004804
2857,Gibraltar,GIB,2018,5860.224133004804
2858,Gibraltar,GIB,2019,5860.224133004804
2859,Gibraltar,GIB,2020,5860.224133004804
2860,Gibraltar,GIB,2021,5860.224133004804
2861,Gibraltar,GIB,2022,5860.224133004804
2862,Gibraltar,GIB,2023,5860.224133004804
2863,Gibraltar,GIB,2024,5860.224133004804
2864,Gibraltar,GIB,2025,5860.224133004804
2865,Gibraltar,GIB,2026,5860.224133004804
2866,Gibraltar,GIB,2027,5860.224133004804
2867,Gibraltar,GIB,2028,5860.224133004804
2868,Gibraltar,GIB,2029,5860.224133004804
2869,Gibraltar,GIB,2030,5860.224133004804
2870,Gibraltar,GIB,2031,5860.224133004804
2871,Gibraltar,GIB,2032,5860.224133004804
2872,Gibraltar,GIB,2033,5860.224133004804
2873,Gibraltar,GIB,2034,5860.224133004804
2874,Gibraltar,GIB,2035,5860.224133004804
2875,Gibraltar,GIB,2036,5860.224133004804
2876,Gibraltar,GIB,2037,5860.224133004804
2877,Gibraltar,GIB,2038,5860.224133004804
2878,Gibraltar,GIB,2039,5860.224133004804
2879,Gibraltar,GIB,2040,5860.224133004804
2880,Gibraltar,GIB,2041,5860.224133004804
2881,Gibraltar,GIB,2042,5860.224133004804
2882,Gibraltar,GIB,2043,5860.224133004804
2883,Gibraltar,GIB,2044,5860.224133004804
2884,Gibraltar,GIB,2045,5860.224133004804
2885,Gibraltar,GIB,2046,5860.224133004804
2886,Gibraltar,GIB,2047,5860.224133004804
2887,Gibraltar,GIB,2048,5860.224133004804
2888,Gibraltar,GIB,2049,5860.224133004804
2889,Gibraltar,GIB,2050,5860.224133004804
2890,Guinea,GIN,2017,44.33087071069276
2891,Guinea,GIN,2018,44.33087071069276
2892,Guinea,GIN,2019,44.33087071069276
2893,Guinea,GIN,2020,44.33087071069276
2894,Guinea,GIN,2021,44.33087071069276
2895,Guinea,GIN,2022,44.33087071069276
2896,Guinea,GIN,2023,44.33087071069276
2897,Guinea,GIN,2024,44.33087071069276
2898,Guinea,GIN,2025,44.33087071069276
2899,Guinea,GIN,2026,44.33087071069276
2900,Guinea,GIN,2027,44.33087071069276
2901,Guinea,GIN,2028,44.33087071069276
2902,Guinea,GIN,2029,44.33087071069276
2903,Guinea,GIN,2030,44.33087071069276
2904,Guinea,GIN,2031,44.33087071069276
2905,Guinea,GIN,2032,44.33087071069276
2906,Guinea,GIN,2033,44.33087071069276
2907,Guinea,GIN,2034,44.33087071069276
2908,Guinea,GIN,2035,44.33087071069276
2909,Guinea,GIN,2036,44.33087071069276
2910,Guinea,GIN,2037,44.33087071069276
2911,Guinea,GIN,2038,44.33087071069276
2912,Guinea,GIN,2039,44.33087071069276
2913,Guinea,GIN,2040,44.33087071069276
2914,Guinea,GIN,2041,44.33087071069276
2915,Guinea,GIN,2042,44.33087071069276
2916,Guinea,GIN,2043,44.33087071069276
2917,Guinea,GIN,2044,44.33087071069276
2918,Guinea,GIN,2045,44.33087071069276
2919,Guinea,GIN,2046,44.33087071069276
2920,Guinea,GIN,2047,44.33087071069276
2921,Guinea,GIN,2048,44.33087071069276
2922,Guinea,GIN,2049,44.33087071069276
2923,Guinea,GIN,2050,44.33087071069276
2924,"Gambia, The",GMB,2017,242.1324124042521
2925,"Gambia, The",GMB,2018,242.1324124042521
2926,"Gambia, The",GMB,2019,242.1324124042521
2927,"Gambia, The",GMB,2020,242.1324124042521
2928,"Gambia, The",GMB,2021,242.1324124042521
2929,"Gambia, The",GMB,2022,242.1324124042521
2930,"Gambia, The",GMB,2023,242.1324124042521
2931,"Gambia, The",GMB,2024,242.1324124042521
2932,"Gambia, The",GMB,2025,242.1324124042521
2933,"Gambia, The",GMB,2026,242.1324124042521
2934,"Gambia, The",GMB,2027,242.1324124042521
2935,"Gambia, The",GMB,2028,242.1324124042521
2936,"Gambia, The",GMB,2029,242.1324124042521
2937,"Gambia, The",GMB,2030,242.1324124042521
2938,"Gambia, The",GMB,2031,242.1324124042521
2939,"Gambia, The",GMB,2032,242.1324124042521
2940,"Gambia, The",GMB,2033,242.1324124042521
2941,"Gambia, The",GMB,2034,242.1324124042521
2942,"Gambia, The",GMB,2035,242.1324124042521
2943,"Gambia, The",GMB,2036,242.1324124042521
2944,"Gambia, The",GMB,2037,242.1324124042521
2945,"Gambia, The",GMB,2038,242.1324124042521
2946,"Gambia, The",GMB,2039,242.1324124042521
2947,"Gambia, The",GMB,2040,242.1324124042521
2948,"Gambia, The",GMB,2041,242.1324124042521
2949,"Gambia, The",GMB,2042,242.1324124042521
2950,"Gambia, The",GMB,2043,242.1324124042521
2951,"Gambia, The",GMB,2044,242.1324124042521
2952,"Gambia, The",GMB,2045,242.1324124042521
2953,"Gambia, The",GMB,2046,242.1324124042521
2954,"Gambia, The",GMB,2047,242.1324124042521
2955,"Gambia, The",GMB,2048,242.1324124042521
2956,"Gambia, The",GMB,2049,242.1324124042521
2957,"Gambia, The",GMB,2050,242.1324124042521
2958,Guinea-Bissau,GNB,2017,291.94629366360834
2959,Guinea-Bissau,GNB,2018,291.94629366360834
2960,Guinea-Bissau,GNB,2019,291.94629366360834
2961,Guinea-Bissau,GNB,2020,291.94629366360834
2962,Guinea-Bissau,GNB,2021,291.94629366360834
2963,Guinea-Bissau,GNB,2022,291.94629366360834
2964,Guinea-Bissau,GNB,2023,291.94629366360834
2965,Guinea-Bissau,GNB,2024,291.94629366360834
2966,Guinea-Bissau,GNB,2025,291.94629366360834
