iso_code3,Nation,Year,yf_agrc_pulses_tonne_ha
LCA,Saint Lucia,2027,21250.0
LCA,Saint Lucia,2028,21250.0
LCA,Saint Lucia,2029,21250.0
LCA,Saint Lucia,2030,21250.0
LCA,Saint Lucia,2031,21250.0
LCA,Saint Lucia,2032,21250.0
LCA,Saint Lucia,2033,21250.0
LCA,Saint Lucia,2034,21250.0
LCA,Saint Lucia,2035,21250.0
LCA,Saint Lucia,2036,21250.0
LCA,Saint Lucia,2037,21250.0
LCA,Saint Lucia,2038,21250.0
LCA,Saint Lucia,2039,21250.0
LCA,Saint Lucia,2040,21250.0
LCA,Saint Lucia,2041,21250.0
LCA,Saint Lucia,2042,21250.0
LCA,Saint Lucia,2043,21250.0
LCA,Saint Lucia,2044,21250.0
LCA,Saint Lucia,2045,21250.0
LCA,Saint Lucia,2046,21250.0
LCA,Saint Lucia,2047,21250.0
LCA,Saint Lucia,2048,21250.0
LCA,Saint Lucia,2049,21250.0
LCA,Saint Lucia,2050,21250.0
LKA,Sri Lanka,2020,41203.0
LKA,Sri Lanka,2021,41203.0
LKA,Sri Lanka,2022,41203.0
LKA,Sri Lanka,2023,41203.0
LKA,Sri Lanka,2024,41203.0
LKA,Sri Lanka,2025,41203.0
LKA,Sri Lanka,2026,41203.0
LKA,Sri Lanka,2027,41203.0
LKA,Sri Lanka,2028,41203.0
LKA,Sri Lanka,2029,41203.0
LKA,Sri Lanka,2030,41203.0
LKA,Sri Lanka,2031,41203.0
LKA,Sri Lanka,2032,41203.0
LKA,Sri Lanka,2033,41203.0
LKA,Sri Lanka,2034,41203.0
LKA,Sri Lanka,2035,41203.0
LKA,Sri Lanka,2036,41203.0
LKA,Sri Lanka,2037,41203.0
LKA,Sri Lanka,2038,41203.0
LKA,Sri Lanka,2039,41203.0
LKA,Sri Lanka,2040,41203.0
LKA,Sri Lanka,2041,41203.0
LKA,Sri Lanka,2042,41203.0
LKA,Sri Lanka,2043,41203.0
LKA,Sri Lanka,2044,41203.0
LKA,Sri Lanka,2045,41203.0
LKA,Sri Lanka,2046,41203.0
LKA,Sri Lanka,2047,41203.0
LKA,Sri Lanka,2048,41203.0
LKA,Sri Lanka,2049,41203.0
LKA,Sri Lanka,2050,41203.0
LSO,Lesotho,2020,4880.0
LSO,Lesotho,2021,4880.0
LSO,Lesotho,2022,4880.0
LSO,Lesotho,2023,4880.0
LSO,Lesotho,2024,4880.0
LSO,Lesotho,2025,4880.0
LSO,Lesotho,2026,4880.0
LSO,Lesotho,2027,4880.0
LSO,Lesotho,2028,4880.0
LSO,Lesotho,2029,4880.0
LSO,Lesotho,2030,4880.0
LSO,Lesotho,2031,4880.0
LSO,Lesotho,2032,4880.0
LSO,Lesotho,2033,4880.0
LSO,Lesotho,2034,4880.0
LSO,Lesotho,2035,4880.0
LSO,Lesotho,2036,4880.0
LSO,Lesotho,2037,4880.0
LSO,Lesotho,2038,4880.0
LSO,Lesotho,2039,4880.0
LSO,Lesotho,2040,4880.0
LSO,Lesotho,2041,4880.0
LSO,Lesotho,2042,4880.0
LSO,Lesotho,2043,4880.0
LSO,Lesotho,2044,4880.0
LSO,Lesotho,2045,4880.0
LSO,Lesotho,2046,4880.0
LSO,Lesotho,2047,4880.0
LSO,Lesotho,2048,4880.0
LSO,Lesotho,2049,4880.0
LSO,Lesotho,2050,4880.0
LTU,Lithuania,2020,16820.5
LTU,Lithuania,2021,16820.5
LTU,Lithuania,2022,16820.5
LTU,Lithuania,2023,16820.5
LTU,Lithuania,2024,16820.5
LTU,Lithuania,2025,16820.5
LTU,Lithuania,2026,16820.5
LTU,Lithuania,2027,16820.5
LTU,Lithuania,2028,16820.5
LTU,Lithuania,2029,16820.5
LTU,Lithuania,2030,16820.5
LTU,Lithuania,2031,16820.5
LTU,Lithuania,2032,16820.5
LTU,Lithuania,2033,16820.5
LTU,Lithuania,2034,16820.5
LTU,Lithuania,2035,16820.5
LTU,Lithuania,2036,16820.5
LTU,Lithuania,2037,16820.5
LTU,Lithuania,2038,16820.5
LTU,Lithuania,2039,16820.5
LTU,Lithuania,2040,16820.5
LTU,Lithuania,2041,16820.5
LTU,Lithuania,2042,16820.5
LTU,Lithuania,2043,16820.5
LTU,Lithuania,2044,16820.5
LTU,Lithuania,2045,16820.5
LTU,Lithuania,2046,16820.5
LTU,Lithuania,2047,16820.5
LTU,Lithuania,2048,16820.5
LTU,Lithuania,2049,16820.5
LTU,Lithuania,2050,16820.5
LUX,Luxembourg,2020,26682.0
LUX,Luxembourg,2021,26682.0
LUX,Luxembourg,2022,26682.0
LUX,Luxembourg,2023,26682.0
LUX,Luxembourg,2024,26682.0
LUX,Luxembourg,2025,26682.0
LUX,Luxembourg,2026,26682.0
LUX,Luxembourg,2027,26682.0
LUX,Luxembourg,2028,26682.0
LUX,Luxembourg,2029,26682.0
LUX,Luxembourg,2030,26682.0
LUX,Luxembourg,2031,26682.0
LUX,Luxembourg,2032,26682.0
LUX,Luxembourg,2033,26682.0
LUX,Luxembourg,2034,26682.0
LUX,Luxembourg,2035,26682.0
LUX,Luxembourg,2036,26682.0
LUX,Luxembourg,2037,26682.0
LUX,Luxembourg,2038,26682.0
LUX,Luxembourg,2039,26682.0
LUX,Luxembourg,2040,26682.0
LUX,Luxembourg,2041,26682.0
LUX,Luxembourg,2042,26682.0
LUX,Luxembourg,2043,26682.0
LUX,Luxembourg,2044,26682.0
LUX,Luxembourg,2045,26682.0
LUX,Luxembourg,2046,26682.0
LUX,Luxembourg,2047,26682.0
LUX,Luxembourg,2048,26682.0
LUX,Luxembourg,2049,26682.0
LUX,Luxembourg,2050,26682.0
LVA,Latvia,2020,19592.5
LVA,Latvia,2021,19592.5
LVA,Latvia,2022,19592.5
LVA,Latvia,2023,19592.5
LVA,Latvia,2024,19592.5
LVA,Latvia,2025,19592.5
LVA,Latvia,2026,19592.5
LVA,Latvia,2027,19592.5
LVA,Latvia,2028,19592.5
LVA,Latvia,2029,19592.5
LVA,Latvia,2030,19592.5
LVA,Latvia,2031,19592.5
LVA,Latvia,2032,19592.5
LVA,Latvia,2033,19592.5
LVA,Latvia,2034,19592.5
LVA,Latvia,2035,19592.5
LVA,Latvia,2036,19592.5
LVA,Latvia,2037,19592.5
LVA,Latvia,2038,19592.5
LVA,Latvia,2039,19592.5
LVA,Latvia,2040,19592.5
LVA,Latvia,2041,19592.5
LVA,Latvia,2042,19592.5
LVA,Latvia,2043,19592.5
LVA,Latvia,2044,19592.5
LVA,Latvia,2045,19592.5
LVA,Latvia,2046,19592.5
LVA,Latvia,2047,19592.5
LVA,Latvia,2048,19592.5
LVA,Latvia,2049,19592.5
LVA,Latvia,2050,19592.5
MAC,"China, Macao SAR",2020,0.0
MAC,"China, Macao SAR",2021,0.0
MAC,"China, Macao SAR",2022,0.0
MAC,"China, Macao SAR",2023,0.0
MAC,"China, Macao SAR",2024,0.0
MAC,"China, Macao SAR",2025,0.0
MAC,"China, Macao SAR",2026,0.0
MAC,"China, Macao SAR",2027,0.0
MAC,"China, Macao SAR",2028,0.0
MAC,"China, Macao SAR",2029,0.0
MAC,"China, Macao SAR",2030,0.0
MAC,"China, Macao SAR",2031,0.0
MAC,"China, Macao SAR",2032,0.0
MAC,"China, Macao SAR",2033,0.0
MAC,"China, Macao SAR",2034,0.0
MAC,"China, Macao SAR",2035,0.0
MAC,"China, Macao SAR",2036,0.0
MAC,"China, Macao SAR",2037,0.0
MAC,"China, Macao SAR",2038,0.0
MAC,"China, Macao SAR",2039,0.0
MAC,"China, Macao SAR",2040,0.0
MAC,"China, Macao SAR",2041,0.0
MAC,"China, Macao SAR",2042,0.0
MAC,"China, Macao SAR",2043,0.0
MAC,"China, Macao SAR",2044,0.0
MAC,"China, Macao SAR",2045,0.0
MAC,"China, Macao SAR",2046,0.0
MAC,"China, Macao SAR",2047,0.0
MAC,"China, Macao SAR",2048,0.0
MAC,"China, Macao SAR",2049,0.0
MAC,"China, Macao SAR",2050,0.0
MAR,Morocco,2020,40707.333333333336
MAR,Morocco,2021,40707.333333333336
MAR,Morocco,2022,40707.333333333336
MAR,Morocco,2023,40707.333333333336
MAR,Morocco,2024,40707.333333333336
MAR,Morocco,2025,40707.333333333336
MAR,Morocco,2026,40707.333333333336
MAR,Morocco,2027,40707.333333333336
MAR,Morocco,2028,40707.333333333336
MAR,Morocco,2029,40707.333333333336
MAR,Morocco,2030,40707.333333333336
MAR,Morocco,2031,40707.333333333336
MAR,Morocco,2032,40707.333333333336
MAR,Morocco,2033,40707.333333333336
MAR,Morocco,2034,40707.333333333336
MAR,Morocco,2035,40707.333333333336
MAR,Morocco,2036,40707.333333333336
MAR,Morocco,2037,40707.333333333336
MAR,Morocco,2038,40707.333333333336
MAR,Morocco,2039,40707.333333333336
MAR,Morocco,2040,40707.333333333336
MAR,Morocco,2041,40707.333333333336
MAR,Morocco,2042,40707.333333333336
MAR,Morocco,2043,40707.333333333336
MAR,Morocco,2044,40707.333333333336
MAR,Morocco,2045,40707.333333333336
MAR,Morocco,2046,40707.333333333336
MAR,Morocco,2047,40707.333333333336
MAR,Morocco,2048,40707.333333333336
MAR,Morocco,2049,40707.333333333336
MAR,Morocco,2050,40707.333333333336
MDA,Republic of Moldova,2020,26120.166666666668
MDA,Republic of Moldova,2021,26120.166666666668
MDA,Republic of Moldova,2022,26120.166666666668
MDA,Republic of Moldova,2023,26120.166666666668
MDA,Republic of Moldova,2024,26120.166666666668
MDA,Republic of Moldova,2025,26120.166666666668
MDA,Republic of Moldova,2026,26120.166666666668
MDA,Republic of Moldova,2027,26120.166666666668
MDA,Republic of Moldova,2028,26120.166666666668
MDA,Republic of Moldova,2029,26120.166666666668
MDA,Republic of Moldova,2030,26120.166666666668
MDA,Republic of Moldova,2031,26120.166666666668
MDA,Republic of Moldova,2032,26120.166666666668
MDA,Republic of Moldova,2033,26120.166666666668
MDA,Republic of Moldova,2034,26120.166666666668
MDA,Republic of Moldova,2035,26120.166666666668
MDA,Republic of Moldova,2036,26120.166666666668
MDA,Republic of Moldova,2037,26120.166666666668
MDA,Republic of Moldova,2038,26120.166666666668
MDA,Republic of Moldova,2039,26120.166666666668
MDA,Republic of Moldova,2040,26120.166666666668
MDA,Republic of Moldova,2041,26120.166666666668
MDA,Republic of Moldova,2042,26120.166666666668
MDA,Republic of Moldova,2043,26120.166666666668
MDA,Republic of Moldova,2044,26120.166666666668
MDA,Republic of Moldova,2045,26120.166666666668
MDA,Republic of Moldova,2046,26120.166666666668
MDA,Republic of Moldova,2047,26120.166666666668
MDA,Republic of Moldova,2048,26120.166666666668
MDA,Republic of Moldova,2049,26120.166666666668
MDA,Republic of Moldova,2050,26120.166666666668
MDG,Madagascar,2020,12275.42857142857
MDG,Madagascar,2021,12275.42857142857
MDG,Madagascar,2022,12275.42857142857
MDG,Madagascar,2023,12275.42857142857
MDG,Madagascar,2024,12275.42857142857
MDG,Madagascar,2025,12275.42857142857
MDG,Madagascar,2026,12275.42857142857
MDG,Madagascar,2027,12275.42857142857
MDG,Madagascar,2028,12275.42857142857
MDG,Madagascar,2029,12275.42857142857
MDG,Madagascar,2030,12275.42857142857
MDG,Madagascar,2031,12275.42857142857
MDG,Madagascar,2032,12275.42857142857
MDG,Madagascar,2033,12275.42857142857
MDG,Madagascar,2034,12275.42857142857
MDG,Madagascar,2035,12275.42857142857
MDG,Madagascar,2036,12275.42857142857
MDG,Madagascar,2037,12275.42857142857
MDG,Madagascar,2038,12275.42857142857
MDG,Madagascar,2039,12275.42857142857
MDG,Madagascar,2040,12275.42857142857
MDG,Madagascar,2041,12275.42857142857
MDG,Madagascar,2042,12275.42857142857
MDG,Madagascar,2043,12275.42857142857
MDG,Madagascar,2044,12275.42857142857
MDG,Madagascar,2045,12275.42857142857
MDG,Madagascar,2046,12275.42857142857
MDG,Madagascar,2047,12275.42857142857
MDG,Madagascar,2048,12275.42857142857
MDG,Madagascar,2049,12275.42857142857
MDG,Madagascar,2050,12275.42857142857
MDV,Maldives,2020,8250.0
MDV,Maldives,2021,8250.0
MDV,Maldives,2022,8250.0
MDV,Maldives,2023,8250.0
MDV,Maldives,2024,8250.0
MDV,Maldives,2025,8250.0
MDV,Maldives,2026,8250.0
MDV,Maldives,2027,8250.0
MDV,Maldives,2028,8250.0
MDV,Maldives,2029,8250.0
MDV,Maldives,2030,8250.0
MDV,Maldives,2031,8250.0
MDV,Maldives,2032,8250.0
MDV,Maldives,2033,8250.0
MDV,Maldives,2034,8250.0
MDV,Maldives,2035,8250.0
MDV,Maldives,2036,8250.0
MDV,Maldives,2037,8250.0
MDV,Maldives,2038,8250.0
MDV,Maldives,2039,8250.0
MDV,Maldives,2040,8250.0
MDV,Maldives,2041,8250.0
MDV,Maldives,2042,8250.0
MDV,Maldives,2043,8250.0
MDV,Maldives,2044,8250.0
MDV,Maldives,2045,8250.0
MDV,Maldives,2046,8250.0
MDV,Maldives,2047,8250.0
MDV,Maldives,2048,8250.0
MDV,Maldives,2049,8250.0
MDV,Maldives,2050,8250.0
MEX,Mexico,2020,38886.444444444445
MEX,Mexico,2021,38886.444444444445
MEX,Mexico,2022,38886.444444444445
MEX,Mexico,2023,38886.444444444445
MEX,Mexico,2024,38886.444444444445
MEX,Mexico,2025,38886.444444444445
MEX,Mexico,2026,38886.444444444445
MEX,Mexico,2027,38886.444444444445
MEX,Mexico,2028,38886.444444444445
MEX,Mexico,2029,38886.444444444445
MEX,Mexico,2030,38886.444444444445
MEX,Mexico,2031,38886.444444444445
MEX,Mexico,2032,38886.444444444445
MEX,Mexico,2033,38886.444444444445
MEX,Mexico,2034,38886.444444444445
MEX,Mexico,2035,38886.444444444445
MEX,Mexico,2036,38886.444444444445
MEX,Mexico,2037,38886.444444444445
MEX,Mexico,2038,38886.444444444445
MEX,Mexico,2039,38886.444444444445
MEX,Mexico,2040,38886.444444444445
MEX,Mexico,2041,38886.444444444445
MEX,Mexico,2042,38886.444444444445
MEX,Mexico,2043,38886.444444444445
MEX,Mexico,2044,38886.444444444445
MEX,Mexico,2045,38886.444444444445
MEX,Mexico,2046,38886.444444444445
MEX,Mexico,2047,38886.444444444445
MEX,Mexico,2048,38886.444444444445
MEX,Mexico,2049,38886.444444444445
MEX,Mexico,2050,38886.444444444445
MHL,Marshall Islands,2020,0.0
MHL,Marshall Islands,2021,0.0
MHL,Marshall Islands,2022,0.0
MHL,Marshall Islands,2023,0.0
MHL,Marshall Islands,2024,0.0
MHL,Marshall Islands,2025,0.0
MHL,Marshall Islands,2026,0.0
MHL,Marshall Islands,2027,0.0
MHL,Marshall Islands,2028,0.0
MHL,Marshall Islands,2029,0.0
MHL,Marshall Islands,2030,0.0
MHL,Marshall Islands,2031,0.0
MHL,Marshall Islands,2032,0.0
MHL,Marshall Islands,2033,0.0
MHL,Marshall Islands,2034,0.0
MHL,Marshall Islands,2035,0.0
MHL,Marshall Islands,2036,0.0
MHL,Marshall Islands,2037,0.0
MHL,Marshall Islands,2038,0.0
MHL,Marshall Islands,2039,0.0
MHL,Marshall Islands,2040,0.0
MHL,Marshall Islands,2041,0.0
MHL,Marshall Islands,2042,0.0
MHL,Marshall Islands,2043,0.0
MHL,Marshall Islands,2044,0.0
MHL,Marshall Islands,2045,0.0
MHL,Marshall Islands,2046,0.0
MHL,Marshall Islands,2047,0.0
MHL,Marshall Islands,2048,0.0
MHL,Marshall Islands,2049,0.0
MHL,Marshall Islands,2050,0.0
MKD,North Macedonia,2020,16754.444444444445
MKD,North Macedonia,2021,16754.444444444445
MKD,North Macedonia,2022,16754.444444444445
MKD,North Macedonia,2023,16754.444444444445
MKD,North Macedonia,2024,16754.444444444445
MKD,North Macedonia,2025,16754.444444444445
MKD,North Macedonia,2026,16754.444444444445
MKD,North Macedonia,2027,16754.444444444445
MKD,North Macedonia,2028,16754.444444444445
MKD,North Macedonia,2029,16754.444444444445
MKD,North Macedonia,2030,16754.444444444445
MKD,North Macedonia,2031,16754.444444444445
MKD,North Macedonia,2032,16754.444444444445
MKD,North Macedonia,2033,16754.444444444445
MKD,North Macedonia,2034,16754.444444444445
MKD,North Macedonia,2035,16754.444444444445
MKD,North Macedonia,2036,16754.444444444445
MKD,North Macedonia,2037,16754.444444444445
MKD,North Macedonia,2038,16754.444444444445
MKD,North Macedonia,2039,16754.444444444445
MKD,North Macedonia,2040,16754.444444444445
MKD,North Macedonia,2041,16754.444444444445
MKD,North Macedonia,2042,16754.444444444445
MKD,North Macedonia,2043,16754.444444444445
MKD,North Macedonia,2044,16754.444444444445
MKD,North Macedonia,2045,16754.444444444445
MKD,North Macedonia,2046,16754.444444444445
MKD,North Macedonia,2047,16754.444444444445
MKD,North Macedonia,2048,16754.444444444445
MKD,North Macedonia,2049,16754.444444444445
MKD,North Macedonia,2050,16754.444444444445
MLI,Mali,2020,43004.5
MLI,Mali,2021,43004.5
MLI,Mali,2022,43004.5
MLI,Mali,2023,43004.5
MLI,Mali,2024,43004.5
MLI,Mali,2025,43004.5
MLI,Mali,2026,43004.5
MLI,Mali,2027,43004.5
MLI,Mali,2028,43004.5
MLI,Mali,2029,43004.5
MLI,Mali,2030,43004.5
MLI,Mali,2031,43004.5
MLI,Mali,2032,43004.5
MLI,Mali,2033,43004.5
MLI,Mali,2034,43004.5
MLI,Mali,2035,43004.5
MLI,Mali,2036,43004.5
MLI,Mali,2037,43004.5
MLI,Mali,2038,43004.5
MLI,Mali,2039,43004.5
MLI,Mali,2040,43004.5
MLI,Mali,2041,43004.5
MLI,Mali,2042,43004.5
MLI,Mali,2043,43004.5
MLI,Mali,2044,43004.5
MLI,Mali,2045,43004.5
MLI,Mali,2046,43004.5
MLI,Mali,2047,43004.5
MLI,Mali,2048,43004.5
MLI,Mali,2049,43004.5
MLI,Mali,2050,43004.5
MLT,Malta,2020,31689.75
MLT,Malta,2021,31689.75
MLT,Malta,2022,31689.75
MLT,Malta,2023,31689.75
MLT,Malta,2024,31689.75
MLT,Malta,2025,31689.75
MLT,Malta,2026,31689.75
MLT,Malta,2027,31689.75
MLT,Malta,2028,31689.75
MLT,Malta,2029,31689.75
MLT,Malta,2030,31689.75
MLT,Malta,2031,31689.75
MLT,Malta,2032,31689.75
MLT,Malta,2033,31689.75
MLT,Malta,2034,31689.75
MLT,Malta,2035,31689.75
MLT,Malta,2036,31689.75
MLT,Malta,2037,31689.75
MLT,Malta,2038,31689.75
MLT,Malta,2039,31689.75
MLT,Malta,2040,31689.75
MLT,Malta,2041,31689.75
MLT,Malta,2042,31689.75
MLT,Malta,2043,31689.75
MLT,Malta,2044,31689.75
MLT,Malta,2045,31689.75
MLT,Malta,2046,31689.75
MLT,Malta,2047,31689.75
MLT,Malta,2048,31689.75
MLT,Malta,2049,31689.75
MLT,Malta,2050,31689.75
MMR,Myanmar,2020,9145.666666666666
MMR,Myanmar,2021,9145.666666666666
MMR,Myanmar,2022,9145.666666666666
MMR,Myanmar,2023,9145.666666666666
MMR,Myanmar,2024,9145.666666666666
MMR,Myanmar,2025,9145.666666666666
MMR,Myanmar,2026,9145.666666666666
MMR,Myanmar,2027,9145.666666666666
MMR,Myanmar,2028,9145.666666666666
MMR,Myanmar,2029,9145.666666666666
MMR,Myanmar,2030,9145.666666666666
MMR,Myanmar,2031,9145.666666666666
MMR,Myanmar,2032,9145.666666666666
MMR,Myanmar,2033,9145.666666666666
MMR,Myanmar,2034,9145.666666666666
MMR,Myanmar,2035,9145.666666666666
MMR,Myanmar,2036,9145.666666666666
MMR,Myanmar,2037,9145.666666666666
MMR,Myanmar,2038,9145.666666666666
MMR,Myanmar,2039,9145.666666666666
MMR,Myanmar,2040,9145.666666666666
MMR,Myanmar,2041,9145.666666666666
MMR,Myanmar,2042,9145.666666666666
MMR,Myanmar,2043,9145.666666666666
MMR,Myanmar,2044,9145.666666666666
MMR,Myanmar,2045,9145.666666666666
MMR,Myanmar,2046,9145.666666666666
MMR,Myanmar,2047,9145.666666666666
MMR,Myanmar,2048,9145.666666666666
MMR,Myanmar,2049,9145.666666666666
MMR,Myanmar,2050,9145.666666666666
MNE,Montenegro,2020,35493.75
MNE,Montenegro,2021,35493.75
MNE,Montenegro,2022,35493.75
MNE,Montenegro,2023,35493.75
MNE,Montenegro,2024,35493.75
MNE,Montenegro,2025,35493.75
MNE,Montenegro,2026,35493.75
MNE,Montenegro,2027,35493.75
MNE,Montenegro,2028,35493.75
MNE,Montenegro,2029,35493.75
MNE,Montenegro,2030,35493.75
MNE,Montenegro,2031,35493.75
MNE,Montenegro,2032,35493.75
MNE,Montenegro,2033,35493.75
MNE,Montenegro,2034,35493.75
MNE,Montenegro,2035,35493.75
MNE,Montenegro,2036,35493.75
MNE,Montenegro,2037,35493.75
MNE,Montenegro,2038,35493.75
MNE,Montenegro,2039,35493.75
MNE,Montenegro,2040,35493.75
MNE,Montenegro,2041,35493.75
MNE,Montenegro,2042,35493.75
MNE,Montenegro,2043,35493.75
MNE,Montenegro,2044,35493.75
MNE,Montenegro,2045,35493.75
MNE,Montenegro,2046,35493.75
MNE,Montenegro,2047,35493.75
MNE,Montenegro,2048,35493.75
MNE,Montenegro,2049,35493.75
MNE,Montenegro,2050,35493.75
MNG,Mongolia,2020,10537.0
MNG,Mongolia,2021,10537.0
MNG,Mongolia,2022,10537.0
MNG,Mongolia,2023,10537.0
MNG,Mongolia,2024,10537.0
MNG,Mongolia,2025,10537.0
MNG,Mongolia,2026,10537.0
MNG,Mongolia,2027,10537.0
MNG,Mongolia,2028,10537.0
MNG,Mongolia,2029,10537.0
MNG,Mongolia,2030,10537.0
MNG,Mongolia,2031,10537.0
MNG,Mongolia,2032,10537.0
MNG,Mongolia,2033,10537.0
MNG,Mongolia,2034,10537.0
MNG,Mongolia,2035,10537.0
MNG,Mongolia,2036,10537.0
MNG,Mongolia,2037,10537.0
MNG,Mongolia,2038,10537.0
MNG,Mongolia,2039,10537.0
MNG,Mongolia,2040,10537.0
MNG,Mongolia,2041,10537.0
MNG,Mongolia,2042,10537.0
MNG,Mongolia,2043,10537.0
MNG,Mongolia,2044,10537.0
MNG,Mongolia,2045,10537.0
MNG,Mongolia,2046,10537.0
MNG,Mongolia,2047,10537.0
MNG,Mongolia,2048,10537.0
MNG,Mongolia,2049,10537.0
MNG,Mongolia,2050,10537.0
MOZ,Mozambique,2020,4510.666666666667
MOZ,Mozambique,2021,4510.666666666667
MOZ,Mozambique,2022,4510.666666666667
MOZ,Mozambique,2023,4510.666666666667
MOZ,Mozambique,2024,4510.666666666667
MOZ,Mozambique,2025,4510.666666666667
MOZ,Mozambique,2026,4510.666666666667
MOZ,Mozambique,2027,4510.666666666667
MOZ,Mozambique,2028,4510.666666666667
MOZ,Mozambique,2029,4510.666666666667
MOZ,Mozambique,2030,4510.666666666667
MOZ,Mozambique,2031,4510.666666666667
MOZ,Mozambique,2032,4510.666666666667
MOZ,Mozambique,2033,4510.666666666667
MOZ,Mozambique,2034,4510.666666666667
MOZ,Mozambique,2035,4510.666666666667
MOZ,Mozambique,2036,4510.666666666667
MOZ,Mozambique,2037,4510.666666666667
MOZ,Mozambique,2038,4510.666666666667
MOZ,Mozambique,2039,4510.666666666667
MOZ,Mozambique,2040,4510.666666666667
MOZ,Mozambique,2041,4510.666666666667
MOZ,Mozambique,2042,4510.666666666667
MOZ,Mozambique,2043,4510.666666666667
MOZ,Mozambique,2044,4510.666666666667
MOZ,Mozambique,2045,4510.666666666667
MOZ,Mozambique,2046,4510.666666666667
MOZ,Mozambique,2047,4510.666666666667
MOZ,Mozambique,2048,4510.666666666667
MOZ,Mozambique,2049,4510.666666666667
MOZ,Mozambique,2050,4510.666666666667
MRT,Mauritania,2020,6252.25
MRT,Mauritania,2021,6252.25
MRT,Mauritania,2022,6252.25
MRT,Mauritania,2023,6252.25
MRT,Mauritania,2024,6252.25
MRT,Mauritania,2025,6252.25
MRT,Mauritania,2026,6252.25
MRT,Mauritania,2027,6252.25
MRT,Mauritania,2028,6252.25
MRT,Mauritania,2029,6252.25
MRT,Mauritania,2030,6252.25
MRT,Mauritania,2031,6252.25
MRT,Mauritania,2032,6252.25
MRT,Mauritania,2033,6252.25
MRT,Mauritania,2034,6252.25
MRT,Mauritania,2035,6252.25
MRT,Mauritania,2036,6252.25
MRT,Mauritania,2037,6252.25
MRT,Mauritania,2038,6252.25
MRT,Mauritania,2039,6252.25
MRT,Mauritania,2040,6252.25
MRT,Mauritania,2041,6252.25
MRT,Mauritania,2042,6252.25
MRT,Mauritania,2043,6252.25
MRT,Mauritania,2044,6252.25
MRT,Mauritania,2045,6252.25
MRT,Mauritania,2046,6252.25
MRT,Mauritania,2047,6252.25
MRT,Mauritania,2048,6252.25
MRT,Mauritania,2049,6252.25
MRT,Mauritania,2050,6252.25
MUS,Mauritius,2020,58120.0
MUS,Mauritius,2021,58120.0
MUS,Mauritius,2022,58120.0
MUS,Mauritius,2023,58120.0
MUS,Mauritius,2024,58120.0
MUS,Mauritius,2025,58120.0
MUS,Mauritius,2026,58120.0
MUS,Mauritius,2027,58120.0
MUS,Mauritius,2028,58120.0
MUS,Mauritius,2029,58120.0
MUS,Mauritius,2030,58120.0
MUS,Mauritius,2031,58120.0
MUS,Mauritius,2032,58120.0
MUS,Mauritius,2033,58120.0
MUS,Mauritius,2034,58120.0
MUS,Mauritius,2035,58120.0
MUS,Mauritius,2036,58120.0
MUS,Mauritius,2037,58120.0
MUS,Mauritius,2038,58120.0
MUS,Mauritius,2039,58120.0
MUS,Mauritius,2040,58120.0
MUS,Mauritius,2041,58120.0
MUS,Mauritius,2042,58120.0
MUS,Mauritius,2043,58120.0
MUS,Mauritius,2044,58120.0
MUS,Mauritius,2045,58120.0
MUS,Mauritius,2046,58120.0
MUS,Mauritius,2047,58120.0
MUS,Mauritius,2048,58120.0
MUS,Mauritius,2049,58120.0
MUS,Mauritius,2050,58120.0
MWI,Malawi,2020,10072.5
MWI,Malawi,2021,10072.5
MWI,Malawi,2022,10072.5
MWI,Malawi,2023,10072.5
MWI,Malawi,2024,10072.5
MWI,Malawi,2025,10072.5
MWI,Malawi,2026,10072.5
MWI,Malawi,2027,10072.5
MWI,Malawi,2028,10072.5
MWI,Malawi,2029,10072.5
MWI,Malawi,2030,10072.5
MWI,Malawi,2031,10072.5
MWI,Malawi,2032,10072.5
MWI,Malawi,2033,10072.5
MWI,Malawi,2034,10072.5
MWI,Malawi,2035,10072.5
MWI,Malawi,2036,10072.5
MWI,Malawi,2037,10072.5
MWI,Malawi,2038,10072.5
MWI,Malawi,2039,10072.5
MWI,Malawi,2040,10072.5
MWI,Malawi,2041,10072.5
MWI,Malawi,2042,10072.5
MWI,Malawi,2043,10072.5
MWI,Malawi,2044,10072.5
MWI,Malawi,2045,10072.5
MWI,Malawi,2046,10072.5
MWI,Malawi,2047,10072.5
MWI,Malawi,2048,10072.5
MWI,Malawi,2049,10072.5
MWI,Malawi,2050,10072.5
MYS,Malaysia,2020,0.0
MYS,Malaysia,2021,0.0
MYS,Malaysia,2022,0.0
MYS,Malaysia,2023,0.0
MYS,Malaysia,2024,0.0
MYS,Malaysia,2025,0.0
MYS,Malaysia,2026,0.0
MYS,Malaysia,2027,0.0
MYS,Malaysia,2028,0.0
MYS,Malaysia,2029,0.0
MYS,Malaysia,2030,0.0
MYS,Malaysia,2031,0.0
MYS,Malaysia,2032,0.0
MYS,Malaysia,2033,0.0
MYS,Malaysia,2034,0.0
MYS,Malaysia,2035,0.0
MYS,Malaysia,2036,0.0
MYS,Malaysia,2037,0.0
MYS,Malaysia,2038,0.0
MYS,Malaysia,2039,0.0
MYS,Malaysia,2040,0.0
MYS,Malaysia,2041,0.0
MYS,Malaysia,2042,0.0
MYS,Malaysia,2043,0.0
MYS,Malaysia,2044,0.0
MYS,Malaysia,2045,0.0
MYS,Malaysia,2046,0.0
