Year,Nation,iso_code3,pij_lndu_other_to_croplands
2025,Tajikistan,TJK,0.00045407705375199997
2026,Tajikistan,TJK,0.0004497362406602
2027,Tajikistan,TJK,0.0004453954275685
2028,Tajikistan,TJK,0.0004410546144768
2029,Tajikistan,TJK,0.0004367138013851
2030,Tajikistan,TJK,0.0004323729882934
2031,Tajikistan,TJK,0.0004280321752016
2032,Tajikistan,TJK,0.0004236913621099
2033,Tajikistan,TJK,0.0004193505490182
2034,Tajikistan,TJK,0.0004150097359265
2035,Tajikistan,TJK,0.0004106689228347
2036,Tajikistan,TJK,0.000406328109743
2037,Tajikistan,TJK,0.0004019872966513
2038,Tajikistan,TJK,0.0003976464835596
2039,Tajikistan,TJK,0.0003933056704678
2040,Tajikistan,TJK,0.0003889648573761
2041,Tajikistan,TJK,0.0003846240442844
2042,Tajikistan,TJK,0.0003802832311927
2043,Tajikistan,TJK,0.000375942418101
2044,Tajikistan,TJK,0.0003716016050092
2045,Tajikistan,TJK,0.0003672607919175
2046,Tajikistan,TJK,0.0003629199788258
2047,Tajikistan,TJK,0.0003585791657341
2048,Tajikistan,TJK,0.0003542383526423
2049,Tajikistan,TJK,0.0003498975395506
2050,Tajikistan,TJK,0.0003455567264589
2021,Thailand,THA,0.016322102037591
2022,Thailand,THA,0.0163346726797765
2023,Thailand,THA,0.016347243321962
2024,Thailand,THA,0.0163598139641475
2025,Thailand,THA,0.016372384606333
2026,Thailand,THA,0.0163849552485185
2027,Thailand,THA,0.016397525890703996
2028,Thailand,THA,0.0164100965328895
2029,Thailand,THA,0.016422667175074998
2030,Thailand,THA,0.0164352378172605
2031,Thailand,THA,0.016447808459446003
2032,Thailand,THA,0.0164603791016315
2033,Thailand,THA,0.016472949743816998
2034,Thailand,THA,0.0164855203860025
2035,Thailand,THA,0.016498091028188
2036,Thailand,THA,0.0165106616703735
2037,Thailand,THA,0.016523232312559
2038,Thailand,THA,0.0165358029547445
2039,Thailand,THA,0.01654837359693
2040,Thailand,THA,0.0165609442391155
2041,Thailand,THA,0.016573514881301002
2042,Thailand,THA,0.0165860855234865
2043,Thailand,THA,0.016598656165671997
2044,Thailand,THA,0.0166112268078575
2045,Thailand,THA,0.016623797450043
2046,Thailand,THA,0.0166363680922285
2047,Thailand,THA,0.016648938734414
2048,Thailand,THA,0.0166615093765995
2049,Thailand,THA,0.016674080018785
2050,Thailand,THA,0.0166866506609705
2021,Timor-Leste,TLS,0.0001450137403993
2022,Timor-Leste,TLS,0.0001812671754991
2023,Timor-Leste,TLS,0.0002175206105989
2024,Timor-Leste,TLS,0.0002537740456987
2025,Timor-Leste,TLS,0.0002900274807986
2026,Timor-Leste,TLS,0.0003262809158984
2027,Timor-Leste,TLS,0.0003625343509982
2028,Timor-Leste,TLS,0.0003987877860981
2029,Timor-Leste,TLS,0.0004350412211979
2030,Timor-Leste,TLS,0.0004712946562977
2031,Timor-Leste,TLS,0.0005075480913975
2032,Timor-Leste,TLS,0.0005438015264974
2033,Timor-Leste,TLS,0.0005800549615972
2034,Timor-Leste,TLS,0.0006163083966970001
2035,Timor-Leste,TLS,0.0006525618317969
2036,Timor-Leste,TLS,0.0006888152668967
2037,Timor-Leste,TLS,0.0007250687019965
2038,Timor-Leste,TLS,0.0007613221370963
2039,Timor-Leste,TLS,0.0007975755721962
2040,Timor-Leste,TLS,0.0008338290072960001
2041,Timor-Leste,TLS,0.0008700824423958
2042,Timor-Leste,TLS,0.0009063358774957
2043,Timor-Leste,TLS,0.0009425893125955
2044,Timor-Leste,TLS,0.0009788427476953
2045,Timor-Leste,TLS,0.0010150961827951
2046,Timor-Leste,TLS,0.001051349617895
2047,Timor-Leste,TLS,0.0010876030529948
2048,Timor-Leste,TLS,0.0011238564880946
2049,Timor-Leste,TLS,0.0011601099231945
2050,Timor-Leste,TLS,0.0011963633582943
2021,Togo,TGO,0.0060215331496108
2022,Togo,TGO,0.0069019164370135
2023,Togo,TGO,0.0077822997244163
2024,Togo,TGO,0.008662683011819002
2025,Togo,TGO,0.0095430662992217
2026,Togo,TGO,0.0104234495866245
2027,Togo,TGO,0.0113038328740272
2028,Togo,TGO,0.0121842161614299
2029,Togo,TGO,0.0130645994488327
2030,Togo,TGO,0.0139449827362354
2031,Togo,TGO,0.0148253660236381
2032,Togo,TGO,0.0157057493110409
2033,Togo,TGO,0.0165861325984436
2034,Togo,TGO,0.0174665158858463
2035,Togo,TGO,0.0183468991732491
2036,Togo,TGO,0.0192272824606518
2037,Togo,TGO,0.0201076657480545
2038,Togo,TGO,0.0209880490354573
2039,Togo,TGO,0.021868432322860003
2040,Togo,TGO,0.0227488156102627
2041,Togo,TGO,0.0236291988976655
2042,Togo,TGO,0.0245095821850682
2043,Togo,TGO,0.025389965472471
2044,Togo,TGO,0.0262703487598737
2045,Togo,TGO,0.0271507320472764
2046,Togo,TGO,0.0280311153346792
2047,Togo,TGO,0.0289114986220819
2048,Togo,TGO,0.0297918819094846
2049,Togo,TGO,0.0306722651968874
2050,Togo,TGO,0.0315526484842901
2021,Tonga,TON,0.008692489367153
2022,Tonga,TON,0.0086874730478122
2023,Tonga,TON,0.0086824567284715
2024,Tonga,TON,0.0086774404091307
2025,Tonga,TON,0.0086724240897899
2026,Tonga,TON,0.0086674077704491
2027,Tonga,TON,0.0086623914511083
2028,Tonga,TON,0.0086573751317675
2029,Tonga,TON,0.0086523588124268
2030,Tonga,TON,0.008647342493086001
2031,Tonga,TON,0.0086423261737452
2032,Tonga,TON,0.0086373098544044
2033,Tonga,TON,0.0086322935350636
2034,Tonga,TON,0.0086272772157229
2035,Tonga,TON,0.0086222608963821
2036,Tonga,TON,0.0086172445770413
2037,Tonga,TON,0.0086122282577005
2038,Tonga,TON,0.0086072119383597
2039,Tonga,TON,0.0086021956190189
2040,Tonga,TON,0.0085971792996782
2041,Tonga,TON,0.0085921629803374
2042,Tonga,TON,0.0085871466609966
2043,Tonga,TON,0.0085821303416558
2044,Tonga,TON,0.008577114022314999
2045,Tonga,TON,0.0085720977029743
2046,Tonga,TON,0.0085670813836335
2047,Tonga,TON,0.0085620650642927
2048,Tonga,TON,0.0085570487449519
2049,Tonga,TON,0.0085520324256111
2050,Tonga,TON,0.0085470161062703
2021,Trinidad and Tobago,TTO,1.3447090750430184e-05
2022,Trinidad and Tobago,TTO,1.680886343803773e-05
2023,Trinidad and Tobago,TTO,2.0170636125645277e-05
2024,Trinidad and Tobago,TTO,2.353240881325282e-05
2025,Trinidad and Tobago,TTO,2.6894181500860365e-05
2026,Trinidad and Tobago,TTO,3.0255954188467908e-05
2027,Trinidad and Tobago,TTO,3.361772687607546e-05
2028,Trinidad and Tobago,TTO,3.6979499563683e-05
2029,Trinidad and Tobago,TTO,4.0341272251290555e-05
2030,Trinidad and Tobago,TTO,4.3703044938898094e-05
2031,Trinidad and Tobago,TTO,4.706481762650564e-05
2032,Trinidad and Tobago,TTO,5.042659031411319e-05
2033,Trinidad and Tobago,TTO,5.378836300172073e-05
2034,Trinidad and Tobago,TTO,5.715013568932828e-05
2035,Trinidad and Tobago,TTO,6.0511908376935815e-05
2036,Trinidad and Tobago,TTO,6.387368106454337e-05
2037,Trinidad and Tobago,TTO,6.723545375215091e-05
2038,Trinidad and Tobago,TTO,7.059722643975845e-05
2039,Trinidad and Tobago,TTO,7.3958999127366e-05
2040,Trinidad and Tobago,TTO,7.732077181497356e-05
2041,Trinidad and Tobago,TTO,8.06825445025811e-05
2042,Trinidad and Tobago,TTO,8.404431719018864e-05
2043,Trinidad and Tobago,TTO,8.740608987779619e-05
2044,Trinidad and Tobago,TTO,9.076786256540374e-05
2045,Trinidad and Tobago,TTO,9.412963525301128e-05
2046,Trinidad and Tobago,TTO,9.749140794061882e-05
2047,Trinidad and Tobago,TTO,0.0001008531806282
2048,Trinidad and Tobago,TTO,0.0001042149533158
2049,Trinidad and Tobago,TTO,0.0001075767260034
2050,Trinidad and Tobago,TTO,0.00011093849869100001
2021,Tunisia,TUN,0.0054634907501024
2022,Tunisia,TUN,0.0054603378426716
2023,Tunisia,TUN,0.0054571849352408
2024,Tunisia,TUN,0.005454032027810001
2025,Tunisia,TUN,0.0054508791203792
2026,Tunisia,TUN,0.0054477262129484
2027,Tunisia,TUN,0.0054445733055176
2028,Tunisia,TUN,0.0054414203980868
2029,Tunisia,TUN,0.0054382674906559
2030,Tunisia,TUN,0.0054351145832251
2031,Tunisia,TUN,0.0054319616757943
2032,Tunisia,TUN,0.0054288087683635
2033,Tunisia,TUN,0.0054256558609327
2034,Tunisia,TUN,0.0054225029535019
2035,Tunisia,TUN,0.0054193500460711
2036,Tunisia,TUN,0.0054161971386403
2037,Tunisia,TUN,0.0054130442312095
2038,Tunisia,TUN,0.0054098913237787
2039,Tunisia,TUN,0.0054067384163479
2040,Tunisia,TUN,0.0054035855089169995
2041,Tunisia,TUN,0.0054004326014862
2042,Tunisia,TUN,0.0053972796940554
2043,Tunisia,TUN,0.0053941267866246
2044,Tunisia,TUN,0.0053909738791938
2045,Tunisia,TUN,0.005387820971762999
2046,Tunisia,TUN,0.0053846680643322
2047,Tunisia,TUN,0.0053815151569014
2048,Tunisia,TUN,0.0053783622494706
2049,Tunisia,TUN,0.0053752093420398
2050,Tunisia,TUN,0.005372056434609001
2021,Turkmenistan,TKM,1.4548302742767165e-05
2022,Turkmenistan,TKM,1.8185378428458955e-05
2023,Turkmenistan,TKM,2.1822454114150745e-05
2024,Turkmenistan,TKM,2.5459529799842528e-05
2025,Turkmenistan,TKM,2.909660548553433e-05
2026,Turkmenistan,TKM,3.273368117122612e-05
2027,Turkmenistan,TKM,3.637075685691791e-05
2028,Turkmenistan,TKM,4.000783254260971e-05
2029,Turkmenistan,TKM,4.364490822830149e-05
2030,Turkmenistan,TKM,4.728198391399328e-05
2031,Turkmenistan,TKM,5.091905959968508e-05
2032,Turkmenistan,TKM,5.4556135285376865e-05
2033,Turkmenistan,TKM,5.819321097106866e-05
2034,Turkmenistan,TKM,6.183028665676043e-05
2035,Turkmenistan,TKM,6.546736234245224e-05
2036,Turkmenistan,TKM,6.910443802814402e-05
2037,Turkmenistan,TKM,7.274151371383582e-05
2038,Turkmenistan,TKM,7.637858939952759e-05
2039,Turkmenistan,TKM,8.001566508521941e-05
2040,Turkmenistan,TKM,8.365274077091121e-05
2041,Turkmenistan,TKM,8.728981645660298e-05
2042,Turkmenistan,TKM,9.092689214229478e-05
2043,Turkmenistan,TKM,9.456396782798656e-05
2044,Turkmenistan,TKM,9.820104351367836e-05
2045,Turkmenistan,TKM,0.0001018381191993
2046,Turkmenistan,TKM,0.000105475194885
2047,Turkmenistan,TKM,0.0001091122705707
2048,Turkmenistan,TKM,0.0001127493462564
2049,Turkmenistan,TKM,0.0001163864219421
2050,Turkmenistan,TKM,0.0001200234976278
2021,Uganda,UGA,0.0004209470612571
2022,Uganda,UGA,0.0005261838265714
2023,Uganda,UGA,0.0006314205918857
2024,Uganda,UGA,0.0007366573571999
2025,Uganda,UGA,0.0008418941225142
2026,Uganda,UGA,0.0009471308878285
2027,Uganda,UGA,0.0010523676531428
2028,Uganda,UGA,0.0011576044184571
2029,Uganda,UGA,0.0012628411837714
2030,Uganda,UGA,0.0013680779490856
2031,Uganda,UGA,0.0014733147143999
2032,Uganda,UGA,0.0015785514797142
2033,Uganda,UGA,0.0016837882450285
2034,Uganda,UGA,0.0017890250103428
2035,Uganda,UGA,0.0018942617756571
2036,Uganda,UGA,0.0019994985409713
2037,Uganda,UGA,0.0021047353062856
2038,Uganda,UGA,0.0022099720715999
2039,Uganda,UGA,0.0023152088369142
2040,Uganda,UGA,0.0024204456022285
2041,Uganda,UGA,0.0025256823675428
2042,Uganda,UGA,0.0026309191328570004
2043,Uganda,UGA,0.0027361558981713
2044,Uganda,UGA,0.0028413926634856
2045,Uganda,UGA,0.0029466294287999
2046,Uganda,UGA,0.0030518661941142
2047,Uganda,UGA,0.0031571029594285
2048,Uganda,UGA,0.0032623397247427
2049,Uganda,UGA,0.0033675764900570004
2050,Uganda,UGA,0.0034728132553713
2021,Ukraine,UKR,0.0097248565939162
2022,Ukraine,UKR,0.0097192445092581
2023,Ukraine,UKR,0.0097136324245999
2024,Ukraine,UKR,0.0097080203399418
2025,Ukraine,UKR,0.0097024082552837
2026,Ukraine,UKR,0.0096967961706255
2027,Ukraine,UKR,0.0096911840859674
2028,Ukraine,UKR,0.0096855720013093
2029,Ukraine,UKR,0.0096799599166511
2030,Ukraine,UKR,0.009674347831993
2031,Ukraine,UKR,0.0096687357473349
2032,Ukraine,UKR,0.0096631236626767
2033,Ukraine,UKR,0.0096575115780186
2034,Ukraine,UKR,0.0096518994933605
2035,Ukraine,UKR,0.0096462874087023
2036,Ukraine,UKR,0.0096406753240442
2037,Ukraine,UKR,0.0096350632393861
2038,Ukraine,UKR,0.0096294511547279
2039,Ukraine,UKR,0.0096238390700698
2040,Ukraine,UKR,0.0096182269854117
2041,Ukraine,UKR,0.0096126149007535
2042,Ukraine,UKR,0.0096070028160954
2043,Ukraine,UKR,0.0096013907314373
2044,Ukraine,UKR,0.0095957786467791
2045,Ukraine,UKR,0.009590166562121001
2046,Ukraine,UKR,0.0095845544774629
2047,Ukraine,UKR,0.0095789423928047
2048,Ukraine,UKR,0.0095733303081466
2049,Ukraine,UKR,0.0095677182234885
2050,Ukraine,UKR,0.0095621061388303
2021,United Republic of Tanzania,TZA,0.0061706639270949
2022,United Republic of Tanzania,TZA,0.0070883299088687
2023,United Republic of Tanzania,TZA,0.0080059958906425
2024,United Republic of Tanzania,TZA,0.0089236618724163
2025,United Republic of Tanzania,TZA,0.00984132785419
2026,United Republic of Tanzania,TZA,0.0107589938359638
2027,United Republic of Tanzania,TZA,0.0116766598177376
2028,United Republic of Tanzania,TZA,0.0125943257995114
2029,United Republic of Tanzania,TZA,0.0135119917812851
2030,United Republic of Tanzania,TZA,0.0144296577630589
2031,United Republic of Tanzania,TZA,0.0153473237448327
2032,United Republic of Tanzania,TZA,0.0162649897266065
2033,United Republic of Tanzania,TZA,0.0171826557083802
2034,United Republic of Tanzania,TZA,0.018100321690154
2035,United Republic of Tanzania,TZA,0.0190179876719278
2036,United Republic of Tanzania,TZA,0.0199356536537015
2037,United Republic of Tanzania,TZA,0.0208533196354753
2038,United Republic of Tanzania,TZA,0.0217709856172491
2039,United Republic of Tanzania,TZA,0.0226886515990229
2040,United Republic of Tanzania,TZA,0.0236063175807966
2041,United Republic of Tanzania,TZA,0.0245239835625704
2042,United Republic of Tanzania,TZA,0.0254416495443442
2043,United Republic of Tanzania,TZA,0.026359315526117994
2044,United Republic of Tanzania,TZA,0.0272769815078917
2045,United Republic of Tanzania,TZA,0.0281946474896655
2046,United Republic of Tanzania,TZA,0.0291123134714393
2047,United Republic of Tanzania,TZA,0.0300299794532131
2048,United Republic of Tanzania,TZA,0.0309476454349868
2049,United Republic of Tanzania,TZA,0.0318653114167606
2050,United Republic of Tanzania,TZA,0.0327829773985344
2021,United States of America,USA,8.832499378969384e-05
2022,United States of America,USA,0.0001104062422371
2023,United States of America,USA,0.0001324874906845
2024,United States of America,USA,0.0001545687391319
2025,United States of America,USA,0.0001766499875793
2026,United States of America,USA,0.0001987312360268
2027,United States of America,USA,0.0002208124844742
2028,United States of America,USA,0.0002428937329216
2029,United States of America,USA,0.000264974981369
2030,United States of America,USA,0.0002870562298165
2031,United States of America,USA,0.0003091374782639
2032,United States of America,USA,0.0003312187267113
2033,United States of America,USA,0.0003532999751587
2034,United States of America,USA,0.0003753812236061
2035,United States of America,USA,0.0003974624720536
2036,United States of America,USA,0.000419543720501
2037,United States of America,USA,0.0004416249689484
2038,United States of America,USA,0.0004637062173958
2039,United States of America,USA,0.0004857874658433
2040,United States of America,USA,0.0005078687142907
2041,United States of America,USA,0.0005299499627381
2042,United States of America,USA,0.0005520312111855
2043,United States of America,USA,0.0005741124596330001
2044,United States of America,USA,0.0005961937080804
2045,United States of America,USA,0.0006182749565278
2046,United States of America,USA,0.0006403562049752
2047,United States of America,USA,0.0006624374534227
2048,United States of America,USA,0.0006845187018701
2049,United States of America,USA,0.0007065999503175
2050,United States of America,USA,0.0007286811987649
2021,Uruguay,URY,0.0031208191379027
2022,Uruguay,URY,0.0039010239223784
2023,Uruguay,URY,0.0046812287068541
2024,Uruguay,URY,0.0054614334913298
2025,Uruguay,URY,0.0062416382758055
2026,Uruguay,URY,0.0070218430602812
2027,Uruguay,URY,0.0078020478447569
2028,Uruguay,URY,0.0085822526292326
2029,Uruguay,URY,0.0093624574137083
2030,Uruguay,URY,0.010142662198184
2031,Uruguay,URY,0.0109228669826597
2032,Uruguay,URY,0.0117030717671354
2033,Uruguay,URY,0.0124832765516111
2034,Uruguay,URY,0.0132634813360868
2035,Uruguay,URY,0.0140436861205625
2036,Uruguay,URY,0.0148238909050382
2037,Uruguay,URY,0.0156040956895139
2038,Uruguay,URY,0.0163843004739896
2039,Uruguay,URY,0.0171645052584653
2040,Uruguay,URY,0.017944710042941
2041,Uruguay,URY,0.0187249148274167
2042,Uruguay,URY,0.0195051196118924
2043,Uruguay,URY,0.0202853243963681
2044,Uruguay,URY,0.0210655291808438
2045,Uruguay,URY,0.0218457339653195
2046,Uruguay,URY,0.0226259387497952
2047,Uruguay,URY,0.0234061435342709
2048,Uruguay,URY,0.0241863483187466
2049,Uruguay,URY,0.0249665531032223
2050,Uruguay,URY,0.025746757887697997
2021,Venezuela (Bolivarian Republic of),VEN,1.0239262819550484e-05
2022,Venezuela (Bolivarian Republic of),VEN,1.2799078524438104e-05
2023,Venezuela (Bolivarian Republic of),VEN,1.5358894229325727e-05
2024,Venezuela (Bolivarian Republic of),VEN,1.7918709934213345e-05
2025,Venezuela (Bolivarian Republic of),VEN,2.0478525639100967e-05
2026,Venezuela (Bolivarian Republic of),VEN,2.303834134398859e-05
2027,Venezuela (Bolivarian Republic of),VEN,2.5598157048876207e-05
2028,Venezuela (Bolivarian Republic of),VEN,2.815797275376383e-05
2029,Venezuela (Bolivarian Republic of),VEN,3.0717788458651454e-05
2030,Venezuela (Bolivarian Republic of),VEN,3.327760416353907e-05
2031,Venezuela (Bolivarian Republic of),VEN,3.583741986842669e-05
2032,Venezuela (Bolivarian Republic of),VEN,3.839723557331431e-05
2033,Venezuela (Bolivarian Republic of),VEN,4.0957051278201934e-05
2034,Venezuela (Bolivarian Republic of),VEN,4.351686698308956e-05
2035,Venezuela (Bolivarian Republic of),VEN,4.607668268797718e-05
2036,Venezuela (Bolivarian Republic of),VEN,4.863649839286479e-05
2037,Venezuela (Bolivarian Republic of),VEN,5.1196314097752415e-05
2038,Venezuela (Bolivarian Republic of),VEN,5.3756129802640036e-05
2039,Venezuela (Bolivarian Republic of),VEN,5.631594550752766e-05
2040,Venezuela (Bolivarian Republic of),VEN,5.887576121241528e-05
2041,Venezuela (Bolivarian Republic of),VEN,6.14355769173029e-05
2042,Venezuela (Bolivarian Republic of),VEN,6.399539262219051e-05
2043,Venezuela (Bolivarian Republic of),VEN,6.655520832707814e-05
2044,Venezuela (Bolivarian Republic of),VEN,6.911502403196577e-05
2045,Venezuela (Bolivarian Republic of),VEN,7.167483973685338e-05
2046,Venezuela (Bolivarian Republic of),VEN,7.423465544174101e-05
2047,Venezuela (Bolivarian Republic of),VEN,7.679447114662863e-05
2048,Venezuela (Bolivarian Republic of),VEN,7.935428685151625e-05
2049,Venezuela (Bolivarian Republic of),VEN,8.191410255640387e-05
2050,Venezuela (Bolivarian Republic of),VEN,8.447391826129148e-05
2021,Western Sahara,ESH,0.0
2022,Western Sahara,ESH,0.0
2023,Western Sahara,ESH,0.0
2024,Western Sahara,ESH,0.0
2025,Western Sahara,ESH,0.0
2026,Western Sahara,ESH,0.0
2027,Western Sahara,ESH,0.0
2028,Western Sahara,ESH,0.0
2029,Western Sahara,ESH,0.0
2030,Western Sahara,ESH,0.0
2031,Western Sahara,ESH,0.0
2032,Western Sahara,ESH,0.0
2033,Western Sahara,ESH,0.0
2034,Western Sahara,ESH,0.0
2035,Western Sahara,ESH,0.0
2036,Western Sahara,ESH,0.0
2037,Western Sahara,ESH,0.0
2038,Western Sahara,ESH,0.0
2039,Western Sahara,ESH,0.0
2040,Western Sahara,ESH,0.0
2041,Western Sahara,ESH,0.0
2042,Western Sahara,ESH,0.0
2043,Western Sahara,ESH,0.0
2044,Western Sahara,ESH,0.0
2045,Western Sahara,ESH,0.0
2046,Western Sahara,ESH,0.0
2047,Western Sahara,ESH,0.0
2048,Western Sahara,ESH,0.0
2049,Western Sahara,ESH,0.0
2050,Western Sahara,ESH,0.0
2021,Yemen,YEM,0.0001144616593873
2022,Yemen,YEM,0.0001430770742341
2023,Yemen,YEM,0.0001716924890809
2024,Yemen,YEM,0.0002003079039278
2025,Yemen,YEM,0.0002289233187746
2026,Yemen,YEM,0.0002575387336214
2027,Yemen,YEM,0.0002861541484683
2028,Yemen,YEM,0.0003147695633151
2029,Yemen,YEM,0.0003433849781619
2030,Yemen,YEM,0.0003720003930088
2031,Yemen,YEM,0.0004006158078556
2032,Yemen,YEM,0.0004292312227024
2033,Yemen,YEM,0.0004578466375492
2034,Yemen,YEM,0.0004864620523961
2035,Yemen,YEM,0.0005150774672429
2036,Yemen,YEM,0.0005436928820897
2037,Yemen,YEM,0.0005723082969366
2038,Yemen,YEM,0.0006009237117834
2039,Yemen,YEM,0.0006295391266302
2040,Yemen,YEM,0.0006581545414771
2041,Yemen,YEM,0.0006867699563239
2042,Yemen,YEM,0.0007153853711707
2043,Yemen,YEM,0.0007440007860176
2044,Yemen,YEM,0.0007726162008644
2045,Yemen,YEM,0.0008012316157112
2046,Yemen,YEM,0.0008298470305580001
2047,Yemen,YEM,0.0008584624454049
2048,Yemen,YEM,0.0008870778602517
2049,Yemen,YEM,0.0009156932750985
2050,Yemen,YEM,0.0009443086899454
2021,Zambia,ZMB,0.0015572185238743
2022,Zambia,ZMB,0.0019465231548428
2023,Zambia,ZMB,0.0023358277858114
2024,Zambia,ZMB,0.00272513241678
2025,Zambia,ZMB,0.0031144370477486
2026,Zambia,ZMB,0.0035037416787172
2027,Zambia,ZMB,0.0038930463096857
2028,Zambia,ZMB,0.0042823509406543
2029,Zambia,ZMB,0.0046716555716229
2030,Zambia,ZMB,0.0050609602025915
2031,Zambia,ZMB,0.0054502648335601
2032,Zambia,ZMB,0.0058395694645286
2033,Zambia,ZMB,0.0062288740954972
2034,Zambia,ZMB,0.0066181787264658
2035,Zambia,ZMB,0.0070074833574344
2036,Zambia,ZMB,0.007396787988403
2037,Zambia,ZMB,0.0077860926193715
2038,Zambia,ZMB,0.0081753972503401
2039,Zambia,ZMB,0.0085647018813087
2040,Zambia,ZMB,0.0089540065122773
2041,Zambia,ZMB,0.0093433111432459
2042,Zambia,ZMB,0.0097326157742144
2043,Zambia,ZMB,0.010121920405183
2044,Zambia,ZMB,0.0105112250361516
2045,Zambia,ZMB,0.0109005296671202
2046,Zambia,ZMB,0.0112898342980887
2047,Zambia,ZMB,0.0116791389290573
2048,Zambia,ZMB,0.0120684435600259
2049,Zambia,ZMB,0.0124577481909945
2050,Zambia,ZMB,0.0128470528219631
2021,Zimbabwe,ZWE,0.0008424881002036
2022,Zimbabwe,ZWE,0.0010531101252545
2023,Zimbabwe,ZWE,0.0012637321503054
2024,Zimbabwe,ZWE,0.0014743541753563
2025,Zimbabwe,ZWE,0.0016849762004072
2026,Zimbabwe,ZWE,0.0018955982254581
2027,Zimbabwe,ZWE,0.0021062202505089996
2028,Zimbabwe,ZWE,0.00231684227556
2029,Zimbabwe,ZWE,0.0025274643006109
2030,Zimbabwe,ZWE,0.0027380863256618
2031,Zimbabwe,ZWE,0.0029487083507127
2032,Zimbabwe,ZWE,0.0031593303757636
2033,Zimbabwe,ZWE,0.0033699524008145
2034,Zimbabwe,ZWE,0.0035805744258654
2035,Zimbabwe,ZWE,0.0037911964509163
2036,Zimbabwe,ZWE,0.0040018184759672
2037,Zimbabwe,ZWE,0.0042124405010181
2038,Zimbabwe,ZWE,0.0044230625260691
2039,Zimbabwe,ZWE,0.00463368455112
2040,Zimbabwe,ZWE,0.0048443065761709
2041,Zimbabwe,ZWE,0.0050549286012218
2042,Zimbabwe,ZWE,0.0052655506262727
2043,Zimbabwe,ZWE,0.0054761726513236
2044,Zimbabwe,ZWE,0.0056867946763745
2045,Zimbabwe,ZWE,0.0058974167014254
2046,Zimbabwe,ZWE,0.0061080387264763
2047,Zimbabwe,ZWE,0.0063186607515272
2048,Zimbabwe,ZWE,0.0065292827765781
2049,Zimbabwe,ZWE,0.0067399048016291
2050,Zimbabwe,ZWE,0.00695052682668
2021,Armenia,ARM,0.00022727272727272242
2022,Armenia,ARM,0.00022727272727272242
2023,Armenia,ARM,0.00022727272727272242
2024,Armenia,ARM,0.00022727272727272242
2025,Armenia,ARM,0.00022727272727272242
2026,Armenia,ARM,0.00022727272727272242
2027,Armenia,ARM,0.00022727272727272242
2028,Armenia,ARM,0.00022727272727272242
2029,Armenia,ARM,0.00022727272727272242
2030,Armenia,ARM,0.00022727272727272242
2031,Armenia,ARM,0.00022727272727272242
2032,Armenia,ARM,0.00022727272727272242
2033,Armenia,ARM,0.00022727272727272242
2034,Armenia,ARM,0.00022727272727272242
2035,Armenia,ARM,0.00022727272727272242
2036,Armenia,ARM,0.00022727272727272242
2037,Armenia,ARM,0.00022727272727272242
2038,Armenia,ARM,0.00022727272727272242
2039,Armenia,ARM,0.00022727272727272242
2040,Armenia,ARM,0.00022727272727272242
2041,Armenia,ARM,0.00022727272727272242
2042,Armenia,ARM,0.00022727272727272242
2043,Armenia,ARM,0.00022727272727272242
2044,Armenia,ARM,0.00022727272727272242
2045,Armenia,ARM,0.00022727272727272242
2046,Armenia,ARM,0.00022727272727272242
2047,Armenia,ARM,0.00022727272727272242
2048,Armenia,ARM,0.00022727272727272242
2049,Armenia,ARM,0.00022727272727272242
2050,Armenia,ARM,0.00022727272727272242
2021,Australia,AUS,0.00047240719358985594
2022,Australia,AUS,0.00047240719358985594
2023,Australia,AUS,0.00047240719358985594
2024,Australia,AUS,0.00047240719358985594
2025,Australia,AUS,0.00047240719358985594
2026,Australia,AUS,0.00047240719358985594
2027,Australia,AUS,0.00047240719358985594
2028,Australia,AUS,0.00047240719358985594
2029,Australia,AUS,0.00047240719358985594
2030,Australia,AUS,0.00047240719358985594
2031,Australia,AUS,0.00047240719358985594
2032,Australia,AUS,0.00047240719358985594
2033,Australia,AUS,0.00047240719358985594
2034,Australia,AUS,0.00047240719358985594
2035,Australia,AUS,0.00047240719358985594
2036,Australia,AUS,0.00047240719358985594
2037,Australia,AUS,0.00047240719358985594
2038,Australia,AUS,0.00047240719358985594
2039,Australia,AUS,0.00047240719358985594
2040,Australia,AUS,0.00047240719358985594
2041,Australia,AUS,0.00047240719358985594
2042,Australia,AUS,0.00047240719358985594
2043,Australia,AUS,0.00047240719358985594
2044,Australia,AUS,0.00047240719358985594
2045,Australia,AUS,0.00047240719358985594
2046,Australia,AUS,0.00047240719358985594
2047,Australia,AUS,0.00047240719358985594
2048,Australia,AUS,0.00047240719358985594
2049,Australia,AUS,0.00047240719358985594
2050,Australia,AUS,0.00047240719358985594
2021,Croatia,HRV,0.0037789268322166642
2022,Croatia,HRV,0.0037789268322166642
2023,Croatia,HRV,0.0037789268322166642
2024,Croatia,HRV,0.0037789268322166642
2025,Croatia,HRV,0.0037789268322166642
2026,Croatia,HRV,0.0037789268322166642
2027,Croatia,HRV,0.0037789268322166642
2028,Croatia,HRV,0.0037789268322166642
2029,Croatia,HRV,0.0037789268322166642
2030,Croatia,HRV,0.0037789268322166642
2031,Croatia,HRV,0.0037789268322166642
2032,Croatia,HRV,0.0037789268322166642
2033,Croatia,HRV,0.0037789268322166642
2034,Croatia,HRV,0.0037789268322166642
