Year,iso_code3,nemomod_entc_residual_capacity_pp_oil_gw
2036,KEN,0.8292511527241931
2037,KEN,0.8292511527241931
2038,KEN,0.8292511527241931
2039,KEN,0.6501149901195069
2040,KEN,0.6501149901195069
2041,KEN,0.5389012891690976
2042,KEN,0.5389012891690976
2043,KEN,0.5389012891690976
2044,KEN,0.5389012891690976
2045,KEN,0.5389012891690976
2046,KEN,0.5389012891690976
2047,KEN,0.5389012891690976
2048,KEN,0.5389012891690976
2049,KEN,0.404549167215583
2050,KEN,0.404549167215583
2051,KEN,0.2940818669426931
2052,KEN,0.1627153476992566
2053,KEN,0.1627153476992566
2054,KEN,0.0
2055,KEN,0.0
1920,KGZ,0.0
1921,KGZ,0.0
1922,KGZ,0.0
1923,KGZ,0.0
1924,KGZ,0.0
1925,KGZ,0.0
1926,KGZ,0.0
1927,KGZ,0.0
1928,KGZ,0.0
1929,KGZ,0.0
1930,KGZ,0.0
1931,KGZ,0.0
1932,KGZ,0.0
1933,KGZ,0.0
1934,KGZ,0.0
1935,KGZ,0.0
1936,KGZ,0.0
1937,KGZ,0.0
1938,KGZ,0.0
1939,KGZ,0.0
1940,KGZ,0.0
1941,KGZ,0.0
1942,KGZ,0.0
1943,KGZ,0.0
1944,KGZ,0.0
1945,KGZ,0.0
1946,KGZ,0.0
1947,KGZ,0.0
1948,KGZ,0.0
1949,KGZ,0.0
1950,KGZ,0.0
1951,KGZ,0.0
1952,KGZ,0.0
1953,KGZ,0.0
1954,KGZ,0.0
1955,KGZ,0.0
1956,KGZ,0.0
1957,KGZ,0.0
1958,KGZ,0.0
1959,KGZ,0.0
1960,KGZ,0.0
1961,KGZ,0.0
1962,KGZ,0.0
1963,KGZ,0.0
1964,KGZ,0.0
1965,KGZ,0.0
1966,KGZ,0.0
1967,KGZ,0.0
1968,KGZ,0.0
1969,KGZ,0.0
1970,KGZ,0.0
1971,KGZ,0.0
1972,KGZ,0.0
1973,KGZ,0.0
1974,KGZ,0.0
1975,KGZ,0.0
1976,KGZ,0.0
1977,KGZ,0.0
1978,KGZ,0.0
1979,KGZ,0.0
1980,KGZ,0.0
1981,KGZ,0.0
1982,KGZ,0.0
1983,KGZ,0.0
1984,KGZ,0.0
1985,KGZ,0.0
1986,KGZ,0.0
1987,KGZ,0.0
1988,KGZ,0.0
1989,KGZ,0.0
1990,KGZ,0.0
1991,KGZ,0.0
1992,KGZ,0.0
1993,KGZ,0.0
1994,KGZ,0.0
1995,KGZ,0.0982712765957447
1996,KGZ,0.0981117021276595
1997,KGZ,0.0978723404255319
1998,KGZ,0.0981648936170212
1999,KGZ,0.0981648936170212
2000,KGZ,0.0723766640563821
2001,KGZ,0.0723766640563821
2002,KGZ,0.0723766640563821
2003,KGZ,0.0728269381362568
2004,KGZ,0.0728269381362568
2005,KGZ,0.0732772122161315
2006,KGZ,0.0729835552075176
2007,KGZ,0.0731989036805011
2008,KGZ,0.0732380579483163
2009,KGZ,0.0732184808144087
2021,KGZ,0.0607569095477387
2022,KGZ,0.0607569095477387
2023,KGZ,0.0607569095477387
2024,KGZ,0.0607569095477387
2025,KGZ,0.0607569095477387
2026,KGZ,0.0607569095477387
2027,KGZ,0.0607569095477387
2028,KGZ,0.0607569095477387
2029,KGZ,0.0607569095477387
2030,KGZ,0.0607569095477387
2031,KGZ,0.0607569095477387
2032,KGZ,0.0607569095477387
2033,KGZ,0.0607569095477387
2034,KGZ,0.0607569095477387
2035,KGZ,0.0
2036,KGZ,0.0
2037,KGZ,0.0
2038,KGZ,0.0
2039,KGZ,0.0
2040,KGZ,0.0
2041,KGZ,0.0
2042,KGZ,0.0
2043,KGZ,0.0
2044,KGZ,0.0
2045,KGZ,0.0
2046,KGZ,0.0
2047,KGZ,0.0
2048,KGZ,0.0
2049,KGZ,0.0
2050,KGZ,0.0
2051,KGZ,0.0
2052,KGZ,0.0
2053,KGZ,0.0
2054,KGZ,0.0
2055,KGZ,0.0
1996,KHM,0.085
1997,KHM,0.09
1998,KHM,0.1099999999999999
1999,KHM,0.1199999999999999
2000,KHM,0.13
2001,KHM,0.17
2002,KHM,0.125491011235955
2003,KHM,0.1753095505617977
2004,KHM,0.1764696629213483
2005,KHM,0.1890176219512195
2006,KHM,0.246069756097561
2007,KHM,0.2577539024390243
2008,KHM,0.315076487804878
2009,KHM,0.3048736951219513
2021,KHM,0.1071230047443331
2022,KHM,0.1071230047443331
2023,KHM,0.1071230047443331
2024,KHM,0.1071230047443331
2025,KHM,0.1071230047443331
2026,KHM,0.1071230047443331
2027,KHM,0.1071230047443331
2028,KHM,0.1071230047443331
2029,KHM,0.1071230047443331
2030,KHM,0.1071230047443331
2031,KHM,0.1071230047443331
2032,KHM,0.1071230047443331
2033,KHM,0.1071230047443331
2034,KHM,0.1071230047443331
2035,KHM,0.1071230047443331
2036,KHM,0.0699497232472324
2037,KHM,0.0699497232472324
2038,KHM,0.0599569056404849
2039,KHM,0.0599569056404849
2040,KHM,0.0599569056404849
2041,KHM,0.0599569056404849
2042,KHM,0.0599569056404849
2043,KHM,0.0599569056404849
2044,KHM,0.0599569056404849
2045,KHM,0.0
2046,KHM,0.0
2047,KHM,0.0
2048,KHM,0.0
2049,KHM,0.0
2050,KHM,0.0
2051,KHM,0.0
2052,KHM,0.0
2053,KHM,0.0
2054,KHM,0.0
2055,KHM,0.0
1944,KOR,0.0
1945,KOR,0.0
1946,KOR,0.0
1947,KOR,0.0
1948,KOR,0.0
1949,KOR,0.0
1950,KOR,0.0
1951,KOR,0.0
1952,KOR,0.0
1953,KOR,0.0
1954,KOR,0.0
1955,KOR,0.0
1956,KOR,0.0
1957,KOR,0.0
1958,KOR,0.0
1959,KOR,0.0
1960,KOR,0.0
1961,KOR,0.0
1962,KOR,0.0
1963,KOR,0.0
1964,KOR,0.0
1965,KOR,0.0
1966,KOR,0.0
1967,KOR,0.0
1968,KOR,0.0
1969,KOR,0.0
1970,KOR,0.0
1971,KOR,0.0
1972,KOR,0.0
1973,KOR,0.0
1974,KOR,5.009965219430224
1975,KOR,5.009965219430224
1976,KOR,5.009965219430224
1977,KOR,5.009965219430224
1978,KOR,5.009965219430224
1979,KOR,5.009965219430224
1980,KOR,5.009965219430224
1981,KOR,5.009965219430224
1982,KOR,5.009965219430224
1983,KOR,5.009965219430224
1984,KOR,5.009965219430224
1985,KOR,5.009965219430224
1986,KOR,5.009965219430224
1987,KOR,5.009965219430224
1988,KOR,5.435812263081793
1989,KOR,5.435812263081793
1990,KOR,5.435812263081793
1991,KOR,5.540729209026222
1992,KOR,5.854973182127223
1993,KOR,6.630787865440732
1994,KOR,6.942530751886342
1995,KOR,6.974247644856618
1996,KOR,7.698171970169078
1997,KOR,7.166406616492281
1998,KOR,6.943751505878149
1999,KOR,5.183878693185851
2000,KOR,5.186644501275737
2001,KOR,5.428190315945807
2002,KOR,5.572208053960175
2003,KOR,5.415337561034975
2004,KOR,5.486787147776124
2005,KOR,5.642900765427222
2006,KOR,5.527001069459635
2007,KOR,5.51625851578249
2008,KOR,5.93397765789589
2009,KOR,5.768044483544545
2021,KOR,2.4557549834409618
2022,KOR,2.4557549834409618
2023,KOR,2.4557549834409618
2024,KOR,2.4557549834409618
2025,KOR,2.4557549834409618
2026,KOR,2.4557549834409618
2027,KOR,2.4557549834409618
2028,KOR,2.0773758168080647
2029,KOR,2.0773758168080647
2030,KOR,2.0773758168080647
2031,KOR,2.0773758168080647
2032,KOR,2.0773758168080647
2033,KOR,2.0773758168080647
2034,KOR,2.0773758168080647
2035,KOR,2.0773758168080647
2036,KOR,2.0773758168080647
2037,KOR,2.0773758168080647
2038,KOR,2.0773758168080647
2039,KOR,2.0773758168080647
2040,KOR,2.0773758168080647
2041,KOR,2.0773758168080647
2042,KOR,2.0773758168080647
2043,KOR,2.0773758168080647
2044,KOR,2.0773758168080647
2045,KOR,2.0773758168080647
2046,KOR,2.0773758168080647
2047,KOR,2.0773758168080647
2048,KOR,2.0773758168080647
2049,KOR,2.0773758168080647
2050,KOR,2.0773758168080647
2051,KOR,2.0773758168080647
2052,KOR,2.0773758168080647
2053,KOR,2.0773758168080647
2054,KOR,2.0773758168080647
2055,KOR,2.0773758168080647
2007,KWT,0.0
2008,KWT,0.0
2009,KWT,0.0
2021,KWT,0.0
2022,KWT,0.0
2023,KWT,0.0
2024,KWT,0.0
2025,KWT,0.0
2026,KWT,0.0
2027,KWT,0.0
2028,KWT,0.0
2029,KWT,0.0
2030,KWT,0.0
2031,KWT,0.0
2032,KWT,0.0
2033,KWT,0.0
2034,KWT,0.0
2035,KWT,0.0
2036,KWT,0.0
2037,KWT,0.0
2038,KWT,0.0
2039,KWT,0.0
2040,KWT,0.0
2041,KWT,0.0
2042,KWT,0.0
1990,LAO,0.0
1991,LAO,0.0
1992,LAO,0.0
1993,LAO,0.0
1994,LAO,0.0
1995,LAO,0.0
1996,LAO,0.0
1997,LAO,0.0
1998,LAO,0.0
1999,LAO,0.0
2000,LAO,0.0
2001,LAO,0.0
2002,LAO,0.0
2003,LAO,0.0
2004,LAO,0.0
2005,LAO,0.0
2006,LAO,0.0
2007,LAO,0.0
2008,LAO,0.0
2009,LAO,0.0
2021,LAO,0.0
2022,LAO,0.0
2023,LAO,0.0
2024,LAO,0.0
2025,LAO,0.0
2026,LAO,0.0
2027,LAO,0.0
2028,LAO,0.0
2029,LAO,0.0
2030,LAO,0.0
2031,LAO,0.0
2032,LAO,0.0
2033,LAO,0.0
2034,LAO,0.0
2035,LAO,0.0
2036,LAO,0.0
2037,LAO,0.0
2038,LAO,0.0
2039,LAO,0.0
2040,LAO,0.0
2041,LAO,0.0
2042,LAO,0.0
2043,LAO,0.0
2044,LAO,0.0
2045,LAO,0.0
2046,LAO,0.0
2047,LAO,0.0
2048,LAO,0.0
2049,LAO,0.0
2050,LAO,0.0
2051,LAO,0.0
2052,LAO,0.0
2053,LAO,0.0
2054,LAO,0.0
2055,LAO,0.0
1971,LBN,0.3998396680184853
1972,LBN,0.3998396680184853
1973,LBN,0.3998396680184853
1974,LBN,0.3998396680184853
1975,LBN,0.3998396680184853
1976,LBN,0.3998396680184853
1977,LBN,0.3998396680184853
1978,LBN,0.3998396680184853
1979,LBN,0.3998396680184853
1980,LBN,0.3998396680184853
1981,LBN,0.3998396680184853
1982,LBN,0.3998396680184853
1983,LBN,0.4803829104970291
1984,LBN,1.22
1985,LBN,1.22
1986,LBN,1.22
1987,LBN,1.22
1988,LBN,1.22
1989,LBN,1.22
1990,LBN,1.22
1991,LBN,1.22
1992,LBN,1.22
1993,LBN,1.22
1994,LBN,1.22
1995,LBN,1.22
1996,LBN,1.34
1997,LBN,1.385
1998,LBN,1.1303
1999,LBN,1.4386033425107474
2000,LBN,1.5914720088876009
2001,LBN,1.5914720088876009
2002,LBN,1.5914720088876009
2003,LBN,1.660262908757185
2004,LBN,1.660262908757185
2005,LBN,1.480642225764382
2006,LBN,1.5327813601893443
2007,LBN,1.5327813601893443
2008,LBN,1.5600793363280685
2009,LBN,1.5873773124667925
2021,LBN,1.7143628976085443
2022,LBN,1.7143628976085443
2023,LBN,1.5610601346645
2024,LBN,0.1533027629440446
2025,LBN,0.1533027629440446
2026,LBN,0.1533027629440446
2027,LBN,0.1533027629440446
2028,LBN,0.1533027629440446
2029,LBN,0.1533027629440446
2030,LBN,0.1533027629440446
2031,LBN,0.1533027629440446
2032,LBN,0.1533027629440446
2033,LBN,0.1533027629440446
2034,LBN,0.1533027629440446
2035,LBN,0.1533027629440446
1990,LBR,0.108
1991,LBR,0.108
1992,LBR,0.108
1993,LBR,0.07
1994,LBR,0.07
1995,LBR,0.07
1996,LBR,0.07
1997,LBR,0.07
1998,LBR,0.07
1999,LBR,0.07
2000,LBR,0.07
2001,LBR,0.07
2002,LBR,0.07
2003,LBR,0.07
2004,LBR,0.073
2005,LBR,0.073
2006,LBR,0.073
2007,LBR,0.078
2008,LBR,0.078
2009,LBR,0.078
2021,LBR,0.0292255252387448
2022,LBR,0.0292255252387448
2023,LBR,0.0292255252387448
2024,LBR,0.0292255252387448
2025,LBR,0.0292255252387448
2026,LBR,0.0292255252387448
2027,LBR,0.0292255252387448
2028,LBR,0.0292255252387448
2029,LBR,0.0292255252387448
2030,LBR,0.0
2031,LBR,0.0
2032,LBR,0.0
2033,LBR,0.0
2034,LBR,0.0
2035,LBR,0.0
2036,LBR,0.0
2037,LBR,0.0
2038,LBR,0.0
2039,LBR,0.0
2040,LBR,0.0
2041,LBR,0.0
2042,LBR,0.0
2043,LBR,0.0
2044,LBR,0.0
2045,LBR,0.0
2046,LBR,0.0
2047,LBR,0.0
2048,LBR,0.0
2049,LBR,0.0
2050,LBR,0.0
2051,LBR,0.0
2052,LBR,0.0
2053,LBR,0.0
2054,LBR,0.0
2055,LBR,0.0
1976,LBY,0.5597785977859778
1977,LBY,0.5597785977859778
1978,LBY,0.5597785977859778
1979,LBY,0.5597785977859778
1980,LBY,0.5597785977859778
1981,LBY,0.5597785977859778
1982,LBY,0.5597785977859778
1983,LBY,0.5597785977859778
1984,LBY,0.5597785977859778
1985,LBY,0.9531365313653136
1986,LBY,0.9531365313653136
1987,LBY,0.9531365313653136
1988,LBY,0.9531365313653136
1989,LBY,0.9531365313653136
1990,LBY,0.9531365313653136
1991,LBY,1.0693726937269374
1992,LBY,1.0693726937269374
1993,LBY,1.0693726937269374
1994,LBY,0.7887860642351662
1995,LBY,0.5107507930912937
1996,LBY,0.5107507930912937
1997,LBY,0.5107507930912937
1998,LBY,0.5107507930912937
1999,LBY,0.5107507930912937
2000,LBY,0.4120545673801628
2001,LBY,0.4120545673801628
2002,LBY,0.3885981308411215
2003,LBY,0.315
2004,LBY,0.3861864406779661
2005,LBY,0.3719626814098134
2006,LBY,0.3869108500345542
2007,LBY,0.4022218382861091
2008,LBY,0.4800103662750518
2009,LBY,0.491185210780926
2021,LBY,0.3879341657207719
2022,LBY,0.3879341657207719
2023,LBY,0.3879341657207719
2024,LBY,0.3879341657207719
2025,LBY,0.0
2026,LBY,0.0
2027,LBY,0.0
2028,LBY,0.0
2029,LBY,0.0
2030,LBY,0.0
2031,LBY,0.0
2032,LBY,0.0
2033,LBY,0.0
2034,LBY,0.0
2035,LBY,0.0
2036,LBY,0.0
2037,LBY,0.0
2038,LBY,0.0
2039,LBY,0.0
2040,LBY,0.0
2021,LCA,0.0
2022,LCA,0.0
2023,LCA,0.0
2024,LCA,0.0
2025,LCA,0.0
2026,LCA,0.0
2027,LCA,0.0
2028,LCA,0.0
2029,LCA,0.0
2030,LCA,0.0
2031,LCA,0.0
2032,LCA,0.0
2033,LCA,0.0
2034,LCA,0.0
2035,LCA,0.0
2036,LCA,0.0
2037,LCA,0.0
2038,LCA,0.0
2039,LCA,0.0
1922,LKA,0.0
1923,LKA,0.0
1924,LKA,0.0
1925,LKA,0.0
1926,LKA,0.0
1927,LKA,0.0
1928,LKA,0.0
1929,LKA,0.0
1930,LKA,0.0
1931,LKA,0.0
1932,LKA,0.0
1933,LKA,0.0
1934,LKA,0.0
1935,LKA,0.0
1936,LKA,0.0
1937,LKA,0.0
1938,LKA,0.0
1939,LKA,0.0
1940,LKA,0.0
1941,LKA,0.0
1942,LKA,0.0
1943,LKA,0.0
1944,LKA,0.0
1945,LKA,0.0
1946,LKA,0.0
1947,LKA,0.0
1948,LKA,0.0
1949,LKA,0.0
1950,LKA,0.0
1951,LKA,0.0
1952,LKA,0.0
1953,LKA,0.0
1954,LKA,0.0
1955,LKA,0.0
1956,LKA,0.0
1957,LKA,0.0
1958,LKA,0.0
1959,LKA,0.0
1960,LKA,0.0
1961,LKA,0.0
1962,LKA,0.0
1963,LKA,0.0
1964,LKA,0.0
1965,LKA,0.0
1966,LKA,0.0
1967,LKA,0.0
1968,LKA,0.0
1969,LKA,0.0
1970,LKA,0.0
1971,LKA,0.0
1972,LKA,0.0
1973,LKA,0.0
1974,LKA,0.0
1975,LKA,0.0
1976,LKA,0.036
1977,LKA,0.036
1978,LKA,0.036
1979,LKA,0.036
1980,LKA,0.036
1981,LKA,0.036
1982,LKA,0.418
1983,LKA,0.418
1984,LKA,0.578
1985,LKA,0.578
1986,LKA,0.578
1987,LKA,0.578
1988,LKA,0.638
1989,LKA,0.638
1990,LKA,0.638
1991,LKA,0.638
1992,LKA,0.638
1993,LKA,0.638
1994,LKA,0.638
1995,LKA,0.638
1996,LKA,0.662
1997,LKA,0.6880393956077568
1998,LKA,0.671030770171897
1999,LKA,0.697340547039375
2000,LKA,0.7643528704538625
2001,LKA,0.8311280733393448
2002,LKA,0.8712044907637165
2003,LKA,0.9667860226082164
2004,LKA,1.0131624218362285
2005,LKA,1.0449529346454705
2006,LKA,1.004466061013692
2007,LKA,1.1785894129883097
2008,LKA,1.287328340772912
2009,LKA,1.3152778280452004
2021,LKA,1.4160935504036092
2022,LKA,0.9533495501861766
2023,LKA,0.9533495501861766
2024,LKA,0.7595300736553148
2025,LKA,0.7595300736553148
2026,LKA,0.7595300736553148
2027,LKA,0.7595300736553148
2028,LKA,0.6868477699562416
2029,LKA,0.6868477699562416
2030,LKA,0.6868477699562416
2031,LKA,0.6868477699562416
2032,LKA,0.6868477699562416
2033,LKA,0.6868477699562416
2034,LKA,0.6868477699562416
2035,LKA,0.6868477699562416
2036,LKA,0.6577748484766124
2037,LKA,0.6577748484766124
2038,LKA,0.6577748484766124
2039,LKA,0.628701926996983
2040,LKA,0.628701926996983
2041,LKA,0.628701926996983
2042,LKA,0.628701926996983
2043,LKA,0.628701926996983
2044,LKA,0.628701926996983
2045,LKA,0.4251914766395782
2046,LKA,0.4251914766395782
2047,LKA,0.0617799581442122
2048,LKA,0.0
2049,LKA,0.0
2050,LKA,0.0
2051,LKA,0.0
2052,LKA,0.0
2053,LKA,0.0
2054,LKA,0.0
2055,LKA,0.0
1961,LSO,0.0
1962,LSO,0.0
1963,LSO,0.0
1964,LSO,0.0
1965,LSO,0.0
1966,LSO,0.0
1967,LSO,0.0
1968,LSO,0.0
1969,LSO,0.0
1970,LSO,0.0
1971,LSO,0.0
1972,LSO,0.0
1973,LSO,0.0
1974,LSO,0.0
1975,LSO,0.0
1976,LSO,0.0
1977,LSO,0.0
1978,LSO,0.0
1979,LSO,0.0
1980,LSO,0.0
1981,LSO,0.0
1982,LSO,0.0
1983,LSO,0.0
1984,LSO,0.0
1985,LSO,0.0
1986,LSO,0.0
1987,LSO,0.0
1988,LSO,0.0
1989,LSO,0.0
1990,LSO,0.0
1991,LSO,0.0
1992,LSO,0.0
1993,LSO,0.0
1994,LSO,0.0
1995,LSO,0.0
1996,LSO,0.0
1997,LSO,0.0
1998,LSO,0.0
1999,LSO,0.0
2000,LSO,0.0
2001,LSO,0.0
2002,LSO,0.0
2003,LSO,0.0
2004,LSO,0.0
2005,LSO,0.0
2006,LSO,0.0
2007,LSO,0.0
2008,LSO,0.0
2009,LSO,0.0
2021,LSO,0.0
2022,LSO,0.0
2023,LSO,0.0
2024,LSO,0.0
2025,LSO,0.0
2026,LSO,0.0
2027,LSO,0.0
2028,LSO,0.0
2029,LSO,0.0
2030,LSO,0.0
2031,LSO,0.0
2032,LSO,0.0
2033,LSO,0.0
2034,LSO,0.0
2035,LSO,0.0
2036,LSO,0.0
2037,LSO,0.0
2038,LSO,0.0
2039,LSO,0.0
2040,LSO,0.0
2041,LSO,0.0
2042,LSO,0.0
2043,LSO,0.0
2044,LSO,0.0
2045,LSO,0.0
2046,LSO,0.0
2047,LSO,0.0
2048,LSO,0.0
2049,LSO,0.0
2050,LSO,0.0
2051,LSO,0.0
2052,LSO,0.0
2053,LSO,0.0
2054,LSO,0.0
2055,LSO,0.0
1920,LTU,0.0
1921,LTU,0.0
1922,LTU,0.0
1923,LTU,0.0
1924,LTU,0.0
1925,LTU,0.0
1926,LTU,0.0
1927,LTU,0.0
1928,LTU,0.0
1929,LTU,0.0
1930,LTU,0.0
1931,LTU,0.0
1932,LTU,0.0
1933,LTU,0.0
1934,LTU,0.0
1935,LTU,0.0
1936,LTU,0.0
1937,LTU,0.0
1938,LTU,0.0
1939,LTU,0.0
1940,LTU,0.0
1941,LTU,0.0
1942,LTU,0.0
1943,LTU,0.0
1944,LTU,0.0
1945,LTU,0.0
1946,LTU,0.0
1947,LTU,0.0
1948,LTU,0.0
1949,LTU,0.0
1950,LTU,0.0
1951,LTU,0.0
1952,LTU,0.0
1953,LTU,0.0
1954,LTU,0.0
1955,LTU,0.0
1956,LTU,0.0
1957,LTU,0.0
1958,LTU,0.0
1959,LTU,0.0
1960,LTU,0.0
1961,LTU,0.0
1962,LTU,0.0
1963,LTU,0.0
1964,LTU,0.0
1965,LTU,0.0
1966,LTU,0.0
1967,LTU,0.0
1968,LTU,0.0
1969,LTU,0.0
1970,LTU,0.0
1971,LTU,0.0
1972,LTU,0.0
1973,LTU,0.0
1974,LTU,0.0
1975,LTU,0.0
1976,LTU,0.0
1977,LTU,0.0
1978,LTU,0.0
1979,LTU,0.0
1980,LTU,0.0
1981,LTU,0.0
1982,LTU,0.0
1983,LTU,0.0
1984,LTU,0.0
1985,LTU,0.0
1986,LTU,0.0
1987,LTU,0.0
1988,LTU,0.0
1989,LTU,0.0
1990,LTU,0.0
1991,LTU,0.0
1992,LTU,0.0
1993,LTU,0.0
1994,LTU,0.0
1995,LTU,0.0
1996,LTU,0.0
1997,LTU,0.0
1998,LTU,0.0
1999,LTU,0.0
2000,LTU,0.0
2001,LTU,0.0
2002,LTU,0.0
2003,LTU,0.0
2004,LTU,0.0
2005,LTU,0.0
2006,LTU,0.0
2007,LTU,0.0
2008,LTU,0.0
2009,LTU,0.0
2021,LTU,0.0
2022,LTU,0.0
2023,LTU,0.0
2024,LTU,0.0
2025,LTU,0.0
2026,LTU,0.0
2027,LTU,0.0
2028,LTU,0.0
2029,LTU,0.0
2030,LTU,0.0
2031,LTU,0.0
2032,LTU,0.0
2033,LTU,0.0
2034,LTU,0.0
2035,LTU,0.0
2036,LTU,0.0
2037,LTU,0.0
2038,LTU,0.0
2039,LTU,0.0
2040,LTU,0.0
2041,LTU,0.0
2042,LTU,0.0
2043,LTU,0.0
2044,LTU,0.0
2045,LTU,0.0
2046,LTU,0.0
2047,LTU,0.0
2048,LTU,0.0
2049,LTU,0.0
2050,LTU,0.0
2051,LTU,0.0
1990,LUX,0.0
1991,LUX,0.0
1992,LUX,0.0
1993,LUX,0.0
1994,LUX,0.0
1995,LUX,0.0
1996,LUX,0.0
1997,LUX,0.0
1998,LUX,0.0
1999,LUX,0.0
2000,LUX,0.0
2001,LUX,0.0
2002,LUX,0.0
2003,LUX,0.0
2004,LUX,0.0
2005,LUX,0.0
2006,LUX,0.0
2007,LUX,0.0
2008,LUX,0.0
2009,LUX,0.0
2021,LUX,0.0
2022,LUX,0.0
2023,LUX,0.0
2024,LUX,0.0
2025,LUX,0.0
2026,LUX,0.0
2027,LUX,0.0
2028,LUX,0.0
2029,LUX,0.0
2030,LUX,0.0
2031,LUX,0.0
2032,LUX,0.0
2033,LUX,0.0
2034,LUX,0.0
2035,LUX,0.0
2036,LUX,0.0
2037,LUX,0.0
2038,LUX,0.0
2039,LUX,0.0
2040,LUX,0.0
2041,LUX,0.0
2042,LUX,0.0
2043,LUX,0.0
2044,LUX,0.0
2045,LUX,0.0
2046,LUX,0.0
2047,LUX,0.0
2048,LUX,0.0
2049,LUX,0.0
2050,LUX,0.0
2051,LUX,0.0
2052,LUX,0.0
2053,LUX,0.0
2054,LUX,0.0
2055,LUX,0.0
1957,LVA,0.0
1958,LVA,0.0
1959,LVA,0.0
1960,LVA,0.0
1961,LVA,0.0
1962,LVA,0.0
1963,LVA,0.0
1964,LVA,0.0
1965,LVA,0.0
1966,LVA,0.0
1967,LVA,0.0
1968,LVA,0.0
1969,LVA,0.0
1970,LVA,0.0
1971,LVA,0.0
1972,LVA,0.0
1973,LVA,0.0
1974,LVA,0.0
1975,LVA,0.0
1976,LVA,0.0
1977,LVA,0.0
1978,LVA,0.0
1979,LVA,0.0
1980,LVA,0.0
1981,LVA,0.0
1982,LVA,0.0
1983,LVA,0.0
1984,LVA,0.0
1985,LVA,0.0
1986,LVA,0.0
1987,LVA,0.0
1988,LVA,0.0
1989,LVA,0.0
1990,LVA,0.0
1991,LVA,0.0
1992,LVA,0.0
1993,LVA,0.0
1994,LVA,0.0
1995,LVA,0.0
1996,LVA,0.0
1997,LVA,0.0
1998,LVA,0.0
1999,LVA,0.0
2000,LVA,0.0
2001,LVA,0.0
2002,LVA,0.0
2003,LVA,0.0
2004,LVA,0.0
2005,LVA,0.0
2006,LVA,0.0
2007,LVA,0.0
2008,LVA,0.0
2009,LVA,0.0
2021,LVA,0.0
2022,LVA,0.0
2023,LVA,0.0
2024,LVA,0.0
2025,LVA,0.0
2026,LVA,0.0
2027,LVA,0.0
2028,LVA,0.0
2029,LVA,0.0
2030,LVA,0.0
2031,LVA,0.0
2032,LVA,0.0
2033,LVA,0.0
2034,LVA,0.0
2035,LVA,0.0
2036,LVA,0.0
2037,LVA,0.0
2038,LVA,0.0
2039,LVA,0.0
2040,LVA,0.0
2041,LVA,0.0
2042,LVA,0.0
2043,LVA,0.0
2044,LVA,0.0
2045,LVA,0.0
2046,LVA,0.0
2047,LVA,0.0
2048,LVA,0.0
2049,LVA,0.0
2050,LVA,0.0
2051,LVA,0.0
2052,LVA,0.0
2053,LVA,0.0
2054,LVA,0.0
2055,LVA,0.0
1938,MAR,0.0
1939,MAR,0.0
1940,MAR,0.0
1941,MAR,0.0
1942,MAR,0.0
1943,MAR,0.0
1944,MAR,0.0
1945,MAR,0.0
1946,MAR,0.0
1947,MAR,0.0
1948,MAR,0.0
1949,MAR,0.0
1950,MAR,0.0
1951,MAR,0.0
1952,MAR,0.0
1953,MAR,0.0
1954,MAR,0.0
1955,MAR,0.0
1956,MAR,0.0
1957,MAR,0.0
1958,MAR,0.0
1959,MAR,0.0
1960,MAR,0.0
1961,MAR,0.0
1962,MAR,0.0
1963,MAR,0.0
1964,MAR,0.0
1965,MAR,0.0
1966,MAR,0.0
1967,MAR,0.0
1968,MAR,0.0
1969,MAR,0.0
1970,MAR,0.0
1971,MAR,0.0
1972,MAR,0.0
1973,MAR,0.0
1974,MAR,0.0
1975,MAR,0.2530112359550562
1976,MAR,0.2530112359550562
1977,MAR,0.2530112359550562
1978,MAR,0.2530112359550562
1979,MAR,0.7990786516853934
1980,MAR,0.7990786516853934
1981,MAR,0.7990786516853934
1982,MAR,0.7990786516853934
1983,MAR,0.7990786516853934
1984,MAR,0.7990786516853934
1985,MAR,0.7990786516853934
1986,MAR,0.7990786516853934
1987,MAR,0.7990786516853934
1988,MAR,0.7990786516853934
1989,MAR,0.7990786516853934
1990,MAR,0.7990786516853934
1991,MAR,0.7919786372007366
1992,MAR,0.845337753222836
1993,MAR,0.878323388581952
1994,MAR,0.637
1995,MAR,0.637
1996,MAR,0.637
1997,MAR,0.6596218057921637
1998,MAR,0.637
1999,MAR,0.6372356059672051
2000,MAR,0.6377912272583355
2001,MAR,0.7401853430429381
2002,MAR,0.6917826152487998
2003,MAR,0.6745804108692439
2004,MAR,0.6763930494267678
2005,MAR,0.6604
2006,MAR,0.6604
2007,MAR,0.6604
2008,MAR,0.6604
2009,MAR,0.7873396151044482
2021,MAR,0.594816085456424
2022,MAR,0.594816085456424
2023,MAR,0.594816085456424
2024,MAR,0.594816085456424
2025,MAR,0.594816085456424
2026,MAR,0.594816085456424
2027,MAR,0.594816085456424
2028,MAR,0.594816085456424
2029,MAR,0.594816085456424
2030,MAR,0.594816085456424
2031,MAR,0.594816085456424
2032,MAR,0.594816085456424
2033,MAR,0.594816085456424
2034,MAR,0.2466825208085612
2035,MAR,0.2466825208085612
2036,MAR,0.2466825208085612
2037,MAR,0.2466825208085612
2038,MAR,0.2466825208085612
