Year,Nation,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_natural_gas
2042,denmark,DNK,0.09323104134745913
2043,denmark,DNK,0.09323104134745913
2044,denmark,DNK,0.09323104134745913
2045,denmark,DNK,0.09323104134745913
2046,denmark,DNK,0.09323104134745913
2047,denmark,DNK,0.09323104134745913
2048,denmark,DNK,0.09323104134745913
2049,denmark,DNK,0.09323104134745913
2050,denmark,DNK,0.09323104134745913
2018,dominican_republic,DOM,1.0
2019,dominican_republic,DOM,1.0
2020,dominican_republic,DOM,1.0
2021,dominican_republic,DOM,1.0
2022,dominican_republic,DOM,1.0
2023,dominican_republic,DOM,1.0
2024,dominican_republic,DOM,1.0
2025,dominican_republic,DOM,1.0
2026,dominican_republic,DOM,1.0
2027,dominican_republic,DOM,1.0
2028,dominican_republic,DOM,1.0
2029,dominican_republic,DOM,1.0
2030,dominican_republic,DOM,1.0
2031,dominican_republic,DOM,1.0
2032,dominican_republic,DOM,1.0
2033,dominican_republic,DOM,1.0
2034,dominican_republic,DOM,1.0
2035,dominican_republic,DOM,1.0
2036,dominican_republic,DOM,1.0
2037,dominican_republic,DOM,1.0
2038,dominican_republic,DOM,1.0
2039,dominican_republic,DOM,1.0
2040,dominican_republic,DOM,1.0
2041,dominican_republic,DOM,1.0
2042,dominican_republic,DOM,1.0
2043,dominican_republic,DOM,1.0
2044,dominican_republic,DOM,1.0
2045,dominican_republic,DOM,1.0
2046,dominican_republic,DOM,1.0
2047,dominican_republic,DOM,1.0
2048,dominican_republic,DOM,1.0
2049,dominican_republic,DOM,1.0
2050,dominican_republic,DOM,1.0
2018,ecuador,ECU,0.0
2019,ecuador,ECU,0.0
2020,ecuador,ECU,0.0
2021,ecuador,ECU,0.0
2022,ecuador,ECU,0.0
2023,ecuador,ECU,0.0
2024,ecuador,ECU,0.0
2025,ecuador,ECU,0.0
2026,ecuador,ECU,0.0
2027,ecuador,ECU,0.0
2028,ecuador,ECU,0.0
2029,ecuador,ECU,0.0
2030,ecuador,ECU,0.0
2031,ecuador,ECU,0.0
2032,ecuador,ECU,0.0
2033,ecuador,ECU,0.0
2034,ecuador,ECU,0.0
2035,ecuador,ECU,0.0
2036,ecuador,ECU,0.0
2037,ecuador,ECU,0.0
2038,ecuador,ECU,0.0
2039,ecuador,ECU,0.0
2040,ecuador,ECU,0.0
2041,ecuador,ECU,0.0
2042,ecuador,ECU,0.0
2043,ecuador,ECU,0.0
2044,ecuador,ECU,0.0
2045,ecuador,ECU,0.0
2046,ecuador,ECU,0.0
2047,ecuador,ECU,0.0
2048,ecuador,ECU,0.0
2049,ecuador,ECU,0.0
2050,ecuador,ECU,0.0
2018,estonia,EST,1.0
2019,estonia,EST,1.0
2020,estonia,EST,1.0
2021,estonia,EST,1.0
2022,estonia,EST,1.0
2023,estonia,EST,1.0
2024,estonia,EST,1.0
2025,estonia,EST,1.0
2026,estonia,EST,1.0
2027,estonia,EST,1.0
2028,estonia,EST,1.0
2029,estonia,EST,1.0
2030,estonia,EST,1.0
2031,estonia,EST,1.0
2032,estonia,EST,1.0
2033,estonia,EST,1.0
2034,estonia,EST,1.0
2035,estonia,EST,1.0
2036,estonia,EST,1.0
2037,estonia,EST,1.0
2038,estonia,EST,1.0
2039,estonia,EST,1.0
2040,estonia,EST,1.0
2041,estonia,EST,1.0
2042,estonia,EST,1.0
2043,estonia,EST,1.0
2044,estonia,EST,1.0
2045,estonia,EST,1.0
2046,estonia,EST,1.0
2047,estonia,EST,1.0
2048,estonia,EST,1.0
2049,estonia,EST,1.0
2050,estonia,EST,1.0
2018,finland,FIN,0.9998492246668444
2019,finland,FIN,0.9998492246668444
2020,finland,FIN,0.9998492246668444
2021,finland,FIN,0.9998492246668444
2022,finland,FIN,0.9998492246668444
2023,finland,FIN,0.9998492246668444
2024,finland,FIN,0.9998492246668444
2025,finland,FIN,0.9998492246668444
2026,finland,FIN,0.9998492246668444
2027,finland,FIN,0.9998492246668444
2028,finland,FIN,0.9998492246668444
2029,finland,FIN,0.9998492246668444
2030,finland,FIN,0.9998492246668444
2031,finland,FIN,0.9998492246668444
2032,finland,FIN,0.9998492246668444
2033,finland,FIN,0.9998492246668444
2034,finland,FIN,0.9998492246668444
2035,finland,FIN,0.9998492246668444
2036,finland,FIN,0.9998492246668444
2037,finland,FIN,0.9998492246668444
2038,finland,FIN,0.9998492246668444
2039,finland,FIN,0.9998492246668444
2040,finland,FIN,0.9998492246668444
2041,finland,FIN,0.9998492246668444
2042,finland,FIN,0.9998492246668444
2043,finland,FIN,0.9998492246668444
2044,finland,FIN,0.9998492246668444
2045,finland,FIN,0.9998492246668444
2046,finland,FIN,0.9998492246668444
2047,finland,FIN,0.9998492246668444
2048,finland,FIN,0.9998492246668444
2049,finland,FIN,0.9998492246668444
2050,finland,FIN,0.9998492246668444
2018,france,FRA,0.9247723828649574
2019,france,FRA,0.9247723828649574
2020,france,FRA,0.9247723828649574
2021,france,FRA,0.9247723828649574
2022,france,FRA,0.9247723828649574
2023,france,FRA,0.9247723828649574
2024,france,FRA,0.9247723828649574
2025,france,FRA,0.9247723828649574
2026,france,FRA,0.9247723828649574
2027,france,FRA,0.9247723828649574
2028,france,FRA,0.9247723828649574
2029,france,FRA,0.9247723828649574
2030,france,FRA,0.9247723828649574
2031,france,FRA,0.9247723828649574
2032,france,FRA,0.9247723828649574
2033,france,FRA,0.9247723828649574
2034,france,FRA,0.9247723828649574
2035,france,FRA,0.9247723828649574
2036,france,FRA,0.9247723828649574
2037,france,FRA,0.9247723828649574
2038,france,FRA,0.9247723828649574
2039,france,FRA,0.9247723828649574
2040,france,FRA,0.9247723828649574
2041,france,FRA,0.9247723828649574
2042,france,FRA,0.9247723828649574
2043,france,FRA,0.9247723828649574
2044,france,FRA,0.9247723828649574
2045,france,FRA,0.9247723828649574
2046,france,FRA,0.9247723828649574
2047,france,FRA,0.9247723828649574
2048,france,FRA,0.9247723828649574
2049,france,FRA,0.9247723828649574
2050,france,FRA,0.9247723828649574
2018,gabon,GAB,0.0
2019,gabon,GAB,0.0
2020,gabon,GAB,0.0
2021,gabon,GAB,0.0
2022,gabon,GAB,0.0
2023,gabon,GAB,0.0
2024,gabon,GAB,0.0
2025,gabon,GAB,0.0
2026,gabon,GAB,0.0
2027,gabon,GAB,0.0
2028,gabon,GAB,0.0
2029,gabon,GAB,0.0
2030,gabon,GAB,0.0
2031,gabon,GAB,0.0
2032,gabon,GAB,0.0
2033,gabon,GAB,0.0
2034,gabon,GAB,0.0
2035,gabon,GAB,0.0
2036,gabon,GAB,0.0
2037,gabon,GAB,0.0
2038,gabon,GAB,0.0
2039,gabon,GAB,0.0
2040,gabon,GAB,0.0
2041,gabon,GAB,0.0
2042,gabon,GAB,0.0
2043,gabon,GAB,0.0
2044,gabon,GAB,0.0
2045,gabon,GAB,0.0
2046,gabon,GAB,0.0
2047,gabon,GAB,0.0
2048,gabon,GAB,0.0
2049,gabon,GAB,0.0
2050,gabon,GAB,0.0
2018,georgia,GEO,0.9970820806912059
2019,georgia,GEO,0.9970820806912059
2020,georgia,GEO,0.9970820806912059
2021,georgia,GEO,0.9970820806912059
2022,georgia,GEO,0.9970820806912059
2023,georgia,GEO,0.9970820806912059
2024,georgia,GEO,0.9970820806912059
2025,georgia,GEO,0.9970820806912059
2026,georgia,GEO,0.9970820806912059
2027,georgia,GEO,0.9970820806912059
2028,georgia,GEO,0.9970820806912059
2029,georgia,GEO,0.9970820806912059
2030,georgia,GEO,0.9970820806912059
2031,georgia,GEO,0.9970820806912059
2032,georgia,GEO,0.9970820806912059
2033,georgia,GEO,0.9970820806912059
2034,georgia,GEO,0.9970820806912059
2035,georgia,GEO,0.9970820806912059
2036,georgia,GEO,0.9970820806912059
2037,georgia,GEO,0.9970820806912059
2038,georgia,GEO,0.9970820806912059
2039,georgia,GEO,0.9970820806912059
2040,georgia,GEO,0.9970820806912059
2041,georgia,GEO,0.9970820806912059
2042,georgia,GEO,0.9970820806912059
2043,georgia,GEO,0.9970820806912059
2044,georgia,GEO,0.9970820806912059
2045,georgia,GEO,0.9970820806912059
2046,georgia,GEO,0.9970820806912059
2047,georgia,GEO,0.9970820806912059
2048,georgia,GEO,0.9970820806912059
2049,georgia,GEO,0.9970820806912059
2050,georgia,GEO,0.9970820806912059
2018,germany,DEU,0.7592462194428526
2019,germany,DEU,0.7592462194428526
2020,germany,DEU,0.7592462194428526
2021,germany,DEU,0.7592462194428526
2022,germany,DEU,0.7592462194428526
2023,germany,DEU,0.7592462194428526
2024,germany,DEU,0.7592462194428526
2025,germany,DEU,0.7592462194428526
2026,germany,DEU,0.7592462194428526
2027,germany,DEU,0.7592462194428526
2028,germany,DEU,0.7592462194428526
2029,germany,DEU,0.7592462194428526
2030,germany,DEU,0.7592462194428526
2031,germany,DEU,0.7592462194428526
2032,germany,DEU,0.7592462194428526
2033,germany,DEU,0.7592462194428526
2034,germany,DEU,0.7592462194428526
2035,germany,DEU,0.7592462194428526
2036,germany,DEU,0.7592462194428526
2037,germany,DEU,0.7592462194428526
2038,germany,DEU,0.7592462194428526
2039,germany,DEU,0.7592462194428526
2040,germany,DEU,0.7592462194428526
2041,germany,DEU,0.7592462194428526
2042,germany,DEU,0.7592462194428526
2043,germany,DEU,0.7592462194428526
2044,germany,DEU,0.7592462194428526
2045,germany,DEU,0.7592462194428526
2046,germany,DEU,0.7592462194428526
2047,germany,DEU,0.7592462194428526
2048,germany,DEU,0.7592462194428526
2049,germany,DEU,0.7592462194428526
2050,germany,DEU,0.7592462194428526
2018,ghana,GHA,0.14568800306630894
2019,ghana,GHA,0.14568800306630894
2020,ghana,GHA,0.14568800306630894
2021,ghana,GHA,0.14568800306630894
2022,ghana,GHA,0.14568800306630894
2023,ghana,GHA,0.14568800306630894
2024,ghana,GHA,0.14568800306630894
2025,ghana,GHA,0.14568800306630894
2026,ghana,GHA,0.14568800306630894
2027,ghana,GHA,0.14568800306630894
2028,ghana,GHA,0.14568800306630894
2029,ghana,GHA,0.14568800306630894
2030,ghana,GHA,0.14568800306630894
2031,ghana,GHA,0.14568800306630894
2032,ghana,GHA,0.14568800306630894
2033,ghana,GHA,0.14568800306630894
2034,ghana,GHA,0.14568800306630894
2035,ghana,GHA,0.14568800306630894
2036,ghana,GHA,0.14568800306630894
2037,ghana,GHA,0.14568800306630894
2038,ghana,GHA,0.14568800306630894
2039,ghana,GHA,0.14568800306630894
2040,ghana,GHA,0.14568800306630894
2041,ghana,GHA,0.14568800306630894
2042,ghana,GHA,0.14568800306630894
2043,ghana,GHA,0.14568800306630894
2044,ghana,GHA,0.14568800306630894
2045,ghana,GHA,0.14568800306630894
2046,ghana,GHA,0.14568800306630894
2047,ghana,GHA,0.14568800306630894
2048,ghana,GHA,0.14568800306630894
2049,ghana,GHA,0.14568800306630894
2050,ghana,GHA,0.14568800306630894
2018,greece,GRC,0.9972414457300882
2019,greece,GRC,0.9972414457300882
2020,greece,GRC,0.9972414457300882
2021,greece,GRC,0.9972414457300882
2022,greece,GRC,0.9972414457300882
2023,greece,GRC,0.9972414457300882
2024,greece,GRC,0.9972414457300882
2025,greece,GRC,0.9972414457300882
2026,greece,GRC,0.9972414457300882
2027,greece,GRC,0.9972414457300882
2028,greece,GRC,0.9972414457300882
2029,greece,GRC,0.9972414457300882
2030,greece,GRC,0.9972414457300882
2031,greece,GRC,0.9972414457300882
2032,greece,GRC,0.9972414457300882
2033,greece,GRC,0.9972414457300882
2034,greece,GRC,0.9972414457300882
2035,greece,GRC,0.9972414457300882
2036,greece,GRC,0.9972414457300882
2037,greece,GRC,0.9972414457300882
2038,greece,GRC,0.9972414457300882
2039,greece,GRC,0.9972414457300882
2040,greece,GRC,0.9972414457300882
2041,greece,GRC,0.9972414457300882
2042,greece,GRC,0.9972414457300882
2043,greece,GRC,0.9972414457300882
2044,greece,GRC,0.9972414457300882
2045,greece,GRC,0.9972414457300882
2046,greece,GRC,0.9972414457300882
2047,greece,GRC,0.9972414457300882
2048,greece,GRC,0.9972414457300882
2049,greece,GRC,0.9972414457300882
2050,greece,GRC,0.9972414457300882
2018,hungary,HUN,0.7568205869770258
2019,hungary,HUN,0.7568205869770258
2020,hungary,HUN,0.7568205869770258
2021,hungary,HUN,0.7568205869770258
2022,hungary,HUN,0.7568205869770258
2023,hungary,HUN,0.7568205869770258
2024,hungary,HUN,0.7568205869770258
2025,hungary,HUN,0.7568205869770258
2026,hungary,HUN,0.7568205869770258
2027,hungary,HUN,0.7568205869770258
2028,hungary,HUN,0.7568205869770258
2029,hungary,HUN,0.7568205869770258
2030,hungary,HUN,0.7568205869770258
2031,hungary,HUN,0.7568205869770258
2032,hungary,HUN,0.7568205869770258
2033,hungary,HUN,0.7568205869770258
2034,hungary,HUN,0.7568205869770258
2035,hungary,HUN,0.7568205869770258
2036,hungary,HUN,0.7568205869770258
2037,hungary,HUN,0.7568205869770258
2038,hungary,HUN,0.7568205869770258
2039,hungary,HUN,0.7568205869770258
2040,hungary,HUN,0.7568205869770258
2041,hungary,HUN,0.7568205869770258
2042,hungary,HUN,0.7568205869770258
2043,hungary,HUN,0.7568205869770258
2044,hungary,HUN,0.7568205869770258
2045,hungary,HUN,0.7568205869770258
2046,hungary,HUN,0.7568205869770258
2047,hungary,HUN,0.7568205869770258
2048,hungary,HUN,0.7568205869770258
2049,hungary,HUN,0.7568205869770258
2050,hungary,HUN,0.7568205869770258
2018,india,IND,0.4488690636697273
2019,india,IND,0.4488690636697273
2020,india,IND,0.4488690636697273
2021,india,IND,0.4488690636697273
2022,india,IND,0.4488690636697273
2023,india,IND,0.4488690636697273
2024,india,IND,0.4488690636697273
2025,india,IND,0.4488690636697273
2026,india,IND,0.4488690636697273
2027,india,IND,0.4488690636697273
2028,india,IND,0.4488690636697273
2029,india,IND,0.4488690636697273
2030,india,IND,0.4488690636697273
2031,india,IND,0.4488690636697273
2032,india,IND,0.4488690636697273
2033,india,IND,0.4488690636697273
2034,india,IND,0.4488690636697273
2035,india,IND,0.4488690636697273
2036,india,IND,0.4488690636697273
2037,india,IND,0.4488690636697273
2038,india,IND,0.4488690636697273
2039,india,IND,0.4488690636697273
2040,india,IND,0.4488690636697273
2041,india,IND,0.4488690636697273
2042,india,IND,0.4488690636697273
2043,india,IND,0.4488690636697273
2044,india,IND,0.4488690636697273
2045,india,IND,0.4488690636697273
2046,india,IND,0.4488690636697273
2047,india,IND,0.4488690636697273
2048,india,IND,0.4488690636697273
2049,india,IND,0.4488690636697273
2050,india,IND,0.4488690636697273
2018,indonesia,IDN,0.0
2019,indonesia,IDN,0.0
2020,indonesia,IDN,0.0
2021,indonesia,IDN,0.0
2022,indonesia,IDN,0.0
2023,indonesia,IDN,0.0
2024,indonesia,IDN,0.0
2025,indonesia,IDN,0.0
2026,indonesia,IDN,0.0
2027,indonesia,IDN,0.0
2028,indonesia,IDN,0.0
2029,indonesia,IDN,0.0
2030,indonesia,IDN,0.0
2031,indonesia,IDN,0.0
2032,indonesia,IDN,0.0
2033,indonesia,IDN,0.0
2034,indonesia,IDN,0.0
2035,indonesia,IDN,0.0
2036,indonesia,IDN,0.0
2037,indonesia,IDN,0.0
2038,indonesia,IDN,0.0
2039,indonesia,IDN,0.0
2040,indonesia,IDN,0.0
2041,indonesia,IDN,0.0
2042,indonesia,IDN,0.0
2043,indonesia,IDN,0.0
2044,indonesia,IDN,0.0
2045,indonesia,IDN,0.0
2046,indonesia,IDN,0.0
2047,indonesia,IDN,0.0
2048,indonesia,IDN,0.0
2049,indonesia,IDN,0.0
2050,indonesia,IDN,0.0
2018,iraq,IRQ,0.0
2019,iraq,IRQ,0.0
2020,iraq,IRQ,0.0
2021,iraq,IRQ,0.0
2022,iraq,IRQ,0.0
2023,iraq,IRQ,0.0
2024,iraq,IRQ,0.0
2025,iraq,IRQ,0.0
2026,iraq,IRQ,0.0
2027,iraq,IRQ,0.0
2028,iraq,IRQ,0.0
2029,iraq,IRQ,0.0
2030,iraq,IRQ,0.0
2031,iraq,IRQ,0.0
2032,iraq,IRQ,0.0
2033,iraq,IRQ,0.0
2034,iraq,IRQ,0.0
2035,iraq,IRQ,0.0
2036,iraq,IRQ,0.0
2037,iraq,IRQ,0.0
2038,iraq,IRQ,0.0
2039,iraq,IRQ,0.0
2040,iraq,IRQ,0.0
2041,iraq,IRQ,0.0
2042,iraq,IRQ,0.0
2043,iraq,IRQ,0.0
2044,iraq,IRQ,0.0
2045,iraq,IRQ,0.0
2046,iraq,IRQ,0.0
2047,iraq,IRQ,0.0
2048,iraq,IRQ,0.0
2049,iraq,IRQ,0.0
2050,iraq,IRQ,0.0
2018,ireland,IRL,0.40638346465684594
2019,ireland,IRL,0.40638346465684594
2020,ireland,IRL,0.40638346465684594
2021,ireland,IRL,0.40638346465684594
2022,ireland,IRL,0.40638346465684594
2023,ireland,IRL,0.40638346465684594
2024,ireland,IRL,0.40638346465684594
2025,ireland,IRL,0.40638346465684594
2026,ireland,IRL,0.40638346465684594
2027,ireland,IRL,0.40638346465684594
2028,ireland,IRL,0.40638346465684594
2029,ireland,IRL,0.40638346465684594
2030,ireland,IRL,0.40638346465684594
2031,ireland,IRL,0.40638346465684594
2032,ireland,IRL,0.40638346465684594
2033,ireland,IRL,0.40638346465684594
2034,ireland,IRL,0.40638346465684594
2035,ireland,IRL,0.40638346465684594
2036,ireland,IRL,0.40638346465684594
2037,ireland,IRL,0.40638346465684594
2038,ireland,IRL,0.40638346465684594
2039,ireland,IRL,0.40638346465684594
2040,ireland,IRL,0.40638346465684594
2041,ireland,IRL,0.40638346465684594
2042,ireland,IRL,0.40638346465684594
2043,ireland,IRL,0.40638346465684594
2044,ireland,IRL,0.40638346465684594
2045,ireland,IRL,0.40638346465684594
2046,ireland,IRL,0.40638346465684594
2047,ireland,IRL,0.40638346465684594
2048,ireland,IRL,0.40638346465684594
2049,ireland,IRL,0.40638346465684594
2050,ireland,IRL,0.40638346465684594
2018,israel,ISR,0.037266967721977746
2019,israel,ISR,0.037266967721977746
2020,israel,ISR,0.037266967721977746
2021,israel,ISR,0.037266967721977746
2022,israel,ISR,0.037266967721977746
2023,israel,ISR,0.037266967721977746
2024,israel,ISR,0.037266967721977746
2025,israel,ISR,0.037266967721977746
2026,israel,ISR,0.037266967721977746
2027,israel,ISR,0.037266967721977746
2028,israel,ISR,0.037266967721977746
2029,israel,ISR,0.037266967721977746
2030,israel,ISR,0.037266967721977746
2031,israel,ISR,0.037266967721977746
2032,israel,ISR,0.037266967721977746
2033,israel,ISR,0.037266967721977746
2034,israel,ISR,0.037266967721977746
2035,israel,ISR,0.037266967721977746
2036,israel,ISR,0.037266967721977746
2037,israel,ISR,0.037266967721977746
2038,israel,ISR,0.037266967721977746
2039,israel,ISR,0.037266967721977746
2040,israel,ISR,0.037266967721977746
2041,israel,ISR,0.037266967721977746
2042,israel,ISR,0.037266967721977746
2043,israel,ISR,0.037266967721977746
2044,israel,ISR,0.037266967721977746
2045,israel,ISR,0.037266967721977746
2046,israel,ISR,0.037266967721977746
2047,israel,ISR,0.037266967721977746
2048,israel,ISR,0.037266967721977746
2049,israel,ISR,0.037266967721977746
2050,israel,ISR,0.037266967721977746
2018,italy,ITA,0.9158682199879308
2019,italy,ITA,0.9158682199879308
2020,italy,ITA,0.9158682199879308
2021,italy,ITA,0.9158682199879308
2022,italy,ITA,0.9158682199879308
2023,italy,ITA,0.9158682199879308
2024,italy,ITA,0.9158682199879308
2025,italy,ITA,0.9158682199879308
2026,italy,ITA,0.9158682199879308
2027,italy,ITA,0.9158682199879308
2028,italy,ITA,0.9158682199879308
2029,italy,ITA,0.9158682199879308
2030,italy,ITA,0.9158682199879308
2031,italy,ITA,0.9158682199879308
2032,italy,ITA,0.9158682199879308
2033,italy,ITA,0.9158682199879308
2034,italy,ITA,0.9158682199879308
2035,italy,ITA,0.9158682199879308
2036,italy,ITA,0.9158682199879308
2037,italy,ITA,0.9158682199879308
2038,italy,ITA,0.9158682199879308
2039,italy,ITA,0.9158682199879308
2040,italy,ITA,0.9158682199879308
2041,italy,ITA,0.9158682199879308
2042,italy,ITA,0.9158682199879308
2043,italy,ITA,0.9158682199879308
2044,italy,ITA,0.9158682199879308
2045,italy,ITA,0.9158682199879308
2046,italy,ITA,0.9158682199879308
2047,italy,ITA,0.9158682199879308
2048,italy,ITA,0.9158682199879308
2049,italy,ITA,0.9158682199879308
2050,italy,ITA,0.9158682199879308
2018,japan,JPN,0.9759090603678389
2019,japan,JPN,0.9759090603678389
2020,japan,JPN,0.9759090603678389
2021,japan,JPN,0.9759090603678389
2022,japan,JPN,0.9759090603678389
2023,japan,JPN,0.9759090603678389
2024,japan,JPN,0.9759090603678389
2025,japan,JPN,0.9759090603678389
2026,japan,JPN,0.9759090603678389
2027,japan,JPN,0.9759090603678389
2028,japan,JPN,0.9759090603678389
2029,japan,JPN,0.9759090603678389
2030,japan,JPN,0.9759090603678389
2031,japan,JPN,0.9759090603678389
2032,japan,JPN,0.9759090603678389
2033,japan,JPN,0.9759090603678389
2034,japan,JPN,0.9759090603678389
2035,japan,JPN,0.9759090603678389
2036,japan,JPN,0.9759090603678389
2037,japan,JPN,0.9759090603678389
2038,japan,JPN,0.9759090603678389
2039,japan,JPN,0.9759090603678389
2040,japan,JPN,0.9759090603678389
2041,japan,JPN,0.9759090603678389
2042,japan,JPN,0.9759090603678389
2043,japan,JPN,0.9759090603678389
2044,japan,JPN,0.9759090603678389
2045,japan,JPN,0.9759090603678389
2046,japan,JPN,0.9759090603678389
2047,japan,JPN,0.9759090603678389
2048,japan,JPN,0.9759090603678389
2049,japan,JPN,0.9759090603678389
2050,japan,JPN,0.9759090603678389
2018,jordan,JOR,0.8375787716387008
2019,jordan,JOR,0.8375787716387008
2020,jordan,JOR,0.8375787716387008
2021,jordan,JOR,0.8375787716387008
2022,jordan,JOR,0.8375787716387008
2023,jordan,JOR,0.8375787716387008
2024,jordan,JOR,0.8375787716387008
2025,jordan,JOR,0.8375787716387008
2026,jordan,JOR,0.8375787716387008
2027,jordan,JOR,0.8375787716387008
2028,jordan,JOR,0.8375787716387008
2029,jordan,JOR,0.8375787716387008
2030,jordan,JOR,0.8375787716387008
2031,jordan,JOR,0.8375787716387008
2032,jordan,JOR,0.8375787716387008
2033,jordan,JOR,0.8375787716387008
2034,jordan,JOR,0.8375787716387008
2035,jordan,JOR,0.8375787716387008
2036,jordan,JOR,0.8375787716387008
2037,jordan,JOR,0.8375787716387008
2038,jordan,JOR,0.8375787716387008
2039,jordan,JOR,0.8375787716387008
2040,jordan,JOR,0.8375787716387008
2041,jordan,JOR,0.8375787716387008
2042,jordan,JOR,0.8375787716387008
2043,jordan,JOR,0.8375787716387008
2044,jordan,JOR,0.8375787716387008
2045,jordan,JOR,0.8375787716387008
2046,jordan,JOR,0.8375787716387008
2047,jordan,JOR,0.8375787716387008
2048,jordan,JOR,0.8375787716387008
2049,jordan,JOR,0.8375787716387008
2050,jordan,JOR,0.8375787716387008
2018,kazakhstan,KAZ,0.10810568247242813
2019,kazakhstan,KAZ,0.10810568247242813
2020,kazakhstan,KAZ,0.10810568247242813
2021,kazakhstan,KAZ,0.10810568247242813
2022,kazakhstan,KAZ,0.10810568247242813
2023,kazakhstan,KAZ,0.10810568247242813
2024,kazakhstan,KAZ,0.10810568247242813
2025,kazakhstan,KAZ,0.10810568247242813
2026,kazakhstan,KAZ,0.10810568247242813
2027,kazakhstan,KAZ,0.10810568247242813
2028,kazakhstan,KAZ,0.10810568247242813
2029,kazakhstan,KAZ,0.10810568247242813
2030,kazakhstan,KAZ,0.10810568247242813
2031,kazakhstan,KAZ,0.10810568247242813
2032,kazakhstan,KAZ,0.10810568247242813
2033,kazakhstan,KAZ,0.10810568247242813
2034,kazakhstan,KAZ,0.10810568247242813
2035,kazakhstan,KAZ,0.10810568247242813
2036,kazakhstan,KAZ,0.10810568247242813
2037,kazakhstan,KAZ,0.10810568247242813
2038,kazakhstan,KAZ,0.10810568247242813
2039,kazakhstan,KAZ,0.10810568247242813
2040,kazakhstan,KAZ,0.10810568247242813
2041,kazakhstan,KAZ,0.10810568247242813
2042,kazakhstan,KAZ,0.10810568247242813
2043,kazakhstan,KAZ,0.10810568247242813
2044,kazakhstan,KAZ,0.10810568247242813
2045,kazakhstan,KAZ,0.10810568247242813
2046,kazakhstan,KAZ,0.10810568247242813
2047,kazakhstan,KAZ,0.10810568247242813
2048,kazakhstan,KAZ,0.10810568247242813
2049,kazakhstan,KAZ,0.10810568247242813
2050,kazakhstan,KAZ,0.10810568247242813
2018,kuwait,KWT,0.22291138841289698
2019,kuwait,KWT,0.22291138841289698
2020,kuwait,KWT,0.22291138841289698
2021,kuwait,KWT,0.22291138841289698
2022,kuwait,KWT,0.22291138841289698
2023,kuwait,KWT,0.22291138841289698
2024,kuwait,KWT,0.22291138841289698
2025,kuwait,KWT,0.22291138841289698
2026,kuwait,KWT,0.22291138841289698
2027,kuwait,KWT,0.22291138841289698
2028,kuwait,KWT,0.22291138841289698
2029,kuwait,KWT,0.22291138841289698
2030,kuwait,KWT,0.22291138841289698
2031,kuwait,KWT,0.22291138841289698
2032,kuwait,KWT,0.22291138841289698
2033,kuwait,KWT,0.22291138841289698
2034,kuwait,KWT,0.22291138841289698
2035,kuwait,KWT,0.22291138841289698
2036,kuwait,KWT,0.22291138841289698
2037,kuwait,KWT,0.22291138841289698
2038,kuwait,KWT,0.22291138841289698
2039,kuwait,KWT,0.22291138841289698
2040,kuwait,KWT,0.22291138841289698
2041,kuwait,KWT,0.22291138841289698
2042,kuwait,KWT,0.22291138841289698
2043,kuwait,KWT,0.22291138841289698
2044,kuwait,KWT,0.22291138841289698
2045,kuwait,KWT,0.22291138841289698
2046,kuwait,KWT,0.22291138841289698
2047,kuwait,KWT,0.22291138841289698
2048,kuwait,KWT,0.22291138841289698
2049,kuwait,KWT,0.22291138841289698
2050,kuwait,KWT,0.22291138841289698
2018,latvia,LVA,1.0
2019,latvia,LVA,1.0
2020,latvia,LVA,1.0
2021,latvia,LVA,1.0
2022,latvia,LVA,1.0
2023,latvia,LVA,1.0
2024,latvia,LVA,1.0
2025,latvia,LVA,1.0
2026,latvia,LVA,1.0
2027,latvia,LVA,1.0
2028,latvia,LVA,1.0
2029,latvia,LVA,1.0
2030,latvia,LVA,1.0
2031,latvia,LVA,1.0
2032,latvia,LVA,1.0
2033,latvia,LVA,1.0
2034,latvia,LVA,1.0
2035,latvia,LVA,1.0
2036,latvia,LVA,1.0
2037,latvia,LVA,1.0
2038,latvia,LVA,1.0
2039,latvia,LVA,1.0
2040,latvia,LVA,1.0
2041,latvia,LVA,1.0
2042,latvia,LVA,1.0
2043,latvia,LVA,1.0
2044,latvia,LVA,1.0
2045,latvia,LVA,1.0
2046,latvia,LVA,1.0
2047,latvia,LVA,1.0
2048,latvia,LVA,1.0
2049,latvia,LVA,1.0
2050,latvia,LVA,1.0
2018,libya,LBY,0.0
2019,libya,LBY,0.0
2020,libya,LBY,0.0
2021,libya,LBY,0.0
2022,libya,LBY,0.0
2023,libya,LBY,0.0
2024,libya,LBY,0.0
2025,libya,LBY,0.0
2026,libya,LBY,0.0
2027,libya,LBY,0.0
2028,libya,LBY,0.0
2029,libya,LBY,0.0
2030,libya,LBY,0.0
2031,libya,LBY,0.0
2032,libya,LBY,0.0
2033,libya,LBY,0.0
2034,libya,LBY,0.0
2035,libya,LBY,0.0
2036,libya,LBY,0.0
2037,libya,LBY,0.0
2038,libya,LBY,0.0
2039,libya,LBY,0.0
2040,libya,LBY,0.0
2041,libya,LBY,0.0
2042,libya,LBY,0.0
2043,libya,LBY,0.0
2044,libya,LBY,0.0
2045,libya,LBY,0.0
2046,libya,LBY,0.0
2047,libya,LBY,0.0
2048,libya,LBY,0.0
