,Nation,iso_code3,Year,fuelefficiency_trns_public_natural_gas_km_per_litre
1831,Europe & Central Asia,ECS,2034,1.00172921265
1832,Europe & Central Asia,ECS,2035,1.00172921265
1833,Europe & Central Asia,ECS,2036,1.00172921265
1834,Europe & Central Asia,ECS,2037,1.00172921265
1835,Europe & Central Asia,ECS,2038,1.00172921265
1836,Europe & Central Asia,ECS,2039,1.00172921265
1837,Europe & Central Asia,ECS,2040,1.00172921265
1838,Europe & Central Asia,ECS,2041,1.00172921265
1839,Europe & Central Asia,ECS,2042,1.00172921265
1840,Europe & Central Asia,ECS,2043,1.00172921265
1841,Europe & Central Asia,ECS,2044,1.00172921265
1842,Europe & Central Asia,ECS,2045,1.00172921265
1843,Europe & Central Asia,ECS,2046,1.00172921265
1844,Europe & Central Asia,ECS,2047,1.00172921265
1845,Europe & Central Asia,ECS,2048,1.00172921265
1846,Europe & Central Asia,ECS,2049,1.00172921265
1847,Europe & Central Asia,ECS,2050,1.00172921265
1848,Ecuador,ECU,2023,1.00172921265
1849,Ecuador,ECU,2024,1.00172921265
1850,Ecuador,ECU,2025,1.00172921265
1851,Ecuador,ECU,2026,1.00172921265
1852,Ecuador,ECU,2027,1.00172921265
1853,Ecuador,ECU,2028,1.00172921265
1854,Ecuador,ECU,2029,1.00172921265
1855,Ecuador,ECU,2030,1.00172921265
1856,Ecuador,ECU,2031,1.00172921265
1857,Ecuador,ECU,2032,1.00172921265
1858,Ecuador,ECU,2033,1.00172921265
1859,Ecuador,ECU,2034,1.00172921265
1860,Ecuador,ECU,2035,1.00172921265
1861,Ecuador,ECU,2036,1.00172921265
1862,Ecuador,ECU,2037,1.00172921265
1863,Ecuador,ECU,2038,1.00172921265
1864,Ecuador,ECU,2039,1.00172921265
1865,Ecuador,ECU,2040,1.00172921265
1866,Ecuador,ECU,2041,1.00172921265
1867,Ecuador,ECU,2042,1.00172921265
1868,Ecuador,ECU,2043,1.00172921265
1869,Ecuador,ECU,2044,1.00172921265
1870,Ecuador,ECU,2045,1.00172921265
1871,Ecuador,ECU,2046,1.00172921265
1872,Ecuador,ECU,2047,1.00172921265
1873,Ecuador,ECU,2048,1.00172921265
1874,Ecuador,ECU,2049,1.00172921265
1875,Ecuador,ECU,2050,1.00172921265
1876,"Egypt, Arab Rep.",EGY,2023,1.00172921265
1877,"Egypt, Arab Rep.",EGY,2024,1.00172921265
1878,"Egypt, Arab Rep.",EGY,2025,1.00172921265
1879,"Egypt, Arab Rep.",EGY,2026,1.00172921265
1880,"Egypt, Arab Rep.",EGY,2027,1.00172921265
1881,"Egypt, Arab Rep.",EGY,2028,1.00172921265
1882,"Egypt, Arab Rep.",EGY,2029,1.00172921265
1883,"Egypt, Arab Rep.",EGY,2030,1.00172921265
1884,"Egypt, Arab Rep.",EGY,2031,1.00172921265
1885,"Egypt, Arab Rep.",EGY,2032,1.00172921265
1886,"Egypt, Arab Rep.",EGY,2033,1.00172921265
1887,"Egypt, Arab Rep.",EGY,2034,1.00172921265
1888,"Egypt, Arab Rep.",EGY,2035,1.00172921265
1889,"Egypt, Arab Rep.",EGY,2036,1.00172921265
1890,"Egypt, Arab Rep.",EGY,2037,1.00172921265
1891,"Egypt, Arab Rep.",EGY,2038,1.00172921265
1892,"Egypt, Arab Rep.",EGY,2039,1.00172921265
1893,"Egypt, Arab Rep.",EGY,2040,1.00172921265
1894,"Egypt, Arab Rep.",EGY,2041,1.00172921265
1895,"Egypt, Arab Rep.",EGY,2042,1.00172921265
1896,"Egypt, Arab Rep.",EGY,2043,1.00172921265
1897,"Egypt, Arab Rep.",EGY,2044,1.00172921265
1898,"Egypt, Arab Rep.",EGY,2045,1.00172921265
1899,"Egypt, Arab Rep.",EGY,2046,1.00172921265
1900,"Egypt, Arab Rep.",EGY,2047,1.00172921265
1901,"Egypt, Arab Rep.",EGY,2048,1.00172921265
1902,"Egypt, Arab Rep.",EGY,2049,1.00172921265
1903,"Egypt, Arab Rep.",EGY,2050,1.00172921265
1904,Euro area,EMU,2023,1.00172921265
1905,Euro area,EMU,2024,1.00172921265
1906,Euro area,EMU,2025,1.00172921265
1907,Euro area,EMU,2026,1.00172921265
1908,Euro area,EMU,2027,1.00172921265
1909,Euro area,EMU,2028,1.00172921265
1910,Euro area,EMU,2029,1.00172921265
1911,Euro area,EMU,2030,1.00172921265
1912,Euro area,EMU,2031,1.00172921265
1913,Euro area,EMU,2032,1.00172921265
1914,Euro area,EMU,2033,1.00172921265
1915,Euro area,EMU,2034,1.00172921265
1916,Euro area,EMU,2035,1.00172921265
1917,Euro area,EMU,2036,1.00172921265
1918,Euro area,EMU,2037,1.00172921265
1919,Euro area,EMU,2038,1.00172921265
1920,Euro area,EMU,2039,1.00172921265
1921,Euro area,EMU,2040,1.00172921265
1922,Euro area,EMU,2041,1.00172921265
1923,Euro area,EMU,2042,1.00172921265
1924,Euro area,EMU,2043,1.00172921265
1925,Euro area,EMU,2044,1.00172921265
1926,Euro area,EMU,2045,1.00172921265
1927,Euro area,EMU,2046,1.00172921265
1928,Euro area,EMU,2047,1.00172921265
1929,Euro area,EMU,2048,1.00172921265
1930,Euro area,EMU,2049,1.00172921265
1931,Euro area,EMU,2050,1.00172921265
1932,Eritrea,ERI,2023,1.00172921265
1933,Eritrea,ERI,2024,1.00172921265
1934,Eritrea,ERI,2025,1.00172921265
1935,Eritrea,ERI,2026,1.00172921265
1936,Eritrea,ERI,2027,1.00172921265
1937,Eritrea,ERI,2028,1.00172921265
1938,Eritrea,ERI,2029,1.00172921265
1939,Eritrea,ERI,2030,1.00172921265
1940,Eritrea,ERI,2031,1.00172921265
1941,Eritrea,ERI,2032,1.00172921265
1942,Eritrea,ERI,2033,1.00172921265
1943,Eritrea,ERI,2034,1.00172921265
1944,Eritrea,ERI,2035,1.00172921265
1945,Eritrea,ERI,2036,1.00172921265
1946,Eritrea,ERI,2037,1.00172921265
1947,Eritrea,ERI,2038,1.00172921265
1948,Eritrea,ERI,2039,1.00172921265
1949,Eritrea,ERI,2040,1.00172921265
1950,Eritrea,ERI,2041,1.00172921265
1951,Eritrea,ERI,2042,1.00172921265
1952,Eritrea,ERI,2043,1.00172921265
1953,Eritrea,ERI,2044,1.00172921265
1954,Eritrea,ERI,2045,1.00172921265
1955,Eritrea,ERI,2046,1.00172921265
1956,Eritrea,ERI,2047,1.00172921265
1957,Eritrea,ERI,2048,1.00172921265
1958,Eritrea,ERI,2049,1.00172921265
1959,Eritrea,ERI,2050,1.00172921265
1960,Spain,ESP,2023,1.00172921265
1961,Spain,ESP,2024,1.00172921265
1962,Spain,ESP,2025,1.00172921265
1963,Spain,ESP,2026,1.00172921265
1964,Spain,ESP,2027,1.00172921265
1965,Spain,ESP,2028,1.00172921265
1966,Spain,ESP,2029,1.00172921265
1967,Spain,ESP,2030,1.00172921265
1968,Spain,ESP,2031,1.00172921265
1969,Spain,ESP,2032,1.00172921265
1970,Spain,ESP,2033,1.00172921265
1971,Spain,ESP,2034,1.00172921265
1972,Spain,ESP,2035,1.00172921265
1973,Spain,ESP,2036,1.00172921265
1974,Spain,ESP,2037,1.00172921265
1975,Spain,ESP,2038,1.00172921265
1976,Spain,ESP,2039,1.00172921265
1977,Spain,ESP,2040,1.00172921265
1978,Spain,ESP,2041,1.00172921265
1979,Spain,ESP,2042,1.00172921265
1980,Spain,ESP,2043,1.00172921265
1981,Spain,ESP,2044,1.00172921265
1982,Spain,ESP,2045,1.00172921265
1983,Spain,ESP,2046,1.00172921265
1984,Spain,ESP,2047,1.00172921265
1985,Spain,ESP,2048,1.00172921265
1986,Spain,ESP,2049,1.00172921265
1987,Spain,ESP,2050,1.00172921265
1988,Estonia,EST,2023,1.00172921265
1989,Estonia,EST,2024,1.00172921265
1990,Estonia,EST,2025,1.00172921265
1991,Estonia,EST,2026,1.00172921265
1992,Estonia,EST,2027,1.00172921265
1993,Estonia,EST,2028,1.00172921265
1994,Estonia,EST,2029,1.00172921265
1995,Estonia,EST,2030,1.00172921265
1996,Estonia,EST,2031,1.00172921265
1997,Estonia,EST,2032,1.00172921265
1998,Estonia,EST,2033,1.00172921265
1999,Estonia,EST,2034,1.00172921265
2000,Estonia,EST,2035,1.00172921265
2001,Estonia,EST,2036,1.00172921265
2002,Estonia,EST,2037,1.00172921265
2003,Estonia,EST,2038,1.00172921265
2004,Estonia,EST,2039,1.00172921265
2005,Estonia,EST,2040,1.00172921265
2006,Estonia,EST,2041,1.00172921265
2007,Estonia,EST,2042,1.00172921265
2008,Estonia,EST,2043,1.00172921265
2009,Estonia,EST,2044,1.00172921265
2010,Estonia,EST,2045,1.00172921265
2011,Estonia,EST,2046,1.00172921265
2012,Estonia,EST,2047,1.00172921265
2013,Estonia,EST,2048,1.00172921265
2014,Estonia,EST,2049,1.00172921265
2015,Estonia,EST,2050,1.00172921265
2016,Ethiopia,ETH,2023,1.00172921265
2017,Ethiopia,ETH,2024,1.00172921265
2018,Ethiopia,ETH,2025,1.00172921265
2019,Ethiopia,ETH,2026,1.00172921265
2020,Ethiopia,ETH,2027,1.00172921265
2021,Ethiopia,ETH,2028,1.00172921265
2022,Ethiopia,ETH,2029,1.00172921265
2023,Ethiopia,ETH,2030,1.00172921265
2024,Ethiopia,ETH,2031,1.00172921265
2025,Ethiopia,ETH,2032,1.00172921265
2026,Ethiopia,ETH,2033,1.00172921265
2027,Ethiopia,ETH,2034,1.00172921265
2028,Ethiopia,ETH,2035,1.00172921265
2029,Ethiopia,ETH,2036,1.00172921265
2030,Ethiopia,ETH,2037,1.00172921265
2031,Ethiopia,ETH,2038,1.00172921265
2032,Ethiopia,ETH,2039,1.00172921265
2033,Ethiopia,ETH,2040,1.00172921265
2034,Ethiopia,ETH,2041,1.00172921265
2035,Ethiopia,ETH,2042,1.00172921265
2036,Ethiopia,ETH,2043,1.00172921265
2037,Ethiopia,ETH,2044,1.00172921265
2038,Ethiopia,ETH,2045,1.00172921265
2039,Ethiopia,ETH,2046,1.00172921265
2040,Ethiopia,ETH,2047,1.00172921265
2041,Ethiopia,ETH,2048,1.00172921265
2042,Ethiopia,ETH,2049,1.00172921265
2043,Ethiopia,ETH,2050,1.00172921265
2044,European Union,EUU,2023,1.00172921265
2045,European Union,EUU,2024,1.00172921265
2046,European Union,EUU,2025,1.00172921265
2047,European Union,EUU,2026,1.00172921265
2048,European Union,EUU,2027,1.00172921265
2049,European Union,EUU,2028,1.00172921265
2050,European Union,EUU,2029,1.00172921265
2051,European Union,EUU,2030,1.00172921265
2052,European Union,EUU,2031,1.00172921265
2053,European Union,EUU,2032,1.00172921265
2054,European Union,EUU,2033,1.00172921265
2055,European Union,EUU,2034,1.00172921265
2056,European Union,EUU,2035,1.00172921265
2057,European Union,EUU,2036,1.00172921265
2058,European Union,EUU,2037,1.00172921265
2059,European Union,EUU,2038,1.00172921265
2060,European Union,EUU,2039,1.00172921265
2061,European Union,EUU,2040,1.00172921265
2062,European Union,EUU,2041,1.00172921265
2063,European Union,EUU,2042,1.00172921265
2064,European Union,EUU,2043,1.00172921265
2065,European Union,EUU,2044,1.00172921265
2066,European Union,EUU,2045,1.00172921265
2067,European Union,EUU,2046,1.00172921265
2068,European Union,EUU,2047,1.00172921265
2069,European Union,EUU,2048,1.00172921265
2070,European Union,EUU,2049,1.00172921265
2071,European Union,EUU,2050,1.00172921265
2072,Fragile and conflict affected situations,FCS,2023,1.00172921265
2073,Fragile and conflict affected situations,FCS,2024,1.00172921265
2074,Fragile and conflict affected situations,FCS,2025,1.00172921265
2075,Fragile and conflict affected situations,FCS,2026,1.00172921265
2076,Fragile and conflict affected situations,FCS,2027,1.00172921265
2077,Fragile and conflict affected situations,FCS,2028,1.00172921265
2078,Fragile and conflict affected situations,FCS,2029,1.00172921265
2079,Fragile and conflict affected situations,FCS,2030,1.00172921265
2080,Fragile and conflict affected situations,FCS,2031,1.00172921265
2081,Fragile and conflict affected situations,FCS,2032,1.00172921265
2082,Fragile and conflict affected situations,FCS,2033,1.00172921265
2083,Fragile and conflict affected situations,FCS,2034,1.00172921265
2084,Fragile and conflict affected situations,FCS,2035,1.00172921265
2085,Fragile and conflict affected situations,FCS,2036,1.00172921265
2086,Fragile and conflict affected situations,FCS,2037,1.00172921265
2087,Fragile and conflict affected situations,FCS,2038,1.00172921265
2088,Fragile and conflict affected situations,FCS,2039,1.00172921265
2089,Fragile and conflict affected situations,FCS,2040,1.00172921265
2090,Fragile and conflict affected situations,FCS,2041,1.00172921265
2091,Fragile and conflict affected situations,FCS,2042,1.00172921265
2092,Fragile and conflict affected situations,FCS,2043,1.00172921265
2093,Fragile and conflict affected situations,FCS,2044,1.00172921265
2094,Fragile and conflict affected situations,FCS,2045,1.00172921265
2095,Fragile and conflict affected situations,FCS,2046,1.00172921265
2096,Fragile and conflict affected situations,FCS,2047,1.00172921265
2097,Fragile and conflict affected situations,FCS,2048,1.00172921265
2098,Fragile and conflict affected situations,FCS,2049,1.00172921265
2099,Fragile and conflict affected situations,FCS,2050,1.00172921265
2100,Finland,FIN,2023,1.00172921265
2101,Finland,FIN,2024,1.00172921265
2102,Finland,FIN,2025,1.00172921265
2103,Finland,FIN,2026,1.00172921265
2104,Finland,FIN,2027,1.00172921265
2105,Finland,FIN,2028,1.00172921265
2106,Finland,FIN,2029,1.00172921265
2107,Finland,FIN,2030,1.00172921265
2108,Finland,FIN,2031,1.00172921265
2109,Finland,FIN,2032,1.00172921265
2110,Finland,FIN,2033,1.00172921265
2111,Finland,FIN,2034,1.00172921265
2112,Finland,FIN,2035,1.00172921265
2113,Finland,FIN,2036,1.00172921265
2114,Finland,FIN,2037,1.00172921265
2115,Finland,FIN,2038,1.00172921265
2116,Finland,FIN,2039,1.00172921265
2117,Finland,FIN,2040,1.00172921265
2118,Finland,FIN,2041,1.00172921265
2119,Finland,FIN,2042,1.00172921265
2120,Finland,FIN,2043,1.00172921265
2121,Finland,FIN,2044,1.00172921265
2122,Finland,FIN,2045,1.00172921265
2123,Finland,FIN,2046,1.00172921265
2124,Finland,FIN,2047,1.00172921265
2125,Finland,FIN,2048,1.00172921265
2126,Finland,FIN,2049,1.00172921265
2127,Finland,FIN,2050,1.00172921265
2128,Fiji,FJI,2023,1.00172921265
2129,Fiji,FJI,2024,1.00172921265
2130,Fiji,FJI,2025,1.00172921265
2131,Fiji,FJI,2026,1.00172921265
2132,Fiji,FJI,2027,1.00172921265
2133,Fiji,FJI,2028,1.00172921265
2134,Fiji,FJI,2029,1.00172921265
2135,Fiji,FJI,2030,1.00172921265
2136,Fiji,FJI,2031,1.00172921265
2137,Fiji,FJI,2032,1.00172921265
2138,Fiji,FJI,2033,1.00172921265
2139,Fiji,FJI,2034,1.00172921265
2140,Fiji,FJI,2035,1.00172921265
2141,Fiji,FJI,2036,1.00172921265
2142,Fiji,FJI,2037,1.00172921265
2143,Fiji,FJI,2038,1.00172921265
2144,Fiji,FJI,2039,1.00172921265
2145,Fiji,FJI,2040,1.00172921265
2146,Fiji,FJI,2041,1.00172921265
2147,Fiji,FJI,2042,1.00172921265
2148,Fiji,FJI,2043,1.00172921265
2149,Fiji,FJI,2044,1.00172921265
2150,Fiji,FJI,2045,1.00172921265
2151,Fiji,FJI,2046,1.00172921265
2152,Fiji,FJI,2047,1.00172921265
2153,Fiji,FJI,2048,1.00172921265
2154,Fiji,FJI,2049,1.00172921265
2155,Fiji,FJI,2050,1.00172921265
2156,France,FRA,2023,1.00172921265
2157,France,FRA,2024,1.00172921265
2158,France,FRA,2025,1.00172921265
2159,France,FRA,2026,1.00172921265
2160,France,FRA,2027,1.00172921265
2161,France,FRA,2028,1.00172921265
2162,France,FRA,2029,1.00172921265
2163,France,FRA,2030,1.00172921265
2164,France,FRA,2031,1.00172921265
2165,France,FRA,2032,1.00172921265
2166,France,FRA,2033,1.00172921265
2167,France,FRA,2034,1.00172921265
2168,France,FRA,2035,1.00172921265
2169,France,FRA,2036,1.00172921265
2170,France,FRA,2037,1.00172921265
2171,France,FRA,2038,1.00172921265
2172,France,FRA,2039,1.00172921265
2173,France,FRA,2040,1.00172921265
2174,France,FRA,2041,1.00172921265
2175,France,FRA,2042,1.00172921265
2176,France,FRA,2043,1.00172921265
2177,France,FRA,2044,1.00172921265
2178,France,FRA,2045,1.00172921265
2179,France,FRA,2046,1.00172921265
2180,France,FRA,2047,1.00172921265
2181,France,FRA,2048,1.00172921265
2182,France,FRA,2049,1.00172921265
2183,France,FRA,2050,1.00172921265
2184,Faroe Islands,FRO,2023,1.00172921265
2185,Faroe Islands,FRO,2024,1.00172921265
2186,Faroe Islands,FRO,2025,1.00172921265
2187,Faroe Islands,FRO,2026,1.00172921265
2188,Faroe Islands,FRO,2027,1.00172921265
2189,Faroe Islands,FRO,2028,1.00172921265
2190,Faroe Islands,FRO,2029,1.00172921265
2191,Faroe Islands,FRO,2030,1.00172921265
2192,Faroe Islands,FRO,2031,1.00172921265
2193,Faroe Islands,FRO,2032,1.00172921265
2194,Faroe Islands,FRO,2033,1.00172921265
2195,Faroe Islands,FRO,2034,1.00172921265
2196,Faroe Islands,FRO,2035,1.00172921265
2197,Faroe Islands,FRO,2036,1.00172921265
2198,Faroe Islands,FRO,2037,1.00172921265
2199,Faroe Islands,FRO,2038,1.00172921265
2200,Faroe Islands,FRO,2039,1.00172921265
2201,Faroe Islands,FRO,2040,1.00172921265
2202,Faroe Islands,FRO,2041,1.00172921265
2203,Faroe Islands,FRO,2042,1.00172921265
2204,Faroe Islands,FRO,2043,1.00172921265
2205,Faroe Islands,FRO,2044,1.00172921265
2206,Faroe Islands,FRO,2045,1.00172921265
2207,Faroe Islands,FRO,2046,1.00172921265
2208,Faroe Islands,FRO,2047,1.00172921265
2209,Faroe Islands,FRO,2048,1.00172921265
2210,Faroe Islands,FRO,2049,1.00172921265
2211,Faroe Islands,FRO,2050,1.00172921265
2212,"Micronesia, Fed. Sts.",FSM,2023,1.00172921265
2213,"Micronesia, Fed. Sts.",FSM,2024,1.00172921265
2214,"Micronesia, Fed. Sts.",FSM,2025,1.00172921265
2215,"Micronesia, Fed. Sts.",FSM,2026,1.00172921265
2216,"Micronesia, Fed. Sts.",FSM,2027,1.00172921265
2217,"Micronesia, Fed. Sts.",FSM,2028,1.00172921265
2218,"Micronesia, Fed. Sts.",FSM,2029,1.00172921265
2219,"Micronesia, Fed. Sts.",FSM,2030,1.00172921265
2220,"Micronesia, Fed. Sts.",FSM,2031,1.00172921265
2221,"Micronesia, Fed. Sts.",FSM,2032,1.00172921265
2222,"Micronesia, Fed. Sts.",FSM,2033,1.00172921265
2223,"Micronesia, Fed. Sts.",FSM,2034,1.00172921265
2224,"Micronesia, Fed. Sts.",FSM,2035,1.00172921265
2225,"Micronesia, Fed. Sts.",FSM,2036,1.00172921265
2226,"Micronesia, Fed. Sts.",FSM,2037,1.00172921265
2227,"Micronesia, Fed. Sts.",FSM,2038,1.00172921265
2228,"Micronesia, Fed. Sts.",FSM,2039,1.00172921265
2229,"Micronesia, Fed. Sts.",FSM,2040,1.00172921265
2230,"Micronesia, Fed. Sts.",FSM,2041,1.00172921265
2231,"Micronesia, Fed. Sts.",FSM,2042,1.00172921265
2232,"Micronesia, Fed. Sts.",FSM,2043,1.00172921265
2233,"Micronesia, Fed. Sts.",FSM,2044,1.00172921265
2234,"Micronesia, Fed. Sts.",FSM,2045,1.00172921265
2235,"Micronesia, Fed. Sts.",FSM,2046,1.00172921265
2236,"Micronesia, Fed. Sts.",FSM,2047,1.00172921265
2237,"Micronesia, Fed. Sts.",FSM,2048,1.00172921265
2238,"Micronesia, Fed. Sts.",FSM,2049,1.00172921265
2239,"Micronesia, Fed. Sts.",FSM,2050,1.00172921265
2240,Gabon,GAB,2023,1.00172921265
2241,Gabon,GAB,2024,1.00172921265
2242,Gabon,GAB,2025,1.00172921265
2243,Gabon,GAB,2026,1.00172921265
2244,Gabon,GAB,2027,1.00172921265
2245,Gabon,GAB,2028,1.00172921265
2246,Gabon,GAB,2029,1.00172921265
2247,Gabon,GAB,2030,1.00172921265
2248,Gabon,GAB,2031,1.00172921265
2249,Gabon,GAB,2032,1.00172921265
2250,Gabon,GAB,2033,1.00172921265
2251,Gabon,GAB,2034,1.00172921265
2252,Gabon,GAB,2035,1.00172921265
2253,Gabon,GAB,2036,1.00172921265
2254,Gabon,GAB,2037,1.00172921265
2255,Gabon,GAB,2038,1.00172921265
2256,Gabon,GAB,2039,1.00172921265
2257,Gabon,GAB,2040,1.00172921265
2258,Gabon,GAB,2041,1.00172921265
2259,Gabon,GAB,2042,1.00172921265
2260,Gabon,GAB,2043,1.00172921265
2261,Gabon,GAB,2044,1.00172921265
2262,Gabon,GAB,2045,1.00172921265
2263,Gabon,GAB,2046,1.00172921265
2264,Gabon,GAB,2047,1.00172921265
2265,Gabon,GAB,2048,1.00172921265
2266,Gabon,GAB,2049,1.00172921265
2267,Gabon,GAB,2050,1.00172921265
2268,United Kingdom,GBR,2023,1.00172921265
2269,United Kingdom,GBR,2024,1.00172921265
2270,United Kingdom,GBR,2025,1.00172921265
2271,United Kingdom,GBR,2026,1.00172921265
2272,United Kingdom,GBR,2027,1.00172921265
2273,United Kingdom,GBR,2028,1.00172921265
2274,United Kingdom,GBR,2029,1.00172921265
2275,United Kingdom,GBR,2030,1.00172921265
2276,United Kingdom,GBR,2031,1.00172921265
2277,United Kingdom,GBR,2032,1.00172921265
2278,United Kingdom,GBR,2033,1.00172921265
2279,United Kingdom,GBR,2034,1.00172921265
2280,United Kingdom,GBR,2035,1.00172921265
2281,United Kingdom,GBR,2036,1.00172921265
2282,United Kingdom,GBR,2037,1.00172921265
2283,United Kingdom,GBR,2038,1.00172921265
2284,United Kingdom,GBR,2039,1.00172921265
2285,United Kingdom,GBR,2040,1.00172921265
2286,United Kingdom,GBR,2041,1.00172921265
2287,United Kingdom,GBR,2042,1.00172921265
2288,United Kingdom,GBR,2043,1.00172921265
2289,United Kingdom,GBR,2044,1.00172921265
2290,United Kingdom,GBR,2045,1.00172921265
2291,United Kingdom,GBR,2046,1.00172921265
2292,United Kingdom,GBR,2047,1.00172921265
2293,United Kingdom,GBR,2048,1.00172921265
2294,United Kingdom,GBR,2049,1.00172921265
2295,United Kingdom,GBR,2050,1.00172921265
2296,Georgia,GEO,2023,1.00172921265
2297,Georgia,GEO,2024,1.00172921265
2298,Georgia,GEO,2025,1.00172921265
2299,Georgia,GEO,2026,1.00172921265
2300,Georgia,GEO,2027,1.00172921265
2301,Georgia,GEO,2028,1.00172921265
2302,Georgia,GEO,2029,1.00172921265
2303,Georgia,GEO,2030,1.00172921265
2304,Georgia,GEO,2031,1.00172921265
2305,Georgia,GEO,2032,1.00172921265
2306,Georgia,GEO,2033,1.00172921265
2307,Georgia,GEO,2034,1.00172921265
2308,Georgia,GEO,2035,1.00172921265
2309,Georgia,GEO,2036,1.00172921265
2310,Georgia,GEO,2037,1.00172921265
2311,Georgia,GEO,2038,1.00172921265
2312,Georgia,GEO,2039,1.00172921265
2313,Georgia,GEO,2040,1.00172921265
2314,Georgia,GEO,2041,1.00172921265
2315,Georgia,GEO,2042,1.00172921265
2316,Georgia,GEO,2043,1.00172921265
2317,Georgia,GEO,2044,1.00172921265
2318,Georgia,GEO,2045,1.00172921265
2319,Georgia,GEO,2046,1.00172921265
2320,Georgia,GEO,2047,1.00172921265
2321,Georgia,GEO,2048,1.00172921265
2322,Georgia,GEO,2049,1.00172921265
2323,Georgia,GEO,2050,1.00172921265
2324,Ghana,GHA,2023,1.00172921265
2325,Ghana,GHA,2024,1.00172921265
2326,Ghana,GHA,2025,1.00172921265
2327,Ghana,GHA,2026,1.00172921265
2328,Ghana,GHA,2027,1.00172921265
2329,Ghana,GHA,2028,1.00172921265
2330,Ghana,GHA,2029,1.00172921265
2331,Ghana,GHA,2030,1.00172921265
2332,Ghana,GHA,2031,1.00172921265
2333,Ghana,GHA,2032,1.00172921265
2334,Ghana,GHA,2033,1.00172921265
2335,Ghana,GHA,2034,1.00172921265
2336,Ghana,GHA,2035,1.00172921265
2337,Ghana,GHA,2036,1.00172921265
2338,Ghana,GHA,2037,1.00172921265
2339,Ghana,GHA,2038,1.00172921265
2340,Ghana,GHA,2039,1.00172921265
2341,Ghana,GHA,2040,1.00172921265
2342,Ghana,GHA,2041,1.00172921265
2343,Ghana,GHA,2042,1.00172921265
2344,Ghana,GHA,2043,1.00172921265
2345,Ghana,GHA,2044,1.00172921265
2346,Ghana,GHA,2045,1.00172921265
2347,Ghana,GHA,2046,1.00172921265
2348,Ghana,GHA,2047,1.00172921265
2349,Ghana,GHA,2048,1.00172921265
2350,Ghana,GHA,2049,1.00172921265
2351,Ghana,GHA,2050,1.00172921265
2352,Gibraltar,GIB,2023,1.00172921265
2353,Gibraltar,GIB,2024,1.00172921265
2354,Gibraltar,GIB,2025,1.00172921265
2355,Gibraltar,GIB,2026,1.00172921265
2356,Gibraltar,GIB,2027,1.00172921265
2357,Gibraltar,GIB,2028,1.00172921265
2358,Gibraltar,GIB,2029,1.00172921265
2359,Gibraltar,GIB,2030,1.00172921265
2360,Gibraltar,GIB,2031,1.00172921265
2361,Gibraltar,GIB,2032,1.00172921265
2362,Gibraltar,GIB,2033,1.00172921265
2363,Gibraltar,GIB,2034,1.00172921265
2364,Gibraltar,GIB,2035,1.00172921265
2365,Gibraltar,GIB,2036,1.00172921265
2366,Gibraltar,GIB,2037,1.00172921265
2367,Gibraltar,GIB,2038,1.00172921265
2368,Gibraltar,GIB,2039,1.00172921265
2369,Gibraltar,GIB,2040,1.00172921265
2370,Gibraltar,GIB,2041,1.00172921265
2371,Gibraltar,GIB,2042,1.00172921265
2372,Gibraltar,GIB,2043,1.00172921265
2373,Gibraltar,GIB,2044,1.00172921265
2374,Gibraltar,GIB,2045,1.00172921265
2375,Gibraltar,GIB,2046,1.00172921265
2376,Gibraltar,GIB,2047,1.00172921265
2377,Gibraltar,GIB,2048,1.00172921265
2378,Gibraltar,GIB,2049,1.00172921265
2379,Gibraltar,GIB,2050,1.00172921265
2380,Guinea,GIN,2023,1.00172921265
2381,Guinea,GIN,2024,1.00172921265
2382,Guinea,GIN,2025,1.00172921265
2383,Guinea,GIN,2026,1.00172921265
2384,Guinea,GIN,2027,1.00172921265
2385,Guinea,GIN,2028,1.00172921265
2386,Guinea,GIN,2029,1.00172921265
2387,Guinea,GIN,2030,1.00172921265
2388,Guinea,GIN,2031,1.00172921265
2389,Guinea,GIN,2032,1.00172921265
2390,Guinea,GIN,2033,1.00172921265
2391,Guinea,GIN,2034,1.00172921265
2392,Guinea,GIN,2035,1.00172921265
2393,Guinea,GIN,2036,1.00172921265
2394,Guinea,GIN,2037,1.00172921265
2395,Guinea,GIN,2038,1.00172921265
2396,Guinea,GIN,2039,1.00172921265
2397,Guinea,GIN,2040,1.00172921265
2398,Guinea,GIN,2041,1.00172921265
2399,Guinea,GIN,2042,1.00172921265
2400,Guinea,GIN,2043,1.00172921265
2401,Guinea,GIN,2044,1.00172921265
2402,Guinea,GIN,2045,1.00172921265
2403,Guinea,GIN,2046,1.00172921265
2404,Guinea,GIN,2047,1.00172921265
2405,Guinea,GIN,2048,1.00172921265
2406,Guinea,GIN,2049,1.00172921265
2407,Guinea,GIN,2050,1.00172921265
2408,"Gambia, The",GMB,2023,1.00172921265
2409,"Gambia, The",GMB,2024,1.00172921265
2410,"Gambia, The",GMB,2025,1.00172921265
2411,"Gambia, The",GMB,2026,1.00172921265
2412,"Gambia, The",GMB,2027,1.00172921265
2413,"Gambia, The",GMB,2028,1.00172921265
2414,"Gambia, The",GMB,2029,1.00172921265
2415,"Gambia, The",GMB,2030,1.00172921265
2416,"Gambia, The",GMB,2031,1.00172921265
2417,"Gambia, The",GMB,2032,1.00172921265
2418,"Gambia, The",GMB,2033,1.00172921265
