,Nation,iso_code3,Year,fuelefficiency_trns_aviation_kerosene_km_per_litre
1727,East Asia & Pacific (excluding high income),EAP,2042,0.087
1728,East Asia & Pacific (excluding high income),EAP,2043,0.087
1729,East Asia & Pacific (excluding high income),EAP,2044,0.087
1730,East Asia & Pacific (excluding high income),EAP,2045,0.087
1731,East Asia & Pacific (excluding high income),EAP,2046,0.087
1732,East Asia & Pacific (excluding high income),EAP,2047,0.087
1733,East Asia & Pacific (excluding high income),EAP,2048,0.087
1734,East Asia & Pacific (excluding high income),EAP,2049,0.087
1735,East Asia & Pacific (excluding high income),EAP,2050,0.087
1736,Early-demographic dividend,EAR,2023,0.087
1737,Early-demographic dividend,EAR,2024,0.087
1738,Early-demographic dividend,EAR,2025,0.087
1739,Early-demographic dividend,EAR,2026,0.087
1740,Early-demographic dividend,EAR,2027,0.087
1741,Early-demographic dividend,EAR,2028,0.087
1742,Early-demographic dividend,EAR,2029,0.087
1743,Early-demographic dividend,EAR,2030,0.087
1744,Early-demographic dividend,EAR,2031,0.087
1745,Early-demographic dividend,EAR,2032,0.087
1746,Early-demographic dividend,EAR,2033,0.087
1747,Early-demographic dividend,EAR,2034,0.087
1748,Early-demographic dividend,EAR,2035,0.087
1749,Early-demographic dividend,EAR,2036,0.087
1750,Early-demographic dividend,EAR,2037,0.087
1751,Early-demographic dividend,EAR,2038,0.087
1752,Early-demographic dividend,EAR,2039,0.087
1753,Early-demographic dividend,EAR,2040,0.087
1754,Early-demographic dividend,EAR,2041,0.087
1755,Early-demographic dividend,EAR,2042,0.087
1756,Early-demographic dividend,EAR,2043,0.087
1757,Early-demographic dividend,EAR,2044,0.087
1758,Early-demographic dividend,EAR,2045,0.087
1759,Early-demographic dividend,EAR,2046,0.087
1760,Early-demographic dividend,EAR,2047,0.087
1761,Early-demographic dividend,EAR,2048,0.087
1762,Early-demographic dividend,EAR,2049,0.087
1763,Early-demographic dividend,EAR,2050,0.087
1764,East Asia & Pacific,EAS,2023,0.087
1765,East Asia & Pacific,EAS,2024,0.087
1766,East Asia & Pacific,EAS,2025,0.087
1767,East Asia & Pacific,EAS,2026,0.087
1768,East Asia & Pacific,EAS,2027,0.087
1769,East Asia & Pacific,EAS,2028,0.087
1770,East Asia & Pacific,EAS,2029,0.087
1771,East Asia & Pacific,EAS,2030,0.087
1772,East Asia & Pacific,EAS,2031,0.087
1773,East Asia & Pacific,EAS,2032,0.087
1774,East Asia & Pacific,EAS,2033,0.087
1775,East Asia & Pacific,EAS,2034,0.087
1776,East Asia & Pacific,EAS,2035,0.087
1777,East Asia & Pacific,EAS,2036,0.087
1778,East Asia & Pacific,EAS,2037,0.087
1779,East Asia & Pacific,EAS,2038,0.087
1780,East Asia & Pacific,EAS,2039,0.087
1781,East Asia & Pacific,EAS,2040,0.087
1782,East Asia & Pacific,EAS,2041,0.087
1783,East Asia & Pacific,EAS,2042,0.087
1784,East Asia & Pacific,EAS,2043,0.087
1785,East Asia & Pacific,EAS,2044,0.087
1786,East Asia & Pacific,EAS,2045,0.087
1787,East Asia & Pacific,EAS,2046,0.087
1788,East Asia & Pacific,EAS,2047,0.087
1789,East Asia & Pacific,EAS,2048,0.087
1790,East Asia & Pacific,EAS,2049,0.087
1791,East Asia & Pacific,EAS,2050,0.087
1792,Europe & Central Asia (excluding high income),ECA,2023,0.087
1793,Europe & Central Asia (excluding high income),ECA,2024,0.087
1794,Europe & Central Asia (excluding high income),ECA,2025,0.087
1795,Europe & Central Asia (excluding high income),ECA,2026,0.087
1796,Europe & Central Asia (excluding high income),ECA,2027,0.087
1797,Europe & Central Asia (excluding high income),ECA,2028,0.087
1798,Europe & Central Asia (excluding high income),ECA,2029,0.087
1799,Europe & Central Asia (excluding high income),ECA,2030,0.087
1800,Europe & Central Asia (excluding high income),ECA,2031,0.087
1801,Europe & Central Asia (excluding high income),ECA,2032,0.087
1802,Europe & Central Asia (excluding high income),ECA,2033,0.087
1803,Europe & Central Asia (excluding high income),ECA,2034,0.087
1804,Europe & Central Asia (excluding high income),ECA,2035,0.087
1805,Europe & Central Asia (excluding high income),ECA,2036,0.087
1806,Europe & Central Asia (excluding high income),ECA,2037,0.087
1807,Europe & Central Asia (excluding high income),ECA,2038,0.087
1808,Europe & Central Asia (excluding high income),ECA,2039,0.087
1809,Europe & Central Asia (excluding high income),ECA,2040,0.087
1810,Europe & Central Asia (excluding high income),ECA,2041,0.087
1811,Europe & Central Asia (excluding high income),ECA,2042,0.087
1812,Europe & Central Asia (excluding high income),ECA,2043,0.087
1813,Europe & Central Asia (excluding high income),ECA,2044,0.087
1814,Europe & Central Asia (excluding high income),ECA,2045,0.087
1815,Europe & Central Asia (excluding high income),ECA,2046,0.087
1816,Europe & Central Asia (excluding high income),ECA,2047,0.087
1817,Europe & Central Asia (excluding high income),ECA,2048,0.087
1818,Europe & Central Asia (excluding high income),ECA,2049,0.087
1819,Europe & Central Asia (excluding high income),ECA,2050,0.087
1820,Europe & Central Asia,ECS,2023,0.087
1821,Europe & Central Asia,ECS,2024,0.087
1822,Europe & Central Asia,ECS,2025,0.087
1823,Europe & Central Asia,ECS,2026,0.087
1824,Europe & Central Asia,ECS,2027,0.087
1825,Europe & Central Asia,ECS,2028,0.087
1826,Europe & Central Asia,ECS,2029,0.087
1827,Europe & Central Asia,ECS,2030,0.087
1828,Europe & Central Asia,ECS,2031,0.087
1829,Europe & Central Asia,ECS,2032,0.087
1830,Europe & Central Asia,ECS,2033,0.087
1831,Europe & Central Asia,ECS,2034,0.087
1832,Europe & Central Asia,ECS,2035,0.087
1833,Europe & Central Asia,ECS,2036,0.087
1834,Europe & Central Asia,ECS,2037,0.087
1835,Europe & Central Asia,ECS,2038,0.087
1836,Europe & Central Asia,ECS,2039,0.087
1837,Europe & Central Asia,ECS,2040,0.087
1838,Europe & Central Asia,ECS,2041,0.087
1839,Europe & Central Asia,ECS,2042,0.087
1840,Europe & Central Asia,ECS,2043,0.087
1841,Europe & Central Asia,ECS,2044,0.087
1842,Europe & Central Asia,ECS,2045,0.087
1843,Europe & Central Asia,ECS,2046,0.087
1844,Europe & Central Asia,ECS,2047,0.087
1845,Europe & Central Asia,ECS,2048,0.087
1846,Europe & Central Asia,ECS,2049,0.087
1847,Europe & Central Asia,ECS,2050,0.087
1848,Ecuador,ECU,2023,0.087
1849,Ecuador,ECU,2024,0.087
1850,Ecuador,ECU,2025,0.087
1851,Ecuador,ECU,2026,0.087
1852,Ecuador,ECU,2027,0.087
1853,Ecuador,ECU,2028,0.087
1854,Ecuador,ECU,2029,0.087
1855,Ecuador,ECU,2030,0.087
1856,Ecuador,ECU,2031,0.087
1857,Ecuador,ECU,2032,0.087
1858,Ecuador,ECU,2033,0.087
1859,Ecuador,ECU,2034,0.087
1860,Ecuador,ECU,2035,0.087
1861,Ecuador,ECU,2036,0.087
1862,Ecuador,ECU,2037,0.087
1863,Ecuador,ECU,2038,0.087
1864,Ecuador,ECU,2039,0.087
1865,Ecuador,ECU,2040,0.087
1866,Ecuador,ECU,2041,0.087
1867,Ecuador,ECU,2042,0.087
1868,Ecuador,ECU,2043,0.087
1869,Ecuador,ECU,2044,0.087
1870,Ecuador,ECU,2045,0.087
1871,Ecuador,ECU,2046,0.087
1872,Ecuador,ECU,2047,0.087
1873,Ecuador,ECU,2048,0.087
1874,Ecuador,ECU,2049,0.087
1875,Ecuador,ECU,2050,0.087
1876,"Egypt, Arab Rep.",EGY,2023,0.087
1877,"Egypt, Arab Rep.",EGY,2024,0.087
1878,"Egypt, Arab Rep.",EGY,2025,0.087
1879,"Egypt, Arab Rep.",EGY,2026,0.087
1880,"Egypt, Arab Rep.",EGY,2027,0.087
1881,"Egypt, Arab Rep.",EGY,2028,0.087
1882,"Egypt, Arab Rep.",EGY,2029,0.087
1883,"Egypt, Arab Rep.",EGY,2030,0.087
1884,"Egypt, Arab Rep.",EGY,2031,0.087
1885,"Egypt, Arab Rep.",EGY,2032,0.087
1886,"Egypt, Arab Rep.",EGY,2033,0.087
1887,"Egypt, Arab Rep.",EGY,2034,0.087
1888,"Egypt, Arab Rep.",EGY,2035,0.087
1889,"Egypt, Arab Rep.",EGY,2036,0.087
1890,"Egypt, Arab Rep.",EGY,2037,0.087
1891,"Egypt, Arab Rep.",EGY,2038,0.087
1892,"Egypt, Arab Rep.",EGY,2039,0.087
1893,"Egypt, Arab Rep.",EGY,2040,0.087
1894,"Egypt, Arab Rep.",EGY,2041,0.087
1895,"Egypt, Arab Rep.",EGY,2042,0.087
1896,"Egypt, Arab Rep.",EGY,2043,0.087
1897,"Egypt, Arab Rep.",EGY,2044,0.087
1898,"Egypt, Arab Rep.",EGY,2045,0.087
1899,"Egypt, Arab Rep.",EGY,2046,0.087
1900,"Egypt, Arab Rep.",EGY,2047,0.087
1901,"Egypt, Arab Rep.",EGY,2048,0.087
1902,"Egypt, Arab Rep.",EGY,2049,0.087
1903,"Egypt, Arab Rep.",EGY,2050,0.087
1904,Euro area,EMU,2023,0.087
1905,Euro area,EMU,2024,0.087
1906,Euro area,EMU,2025,0.087
1907,Euro area,EMU,2026,0.087
1908,Euro area,EMU,2027,0.087
1909,Euro area,EMU,2028,0.087
1910,Euro area,EMU,2029,0.087
1911,Euro area,EMU,2030,0.087
1912,Euro area,EMU,2031,0.087
1913,Euro area,EMU,2032,0.087
1914,Euro area,EMU,2033,0.087
1915,Euro area,EMU,2034,0.087
1916,Euro area,EMU,2035,0.087
1917,Euro area,EMU,2036,0.087
1918,Euro area,EMU,2037,0.087
1919,Euro area,EMU,2038,0.087
1920,Euro area,EMU,2039,0.087
1921,Euro area,EMU,2040,0.087
1922,Euro area,EMU,2041,0.087
1923,Euro area,EMU,2042,0.087
1924,Euro area,EMU,2043,0.087
1925,Euro area,EMU,2044,0.087
1926,Euro area,EMU,2045,0.087
1927,Euro area,EMU,2046,0.087
1928,Euro area,EMU,2047,0.087
1929,Euro area,EMU,2048,0.087
1930,Euro area,EMU,2049,0.087
1931,Euro area,EMU,2050,0.087
1932,Eritrea,ERI,2023,0.087
1933,Eritrea,ERI,2024,0.087
1934,Eritrea,ERI,2025,0.087
1935,Eritrea,ERI,2026,0.087
1936,Eritrea,ERI,2027,0.087
1937,Eritrea,ERI,2028,0.087
1938,Eritrea,ERI,2029,0.087
1939,Eritrea,ERI,2030,0.087
1940,Eritrea,ERI,2031,0.087
1941,Eritrea,ERI,2032,0.087
1942,Eritrea,ERI,2033,0.087
1943,Eritrea,ERI,2034,0.087
1944,Eritrea,ERI,2035,0.087
1945,Eritrea,ERI,2036,0.087
1946,Eritrea,ERI,2037,0.087
1947,Eritrea,ERI,2038,0.087
1948,Eritrea,ERI,2039,0.087
1949,Eritrea,ERI,2040,0.087
1950,Eritrea,ERI,2041,0.087
1951,Eritrea,ERI,2042,0.087
1952,Eritrea,ERI,2043,0.087
1953,Eritrea,ERI,2044,0.087
1954,Eritrea,ERI,2045,0.087
1955,Eritrea,ERI,2046,0.087
1956,Eritrea,ERI,2047,0.087
1957,Eritrea,ERI,2048,0.087
1958,Eritrea,ERI,2049,0.087
1959,Eritrea,ERI,2050,0.087
1960,Spain,ESP,2023,0.087
1961,Spain,ESP,2024,0.087
1962,Spain,ESP,2025,0.087
1963,Spain,ESP,2026,0.087
1964,Spain,ESP,2027,0.087
1965,Spain,ESP,2028,0.087
1966,Spain,ESP,2029,0.087
1967,Spain,ESP,2030,0.087
1968,Spain,ESP,2031,0.087
1969,Spain,ESP,2032,0.087
1970,Spain,ESP,2033,0.087
1971,Spain,ESP,2034,0.087
1972,Spain,ESP,2035,0.087
1973,Spain,ESP,2036,0.087
1974,Spain,ESP,2037,0.087
1975,Spain,ESP,2038,0.087
1976,Spain,ESP,2039,0.087
1977,Spain,ESP,2040,0.087
1978,Spain,ESP,2041,0.087
1979,Spain,ESP,2042,0.087
1980,Spain,ESP,2043,0.087
1981,Spain,ESP,2044,0.087
1982,Spain,ESP,2045,0.087
1983,Spain,ESP,2046,0.087
1984,Spain,ESP,2047,0.087
1985,Spain,ESP,2048,0.087
1986,Spain,ESP,2049,0.087
1987,Spain,ESP,2050,0.087
1988,Estonia,EST,2023,0.087
1989,Estonia,EST,2024,0.087
1990,Estonia,EST,2025,0.087
1991,Estonia,EST,2026,0.087
1992,Estonia,EST,2027,0.087
1993,Estonia,EST,2028,0.087
1994,Estonia,EST,2029,0.087
1995,Estonia,EST,2030,0.087
1996,Estonia,EST,2031,0.087
1997,Estonia,EST,2032,0.087
1998,Estonia,EST,2033,0.087
1999,Estonia,EST,2034,0.087
2000,Estonia,EST,2035,0.087
2001,Estonia,EST,2036,0.087
2002,Estonia,EST,2037,0.087
2003,Estonia,EST,2038,0.087
2004,Estonia,EST,2039,0.087
2005,Estonia,EST,2040,0.087
2006,Estonia,EST,2041,0.087
2007,Estonia,EST,2042,0.087
2008,Estonia,EST,2043,0.087
2009,Estonia,EST,2044,0.087
2010,Estonia,EST,2045,0.087
2011,Estonia,EST,2046,0.087
2012,Estonia,EST,2047,0.087
2013,Estonia,EST,2048,0.087
2014,Estonia,EST,2049,0.087
2015,Estonia,EST,2050,0.087
2016,Ethiopia,ETH,2023,0.087
2017,Ethiopia,ETH,2024,0.087
2018,Ethiopia,ETH,2025,0.087
2019,Ethiopia,ETH,2026,0.087
2020,Ethiopia,ETH,2027,0.087
2021,Ethiopia,ETH,2028,0.087
2022,Ethiopia,ETH,2029,0.087
2023,Ethiopia,ETH,2030,0.087
2024,Ethiopia,ETH,2031,0.087
2025,Ethiopia,ETH,2032,0.087
2026,Ethiopia,ETH,2033,0.087
2027,Ethiopia,ETH,2034,0.087
2028,Ethiopia,ETH,2035,0.087
2029,Ethiopia,ETH,2036,0.087
2030,Ethiopia,ETH,2037,0.087
2031,Ethiopia,ETH,2038,0.087
2032,Ethiopia,ETH,2039,0.087
2033,Ethiopia,ETH,2040,0.087
2034,Ethiopia,ETH,2041,0.087
2035,Ethiopia,ETH,2042,0.087
2036,Ethiopia,ETH,2043,0.087
2037,Ethiopia,ETH,2044,0.087
2038,Ethiopia,ETH,2045,0.087
2039,Ethiopia,ETH,2046,0.087
2040,Ethiopia,ETH,2047,0.087
2041,Ethiopia,ETH,2048,0.087
2042,Ethiopia,ETH,2049,0.087
2043,Ethiopia,ETH,2050,0.087
2044,European Union,EUU,2023,0.087
2045,European Union,EUU,2024,0.087
2046,European Union,EUU,2025,0.087
2047,European Union,EUU,2026,0.087
2048,European Union,EUU,2027,0.087
2049,European Union,EUU,2028,0.087
2050,European Union,EUU,2029,0.087
2051,European Union,EUU,2030,0.087
2052,European Union,EUU,2031,0.087
2053,European Union,EUU,2032,0.087
2054,European Union,EUU,2033,0.087
2055,European Union,EUU,2034,0.087
2056,European Union,EUU,2035,0.087
2057,European Union,EUU,2036,0.087
2058,European Union,EUU,2037,0.087
2059,European Union,EUU,2038,0.087
2060,European Union,EUU,2039,0.087
2061,European Union,EUU,2040,0.087
2062,European Union,EUU,2041,0.087
2063,European Union,EUU,2042,0.087
2064,European Union,EUU,2043,0.087
2065,European Union,EUU,2044,0.087
2066,European Union,EUU,2045,0.087
2067,European Union,EUU,2046,0.087
2068,European Union,EUU,2047,0.087
2069,European Union,EUU,2048,0.087
2070,European Union,EUU,2049,0.087
2071,European Union,EUU,2050,0.087
2072,Fragile and conflict affected situations,FCS,2023,0.087
2073,Fragile and conflict affected situations,FCS,2024,0.087
2074,Fragile and conflict affected situations,FCS,2025,0.087
2075,Fragile and conflict affected situations,FCS,2026,0.087
2076,Fragile and conflict affected situations,FCS,2027,0.087
2077,Fragile and conflict affected situations,FCS,2028,0.087
2078,Fragile and conflict affected situations,FCS,2029,0.087
2079,Fragile and conflict affected situations,FCS,2030,0.087
2080,Fragile and conflict affected situations,FCS,2031,0.087
2081,Fragile and conflict affected situations,FCS,2032,0.087
2082,Fragile and conflict affected situations,FCS,2033,0.087
2083,Fragile and conflict affected situations,FCS,2034,0.087
2084,Fragile and conflict affected situations,FCS,2035,0.087
2085,Fragile and conflict affected situations,FCS,2036,0.087
2086,Fragile and conflict affected situations,FCS,2037,0.087
2087,Fragile and conflict affected situations,FCS,2038,0.087
2088,Fragile and conflict affected situations,FCS,2039,0.087
2089,Fragile and conflict affected situations,FCS,2040,0.087
2090,Fragile and conflict affected situations,FCS,2041,0.087
2091,Fragile and conflict affected situations,FCS,2042,0.087
2092,Fragile and conflict affected situations,FCS,2043,0.087
2093,Fragile and conflict affected situations,FCS,2044,0.087
2094,Fragile and conflict affected situations,FCS,2045,0.087
2095,Fragile and conflict affected situations,FCS,2046,0.087
2096,Fragile and conflict affected situations,FCS,2047,0.087
2097,Fragile and conflict affected situations,FCS,2048,0.087
2098,Fragile and conflict affected situations,FCS,2049,0.087
2099,Fragile and conflict affected situations,FCS,2050,0.087
2100,Finland,FIN,2023,0.087
2101,Finland,FIN,2024,0.087
2102,Finland,FIN,2025,0.087
2103,Finland,FIN,2026,0.087
2104,Finland,FIN,2027,0.087
2105,Finland,FIN,2028,0.087
2106,Finland,FIN,2029,0.087
2107,Finland,FIN,2030,0.087
2108,Finland,FIN,2031,0.087
2109,Finland,FIN,2032,0.087
2110,Finland,FIN,2033,0.087
2111,Finland,FIN,2034,0.087
2112,Finland,FIN,2035,0.087
2113,Finland,FIN,2036,0.087
2114,Finland,FIN,2037,0.087
2115,Finland,FIN,2038,0.087
2116,Finland,FIN,2039,0.087
2117,Finland,FIN,2040,0.087
2118,Finland,FIN,2041,0.087
2119,Finland,FIN,2042,0.087
2120,Finland,FIN,2043,0.087
2121,Finland,FIN,2044,0.087
2122,Finland,FIN,2045,0.087
2123,Finland,FIN,2046,0.087
2124,Finland,FIN,2047,0.087
2125,Finland,FIN,2048,0.087
2126,Finland,FIN,2049,0.087
2127,Finland,FIN,2050,0.087
2128,Fiji,FJI,2023,0.087
2129,Fiji,FJI,2024,0.087
2130,Fiji,FJI,2025,0.087
2131,Fiji,FJI,2026,0.087
2132,Fiji,FJI,2027,0.087
2133,Fiji,FJI,2028,0.087
2134,Fiji,FJI,2029,0.087
2135,Fiji,FJI,2030,0.087
2136,Fiji,FJI,2031,0.087
2137,Fiji,FJI,2032,0.087
2138,Fiji,FJI,2033,0.087
2139,Fiji,FJI,2034,0.087
2140,Fiji,FJI,2035,0.087
2141,Fiji,FJI,2036,0.087
2142,Fiji,FJI,2037,0.087
2143,Fiji,FJI,2038,0.087
2144,Fiji,FJI,2039,0.087
2145,Fiji,FJI,2040,0.087
2146,Fiji,FJI,2041,0.087
2147,Fiji,FJI,2042,0.087
2148,Fiji,FJI,2043,0.087
2149,Fiji,FJI,2044,0.087
2150,Fiji,FJI,2045,0.087
2151,Fiji,FJI,2046,0.087
2152,Fiji,FJI,2047,0.087
2153,Fiji,FJI,2048,0.087
2154,Fiji,FJI,2049,0.087
2155,Fiji,FJI,2050,0.087
2156,France,FRA,2023,0.087
2157,France,FRA,2024,0.087
2158,France,FRA,2025,0.087
2159,France,FRA,2026,0.087
2160,France,FRA,2027,0.087
2161,France,FRA,2028,0.087
2162,France,FRA,2029,0.087
2163,France,FRA,2030,0.087
2164,France,FRA,2031,0.087
2165,France,FRA,2032,0.087
2166,France,FRA,2033,0.087
2167,France,FRA,2034,0.087
2168,France,FRA,2035,0.087
2169,France,FRA,2036,0.087
2170,France,FRA,2037,0.087
2171,France,FRA,2038,0.087
2172,France,FRA,2039,0.087
2173,France,FRA,2040,0.087
2174,France,FRA,2041,0.087
2175,France,FRA,2042,0.087
2176,France,FRA,2043,0.087
2177,France,FRA,2044,0.087
2178,France,FRA,2045,0.087
2179,France,FRA,2046,0.087
2180,France,FRA,2047,0.087
2181,France,FRA,2048,0.087
2182,France,FRA,2049,0.087
2183,France,FRA,2050,0.087
2184,Faroe Islands,FRO,2023,0.087
2185,Faroe Islands,FRO,2024,0.087
2186,Faroe Islands,FRO,2025,0.087
2187,Faroe Islands,FRO,2026,0.087
2188,Faroe Islands,FRO,2027,0.087
2189,Faroe Islands,FRO,2028,0.087
2190,Faroe Islands,FRO,2029,0.087
2191,Faroe Islands,FRO,2030,0.087
2192,Faroe Islands,FRO,2031,0.087
2193,Faroe Islands,FRO,2032,0.087
2194,Faroe Islands,FRO,2033,0.087
2195,Faroe Islands,FRO,2034,0.087
2196,Faroe Islands,FRO,2035,0.087
2197,Faroe Islands,FRO,2036,0.087
2198,Faroe Islands,FRO,2037,0.087
2199,Faroe Islands,FRO,2038,0.087
2200,Faroe Islands,FRO,2039,0.087
2201,Faroe Islands,FRO,2040,0.087
2202,Faroe Islands,FRO,2041,0.087
2203,Faroe Islands,FRO,2042,0.087
2204,Faroe Islands,FRO,2043,0.087
2205,Faroe Islands,FRO,2044,0.087
2206,Faroe Islands,FRO,2045,0.087
2207,Faroe Islands,FRO,2046,0.087
2208,Faroe Islands,FRO,2047,0.087
2209,Faroe Islands,FRO,2048,0.087
2210,Faroe Islands,FRO,2049,0.087
2211,Faroe Islands,FRO,2050,0.087
2212,"Micronesia, Fed. Sts.",FSM,2023,0.087
2213,"Micronesia, Fed. Sts.",FSM,2024,0.087
2214,"Micronesia, Fed. Sts.",FSM,2025,0.087
2215,"Micronesia, Fed. Sts.",FSM,2026,0.087
2216,"Micronesia, Fed. Sts.",FSM,2027,0.087
2217,"Micronesia, Fed. Sts.",FSM,2028,0.087
2218,"Micronesia, Fed. Sts.",FSM,2029,0.087
2219,"Micronesia, Fed. Sts.",FSM,2030,0.087
2220,"Micronesia, Fed. Sts.",FSM,2031,0.087
2221,"Micronesia, Fed. Sts.",FSM,2032,0.087
2222,"Micronesia, Fed. Sts.",FSM,2033,0.087
2223,"Micronesia, Fed. Sts.",FSM,2034,0.087
2224,"Micronesia, Fed. Sts.",FSM,2035,0.087
2225,"Micronesia, Fed. Sts.",FSM,2036,0.087
2226,"Micronesia, Fed. Sts.",FSM,2037,0.087
2227,"Micronesia, Fed. Sts.",FSM,2038,0.087
2228,"Micronesia, Fed. Sts.",FSM,2039,0.087
2229,"Micronesia, Fed. Sts.",FSM,2040,0.087
2230,"Micronesia, Fed. Sts.",FSM,2041,0.087
2231,"Micronesia, Fed. Sts.",FSM,2042,0.087
2232,"Micronesia, Fed. Sts.",FSM,2043,0.087
2233,"Micronesia, Fed. Sts.",FSM,2044,0.087
2234,"Micronesia, Fed. Sts.",FSM,2045,0.087
2235,"Micronesia, Fed. Sts.",FSM,2046,0.087
2236,"Micronesia, Fed. Sts.",FSM,2047,0.087
2237,"Micronesia, Fed. Sts.",FSM,2048,0.087
2238,"Micronesia, Fed. Sts.",FSM,2049,0.087
2239,"Micronesia, Fed. Sts.",FSM,2050,0.087
2240,Gabon,GAB,2023,0.087
2241,Gabon,GAB,2024,0.087
2242,Gabon,GAB,2025,0.087
2243,Gabon,GAB,2026,0.087
2244,Gabon,GAB,2027,0.087
2245,Gabon,GAB,2028,0.087
2246,Gabon,GAB,2029,0.087
2247,Gabon,GAB,2030,0.087
2248,Gabon,GAB,2031,0.087
2249,Gabon,GAB,2032,0.087
2250,Gabon,GAB,2033,0.087
2251,Gabon,GAB,2034,0.087
2252,Gabon,GAB,2035,0.087
2253,Gabon,GAB,2036,0.087
2254,Gabon,GAB,2037,0.087
2255,Gabon,GAB,2038,0.087
2256,Gabon,GAB,2039,0.087
2257,Gabon,GAB,2040,0.087
2258,Gabon,GAB,2041,0.087
2259,Gabon,GAB,2042,0.087
2260,Gabon,GAB,2043,0.087
2261,Gabon,GAB,2044,0.087
2262,Gabon,GAB,2045,0.087
2263,Gabon,GAB,2046,0.087
2264,Gabon,GAB,2047,0.087
2265,Gabon,GAB,2048,0.087
2266,Gabon,GAB,2049,0.087
2267,Gabon,GAB,2050,0.087
2268,United Kingdom,GBR,2023,0.087
2269,United Kingdom,GBR,2024,0.087
2270,United Kingdom,GBR,2025,0.087
2271,United Kingdom,GBR,2026,0.087
2272,United Kingdom,GBR,2027,0.087
2273,United Kingdom,GBR,2028,0.087
2274,United Kingdom,GBR,2029,0.087
2275,United Kingdom,GBR,2030,0.087
2276,United Kingdom,GBR,2031,0.087
2277,United Kingdom,GBR,2032,0.087
2278,United Kingdom,GBR,2033,0.087
2279,United Kingdom,GBR,2034,0.087
2280,United Kingdom,GBR,2035,0.087
2281,United Kingdom,GBR,2036,0.087
2282,United Kingdom,GBR,2037,0.087
2283,United Kingdom,GBR,2038,0.087
2284,United Kingdom,GBR,2039,0.087
2285,United Kingdom,GBR,2040,0.087
2286,United Kingdom,GBR,2041,0.087
2287,United Kingdom,GBR,2042,0.087
2288,United Kingdom,GBR,2043,0.087
2289,United Kingdom,GBR,2044,0.087
2290,United Kingdom,GBR,2045,0.087
2291,United Kingdom,GBR,2046,0.087
2292,United Kingdom,GBR,2047,0.087
2293,United Kingdom,GBR,2048,0.087
2294,United Kingdom,GBR,2049,0.087
2295,United Kingdom,GBR,2050,0.087
2296,Georgia,GEO,2023,0.087
2297,Georgia,GEO,2024,0.087
2298,Georgia,GEO,2025,0.087
2299,Georgia,GEO,2026,0.087
2300,Georgia,GEO,2027,0.087
2301,Georgia,GEO,2028,0.087
2302,Georgia,GEO,2029,0.087
2303,Georgia,GEO,2030,0.087
2304,Georgia,GEO,2031,0.087
2305,Georgia,GEO,2032,0.087
2306,Georgia,GEO,2033,0.087
2307,Georgia,GEO,2034,0.087
2308,Georgia,GEO,2035,0.087
2309,Georgia,GEO,2036,0.087
2310,Georgia,GEO,2037,0.087
2311,Georgia,GEO,2038,0.087
2312,Georgia,GEO,2039,0.087
2313,Georgia,GEO,2040,0.087
2314,Georgia,GEO,2041,0.087
2315,Georgia,GEO,2042,0.087
2316,Georgia,GEO,2043,0.087
2317,Georgia,GEO,2044,0.087
2318,Georgia,GEO,2045,0.087
2319,Georgia,GEO,2046,0.087
2320,Georgia,GEO,2047,0.087
2321,Georgia,GEO,2048,0.087
2322,Georgia,GEO,2049,0.087
2323,Georgia,GEO,2050,0.087
2324,Ghana,GHA,2023,0.087
2325,Ghana,GHA,2024,0.087
2326,Ghana,GHA,2025,0.087
2327,Ghana,GHA,2026,0.087
2328,Ghana,GHA,2027,0.087
2329,Ghana,GHA,2028,0.087
2330,Ghana,GHA,2029,0.087
2331,Ghana,GHA,2030,0.087
2332,Ghana,GHA,2031,0.087
2333,Ghana,GHA,2032,0.087
2334,Ghana,GHA,2033,0.087
2335,Ghana,GHA,2034,0.087
2336,Ghana,GHA,2035,0.087
2337,Ghana,GHA,2036,0.087
2338,Ghana,GHA,2037,0.087
2339,Ghana,GHA,2038,0.087
2340,Ghana,GHA,2039,0.087
2341,Ghana,GHA,2040,0.087
2342,Ghana,GHA,2041,0.087
2343,Ghana,GHA,2042,0.087
2344,Ghana,GHA,2043,0.087
2345,Ghana,GHA,2044,0.087
2346,Ghana,GHA,2045,0.087
2347,Ghana,GHA,2046,0.087
2348,Ghana,GHA,2047,0.087
2349,Ghana,GHA,2048,0.087
2350,Ghana,GHA,2049,0.087
2351,Ghana,GHA,2050,0.087
2352,Gibraltar,GIB,2023,0.087
2353,Gibraltar,GIB,2024,0.087
2354,Gibraltar,GIB,2025,0.087
2355,Gibraltar,GIB,2026,0.087
2356,Gibraltar,GIB,2027,0.087
2357,Gibraltar,GIB,2028,0.087
2358,Gibraltar,GIB,2029,0.087
2359,Gibraltar,GIB,2030,0.087
2360,Gibraltar,GIB,2031,0.087
2361,Gibraltar,GIB,2032,0.087
2362,Gibraltar,GIB,2033,0.087
2363,Gibraltar,GIB,2034,0.087
2364,Gibraltar,GIB,2035,0.087
2365,Gibraltar,GIB,2036,0.087
2366,Gibraltar,GIB,2037,0.087
2367,Gibraltar,GIB,2038,0.087
2368,Gibraltar,GIB,2039,0.087
2369,Gibraltar,GIB,2040,0.087
2370,Gibraltar,GIB,2041,0.087
