,Nation,iso_code3,Year,frac_scoe_heat_energy_other_se_coal
2143,Eritrea,ERI,2024,0.0581930696526838
2144,Eritrea,ERI,2025,0.0581930696526838
2145,Eritrea,ERI,2026,0.0581930696526838
2146,Eritrea,ERI,2027,0.0581930696526838
2147,Eritrea,ERI,2028,0.0581930696526838
2148,Eritrea,ERI,2029,0.0581930696526838
2149,Eritrea,ERI,2030,0.0581930696526838
2150,Eritrea,ERI,2031,0.0581930696526838
2151,Eritrea,ERI,2032,0.0581930696526838
2152,Eritrea,ERI,2033,0.0581930696526838
2153,Eritrea,ERI,2034,0.0581930696526838
2154,Eritrea,ERI,2035,0.0581930696526838
2155,Eritrea,ERI,2036,0.0581930696526838
2156,Eritrea,ERI,2037,0.0581930696526838
2157,Eritrea,ERI,2038,0.0581930696526838
2158,Eritrea,ERI,2039,0.0581930696526838
2159,Eritrea,ERI,2040,0.0581930696526838
2160,Eritrea,ERI,2041,0.0581930696526838
2161,Eritrea,ERI,2042,0.0581930696526838
2162,Eritrea,ERI,2043,0.0581930696526838
2163,Eritrea,ERI,2044,0.0581930696526838
2164,Eritrea,ERI,2045,0.0581930696526838
2165,Eritrea,ERI,2046,0.0581930696526838
2166,Eritrea,ERI,2047,0.0581930696526838
2167,Eritrea,ERI,2048,0.0581930696526838
2168,Eritrea,ERI,2049,0.0581930696526838
2169,Eritrea,ERI,2050,0.0581930696526838
2170,Spain,ESP,2020,0.0117761658897698
2171,Spain,ESP,2021,0.0117761658897698
2172,Spain,ESP,2022,0.0117761658897698
2173,Spain,ESP,2023,0.0117761658897698
2174,Spain,ESP,2024,0.0117761658897698
2175,Spain,ESP,2025,0.0117761658897698
2176,Spain,ESP,2026,0.0117761658897698
2177,Spain,ESP,2027,0.0117761658897698
2178,Spain,ESP,2028,0.0117761658897698
2179,Spain,ESP,2029,0.0117761658897698
2180,Spain,ESP,2030,0.0117761658897698
2181,Spain,ESP,2031,0.0117761658897698
2182,Spain,ESP,2032,0.0117761658897698
2183,Spain,ESP,2033,0.0117761658897698
2184,Spain,ESP,2034,0.0117761658897698
2185,Spain,ESP,2035,0.0117761658897698
2186,Spain,ESP,2036,0.0117761658897698
2187,Spain,ESP,2037,0.0117761658897698
2188,Spain,ESP,2038,0.0117761658897698
2189,Spain,ESP,2039,0.0117761658897698
2190,Spain,ESP,2040,0.0117761658897698
2191,Spain,ESP,2041,0.0117761658897698
2192,Spain,ESP,2042,0.0117761658897698
2193,Spain,ESP,2043,0.0117761658897698
2194,Spain,ESP,2044,0.0117761658897698
2195,Spain,ESP,2045,0.0117761658897698
2196,Spain,ESP,2046,0.0117761658897698
2197,Spain,ESP,2047,0.0117761658897698
2198,Spain,ESP,2048,0.0117761658897698
2199,Spain,ESP,2049,0.0117761658897698
2200,Spain,ESP,2050,0.0117761658897698
2201,Estonia,EST,2020,0.2704209481436943
2202,Estonia,EST,2021,0.2704209481436943
2203,Estonia,EST,2022,0.2704209481436943
2204,Estonia,EST,2023,0.2704209481436943
2205,Estonia,EST,2024,0.2704209481436943
2206,Estonia,EST,2025,0.2704209481436943
2207,Estonia,EST,2026,0.2704209481436943
2208,Estonia,EST,2027,0.2704209481436943
2209,Estonia,EST,2028,0.2704209481436943
2210,Estonia,EST,2029,0.2704209481436943
2211,Estonia,EST,2030,0.2704209481436943
2212,Estonia,EST,2031,0.2704209481436943
2213,Estonia,EST,2032,0.2704209481436943
2214,Estonia,EST,2033,0.2704209481436943
2215,Estonia,EST,2034,0.2704209481436943
2216,Estonia,EST,2035,0.2704209481436943
2217,Estonia,EST,2036,0.2704209481436943
2218,Estonia,EST,2037,0.2704209481436943
2219,Estonia,EST,2038,0.2704209481436943
2220,Estonia,EST,2039,0.2704209481436943
2221,Estonia,EST,2040,0.2704209481436943
2222,Estonia,EST,2041,0.2704209481436943
2223,Estonia,EST,2042,0.2704209481436943
2224,Estonia,EST,2043,0.2704209481436943
2225,Estonia,EST,2044,0.2704209481436943
2226,Estonia,EST,2045,0.2704209481436943
2227,Estonia,EST,2046,0.2704209481436943
2228,Estonia,EST,2047,0.2704209481436943
2229,Estonia,EST,2048,0.2704209481436943
2230,Estonia,EST,2049,0.2704209481436943
2231,Estonia,EST,2050,0.2704209481436943
2232,Ethiopia,ETH,2020,0.0581930696526838
2233,Ethiopia,ETH,2021,0.0581930696526838
2234,Ethiopia,ETH,2022,0.0581930696526838
2235,Ethiopia,ETH,2023,0.0581930696526838
2236,Ethiopia,ETH,2024,0.0581930696526838
2237,Ethiopia,ETH,2025,0.0581930696526838
2238,Ethiopia,ETH,2026,0.0581930696526838
2239,Ethiopia,ETH,2027,0.0581930696526838
2240,Ethiopia,ETH,2028,0.0581930696526838
2241,Ethiopia,ETH,2029,0.0581930696526838
2242,Ethiopia,ETH,2030,0.0581930696526838
2243,Ethiopia,ETH,2031,0.0581930696526838
2244,Ethiopia,ETH,2032,0.0581930696526838
2245,Ethiopia,ETH,2033,0.0581930696526838
2246,Ethiopia,ETH,2034,0.0581930696526838
2247,Ethiopia,ETH,2035,0.0581930696526838
2248,Ethiopia,ETH,2036,0.0581930696526838
2249,Ethiopia,ETH,2037,0.0581930696526838
2250,Ethiopia,ETH,2038,0.0581930696526838
2251,Ethiopia,ETH,2039,0.0581930696526838
2252,Ethiopia,ETH,2040,0.0581930696526838
2253,Ethiopia,ETH,2041,0.0581930696526838
2254,Ethiopia,ETH,2042,0.0581930696526838
2255,Ethiopia,ETH,2043,0.0581930696526838
2256,Ethiopia,ETH,2044,0.0581930696526838
2257,Ethiopia,ETH,2045,0.0581930696526838
2258,Ethiopia,ETH,2046,0.0581930696526838
2259,Ethiopia,ETH,2047,0.0581930696526838
2260,Ethiopia,ETH,2048,0.0581930696526838
2261,Ethiopia,ETH,2049,0.0581930696526838
2262,Ethiopia,ETH,2050,0.0581930696526838
2263,European Union,EUU,2020,0.0581930696526838
2264,European Union,EUU,2021,0.0581930696526838
2265,European Union,EUU,2022,0.0581930696526838
2266,European Union,EUU,2023,0.0581930696526838
2267,European Union,EUU,2024,0.0581930696526838
2268,European Union,EUU,2025,0.0581930696526838
2269,European Union,EUU,2026,0.0581930696526838
2270,European Union,EUU,2027,0.0581930696526838
2271,European Union,EUU,2028,0.0581930696526838
2272,European Union,EUU,2029,0.0581930696526838
2273,European Union,EUU,2030,0.0581930696526838
2274,European Union,EUU,2031,0.0581930696526838
2275,European Union,EUU,2032,0.0581930696526838
2276,European Union,EUU,2033,0.0581930696526838
2277,European Union,EUU,2034,0.0581930696526838
2278,European Union,EUU,2035,0.0581930696526838
2279,European Union,EUU,2036,0.0581930696526838
2280,European Union,EUU,2037,0.0581930696526838
2281,European Union,EUU,2038,0.0581930696526838
2282,European Union,EUU,2039,0.0581930696526838
2283,European Union,EUU,2040,0.0581930696526838
2284,European Union,EUU,2041,0.0581930696526838
2285,European Union,EUU,2042,0.0581930696526838
2286,European Union,EUU,2043,0.0581930696526838
2287,European Union,EUU,2044,0.0581930696526838
2288,European Union,EUU,2045,0.0581930696526838
2289,European Union,EUU,2046,0.0581930696526838
2290,European Union,EUU,2047,0.0581930696526838
2291,European Union,EUU,2048,0.0581930696526838
2292,European Union,EUU,2049,0.0581930696526838
2293,European Union,EUU,2050,0.0581930696526838
2294,Fragile and conflict affected situations,FCS,2020,0.0581930696526838
2295,Fragile and conflict affected situations,FCS,2021,0.0581930696526838
2296,Fragile and conflict affected situations,FCS,2022,0.0581930696526838
2297,Fragile and conflict affected situations,FCS,2023,0.0581930696526838
2298,Fragile and conflict affected situations,FCS,2024,0.0581930696526838
2299,Fragile and conflict affected situations,FCS,2025,0.0581930696526838
2300,Fragile and conflict affected situations,FCS,2026,0.0581930696526838
2301,Fragile and conflict affected situations,FCS,2027,0.0581930696526838
2302,Fragile and conflict affected situations,FCS,2028,0.0581930696526838
2303,Fragile and conflict affected situations,FCS,2029,0.0581930696526838
2304,Fragile and conflict affected situations,FCS,2030,0.0581930696526838
2305,Fragile and conflict affected situations,FCS,2031,0.0581930696526838
2306,Fragile and conflict affected situations,FCS,2032,0.0581930696526838
2307,Fragile and conflict affected situations,FCS,2033,0.0581930696526838
2308,Fragile and conflict affected situations,FCS,2034,0.0581930696526838
2309,Fragile and conflict affected situations,FCS,2035,0.0581930696526838
2310,Fragile and conflict affected situations,FCS,2036,0.0581930696526838
2311,Fragile and conflict affected situations,FCS,2037,0.0581930696526838
2312,Fragile and conflict affected situations,FCS,2038,0.0581930696526838
2313,Fragile and conflict affected situations,FCS,2039,0.0581930696526838
2314,Fragile and conflict affected situations,FCS,2040,0.0581930696526838
2315,Fragile and conflict affected situations,FCS,2041,0.0581930696526838
2316,Fragile and conflict affected situations,FCS,2042,0.0581930696526838
2317,Fragile and conflict affected situations,FCS,2043,0.0581930696526838
2318,Fragile and conflict affected situations,FCS,2044,0.0581930696526838
2319,Fragile and conflict affected situations,FCS,2045,0.0581930696526838
2320,Fragile and conflict affected situations,FCS,2046,0.0581930696526838
2321,Fragile and conflict affected situations,FCS,2047,0.0581930696526838
2322,Fragile and conflict affected situations,FCS,2048,0.0581930696526838
2323,Fragile and conflict affected situations,FCS,2049,0.0581930696526838
2324,Fragile and conflict affected situations,FCS,2050,0.0581930696526838
2325,Finland,FIN,2020,0.0193561662258262
2326,Finland,FIN,2021,0.0193561662258262
2327,Finland,FIN,2022,0.0193561662258262
2328,Finland,FIN,2023,0.0193561662258262
2329,Finland,FIN,2024,0.0193561662258262
2330,Finland,FIN,2025,0.0193561662258262
2331,Finland,FIN,2026,0.0193561662258262
2332,Finland,FIN,2027,0.0193561662258262
2333,Finland,FIN,2028,0.0193561662258262
2334,Finland,FIN,2029,0.0193561662258262
2335,Finland,FIN,2030,0.0193561662258262
2336,Finland,FIN,2031,0.0193561662258262
2337,Finland,FIN,2032,0.0193561662258262
2338,Finland,FIN,2033,0.0193561662258262
2339,Finland,FIN,2034,0.0193561662258262
2340,Finland,FIN,2035,0.0193561662258262
2341,Finland,FIN,2036,0.0193561662258262
2342,Finland,FIN,2037,0.0193561662258262
2343,Finland,FIN,2038,0.0193561662258262
2344,Finland,FIN,2039,0.0193561662258262
2345,Finland,FIN,2040,0.0193561662258262
2346,Finland,FIN,2041,0.0193561662258262
2347,Finland,FIN,2042,0.0193561662258262
2348,Finland,FIN,2043,0.0193561662258262
2349,Finland,FIN,2044,0.0193561662258262
2350,Finland,FIN,2045,0.0193561662258262
2351,Finland,FIN,2046,0.0193561662258262
2352,Finland,FIN,2047,0.0193561662258262
2353,Finland,FIN,2048,0.0193561662258262
2354,Finland,FIN,2049,0.0193561662258262
2355,Finland,FIN,2050,0.0193561662258262
2356,Fiji,FJI,2020,0.0581930696526838
2357,Fiji,FJI,2021,0.0581930696526838
2358,Fiji,FJI,2022,0.0581930696526838
2359,Fiji,FJI,2023,0.0581930696526838
2360,Fiji,FJI,2024,0.0581930696526838
2361,Fiji,FJI,2025,0.0581930696526838
2362,Fiji,FJI,2026,0.0581930696526838
2363,Fiji,FJI,2027,0.0581930696526838
2364,Fiji,FJI,2028,0.0581930696526838
2365,Fiji,FJI,2029,0.0581930696526838
2366,Fiji,FJI,2030,0.0581930696526838
2367,Fiji,FJI,2031,0.0581930696526838
2368,Fiji,FJI,2032,0.0581930696526838
2369,Fiji,FJI,2033,0.0581930696526838
2370,Fiji,FJI,2034,0.0581930696526838
2371,Fiji,FJI,2035,0.0581930696526838
2372,Fiji,FJI,2036,0.0581930696526838
2373,Fiji,FJI,2037,0.0581930696526838
2374,Fiji,FJI,2038,0.0581930696526838
2375,Fiji,FJI,2039,0.0581930696526838
2376,Fiji,FJI,2040,0.0581930696526838
2377,Fiji,FJI,2041,0.0581930696526838
2378,Fiji,FJI,2042,0.0581930696526838
2379,Fiji,FJI,2043,0.0581930696526838
2380,Fiji,FJI,2044,0.0581930696526838
2381,Fiji,FJI,2045,0.0581930696526838
2382,Fiji,FJI,2046,0.0581930696526838
2383,Fiji,FJI,2047,0.0581930696526838
2384,Fiji,FJI,2048,0.0581930696526838
2385,Fiji,FJI,2049,0.0581930696526838
2386,Fiji,FJI,2050,0.0581930696526838
2387,France,FRA,2020,0.0131798118441967
2388,France,FRA,2021,0.0131798118441967
2389,France,FRA,2022,0.0131798118441967
2390,France,FRA,2023,0.0131798118441967
2391,France,FRA,2024,0.0131798118441967
2392,France,FRA,2025,0.0131798118441967
2393,France,FRA,2026,0.0131798118441967
2394,France,FRA,2027,0.0131798118441967
2395,France,FRA,2028,0.0131798118441967
2396,France,FRA,2029,0.0131798118441967
2397,France,FRA,2030,0.0131798118441967
2398,France,FRA,2031,0.0131798118441967
2399,France,FRA,2032,0.0131798118441967
2400,France,FRA,2033,0.0131798118441967
2401,France,FRA,2034,0.0131798118441967
2402,France,FRA,2035,0.0131798118441967
2403,France,FRA,2036,0.0131798118441967
2404,France,FRA,2037,0.0131798118441967
2405,France,FRA,2038,0.0131798118441967
2406,France,FRA,2039,0.0131798118441967
2407,France,FRA,2040,0.0131798118441967
2408,France,FRA,2041,0.0131798118441967
2409,France,FRA,2042,0.0131798118441967
2410,France,FRA,2043,0.0131798118441967
2411,France,FRA,2044,0.0131798118441967
2412,France,FRA,2045,0.0131798118441967
2413,France,FRA,2046,0.0131798118441967
2414,France,FRA,2047,0.0131798118441967
2415,France,FRA,2048,0.0131798118441967
2416,France,FRA,2049,0.0131798118441967
2417,France,FRA,2050,0.0131798118441967
2418,Faroe Islands,FRO,2020,0.0581930696526838
2419,Faroe Islands,FRO,2021,0.0581930696526838
2420,Faroe Islands,FRO,2022,0.0581930696526838
2421,Faroe Islands,FRO,2023,0.0581930696526838
2422,Faroe Islands,FRO,2024,0.0581930696526838
2423,Faroe Islands,FRO,2025,0.0581930696526838
2424,Faroe Islands,FRO,2026,0.0581930696526838
2425,Faroe Islands,FRO,2027,0.0581930696526838
2426,Faroe Islands,FRO,2028,0.0581930696526838
2427,Faroe Islands,FRO,2029,0.0581930696526838
2428,Faroe Islands,FRO,2030,0.0581930696526838
2429,Faroe Islands,FRO,2031,0.0581930696526838
2430,Faroe Islands,FRO,2032,0.0581930696526838
2431,Faroe Islands,FRO,2033,0.0581930696526838
2432,Faroe Islands,FRO,2034,0.0581930696526838
2433,Faroe Islands,FRO,2035,0.0581930696526838
2434,Faroe Islands,FRO,2036,0.0581930696526838
2435,Faroe Islands,FRO,2037,0.0581930696526838
2436,Faroe Islands,FRO,2038,0.0581930696526838
2437,Faroe Islands,FRO,2039,0.0581930696526838
2438,Faroe Islands,FRO,2040,0.0581930696526838
2439,Faroe Islands,FRO,2041,0.0581930696526838
2440,Faroe Islands,FRO,2042,0.0581930696526838
2441,Faroe Islands,FRO,2043,0.0581930696526838
2442,Faroe Islands,FRO,2044,0.0581930696526838
2443,Faroe Islands,FRO,2045,0.0581930696526838
2444,Faroe Islands,FRO,2046,0.0581930696526838
2445,Faroe Islands,FRO,2047,0.0581930696526838
2446,Faroe Islands,FRO,2048,0.0581930696526838
2447,Faroe Islands,FRO,2049,0.0581930696526838
2448,Faroe Islands,FRO,2050,0.0581930696526838
2449,"Micronesia, Fed. Sts.",FSM,2020,0.0581930696526838
2450,"Micronesia, Fed. Sts.",FSM,2021,0.0581930696526838
2451,"Micronesia, Fed. Sts.",FSM,2022,0.0581930696526838
2452,"Micronesia, Fed. Sts.",FSM,2023,0.0581930696526838
2453,"Micronesia, Fed. Sts.",FSM,2024,0.0581930696526838
2454,"Micronesia, Fed. Sts.",FSM,2025,0.0581930696526838
2455,"Micronesia, Fed. Sts.",FSM,2026,0.0581930696526838
2456,"Micronesia, Fed. Sts.",FSM,2027,0.0581930696526838
2457,"Micronesia, Fed. Sts.",FSM,2028,0.0581930696526838
2458,"Micronesia, Fed. Sts.",FSM,2029,0.0581930696526838
2459,"Micronesia, Fed. Sts.",FSM,2030,0.0581930696526838
2460,"Micronesia, Fed. Sts.",FSM,2031,0.0581930696526838
2461,"Micronesia, Fed. Sts.",FSM,2032,0.0581930696526838
2462,"Micronesia, Fed. Sts.",FSM,2033,0.0581930696526838
2463,"Micronesia, Fed. Sts.",FSM,2034,0.0581930696526838
2464,"Micronesia, Fed. Sts.",FSM,2035,0.0581930696526838
2465,"Micronesia, Fed. Sts.",FSM,2036,0.0581930696526838
2466,"Micronesia, Fed. Sts.",FSM,2037,0.0581930696526838
2467,"Micronesia, Fed. Sts.",FSM,2038,0.0581930696526838
2468,"Micronesia, Fed. Sts.",FSM,2039,0.0581930696526838
2469,"Micronesia, Fed. Sts.",FSM,2040,0.0581930696526838
2470,"Micronesia, Fed. Sts.",FSM,2041,0.0581930696526838
2471,"Micronesia, Fed. Sts.",FSM,2042,0.0581930696526838
2472,"Micronesia, Fed. Sts.",FSM,2043,0.0581930696526838
2473,"Micronesia, Fed. Sts.",FSM,2044,0.0581930696526838
2474,"Micronesia, Fed. Sts.",FSM,2045,0.0581930696526838
2475,"Micronesia, Fed. Sts.",FSM,2046,0.0581930696526838
2476,"Micronesia, Fed. Sts.",FSM,2047,0.0581930696526838
2477,"Micronesia, Fed. Sts.",FSM,2048,0.0581930696526838
2478,"Micronesia, Fed. Sts.",FSM,2049,0.0581930696526838
2479,"Micronesia, Fed. Sts.",FSM,2050,0.0581930696526838
2480,Gabon,GAB,2020,0.0581930696526838
2481,Gabon,GAB,2021,0.0581930696526838
2482,Gabon,GAB,2022,0.0581930696526838
2483,Gabon,GAB,2023,0.0581930696526838
2484,Gabon,GAB,2024,0.0581930696526838
2485,Gabon,GAB,2025,0.0581930696526838
2486,Gabon,GAB,2026,0.0581930696526838
2487,Gabon,GAB,2027,0.0581930696526838
2488,Gabon,GAB,2028,0.0581930696526838
2489,Gabon,GAB,2029,0.0581930696526838
2490,Gabon,GAB,2030,0.0581930696526838
2491,Gabon,GAB,2031,0.0581930696526838
2492,Gabon,GAB,2032,0.0581930696526838
2493,Gabon,GAB,2033,0.0581930696526838
2494,Gabon,GAB,2034,0.0581930696526838
2495,Gabon,GAB,2035,0.0581930696526838
2496,Gabon,GAB,2036,0.0581930696526838
2497,Gabon,GAB,2037,0.0581930696526838
2498,Gabon,GAB,2038,0.0581930696526838
2499,Gabon,GAB,2039,0.0581930696526838
2500,Gabon,GAB,2040,0.0581930696526838
2501,Gabon,GAB,2041,0.0581930696526838
2502,Gabon,GAB,2042,0.0581930696526838
2503,Gabon,GAB,2043,0.0581930696526838
2504,Gabon,GAB,2044,0.0581930696526838
2505,Gabon,GAB,2045,0.0581930696526838
2506,Gabon,GAB,2046,0.0581930696526838
2507,Gabon,GAB,2047,0.0581930696526838
2508,Gabon,GAB,2048,0.0581930696526838
2509,Gabon,GAB,2049,0.0581930696526838
2510,Gabon,GAB,2050,0.0581930696526838
2511,United Kingdom,GBR,2020,0.0048138183810932
2512,United Kingdom,GBR,2021,0.0048138183810932
2513,United Kingdom,GBR,2022,0.0048138183810932
2514,United Kingdom,GBR,2023,0.0048138183810932
2515,United Kingdom,GBR,2024,0.0048138183810932
2516,United Kingdom,GBR,2025,0.0048138183810932
2517,United Kingdom,GBR,2026,0.0048138183810932
2518,United Kingdom,GBR,2027,0.0048138183810932
2519,United Kingdom,GBR,2028,0.0048138183810932
2520,United Kingdom,GBR,2029,0.0048138183810932
2521,United Kingdom,GBR,2030,0.0048138183810932
2522,United Kingdom,GBR,2031,0.0048138183810932
2523,United Kingdom,GBR,2032,0.0048138183810932
2524,United Kingdom,GBR,2033,0.0048138183810932
2525,United Kingdom,GBR,2034,0.0048138183810932
2526,United Kingdom,GBR,2035,0.0048138183810932
2527,United Kingdom,GBR,2036,0.0048138183810932
2528,United Kingdom,GBR,2037,0.0048138183810932
2529,United Kingdom,GBR,2038,0.0048138183810932
2530,United Kingdom,GBR,2039,0.0048138183810932
2531,United Kingdom,GBR,2040,0.0048138183810932
2532,United Kingdom,GBR,2041,0.0048138183810932
2533,United Kingdom,GBR,2042,0.0048138183810932
2534,United Kingdom,GBR,2043,0.0048138183810932
2535,United Kingdom,GBR,2044,0.0048138183810932
2536,United Kingdom,GBR,2045,0.0048138183810932
2537,United Kingdom,GBR,2046,0.0048138183810932
2538,United Kingdom,GBR,2047,0.0048138183810932
2539,United Kingdom,GBR,2048,0.0048138183810932
2540,United Kingdom,GBR,2049,0.0048138183810932
2541,United Kingdom,GBR,2050,0.0048138183810932
2542,Georgia,GEO,2020,0.0581930696526838
2543,Georgia,GEO,2021,0.0581930696526838
2544,Georgia,GEO,2022,0.0581930696526838
2545,Georgia,GEO,2023,0.0581930696526838
2546,Georgia,GEO,2024,0.0581930696526838
2547,Georgia,GEO,2025,0.0581930696526838
2548,Georgia,GEO,2026,0.0581930696526838
2549,Georgia,GEO,2027,0.0581930696526838
2550,Georgia,GEO,2028,0.0581930696526838
2551,Georgia,GEO,2029,0.0581930696526838
2552,Georgia,GEO,2030,0.0581930696526838
2553,Georgia,GEO,2031,0.0581930696526838
2554,Georgia,GEO,2032,0.0581930696526838
2555,Georgia,GEO,2033,0.0581930696526838
2556,Georgia,GEO,2034,0.0581930696526838
2557,Georgia,GEO,2035,0.0581930696526838
2558,Georgia,GEO,2036,0.0581930696526838
2559,Georgia,GEO,2037,0.0581930696526838
2560,Georgia,GEO,2038,0.0581930696526838
2561,Georgia,GEO,2039,0.0581930696526838
2562,Georgia,GEO,2040,0.0581930696526838
2563,Georgia,GEO,2041,0.0581930696526838
2564,Georgia,GEO,2042,0.0581930696526838
2565,Georgia,GEO,2043,0.0581930696526838
2566,Georgia,GEO,2044,0.0581930696526838
2567,Georgia,GEO,2045,0.0581930696526838
2568,Georgia,GEO,2046,0.0581930696526838
2569,Georgia,GEO,2047,0.0581930696526838
2570,Georgia,GEO,2048,0.0581930696526838
2571,Georgia,GEO,2049,0.0581930696526838
2572,Georgia,GEO,2050,0.0581930696526838
2573,Ghana,GHA,2020,0.0581930696526838
2574,Ghana,GHA,2021,0.0581930696526838
2575,Ghana,GHA,2022,0.0581930696526838
2576,Ghana,GHA,2023,0.0581930696526838
2577,Ghana,GHA,2024,0.0581930696526838
2578,Ghana,GHA,2025,0.0581930696526838
2579,Ghana,GHA,2026,0.0581930696526838
2580,Ghana,GHA,2027,0.0581930696526838
2581,Ghana,GHA,2028,0.0581930696526838
2582,Ghana,GHA,2029,0.0581930696526838
2583,Ghana,GHA,2030,0.0581930696526838
2584,Ghana,GHA,2031,0.0581930696526838
2585,Ghana,GHA,2032,0.0581930696526838
2586,Ghana,GHA,2033,0.0581930696526838
2587,Ghana,GHA,2034,0.0581930696526838
2588,Ghana,GHA,2035,0.0581930696526838
2589,Ghana,GHA,2036,0.0581930696526838
2590,Ghana,GHA,2037,0.0581930696526838
2591,Ghana,GHA,2038,0.0581930696526838
2592,Ghana,GHA,2039,0.0581930696526838
2593,Ghana,GHA,2040,0.0581930696526838
2594,Ghana,GHA,2041,0.0581930696526838
2595,Ghana,GHA,2042,0.0581930696526838
2596,Ghana,GHA,2043,0.0581930696526838
2597,Ghana,GHA,2044,0.0581930696526838
2598,Ghana,GHA,2045,0.0581930696526838
2599,Ghana,GHA,2046,0.0581930696526838
2600,Ghana,GHA,2047,0.0581930696526838
2601,Ghana,GHA,2048,0.0581930696526838
2602,Ghana,GHA,2049,0.0581930696526838
2603,Ghana,GHA,2050,0.0581930696526838
2604,Gibraltar,GIB,2020,0.0581930696526838
2605,Gibraltar,GIB,2021,0.0581930696526838
2606,Gibraltar,GIB,2022,0.0581930696526838
2607,Gibraltar,GIB,2023,0.0581930696526838
2608,Gibraltar,GIB,2024,0.0581930696526838
2609,Gibraltar,GIB,2025,0.0581930696526838
2610,Gibraltar,GIB,2026,0.0581930696526838
2611,Gibraltar,GIB,2027,0.0581930696526838
2612,Gibraltar,GIB,2028,0.0581930696526838
2613,Gibraltar,GIB,2029,0.0581930696526838
2614,Gibraltar,GIB,2030,0.0581930696526838
2615,Gibraltar,GIB,2031,0.0581930696526838
2616,Gibraltar,GIB,2032,0.0581930696526838
2617,Gibraltar,GIB,2033,0.0581930696526838
2618,Gibraltar,GIB,2034,0.0581930696526838
2619,Gibraltar,GIB,2035,0.0581930696526838
2620,Gibraltar,GIB,2036,0.0581930696526838
2621,Gibraltar,GIB,2037,0.0581930696526838
2622,Gibraltar,GIB,2038,0.0581930696526838
2623,Gibraltar,GIB,2039,0.0581930696526838
2624,Gibraltar,GIB,2040,0.0581930696526838
2625,Gibraltar,GIB,2041,0.0581930696526838
2626,Gibraltar,GIB,2042,0.0581930696526838
2627,Gibraltar,GIB,2043,0.0581930696526838
2628,Gibraltar,GIB,2044,0.0581930696526838
2629,Gibraltar,GIB,2045,0.0581930696526838
2630,Gibraltar,GIB,2046,0.0581930696526838
2631,Gibraltar,GIB,2047,0.0581930696526838
2632,Gibraltar,GIB,2048,0.0581930696526838
2633,Gibraltar,GIB,2049,0.0581930696526838
2634,Gibraltar,GIB,2050,0.0581930696526838
2635,Guinea,GIN,2020,0.0581930696526838
2636,Guinea,GIN,2021,0.0581930696526838
2637,Guinea,GIN,2022,0.0581930696526838
2638,Guinea,GIN,2023,0.0581930696526838
2639,Guinea,GIN,2024,0.0581930696526838
2640,Guinea,GIN,2025,0.0581930696526838
2641,Guinea,GIN,2026,0.0581930696526838
2642,Guinea,GIN,2027,0.0581930696526838
2643,Guinea,GIN,2028,0.0581930696526838
2644,Guinea,GIN,2029,0.0581930696526838
2645,Guinea,GIN,2030,0.0581930696526838
2646,Guinea,GIN,2031,0.0581930696526838
2647,Guinea,GIN,2032,0.0581930696526838
2648,Guinea,GIN,2033,0.0581930696526838
2649,Guinea,GIN,2034,0.0581930696526838
2650,Guinea,GIN,2035,0.0581930696526838
2651,Guinea,GIN,2036,0.0581930696526838
2652,Guinea,GIN,2037,0.0581930696526838
2653,Guinea,GIN,2038,0.0581930696526838
2654,Guinea,GIN,2039,0.0581930696526838
2655,Guinea,GIN,2040,0.0581930696526838
2656,Guinea,GIN,2041,0.0581930696526838
2657,Guinea,GIN,2042,0.0581930696526838
2658,Guinea,GIN,2043,0.0581930696526838
2659,Guinea,GIN,2044,0.0581930696526838
2660,Guinea,GIN,2045,0.0581930696526838
2661,Guinea,GIN,2046,0.0581930696526838
2662,Guinea,GIN,2047,0.0581930696526838
2663,Guinea,GIN,2048,0.0581930696526838
2664,Guinea,GIN,2049,0.0581930696526838
2665,Guinea,GIN,2050,0.0581930696526838
2666,"Gambia, The",GMB,2020,0.0581930696526838
2667,"Gambia, The",GMB,2021,0.0581930696526838
2668,"Gambia, The",GMB,2022,0.0581930696526838
2669,"Gambia, The",GMB,2023,0.0581930696526838
2670,"Gambia, The",GMB,2024,0.0581930696526838
2671,"Gambia, The",GMB,2025,0.0581930696526838
2672,"Gambia, The",GMB,2026,0.0581930696526838
2673,"Gambia, The",GMB,2027,0.0581930696526838
2674,"Gambia, The",GMB,2028,0.0581930696526838
2675,"Gambia, The",GMB,2029,0.0581930696526838
2676,"Gambia, The",GMB,2030,0.0581930696526838
2677,"Gambia, The",GMB,2031,0.0581930696526838
2678,"Gambia, The",GMB,2032,0.0581930696526838
2679,"Gambia, The",GMB,2033,0.0581930696526838
2680,"Gambia, The",GMB,2034,0.0581930696526838
2681,"Gambia, The",GMB,2035,0.0581930696526838
2682,"Gambia, The",GMB,2036,0.0581930696526838
2683,"Gambia, The",GMB,2037,0.0581930696526838
2684,"Gambia, The",GMB,2038,0.0581930696526838
2685,"Gambia, The",GMB,2039,0.0581930696526838
2686,"Gambia, The",GMB,2040,0.0581930696526838
2687,"Gambia, The",GMB,2041,0.0581930696526838
2688,"Gambia, The",GMB,2042,0.0581930696526838
2689,"Gambia, The",GMB,2043,0.0581930696526838
2690,"Gambia, The",GMB,2044,0.0581930696526838
2691,"Gambia, The",GMB,2045,0.0581930696526838
2692,"Gambia, The",GMB,2046,0.0581930696526838
