,Nation,iso_code3,Year,fuelefficiency_trns_rail_passenger_diesel_km_per_litre
1922,Euro area,EMU,2041,3.2
1923,Euro area,EMU,2042,3.2
1924,Euro area,EMU,2043,3.2
1925,Euro area,EMU,2044,3.2
1926,Euro area,EMU,2045,3.2
1927,Euro area,EMU,2046,3.2
1928,Euro area,EMU,2047,3.2
1929,Euro area,EMU,2048,3.2
1930,Euro area,EMU,2049,3.2
1931,Euro area,EMU,2050,3.2
1932,Eritrea,ERI,2023,3.2
1933,Eritrea,ERI,2024,3.2
1934,Eritrea,ERI,2025,3.2
1935,Eritrea,ERI,2026,3.2
1936,Eritrea,ERI,2027,3.2
1937,Eritrea,ERI,2028,3.2
1938,Eritrea,ERI,2029,3.2
1939,Eritrea,ERI,2030,3.2
1940,Eritrea,ERI,2031,3.2
1941,Eritrea,ERI,2032,3.2
1942,Eritrea,ERI,2033,3.2
1943,Eritrea,ERI,2034,3.2
1944,Eritrea,ERI,2035,3.2
1945,Eritrea,ERI,2036,3.2
1946,Eritrea,ERI,2037,3.2
1947,Eritrea,ERI,2038,3.2
1948,Eritrea,ERI,2039,3.2
1949,Eritrea,ERI,2040,3.2
1950,Eritrea,ERI,2041,3.2
1951,Eritrea,ERI,2042,3.2
1952,Eritrea,ERI,2043,3.2
1953,Eritrea,ERI,2044,3.2
1954,Eritrea,ERI,2045,3.2
1955,Eritrea,ERI,2046,3.2
1956,Eritrea,ERI,2047,3.2
1957,Eritrea,ERI,2048,3.2
1958,Eritrea,ERI,2049,3.2
1959,Eritrea,ERI,2050,3.2
1960,Spain,ESP,2023,3.2
1961,Spain,ESP,2024,3.2
1962,Spain,ESP,2025,3.2
1963,Spain,ESP,2026,3.2
1964,Spain,ESP,2027,3.2
1965,Spain,ESP,2028,3.2
1966,Spain,ESP,2029,3.2
1967,Spain,ESP,2030,3.2
1968,Spain,ESP,2031,3.2
1969,Spain,ESP,2032,3.2
1970,Spain,ESP,2033,3.2
1971,Spain,ESP,2034,3.2
1972,Spain,ESP,2035,3.2
1973,Spain,ESP,2036,3.2
1974,Spain,ESP,2037,3.2
1975,Spain,ESP,2038,3.2
1976,Spain,ESP,2039,3.2
1977,Spain,ESP,2040,3.2
1978,Spain,ESP,2041,3.2
1979,Spain,ESP,2042,3.2
1980,Spain,ESP,2043,3.2
1981,Spain,ESP,2044,3.2
1982,Spain,ESP,2045,3.2
1983,Spain,ESP,2046,3.2
1984,Spain,ESP,2047,3.2
1985,Spain,ESP,2048,3.2
1986,Spain,ESP,2049,3.2
1987,Spain,ESP,2050,3.2
1988,Estonia,EST,2023,3.2
1989,Estonia,EST,2024,3.2
1990,Estonia,EST,2025,3.2
1991,Estonia,EST,2026,3.2
1992,Estonia,EST,2027,3.2
1993,Estonia,EST,2028,3.2
1994,Estonia,EST,2029,3.2
1995,Estonia,EST,2030,3.2
1996,Estonia,EST,2031,3.2
1997,Estonia,EST,2032,3.2
1998,Estonia,EST,2033,3.2
1999,Estonia,EST,2034,3.2
2000,Estonia,EST,2035,3.2
2001,Estonia,EST,2036,3.2
2002,Estonia,EST,2037,3.2
2003,Estonia,EST,2038,3.2
2004,Estonia,EST,2039,3.2
2005,Estonia,EST,2040,3.2
2006,Estonia,EST,2041,3.2
2007,Estonia,EST,2042,3.2
2008,Estonia,EST,2043,3.2
2009,Estonia,EST,2044,3.2
2010,Estonia,EST,2045,3.2
2011,Estonia,EST,2046,3.2
2012,Estonia,EST,2047,3.2
2013,Estonia,EST,2048,3.2
2014,Estonia,EST,2049,3.2
2015,Estonia,EST,2050,3.2
2016,Ethiopia,ETH,2023,3.2
2017,Ethiopia,ETH,2024,3.2
2018,Ethiopia,ETH,2025,3.2
2019,Ethiopia,ETH,2026,3.2
2020,Ethiopia,ETH,2027,3.2
2021,Ethiopia,ETH,2028,3.2
2022,Ethiopia,ETH,2029,3.2
2023,Ethiopia,ETH,2030,3.2
2024,Ethiopia,ETH,2031,3.2
2025,Ethiopia,ETH,2032,3.2
2026,Ethiopia,ETH,2033,3.2
2027,Ethiopia,ETH,2034,3.2
2028,Ethiopia,ETH,2035,3.2
2029,Ethiopia,ETH,2036,3.2
2030,Ethiopia,ETH,2037,3.2
2031,Ethiopia,ETH,2038,3.2
2032,Ethiopia,ETH,2039,3.2
2033,Ethiopia,ETH,2040,3.2
2034,Ethiopia,ETH,2041,3.2
2035,Ethiopia,ETH,2042,3.2
2036,Ethiopia,ETH,2043,3.2
2037,Ethiopia,ETH,2044,3.2
2038,Ethiopia,ETH,2045,3.2
2039,Ethiopia,ETH,2046,3.2
2040,Ethiopia,ETH,2047,3.2
2041,Ethiopia,ETH,2048,3.2
2042,Ethiopia,ETH,2049,3.2
2043,Ethiopia,ETH,2050,3.2
2044,European Union,EUU,2023,3.2
2045,European Union,EUU,2024,3.2
2046,European Union,EUU,2025,3.2
2047,European Union,EUU,2026,3.2
2048,European Union,EUU,2027,3.2
2049,European Union,EUU,2028,3.2
2050,European Union,EUU,2029,3.2
2051,European Union,EUU,2030,3.2
2052,European Union,EUU,2031,3.2
2053,European Union,EUU,2032,3.2
2054,European Union,EUU,2033,3.2
2055,European Union,EUU,2034,3.2
2056,European Union,EUU,2035,3.2
2057,European Union,EUU,2036,3.2
2058,European Union,EUU,2037,3.2
2059,European Union,EUU,2038,3.2
2060,European Union,EUU,2039,3.2
2061,European Union,EUU,2040,3.2
2062,European Union,EUU,2041,3.2
2063,European Union,EUU,2042,3.2
2064,European Union,EUU,2043,3.2
2065,European Union,EUU,2044,3.2
2066,European Union,EUU,2045,3.2
2067,European Union,EUU,2046,3.2
2068,European Union,EUU,2047,3.2
2069,European Union,EUU,2048,3.2
2070,European Union,EUU,2049,3.2
2071,European Union,EUU,2050,3.2
2072,Fragile and conflict affected situations,FCS,2023,3.2
2073,Fragile and conflict affected situations,FCS,2024,3.2
2074,Fragile and conflict affected situations,FCS,2025,3.2
2075,Fragile and conflict affected situations,FCS,2026,3.2
2076,Fragile and conflict affected situations,FCS,2027,3.2
2077,Fragile and conflict affected situations,FCS,2028,3.2
2078,Fragile and conflict affected situations,FCS,2029,3.2
2079,Fragile and conflict affected situations,FCS,2030,3.2
2080,Fragile and conflict affected situations,FCS,2031,3.2
2081,Fragile and conflict affected situations,FCS,2032,3.2
2082,Fragile and conflict affected situations,FCS,2033,3.2
2083,Fragile and conflict affected situations,FCS,2034,3.2
2084,Fragile and conflict affected situations,FCS,2035,3.2
2085,Fragile and conflict affected situations,FCS,2036,3.2
2086,Fragile and conflict affected situations,FCS,2037,3.2
2087,Fragile and conflict affected situations,FCS,2038,3.2
2088,Fragile and conflict affected situations,FCS,2039,3.2
2089,Fragile and conflict affected situations,FCS,2040,3.2
2090,Fragile and conflict affected situations,FCS,2041,3.2
2091,Fragile and conflict affected situations,FCS,2042,3.2
2092,Fragile and conflict affected situations,FCS,2043,3.2
2093,Fragile and conflict affected situations,FCS,2044,3.2
2094,Fragile and conflict affected situations,FCS,2045,3.2
2095,Fragile and conflict affected situations,FCS,2046,3.2
2096,Fragile and conflict affected situations,FCS,2047,3.2
2097,Fragile and conflict affected situations,FCS,2048,3.2
2098,Fragile and conflict affected situations,FCS,2049,3.2
2099,Fragile and conflict affected situations,FCS,2050,3.2
2100,Finland,FIN,2023,3.2
2101,Finland,FIN,2024,3.2
2102,Finland,FIN,2025,3.2
2103,Finland,FIN,2026,3.2
2104,Finland,FIN,2027,3.2
2105,Finland,FIN,2028,3.2
2106,Finland,FIN,2029,3.2
2107,Finland,FIN,2030,3.2
2108,Finland,FIN,2031,3.2
2109,Finland,FIN,2032,3.2
2110,Finland,FIN,2033,3.2
2111,Finland,FIN,2034,3.2
2112,Finland,FIN,2035,3.2
2113,Finland,FIN,2036,3.2
2114,Finland,FIN,2037,3.2
2115,Finland,FIN,2038,3.2
2116,Finland,FIN,2039,3.2
2117,Finland,FIN,2040,3.2
2118,Finland,FIN,2041,3.2
2119,Finland,FIN,2042,3.2
2120,Finland,FIN,2043,3.2
2121,Finland,FIN,2044,3.2
2122,Finland,FIN,2045,3.2
2123,Finland,FIN,2046,3.2
2124,Finland,FIN,2047,3.2
2125,Finland,FIN,2048,3.2
2126,Finland,FIN,2049,3.2
2127,Finland,FIN,2050,3.2
2128,Fiji,FJI,2023,3.2
2129,Fiji,FJI,2024,3.2
2130,Fiji,FJI,2025,3.2
2131,Fiji,FJI,2026,3.2
2132,Fiji,FJI,2027,3.2
2133,Fiji,FJI,2028,3.2
2134,Fiji,FJI,2029,3.2
2135,Fiji,FJI,2030,3.2
2136,Fiji,FJI,2031,3.2
2137,Fiji,FJI,2032,3.2
2138,Fiji,FJI,2033,3.2
2139,Fiji,FJI,2034,3.2
2140,Fiji,FJI,2035,3.2
2141,Fiji,FJI,2036,3.2
2142,Fiji,FJI,2037,3.2
2143,Fiji,FJI,2038,3.2
2144,Fiji,FJI,2039,3.2
2145,Fiji,FJI,2040,3.2
2146,Fiji,FJI,2041,3.2
2147,Fiji,FJI,2042,3.2
2148,Fiji,FJI,2043,3.2
2149,Fiji,FJI,2044,3.2
2150,Fiji,FJI,2045,3.2
2151,Fiji,FJI,2046,3.2
2152,Fiji,FJI,2047,3.2
2153,Fiji,FJI,2048,3.2
2154,Fiji,FJI,2049,3.2
2155,Fiji,FJI,2050,3.2
2156,France,FRA,2023,3.2
2157,France,FRA,2024,3.2
2158,France,FRA,2025,3.2
2159,France,FRA,2026,3.2
2160,France,FRA,2027,3.2
2161,France,FRA,2028,3.2
2162,France,FRA,2029,3.2
2163,France,FRA,2030,3.2
2164,France,FRA,2031,3.2
2165,France,FRA,2032,3.2
2166,France,FRA,2033,3.2
2167,France,FRA,2034,3.2
2168,France,FRA,2035,3.2
2169,France,FRA,2036,3.2
2170,France,FRA,2037,3.2
2171,France,FRA,2038,3.2
2172,France,FRA,2039,3.2
2173,France,FRA,2040,3.2
2174,France,FRA,2041,3.2
2175,France,FRA,2042,3.2
2176,France,FRA,2043,3.2
2177,France,FRA,2044,3.2
2178,France,FRA,2045,3.2
2179,France,FRA,2046,3.2
2180,France,FRA,2047,3.2
2181,France,FRA,2048,3.2
2182,France,FRA,2049,3.2
2183,France,FRA,2050,3.2
2184,Faroe Islands,FRO,2023,3.2
2185,Faroe Islands,FRO,2024,3.2
2186,Faroe Islands,FRO,2025,3.2
2187,Faroe Islands,FRO,2026,3.2
2188,Faroe Islands,FRO,2027,3.2
2189,Faroe Islands,FRO,2028,3.2
2190,Faroe Islands,FRO,2029,3.2
2191,Faroe Islands,FRO,2030,3.2
2192,Faroe Islands,FRO,2031,3.2
2193,Faroe Islands,FRO,2032,3.2
2194,Faroe Islands,FRO,2033,3.2
2195,Faroe Islands,FRO,2034,3.2
2196,Faroe Islands,FRO,2035,3.2
2197,Faroe Islands,FRO,2036,3.2
2198,Faroe Islands,FRO,2037,3.2
2199,Faroe Islands,FRO,2038,3.2
2200,Faroe Islands,FRO,2039,3.2
2201,Faroe Islands,FRO,2040,3.2
2202,Faroe Islands,FRO,2041,3.2
2203,Faroe Islands,FRO,2042,3.2
2204,Faroe Islands,FRO,2043,3.2
2205,Faroe Islands,FRO,2044,3.2
2206,Faroe Islands,FRO,2045,3.2
2207,Faroe Islands,FRO,2046,3.2
2208,Faroe Islands,FRO,2047,3.2
2209,Faroe Islands,FRO,2048,3.2
2210,Faroe Islands,FRO,2049,3.2
2211,Faroe Islands,FRO,2050,3.2
2212,"Micronesia, Fed. Sts.",FSM,2023,3.2
2213,"Micronesia, Fed. Sts.",FSM,2024,3.2
2214,"Micronesia, Fed. Sts.",FSM,2025,3.2
2215,"Micronesia, Fed. Sts.",FSM,2026,3.2
2216,"Micronesia, Fed. Sts.",FSM,2027,3.2
2217,"Micronesia, Fed. Sts.",FSM,2028,3.2
2218,"Micronesia, Fed. Sts.",FSM,2029,3.2
2219,"Micronesia, Fed. Sts.",FSM,2030,3.2
2220,"Micronesia, Fed. Sts.",FSM,2031,3.2
2221,"Micronesia, Fed. Sts.",FSM,2032,3.2
2222,"Micronesia, Fed. Sts.",FSM,2033,3.2
2223,"Micronesia, Fed. Sts.",FSM,2034,3.2
2224,"Micronesia, Fed. Sts.",FSM,2035,3.2
2225,"Micronesia, Fed. Sts.",FSM,2036,3.2
2226,"Micronesia, Fed. Sts.",FSM,2037,3.2
2227,"Micronesia, Fed. Sts.",FSM,2038,3.2
2228,"Micronesia, Fed. Sts.",FSM,2039,3.2
2229,"Micronesia, Fed. Sts.",FSM,2040,3.2
2230,"Micronesia, Fed. Sts.",FSM,2041,3.2
2231,"Micronesia, Fed. Sts.",FSM,2042,3.2
2232,"Micronesia, Fed. Sts.",FSM,2043,3.2
2233,"Micronesia, Fed. Sts.",FSM,2044,3.2
2234,"Micronesia, Fed. Sts.",FSM,2045,3.2
2235,"Micronesia, Fed. Sts.",FSM,2046,3.2
2236,"Micronesia, Fed. Sts.",FSM,2047,3.2
2237,"Micronesia, Fed. Sts.",FSM,2048,3.2
2238,"Micronesia, Fed. Sts.",FSM,2049,3.2
2239,"Micronesia, Fed. Sts.",FSM,2050,3.2
2240,Gabon,GAB,2023,3.2
2241,Gabon,GAB,2024,3.2
2242,Gabon,GAB,2025,3.2
2243,Gabon,GAB,2026,3.2
2244,Gabon,GAB,2027,3.2
2245,Gabon,GAB,2028,3.2
2246,Gabon,GAB,2029,3.2
2247,Gabon,GAB,2030,3.2
2248,Gabon,GAB,2031,3.2
2249,Gabon,GAB,2032,3.2
2250,Gabon,GAB,2033,3.2
2251,Gabon,GAB,2034,3.2
2252,Gabon,GAB,2035,3.2
2253,Gabon,GAB,2036,3.2
2254,Gabon,GAB,2037,3.2
2255,Gabon,GAB,2038,3.2
2256,Gabon,GAB,2039,3.2
2257,Gabon,GAB,2040,3.2
2258,Gabon,GAB,2041,3.2
2259,Gabon,GAB,2042,3.2
2260,Gabon,GAB,2043,3.2
2261,Gabon,GAB,2044,3.2
2262,Gabon,GAB,2045,3.2
2263,Gabon,GAB,2046,3.2
2264,Gabon,GAB,2047,3.2
2265,Gabon,GAB,2048,3.2
2266,Gabon,GAB,2049,3.2
2267,Gabon,GAB,2050,3.2
2268,United Kingdom,GBR,2023,3.2
2269,United Kingdom,GBR,2024,3.2
2270,United Kingdom,GBR,2025,3.2
2271,United Kingdom,GBR,2026,3.2
2272,United Kingdom,GBR,2027,3.2
2273,United Kingdom,GBR,2028,3.2
2274,United Kingdom,GBR,2029,3.2
2275,United Kingdom,GBR,2030,3.2
2276,United Kingdom,GBR,2031,3.2
2277,United Kingdom,GBR,2032,3.2
2278,United Kingdom,GBR,2033,3.2
2279,United Kingdom,GBR,2034,3.2
2280,United Kingdom,GBR,2035,3.2
2281,United Kingdom,GBR,2036,3.2
2282,United Kingdom,GBR,2037,3.2
2283,United Kingdom,GBR,2038,3.2
2284,United Kingdom,GBR,2039,3.2
2285,United Kingdom,GBR,2040,3.2
2286,United Kingdom,GBR,2041,3.2
2287,United Kingdom,GBR,2042,3.2
2288,United Kingdom,GBR,2043,3.2
2289,United Kingdom,GBR,2044,3.2
2290,United Kingdom,GBR,2045,3.2
2291,United Kingdom,GBR,2046,3.2
2292,United Kingdom,GBR,2047,3.2
2293,United Kingdom,GBR,2048,3.2
2294,United Kingdom,GBR,2049,3.2
2295,United Kingdom,GBR,2050,3.2
2296,Georgia,GEO,2023,3.2
2297,Georgia,GEO,2024,3.2
2298,Georgia,GEO,2025,3.2
2299,Georgia,GEO,2026,3.2
2300,Georgia,GEO,2027,3.2
2301,Georgia,GEO,2028,3.2
2302,Georgia,GEO,2029,3.2
2303,Georgia,GEO,2030,3.2
2304,Georgia,GEO,2031,3.2
2305,Georgia,GEO,2032,3.2
2306,Georgia,GEO,2033,3.2
2307,Georgia,GEO,2034,3.2
2308,Georgia,GEO,2035,3.2
2309,Georgia,GEO,2036,3.2
2310,Georgia,GEO,2037,3.2
2311,Georgia,GEO,2038,3.2
2312,Georgia,GEO,2039,3.2
2313,Georgia,GEO,2040,3.2
2314,Georgia,GEO,2041,3.2
2315,Georgia,GEO,2042,3.2
2316,Georgia,GEO,2043,3.2
2317,Georgia,GEO,2044,3.2
2318,Georgia,GEO,2045,3.2
2319,Georgia,GEO,2046,3.2
2320,Georgia,GEO,2047,3.2
2321,Georgia,GEO,2048,3.2
2322,Georgia,GEO,2049,3.2
2323,Georgia,GEO,2050,3.2
2324,Ghana,GHA,2023,3.2
2325,Ghana,GHA,2024,3.2
2326,Ghana,GHA,2025,3.2
2327,Ghana,GHA,2026,3.2
2328,Ghana,GHA,2027,3.2
2329,Ghana,GHA,2028,3.2
2330,Ghana,GHA,2029,3.2
2331,Ghana,GHA,2030,3.2
2332,Ghana,GHA,2031,3.2
2333,Ghana,GHA,2032,3.2
2334,Ghana,GHA,2033,3.2
2335,Ghana,GHA,2034,3.2
2336,Ghana,GHA,2035,3.2
2337,Ghana,GHA,2036,3.2
2338,Ghana,GHA,2037,3.2
2339,Ghana,GHA,2038,3.2
2340,Ghana,GHA,2039,3.2
2341,Ghana,GHA,2040,3.2
2342,Ghana,GHA,2041,3.2
2343,Ghana,GHA,2042,3.2
2344,Ghana,GHA,2043,3.2
2345,Ghana,GHA,2044,3.2
2346,Ghana,GHA,2045,3.2
2347,Ghana,GHA,2046,3.2
2348,Ghana,GHA,2047,3.2
2349,Ghana,GHA,2048,3.2
2350,Ghana,GHA,2049,3.2
2351,Ghana,GHA,2050,3.2
2352,Gibraltar,GIB,2023,3.2
2353,Gibraltar,GIB,2024,3.2
2354,Gibraltar,GIB,2025,3.2
2355,Gibraltar,GIB,2026,3.2
2356,Gibraltar,GIB,2027,3.2
2357,Gibraltar,GIB,2028,3.2
2358,Gibraltar,GIB,2029,3.2
2359,Gibraltar,GIB,2030,3.2
2360,Gibraltar,GIB,2031,3.2
2361,Gibraltar,GIB,2032,3.2
2362,Gibraltar,GIB,2033,3.2
2363,Gibraltar,GIB,2034,3.2
2364,Gibraltar,GIB,2035,3.2
2365,Gibraltar,GIB,2036,3.2
2366,Gibraltar,GIB,2037,3.2
2367,Gibraltar,GIB,2038,3.2
2368,Gibraltar,GIB,2039,3.2
2369,Gibraltar,GIB,2040,3.2
2370,Gibraltar,GIB,2041,3.2
2371,Gibraltar,GIB,2042,3.2
2372,Gibraltar,GIB,2043,3.2
2373,Gibraltar,GIB,2044,3.2
2374,Gibraltar,GIB,2045,3.2
2375,Gibraltar,GIB,2046,3.2
2376,Gibraltar,GIB,2047,3.2
2377,Gibraltar,GIB,2048,3.2
2378,Gibraltar,GIB,2049,3.2
2379,Gibraltar,GIB,2050,3.2
2380,Guinea,GIN,2023,3.2
2381,Guinea,GIN,2024,3.2
2382,Guinea,GIN,2025,3.2
2383,Guinea,GIN,2026,3.2
2384,Guinea,GIN,2027,3.2
2385,Guinea,GIN,2028,3.2
2386,Guinea,GIN,2029,3.2
2387,Guinea,GIN,2030,3.2
2388,Guinea,GIN,2031,3.2
2389,Guinea,GIN,2032,3.2
2390,Guinea,GIN,2033,3.2
2391,Guinea,GIN,2034,3.2
2392,Guinea,GIN,2035,3.2
2393,Guinea,GIN,2036,3.2
2394,Guinea,GIN,2037,3.2
2395,Guinea,GIN,2038,3.2
2396,Guinea,GIN,2039,3.2
2397,Guinea,GIN,2040,3.2
2398,Guinea,GIN,2041,3.2
2399,Guinea,GIN,2042,3.2
2400,Guinea,GIN,2043,3.2
2401,Guinea,GIN,2044,3.2
2402,Guinea,GIN,2045,3.2
2403,Guinea,GIN,2046,3.2
2404,Guinea,GIN,2047,3.2
2405,Guinea,GIN,2048,3.2
2406,Guinea,GIN,2049,3.2
2407,Guinea,GIN,2050,3.2
2408,"Gambia, The",GMB,2023,3.2
2409,"Gambia, The",GMB,2024,3.2
2410,"Gambia, The",GMB,2025,3.2
2411,"Gambia, The",GMB,2026,3.2
2412,"Gambia, The",GMB,2027,3.2
2413,"Gambia, The",GMB,2028,3.2
2414,"Gambia, The",GMB,2029,3.2
2415,"Gambia, The",GMB,2030,3.2
2416,"Gambia, The",GMB,2031,3.2
2417,"Gambia, The",GMB,2032,3.2
2418,"Gambia, The",GMB,2033,3.2
2419,"Gambia, The",GMB,2034,3.2
2420,"Gambia, The",GMB,2035,3.2
2421,"Gambia, The",GMB,2036,3.2
2422,"Gambia, The",GMB,2037,3.2
2423,"Gambia, The",GMB,2038,3.2
2424,"Gambia, The",GMB,2039,3.2
2425,"Gambia, The",GMB,2040,3.2
2426,"Gambia, The",GMB,2041,3.2
2427,"Gambia, The",GMB,2042,3.2
2428,"Gambia, The",GMB,2043,3.2
2429,"Gambia, The",GMB,2044,3.2
2430,"Gambia, The",GMB,2045,3.2
2431,"Gambia, The",GMB,2046,3.2
2432,"Gambia, The",GMB,2047,3.2
2433,"Gambia, The",GMB,2048,3.2
2434,"Gambia, The",GMB,2049,3.2
2435,"Gambia, The",GMB,2050,3.2
2436,Guinea-Bissau,GNB,2023,3.2
2437,Guinea-Bissau,GNB,2024,3.2
2438,Guinea-Bissau,GNB,2025,3.2
2439,Guinea-Bissau,GNB,2026,3.2
2440,Guinea-Bissau,GNB,2027,3.2
2441,Guinea-Bissau,GNB,2028,3.2
2442,Guinea-Bissau,GNB,2029,3.2
2443,Guinea-Bissau,GNB,2030,3.2
2444,Guinea-Bissau,GNB,2031,3.2
2445,Guinea-Bissau,GNB,2032,3.2
2446,Guinea-Bissau,GNB,2033,3.2
2447,Guinea-Bissau,GNB,2034,3.2
2448,Guinea-Bissau,GNB,2035,3.2
2449,Guinea-Bissau,GNB,2036,3.2
2450,Guinea-Bissau,GNB,2037,3.2
2451,Guinea-Bissau,GNB,2038,3.2
2452,Guinea-Bissau,GNB,2039,3.2
2453,Guinea-Bissau,GNB,2040,3.2
2454,Guinea-Bissau,GNB,2041,3.2
2455,Guinea-Bissau,GNB,2042,3.2
2456,Guinea-Bissau,GNB,2043,3.2
2457,Guinea-Bissau,GNB,2044,3.2
2458,Guinea-Bissau,GNB,2045,3.2
2459,Guinea-Bissau,GNB,2046,3.2
2460,Guinea-Bissau,GNB,2047,3.2
2461,Guinea-Bissau,GNB,2048,3.2
2462,Guinea-Bissau,GNB,2049,3.2
2463,Guinea-Bissau,GNB,2050,3.2
2464,Equatorial Guinea,GNQ,2023,3.2
2465,Equatorial Guinea,GNQ,2024,3.2
2466,Equatorial Guinea,GNQ,2025,3.2
2467,Equatorial Guinea,GNQ,2026,3.2
2468,Equatorial Guinea,GNQ,2027,3.2
2469,Equatorial Guinea,GNQ,2028,3.2
2470,Equatorial Guinea,GNQ,2029,3.2
2471,Equatorial Guinea,GNQ,2030,3.2
2472,Equatorial Guinea,GNQ,2031,3.2
2473,Equatorial Guinea,GNQ,2032,3.2
2474,Equatorial Guinea,GNQ,2033,3.2
2475,Equatorial Guinea,GNQ,2034,3.2
2476,Equatorial Guinea,GNQ,2035,3.2
2477,Equatorial Guinea,GNQ,2036,3.2
2478,Equatorial Guinea,GNQ,2037,3.2
2479,Equatorial Guinea,GNQ,2038,3.2
2480,Equatorial Guinea,GNQ,2039,3.2
2481,Equatorial Guinea,GNQ,2040,3.2
2482,Equatorial Guinea,GNQ,2041,3.2
2483,Equatorial Guinea,GNQ,2042,3.2
2484,Equatorial Guinea,GNQ,2043,3.2
2485,Equatorial Guinea,GNQ,2044,3.2
2486,Equatorial Guinea,GNQ,2045,3.2
2487,Equatorial Guinea,GNQ,2046,3.2
2488,Equatorial Guinea,GNQ,2047,3.2
2489,Equatorial Guinea,GNQ,2048,3.2
2490,Equatorial Guinea,GNQ,2049,3.2
2491,Equatorial Guinea,GNQ,2050,3.2
2492,Greece,GRC,2023,3.2
2493,Greece,GRC,2024,3.2
2494,Greece,GRC,2025,3.2
2495,Greece,GRC,2026,3.2
2496,Greece,GRC,2027,3.2
2497,Greece,GRC,2028,3.2
2498,Greece,GRC,2029,3.2
2499,Greece,GRC,2030,3.2
2500,Greece,GRC,2031,3.2
2501,Greece,GRC,2032,3.2
2502,Greece,GRC,2033,3.2
2503,Greece,GRC,2034,3.2
2504,Greece,GRC,2035,3.2
2505,Greece,GRC,2036,3.2
2506,Greece,GRC,2037,3.2
2507,Greece,GRC,2038,3.2
2508,Greece,GRC,2039,3.2
2509,Greece,GRC,2040,3.2
2510,Greece,GRC,2041,3.2
2511,Greece,GRC,2042,3.2
2512,Greece,GRC,2043,3.2
2513,Greece,GRC,2044,3.2
2514,Greece,GRC,2045,3.2
2515,Greece,GRC,2046,3.2
2516,Greece,GRC,2047,3.2
2517,Greece,GRC,2048,3.2
2518,Greece,GRC,2049,3.2
2519,Greece,GRC,2050,3.2
2520,Grenada,GRD,2023,3.2
2521,Grenada,GRD,2024,3.2
2522,Grenada,GRD,2025,3.2
2523,Grenada,GRD,2026,3.2
2524,Grenada,GRD,2027,3.2
2525,Grenada,GRD,2028,3.2
2526,Grenada,GRD,2029,3.2
2527,Grenada,GRD,2030,3.2
2528,Grenada,GRD,2031,3.2
2529,Grenada,GRD,2032,3.2
2530,Grenada,GRD,2033,3.2
2531,Grenada,GRD,2034,3.2
2532,Grenada,GRD,2035,3.2
2533,Grenada,GRD,2036,3.2
2534,Grenada,GRD,2037,3.2
2535,Grenada,GRD,2038,3.2
2536,Grenada,GRD,2039,3.2
2537,Grenada,GRD,2040,3.2
2538,Grenada,GRD,2041,3.2
2539,Grenada,GRD,2042,3.2
2540,Grenada,GRD,2043,3.2
2541,Grenada,GRD,2044,3.2
2542,Grenada,GRD,2045,3.2
2543,Grenada,GRD,2046,3.2
2544,Grenada,GRD,2047,3.2
2545,Grenada,GRD,2048,3.2
2546,Grenada,GRD,2049,3.2
2547,Grenada,GRD,2050,3.2
2548,Greenland,GRL,2023,3.2
2549,Greenland,GRL,2024,3.2
2550,Greenland,GRL,2025,3.2
2551,Greenland,GRL,2026,3.2
2552,Greenland,GRL,2027,3.2
2553,Greenland,GRL,2028,3.2
2554,Greenland,GRL,2029,3.2
2555,Greenland,GRL,2030,3.2
2556,Greenland,GRL,2031,3.2
2557,Greenland,GRL,2032,3.2
2558,Greenland,GRL,2033,3.2
2559,Greenland,GRL,2034,3.2
2560,Greenland,GRL,2035,3.2
2561,Greenland,GRL,2036,3.2
2562,Greenland,GRL,2037,3.2
2563,Greenland,GRL,2038,3.2
2564,Greenland,GRL,2039,3.2
2565,Greenland,GRL,2040,3.2
2566,Greenland,GRL,2041,3.2
2567,Greenland,GRL,2042,3.2
2568,Greenland,GRL,2043,3.2
2569,Greenland,GRL,2044,3.2
2570,Greenland,GRL,2045,3.2
2571,Greenland,GRL,2046,3.2
2572,Greenland,GRL,2047,3.2
2573,Greenland,GRL,2048,3.2
2574,Greenland,GRL,2049,3.2
2575,Greenland,GRL,2050,3.2
2576,Guatemala,GTM,2023,3.2
2577,Guatemala,GTM,2024,3.2
2578,Guatemala,GTM,2025,3.2
2579,Guatemala,GTM,2026,3.2
2580,Guatemala,GTM,2027,3.2
2581,Guatemala,GTM,2028,3.2
2582,Guatemala,GTM,2029,3.2
2583,Guatemala,GTM,2030,3.2
2584,Guatemala,GTM,2031,3.2
2585,Guatemala,GTM,2032,3.2
2586,Guatemala,GTM,2033,3.2
2587,Guatemala,GTM,2034,3.2
2588,Guatemala,GTM,2035,3.2
2589,Guatemala,GTM,2036,3.2
2590,Guatemala,GTM,2037,3.2
2591,Guatemala,GTM,2038,3.2
2592,Guatemala,GTM,2039,3.2
2593,Guatemala,GTM,2040,3.2
2594,Guatemala,GTM,2041,3.2
2595,Guatemala,GTM,2042,3.2
2596,Guatemala,GTM,2043,3.2
2597,Guatemala,GTM,2044,3.2
2598,Guatemala,GTM,2045,3.2
2599,Guatemala,GTM,2046,3.2
2600,Guatemala,GTM,2047,3.2
2601,Guatemala,GTM,2048,3.2
2602,Guatemala,GTM,2049,3.2
