,Nation,iso_code3,Year,fuelefficiency_trns_rail_freight_natural_gas_km_per_litre
1406,Cuba,CUB,2029,3.76647834275
1407,Cuba,CUB,2030,3.76647834275
1408,Cuba,CUB,2031,3.76647834275
1409,Cuba,CUB,2032,3.76647834275
1410,Cuba,CUB,2033,3.76647834275
1411,Cuba,CUB,2034,3.76647834275
1412,Cuba,CUB,2035,3.76647834275
1413,Cuba,CUB,2036,3.76647834275
1414,Cuba,CUB,2037,3.76647834275
1415,Cuba,CUB,2038,3.76647834275
1416,Cuba,CUB,2039,3.76647834275
1417,Cuba,CUB,2040,3.76647834275
1418,Cuba,CUB,2041,3.76647834275
1419,Cuba,CUB,2042,3.76647834275
1420,Cuba,CUB,2043,3.76647834275
1421,Cuba,CUB,2044,3.76647834275
1422,Cuba,CUB,2045,3.76647834275
1423,Cuba,CUB,2046,3.76647834275
1424,Cuba,CUB,2047,3.76647834275
1425,Cuba,CUB,2048,3.76647834275
1426,Cuba,CUB,2049,3.76647834275
1427,Cuba,CUB,2050,3.76647834275
1428,Curacao,CUW,2023,3.76647834275
1429,Curacao,CUW,2024,3.76647834275
1430,Curacao,CUW,2025,3.76647834275
1431,Curacao,CUW,2026,3.76647834275
1432,Curacao,CUW,2027,3.76647834275
1433,Curacao,CUW,2028,3.76647834275
1434,Curacao,CUW,2029,3.76647834275
1435,Curacao,CUW,2030,3.76647834275
1436,Curacao,CUW,2031,3.76647834275
1437,Curacao,CUW,2032,3.76647834275
1438,Curacao,CUW,2033,3.76647834275
1439,Curacao,CUW,2034,3.76647834275
1440,Curacao,CUW,2035,3.76647834275
1441,Curacao,CUW,2036,3.76647834275
1442,Curacao,CUW,2037,3.76647834275
1443,Curacao,CUW,2038,3.76647834275
1444,Curacao,CUW,2039,3.76647834275
1445,Curacao,CUW,2040,3.76647834275
1446,Curacao,CUW,2041,3.76647834275
1447,Curacao,CUW,2042,3.76647834275
1448,Curacao,CUW,2043,3.76647834275
1449,Curacao,CUW,2044,3.76647834275
1450,Curacao,CUW,2045,3.76647834275
1451,Curacao,CUW,2046,3.76647834275
1452,Curacao,CUW,2047,3.76647834275
1453,Curacao,CUW,2048,3.76647834275
1454,Curacao,CUW,2049,3.76647834275
1455,Curacao,CUW,2050,3.76647834275
1456,Cayman Islands,CYM,2023,3.76647834275
1457,Cayman Islands,CYM,2024,3.76647834275
1458,Cayman Islands,CYM,2025,3.76647834275
1459,Cayman Islands,CYM,2026,3.76647834275
1460,Cayman Islands,CYM,2027,3.76647834275
1461,Cayman Islands,CYM,2028,3.76647834275
1462,Cayman Islands,CYM,2029,3.76647834275
1463,Cayman Islands,CYM,2030,3.76647834275
1464,Cayman Islands,CYM,2031,3.76647834275
1465,Cayman Islands,CYM,2032,3.76647834275
1466,Cayman Islands,CYM,2033,3.76647834275
1467,Cayman Islands,CYM,2034,3.76647834275
1468,Cayman Islands,CYM,2035,3.76647834275
1469,Cayman Islands,CYM,2036,3.76647834275
1470,Cayman Islands,CYM,2037,3.76647834275
1471,Cayman Islands,CYM,2038,3.76647834275
1472,Cayman Islands,CYM,2039,3.76647834275
1473,Cayman Islands,CYM,2040,3.76647834275
1474,Cayman Islands,CYM,2041,3.76647834275
1475,Cayman Islands,CYM,2042,3.76647834275
1476,Cayman Islands,CYM,2043,3.76647834275
1477,Cayman Islands,CYM,2044,3.76647834275
1478,Cayman Islands,CYM,2045,3.76647834275
1479,Cayman Islands,CYM,2046,3.76647834275
1480,Cayman Islands,CYM,2047,3.76647834275
1481,Cayman Islands,CYM,2048,3.76647834275
1482,Cayman Islands,CYM,2049,3.76647834275
1483,Cayman Islands,CYM,2050,3.76647834275
1484,Cyprus,CYP,2023,3.76647834275
1485,Cyprus,CYP,2024,3.76647834275
1486,Cyprus,CYP,2025,3.76647834275
1487,Cyprus,CYP,2026,3.76647834275
1488,Cyprus,CYP,2027,3.76647834275
1489,Cyprus,CYP,2028,3.76647834275
1490,Cyprus,CYP,2029,3.76647834275
1491,Cyprus,CYP,2030,3.76647834275
1492,Cyprus,CYP,2031,3.76647834275
1493,Cyprus,CYP,2032,3.76647834275
1494,Cyprus,CYP,2033,3.76647834275
1495,Cyprus,CYP,2034,3.76647834275
1496,Cyprus,CYP,2035,3.76647834275
1497,Cyprus,CYP,2036,3.76647834275
1498,Cyprus,CYP,2037,3.76647834275
1499,Cyprus,CYP,2038,3.76647834275
1500,Cyprus,CYP,2039,3.76647834275
1501,Cyprus,CYP,2040,3.76647834275
1502,Cyprus,CYP,2041,3.76647834275
1503,Cyprus,CYP,2042,3.76647834275
1504,Cyprus,CYP,2043,3.76647834275
1505,Cyprus,CYP,2044,3.76647834275
1506,Cyprus,CYP,2045,3.76647834275
1507,Cyprus,CYP,2046,3.76647834275
1508,Cyprus,CYP,2047,3.76647834275
1509,Cyprus,CYP,2048,3.76647834275
1510,Cyprus,CYP,2049,3.76647834275
1511,Cyprus,CYP,2050,3.76647834275
1512,Czechia,CZE,2023,3.76647834275
1513,Czechia,CZE,2024,3.76647834275
1514,Czechia,CZE,2025,3.76647834275
1515,Czechia,CZE,2026,3.76647834275
1516,Czechia,CZE,2027,3.76647834275
1517,Czechia,CZE,2028,3.76647834275
1518,Czechia,CZE,2029,3.76647834275
1519,Czechia,CZE,2030,3.76647834275
1520,Czechia,CZE,2031,3.76647834275
1521,Czechia,CZE,2032,3.76647834275
1522,Czechia,CZE,2033,3.76647834275
1523,Czechia,CZE,2034,3.76647834275
1524,Czechia,CZE,2035,3.76647834275
1525,Czechia,CZE,2036,3.76647834275
1526,Czechia,CZE,2037,3.76647834275
1527,Czechia,CZE,2038,3.76647834275
1528,Czechia,CZE,2039,3.76647834275
1529,Czechia,CZE,2040,3.76647834275
1530,Czechia,CZE,2041,3.76647834275
1531,Czechia,CZE,2042,3.76647834275
1532,Czechia,CZE,2043,3.76647834275
1533,Czechia,CZE,2044,3.76647834275
1534,Czechia,CZE,2045,3.76647834275
1535,Czechia,CZE,2046,3.76647834275
1536,Czechia,CZE,2047,3.76647834275
1537,Czechia,CZE,2048,3.76647834275
1538,Czechia,CZE,2049,3.76647834275
1539,Czechia,CZE,2050,3.76647834275
1540,Germany,DEU,2023,3.76647834275
1541,Germany,DEU,2024,3.76647834275
1542,Germany,DEU,2025,3.76647834275
1543,Germany,DEU,2026,3.76647834275
1544,Germany,DEU,2027,3.76647834275
1545,Germany,DEU,2028,3.76647834275
1546,Germany,DEU,2029,3.76647834275
1547,Germany,DEU,2030,3.76647834275
1548,Germany,DEU,2031,3.76647834275
1549,Germany,DEU,2032,3.76647834275
1550,Germany,DEU,2033,3.76647834275
1551,Germany,DEU,2034,3.76647834275
1552,Germany,DEU,2035,3.76647834275
1553,Germany,DEU,2036,3.76647834275
1554,Germany,DEU,2037,3.76647834275
1555,Germany,DEU,2038,3.76647834275
1556,Germany,DEU,2039,3.76647834275
1557,Germany,DEU,2040,3.76647834275
1558,Germany,DEU,2041,3.76647834275
1559,Germany,DEU,2042,3.76647834275
1560,Germany,DEU,2043,3.76647834275
1561,Germany,DEU,2044,3.76647834275
1562,Germany,DEU,2045,3.76647834275
1563,Germany,DEU,2046,3.76647834275
1564,Germany,DEU,2047,3.76647834275
1565,Germany,DEU,2048,3.76647834275
1566,Germany,DEU,2049,3.76647834275
1567,Germany,DEU,2050,3.76647834275
1568,Djibouti,DJI,2023,3.76647834275
1569,Djibouti,DJI,2024,3.76647834275
1570,Djibouti,DJI,2025,3.76647834275
1571,Djibouti,DJI,2026,3.76647834275
1572,Djibouti,DJI,2027,3.76647834275
1573,Djibouti,DJI,2028,3.76647834275
1574,Djibouti,DJI,2029,3.76647834275
1575,Djibouti,DJI,2030,3.76647834275
1576,Djibouti,DJI,2031,3.76647834275
1577,Djibouti,DJI,2032,3.76647834275
1578,Djibouti,DJI,2033,3.76647834275
1579,Djibouti,DJI,2034,3.76647834275
1580,Djibouti,DJI,2035,3.76647834275
1581,Djibouti,DJI,2036,3.76647834275
1582,Djibouti,DJI,2037,3.76647834275
1583,Djibouti,DJI,2038,3.76647834275
1584,Djibouti,DJI,2039,3.76647834275
1585,Djibouti,DJI,2040,3.76647834275
1586,Djibouti,DJI,2041,3.76647834275
1587,Djibouti,DJI,2042,3.76647834275
1588,Djibouti,DJI,2043,3.76647834275
1589,Djibouti,DJI,2044,3.76647834275
1590,Djibouti,DJI,2045,3.76647834275
1591,Djibouti,DJI,2046,3.76647834275
1592,Djibouti,DJI,2047,3.76647834275
1593,Djibouti,DJI,2048,3.76647834275
1594,Djibouti,DJI,2049,3.76647834275
1595,Djibouti,DJI,2050,3.76647834275
1596,Dominica,DMA,2023,3.76647834275
1597,Dominica,DMA,2024,3.76647834275
1598,Dominica,DMA,2025,3.76647834275
1599,Dominica,DMA,2026,3.76647834275
1600,Dominica,DMA,2027,3.76647834275
1601,Dominica,DMA,2028,3.76647834275
1602,Dominica,DMA,2029,3.76647834275
1603,Dominica,DMA,2030,3.76647834275
1604,Dominica,DMA,2031,3.76647834275
1605,Dominica,DMA,2032,3.76647834275
1606,Dominica,DMA,2033,3.76647834275
1607,Dominica,DMA,2034,3.76647834275
1608,Dominica,DMA,2035,3.76647834275
1609,Dominica,DMA,2036,3.76647834275
1610,Dominica,DMA,2037,3.76647834275
1611,Dominica,DMA,2038,3.76647834275
1612,Dominica,DMA,2039,3.76647834275
1613,Dominica,DMA,2040,3.76647834275
1614,Dominica,DMA,2041,3.76647834275
1615,Dominica,DMA,2042,3.76647834275
1616,Dominica,DMA,2043,3.76647834275
1617,Dominica,DMA,2044,3.76647834275
1618,Dominica,DMA,2045,3.76647834275
1619,Dominica,DMA,2046,3.76647834275
1620,Dominica,DMA,2047,3.76647834275
1621,Dominica,DMA,2048,3.76647834275
1622,Dominica,DMA,2049,3.76647834275
1623,Dominica,DMA,2050,3.76647834275
1624,Denmark,DNK,2023,3.76647834275
1625,Denmark,DNK,2024,3.76647834275
1626,Denmark,DNK,2025,3.76647834275
1627,Denmark,DNK,2026,3.76647834275
1628,Denmark,DNK,2027,3.76647834275
1629,Denmark,DNK,2028,3.76647834275
1630,Denmark,DNK,2029,3.76647834275
1631,Denmark,DNK,2030,3.76647834275
1632,Denmark,DNK,2031,3.76647834275
1633,Denmark,DNK,2032,3.76647834275
1634,Denmark,DNK,2033,3.76647834275
1635,Denmark,DNK,2034,3.76647834275
1636,Denmark,DNK,2035,3.76647834275
1637,Denmark,DNK,2036,3.76647834275
1638,Denmark,DNK,2037,3.76647834275
1639,Denmark,DNK,2038,3.76647834275
1640,Denmark,DNK,2039,3.76647834275
1641,Denmark,DNK,2040,3.76647834275
1642,Denmark,DNK,2041,3.76647834275
1643,Denmark,DNK,2042,3.76647834275
1644,Denmark,DNK,2043,3.76647834275
1645,Denmark,DNK,2044,3.76647834275
1646,Denmark,DNK,2045,3.76647834275
1647,Denmark,DNK,2046,3.76647834275
1648,Denmark,DNK,2047,3.76647834275
1649,Denmark,DNK,2048,3.76647834275
1650,Denmark,DNK,2049,3.76647834275
1651,Denmark,DNK,2050,3.76647834275
1652,Dominican Republic,DOM,2023,3.76647834275
1653,Dominican Republic,DOM,2024,3.76647834275
1654,Dominican Republic,DOM,2025,3.76647834275
1655,Dominican Republic,DOM,2026,3.76647834275
1656,Dominican Republic,DOM,2027,3.76647834275
1657,Dominican Republic,DOM,2028,3.76647834275
1658,Dominican Republic,DOM,2029,3.76647834275
1659,Dominican Republic,DOM,2030,3.76647834275
1660,Dominican Republic,DOM,2031,3.76647834275
1661,Dominican Republic,DOM,2032,3.76647834275
1662,Dominican Republic,DOM,2033,3.76647834275
1663,Dominican Republic,DOM,2034,3.76647834275
1664,Dominican Republic,DOM,2035,3.76647834275
1665,Dominican Republic,DOM,2036,3.76647834275
1666,Dominican Republic,DOM,2037,3.76647834275
1667,Dominican Republic,DOM,2038,3.76647834275
1668,Dominican Republic,DOM,2039,3.76647834275
1669,Dominican Republic,DOM,2040,3.76647834275
1670,Dominican Republic,DOM,2041,3.76647834275
1671,Dominican Republic,DOM,2042,3.76647834275
1672,Dominican Republic,DOM,2043,3.76647834275
1673,Dominican Republic,DOM,2044,3.76647834275
1674,Dominican Republic,DOM,2045,3.76647834275
1675,Dominican Republic,DOM,2046,3.76647834275
1676,Dominican Republic,DOM,2047,3.76647834275
1677,Dominican Republic,DOM,2048,3.76647834275
1678,Dominican Republic,DOM,2049,3.76647834275
1679,Dominican Republic,DOM,2050,3.76647834275
1680,Algeria,DZA,2023,3.76647834275
1681,Algeria,DZA,2024,3.76647834275
1682,Algeria,DZA,2025,3.76647834275
1683,Algeria,DZA,2026,3.76647834275
1684,Algeria,DZA,2027,3.76647834275
1685,Algeria,DZA,2028,3.76647834275
1686,Algeria,DZA,2029,3.76647834275
1687,Algeria,DZA,2030,3.76647834275
1688,Algeria,DZA,2031,3.76647834275
1689,Algeria,DZA,2032,3.76647834275
1690,Algeria,DZA,2033,3.76647834275
1691,Algeria,DZA,2034,3.76647834275
1692,Algeria,DZA,2035,3.76647834275
1693,Algeria,DZA,2036,3.76647834275
1694,Algeria,DZA,2037,3.76647834275
1695,Algeria,DZA,2038,3.76647834275
1696,Algeria,DZA,2039,3.76647834275
1697,Algeria,DZA,2040,3.76647834275
1698,Algeria,DZA,2041,3.76647834275
1699,Algeria,DZA,2042,3.76647834275
1700,Algeria,DZA,2043,3.76647834275
1701,Algeria,DZA,2044,3.76647834275
1702,Algeria,DZA,2045,3.76647834275
1703,Algeria,DZA,2046,3.76647834275
1704,Algeria,DZA,2047,3.76647834275
1705,Algeria,DZA,2048,3.76647834275
1706,Algeria,DZA,2049,3.76647834275
1707,Algeria,DZA,2050,3.76647834275
1708,East Asia & Pacific (excluding high income),EAP,2023,3.76647834275
1709,East Asia & Pacific (excluding high income),EAP,2024,3.76647834275
1710,East Asia & Pacific (excluding high income),EAP,2025,3.76647834275
1711,East Asia & Pacific (excluding high income),EAP,2026,3.76647834275
1712,East Asia & Pacific (excluding high income),EAP,2027,3.76647834275
1713,East Asia & Pacific (excluding high income),EAP,2028,3.76647834275
1714,East Asia & Pacific (excluding high income),EAP,2029,3.76647834275
1715,East Asia & Pacific (excluding high income),EAP,2030,3.76647834275
1716,East Asia & Pacific (excluding high income),EAP,2031,3.76647834275
1717,East Asia & Pacific (excluding high income),EAP,2032,3.76647834275
1718,East Asia & Pacific (excluding high income),EAP,2033,3.76647834275
1719,East Asia & Pacific (excluding high income),EAP,2034,3.76647834275
1720,East Asia & Pacific (excluding high income),EAP,2035,3.76647834275
1721,East Asia & Pacific (excluding high income),EAP,2036,3.76647834275
1722,East Asia & Pacific (excluding high income),EAP,2037,3.76647834275
1723,East Asia & Pacific (excluding high income),EAP,2038,3.76647834275
1724,East Asia & Pacific (excluding high income),EAP,2039,3.76647834275
1725,East Asia & Pacific (excluding high income),EAP,2040,3.76647834275
1726,East Asia & Pacific (excluding high income),EAP,2041,3.76647834275
1727,East Asia & Pacific (excluding high income),EAP,2042,3.76647834275
1728,East Asia & Pacific (excluding high income),EAP,2043,3.76647834275
1729,East Asia & Pacific (excluding high income),EAP,2044,3.76647834275
1730,East Asia & Pacific (excluding high income),EAP,2045,3.76647834275
1731,East Asia & Pacific (excluding high income),EAP,2046,3.76647834275
1732,East Asia & Pacific (excluding high income),EAP,2047,3.76647834275
1733,East Asia & Pacific (excluding high income),EAP,2048,3.76647834275
1734,East Asia & Pacific (excluding high income),EAP,2049,3.76647834275
1735,East Asia & Pacific (excluding high income),EAP,2050,3.76647834275
1736,Early-demographic dividend,EAR,2023,3.76647834275
1737,Early-demographic dividend,EAR,2024,3.76647834275
1738,Early-demographic dividend,EAR,2025,3.76647834275
1739,Early-demographic dividend,EAR,2026,3.76647834275
1740,Early-demographic dividend,EAR,2027,3.76647834275
1741,Early-demographic dividend,EAR,2028,3.76647834275
1742,Early-demographic dividend,EAR,2029,3.76647834275
1743,Early-demographic dividend,EAR,2030,3.76647834275
1744,Early-demographic dividend,EAR,2031,3.76647834275
1745,Early-demographic dividend,EAR,2032,3.76647834275
1746,Early-demographic dividend,EAR,2033,3.76647834275
1747,Early-demographic dividend,EAR,2034,3.76647834275
1748,Early-demographic dividend,EAR,2035,3.76647834275
1749,Early-demographic dividend,EAR,2036,3.76647834275
1750,Early-demographic dividend,EAR,2037,3.76647834275
1751,Early-demographic dividend,EAR,2038,3.76647834275
1752,Early-demographic dividend,EAR,2039,3.76647834275
1753,Early-demographic dividend,EAR,2040,3.76647834275
1754,Early-demographic dividend,EAR,2041,3.76647834275
1755,Early-demographic dividend,EAR,2042,3.76647834275
1756,Early-demographic dividend,EAR,2043,3.76647834275
1757,Early-demographic dividend,EAR,2044,3.76647834275
1758,Early-demographic dividend,EAR,2045,3.76647834275
1759,Early-demographic dividend,EAR,2046,3.76647834275
1760,Early-demographic dividend,EAR,2047,3.76647834275
1761,Early-demographic dividend,EAR,2048,3.76647834275
1762,Early-demographic dividend,EAR,2049,3.76647834275
1763,Early-demographic dividend,EAR,2050,3.76647834275
1764,East Asia & Pacific,EAS,2023,3.76647834275
1765,East Asia & Pacific,EAS,2024,3.76647834275
1766,East Asia & Pacific,EAS,2025,3.76647834275
1767,East Asia & Pacific,EAS,2026,3.76647834275
1768,East Asia & Pacific,EAS,2027,3.76647834275
1769,East Asia & Pacific,EAS,2028,3.76647834275
1770,East Asia & Pacific,EAS,2029,3.76647834275
1771,East Asia & Pacific,EAS,2030,3.76647834275
1772,East Asia & Pacific,EAS,2031,3.76647834275
1773,East Asia & Pacific,EAS,2032,3.76647834275
1774,East Asia & Pacific,EAS,2033,3.76647834275
1775,East Asia & Pacific,EAS,2034,3.76647834275
1776,East Asia & Pacific,EAS,2035,3.76647834275
1777,East Asia & Pacific,EAS,2036,3.76647834275
1778,East Asia & Pacific,EAS,2037,3.76647834275
1779,East Asia & Pacific,EAS,2038,3.76647834275
1780,East Asia & Pacific,EAS,2039,3.76647834275
1781,East Asia & Pacific,EAS,2040,3.76647834275
1782,East Asia & Pacific,EAS,2041,3.76647834275
1783,East Asia & Pacific,EAS,2042,3.76647834275
1784,East Asia & Pacific,EAS,2043,3.76647834275
1785,East Asia & Pacific,EAS,2044,3.76647834275
1786,East Asia & Pacific,EAS,2045,3.76647834275
1787,East Asia & Pacific,EAS,2046,3.76647834275
1788,East Asia & Pacific,EAS,2047,3.76647834275
1789,East Asia & Pacific,EAS,2048,3.76647834275
1790,East Asia & Pacific,EAS,2049,3.76647834275
1791,East Asia & Pacific,EAS,2050,3.76647834275
1792,Europe & Central Asia (excluding high income),ECA,2023,3.76647834275
1793,Europe & Central Asia (excluding high income),ECA,2024,3.76647834275
1794,Europe & Central Asia (excluding high income),ECA,2025,3.76647834275
1795,Europe & Central Asia (excluding high income),ECA,2026,3.76647834275
1796,Europe & Central Asia (excluding high income),ECA,2027,3.76647834275
1797,Europe & Central Asia (excluding high income),ECA,2028,3.76647834275
1798,Europe & Central Asia (excluding high income),ECA,2029,3.76647834275
1799,Europe & Central Asia (excluding high income),ECA,2030,3.76647834275
1800,Europe & Central Asia (excluding high income),ECA,2031,3.76647834275
1801,Europe & Central Asia (excluding high income),ECA,2032,3.76647834275
1802,Europe & Central Asia (excluding high income),ECA,2033,3.76647834275
1803,Europe & Central Asia (excluding high income),ECA,2034,3.76647834275
1804,Europe & Central Asia (excluding high income),ECA,2035,3.76647834275
1805,Europe & Central Asia (excluding high income),ECA,2036,3.76647834275
1806,Europe & Central Asia (excluding high income),ECA,2037,3.76647834275
1807,Europe & Central Asia (excluding high income),ECA,2038,3.76647834275
1808,Europe & Central Asia (excluding high income),ECA,2039,3.76647834275
1809,Europe & Central Asia (excluding high income),ECA,2040,3.76647834275
1810,Europe & Central Asia (excluding high income),ECA,2041,3.76647834275
1811,Europe & Central Asia (excluding high income),ECA,2042,3.76647834275
1812,Europe & Central Asia (excluding high income),ECA,2043,3.76647834275
1813,Europe & Central Asia (excluding high income),ECA,2044,3.76647834275
1814,Europe & Central Asia (excluding high income),ECA,2045,3.76647834275
1815,Europe & Central Asia (excluding high income),ECA,2046,3.76647834275
1816,Europe & Central Asia (excluding high income),ECA,2047,3.76647834275
1817,Europe & Central Asia (excluding high income),ECA,2048,3.76647834275
1818,Europe & Central Asia (excluding high income),ECA,2049,3.76647834275
1819,Europe & Central Asia (excluding high income),ECA,2050,3.76647834275
1820,Europe & Central Asia,ECS,2023,3.76647834275
1821,Europe & Central Asia,ECS,2024,3.76647834275
1822,Europe & Central Asia,ECS,2025,3.76647834275
1823,Europe & Central Asia,ECS,2026,3.76647834275
1824,Europe & Central Asia,ECS,2027,3.76647834275
1825,Europe & Central Asia,ECS,2028,3.76647834275
1826,Europe & Central Asia,ECS,2029,3.76647834275
1827,Europe & Central Asia,ECS,2030,3.76647834275
1828,Europe & Central Asia,ECS,2031,3.76647834275
1829,Europe & Central Asia,ECS,2032,3.76647834275
1830,Europe & Central Asia,ECS,2033,3.76647834275
1831,Europe & Central Asia,ECS,2034,3.76647834275
1832,Europe & Central Asia,ECS,2035,3.76647834275
1833,Europe & Central Asia,ECS,2036,3.76647834275
1834,Europe & Central Asia,ECS,2037,3.76647834275
1835,Europe & Central Asia,ECS,2038,3.76647834275
1836,Europe & Central Asia,ECS,2039,3.76647834275
1837,Europe & Central Asia,ECS,2040,3.76647834275
1838,Europe & Central Asia,ECS,2041,3.76647834275
1839,Europe & Central Asia,ECS,2042,3.76647834275
1840,Europe & Central Asia,ECS,2043,3.76647834275
1841,Europe & Central Asia,ECS,2044,3.76647834275
1842,Europe & Central Asia,ECS,2045,3.76647834275
1843,Europe & Central Asia,ECS,2046,3.76647834275
1844,Europe & Central Asia,ECS,2047,3.76647834275
1845,Europe & Central Asia,ECS,2048,3.76647834275
1846,Europe & Central Asia,ECS,2049,3.76647834275
1847,Europe & Central Asia,ECS,2050,3.76647834275
1848,Ecuador,ECU,2023,3.76647834275
1849,Ecuador,ECU,2024,3.76647834275
1850,Ecuador,ECU,2025,3.76647834275
1851,Ecuador,ECU,2026,3.76647834275
1852,Ecuador,ECU,2027,3.76647834275
1853,Ecuador,ECU,2028,3.76647834275
1854,Ecuador,ECU,2029,3.76647834275
1855,Ecuador,ECU,2030,3.76647834275
1856,Ecuador,ECU,2031,3.76647834275
1857,Ecuador,ECU,2032,3.76647834275
1858,Ecuador,ECU,2033,3.76647834275
1859,Ecuador,ECU,2034,3.76647834275
1860,Ecuador,ECU,2035,3.76647834275
1861,Ecuador,ECU,2036,3.76647834275
1862,Ecuador,ECU,2037,3.76647834275
1863,Ecuador,ECU,2038,3.76647834275
1864,Ecuador,ECU,2039,3.76647834275
1865,Ecuador,ECU,2040,3.76647834275
1866,Ecuador,ECU,2041,3.76647834275
1867,Ecuador,ECU,2042,3.76647834275
1868,Ecuador,ECU,2043,3.76647834275
1869,Ecuador,ECU,2044,3.76647834275
1870,Ecuador,ECU,2045,3.76647834275
1871,Ecuador,ECU,2046,3.76647834275
1872,Ecuador,ECU,2047,3.76647834275
1873,Ecuador,ECU,2048,3.76647834275
1874,Ecuador,ECU,2049,3.76647834275
1875,Ecuador,ECU,2050,3.76647834275
1876,"Egypt, Arab Rep.",EGY,2023,3.76647834275
1877,"Egypt, Arab Rep.",EGY,2024,3.76647834275
1878,"Egypt, Arab Rep.",EGY,2025,3.76647834275
1879,"Egypt, Arab Rep.",EGY,2026,3.76647834275
1880,"Egypt, Arab Rep.",EGY,2027,3.76647834275
1881,"Egypt, Arab Rep.",EGY,2028,3.76647834275
1882,"Egypt, Arab Rep.",EGY,2029,3.76647834275
1883,"Egypt, Arab Rep.",EGY,2030,3.76647834275
1884,"Egypt, Arab Rep.",EGY,2031,3.76647834275
1885,"Egypt, Arab Rep.",EGY,2032,3.76647834275
1886,"Egypt, Arab Rep.",EGY,2033,3.76647834275
1887,"Egypt, Arab Rep.",EGY,2034,3.76647834275
1888,"Egypt, Arab Rep.",EGY,2035,3.76647834275
1889,"Egypt, Arab Rep.",EGY,2036,3.76647834275
1890,"Egypt, Arab Rep.",EGY,2037,3.76647834275
1891,"Egypt, Arab Rep.",EGY,2038,3.76647834275
1892,"Egypt, Arab Rep.",EGY,2039,3.76647834275
1893,"Egypt, Arab Rep.",EGY,2040,3.76647834275
1894,"Egypt, Arab Rep.",EGY,2041,3.76647834275
1895,"Egypt, Arab Rep.",EGY,2042,3.76647834275
1896,"Egypt, Arab Rep.",EGY,2043,3.76647834275
1897,"Egypt, Arab Rep.",EGY,2044,3.76647834275
1898,"Egypt, Arab Rep.",EGY,2045,3.76647834275
1899,"Egypt, Arab Rep.",EGY,2046,3.76647834275
1900,"Egypt, Arab Rep.",EGY,2047,3.76647834275
1901,"Egypt, Arab Rep.",EGY,2048,3.76647834275
1902,"Egypt, Arab Rep.",EGY,2049,3.76647834275
1903,"Egypt, Arab Rep.",EGY,2050,3.76647834275
1904,Euro area,EMU,2023,3.76647834275
1905,Euro area,EMU,2024,3.76647834275
1906,Euro area,EMU,2025,3.76647834275
1907,Euro area,EMU,2026,3.76647834275
1908,Euro area,EMU,2027,3.76647834275
1909,Euro area,EMU,2028,3.76647834275
1910,Euro area,EMU,2029,3.76647834275
1911,Euro area,EMU,2030,3.76647834275
1912,Euro area,EMU,2031,3.76647834275
1913,Euro area,EMU,2032,3.76647834275
1914,Euro area,EMU,2033,3.76647834275
1915,Euro area,EMU,2034,3.76647834275
1916,Euro area,EMU,2035,3.76647834275
1917,Euro area,EMU,2036,3.76647834275
1918,Euro area,EMU,2037,3.76647834275
1919,Euro area,EMU,2038,3.76647834275
1920,Euro area,EMU,2039,3.76647834275
1921,Euro area,EMU,2040,3.76647834275
1922,Euro area,EMU,2041,3.76647834275
1923,Euro area,EMU,2042,3.76647834275
1924,Euro area,EMU,2043,3.76647834275
1925,Euro area,EMU,2044,3.76647834275
1926,Euro area,EMU,2045,3.76647834275
1927,Euro area,EMU,2046,3.76647834275
1928,Euro area,EMU,2047,3.76647834275
1929,Euro area,EMU,2048,3.76647834275
1930,Euro area,EMU,2049,3.76647834275
1931,Euro area,EMU,2050,3.76647834275
1932,Eritrea,ERI,2023,3.76647834275
1933,Eritrea,ERI,2024,3.76647834275
1934,Eritrea,ERI,2025,3.76647834275
1935,Eritrea,ERI,2026,3.76647834275
1936,Eritrea,ERI,2027,3.76647834275
1937,Eritrea,ERI,2028,3.76647834275
1938,Eritrea,ERI,2029,3.76647834275
1939,Eritrea,ERI,2030,3.76647834275
1940,Eritrea,ERI,2031,3.76647834275
1941,Eritrea,ERI,2032,3.76647834275
1942,Eritrea,ERI,2033,3.76647834275
1943,Eritrea,ERI,2034,3.76647834275
1944,Eritrea,ERI,2035,3.76647834275
1945,Eritrea,ERI,2036,3.76647834275
1946,Eritrea,ERI,2037,3.76647834275
1947,Eritrea,ERI,2038,3.76647834275
1948,Eritrea,ERI,2039,3.76647834275
1949,Eritrea,ERI,2040,3.76647834275
1950,Eritrea,ERI,2041,3.76647834275
1951,Eritrea,ERI,2042,3.76647834275
1952,Eritrea,ERI,2043,3.76647834275
1953,Eritrea,ERI,2044,3.76647834275
1954,Eritrea,ERI,2045,3.76647834275
1955,Eritrea,ERI,2046,3.76647834275
1956,Eritrea,ERI,2047,3.76647834275
1957,Eritrea,ERI,2048,3.76647834275
1958,Eritrea,ERI,2049,3.76647834275
1959,Eritrea,ERI,2050,3.76647834275
1960,Spain,ESP,2023,3.76647834275
1961,Spain,ESP,2024,3.76647834275
1962,Spain,ESP,2025,3.76647834275
1963,Spain,ESP,2026,3.76647834275
1964,Spain,ESP,2027,3.76647834275
1965,Spain,ESP,2028,3.76647834275
1966,Spain,ESP,2029,3.76647834275
1967,Spain,ESP,2030,3.76647834275
1968,Spain,ESP,2031,3.76647834275
1969,Spain,ESP,2032,3.76647834275
