Year,Nation,iso_code3,frac_enfu_fuel_demand_imported_pj_fuel_hydrocarbon_gas_liquids
2017,albania,ALB,0.47828244060434716
2018,albania,ALB,0.47828244060434716
2019,albania,ALB,0.47828244060434716
2020,albania,ALB,0.47828244060434716
2021,albania,ALB,0.47828244060434716
2022,albania,ALB,0.47828244060434716
2023,albania,ALB,0.47828244060434716
2024,albania,ALB,0.47828244060434716
2025,albania,ALB,0.47828244060434716
2026,albania,ALB,0.47828244060434716
2027,albania,ALB,0.47828244060434716
2028,albania,ALB,0.47828244060434716
2029,albania,ALB,0.47828244060434716
2030,albania,ALB,0.47828244060434716
2031,albania,ALB,0.47828244060434716
2032,albania,ALB,0.47828244060434716
2033,albania,ALB,0.47828244060434716
2034,albania,ALB,0.47828244060434716
2035,albania,ALB,0.47828244060434716
2036,albania,ALB,0.47828244060434716
2037,albania,ALB,0.47828244060434716
2038,albania,ALB,0.47828244060434716
2039,albania,ALB,0.47828244060434716
2040,albania,ALB,0.47828244060434716
2041,albania,ALB,0.47828244060434716
2042,albania,ALB,0.47828244060434716
2043,albania,ALB,0.47828244060434716
2044,albania,ALB,0.47828244060434716
2045,albania,ALB,0.47828244060434716
2046,albania,ALB,0.47828244060434716
2047,albania,ALB,0.47828244060434716
2048,albania,ALB,0.47828244060434716
2049,albania,ALB,0.47828244060434716
2050,albania,ALB,0.47828244060434716
2017,algeria,DZA,0.08522832344006953
2018,algeria,DZA,0.08522832344006953
2019,algeria,DZA,0.08522832344006953
2020,algeria,DZA,0.08522832344006953
2021,algeria,DZA,0.08522832344006953
2022,algeria,DZA,0.08522832344006953
2023,algeria,DZA,0.08522832344006953
2024,algeria,DZA,0.08522832344006953
2025,algeria,DZA,0.08522832344006953
2026,algeria,DZA,0.08522832344006953
2027,algeria,DZA,0.08522832344006953
2028,algeria,DZA,0.08522832344006953
2029,algeria,DZA,0.08522832344006953
2030,algeria,DZA,0.08522832344006953
2031,algeria,DZA,0.08522832344006953
2032,algeria,DZA,0.08522832344006953
2033,algeria,DZA,0.08522832344006953
2034,algeria,DZA,0.08522832344006953
2035,algeria,DZA,0.08522832344006953
2036,algeria,DZA,0.08522832344006953
2037,algeria,DZA,0.08522832344006953
2038,algeria,DZA,0.08522832344006953
2039,algeria,DZA,0.08522832344006953
2040,algeria,DZA,0.08522832344006953
2041,algeria,DZA,0.08522832344006953
2042,algeria,DZA,0.08522832344006953
2043,algeria,DZA,0.08522832344006953
2044,algeria,DZA,0.08522832344006953
2045,algeria,DZA,0.08522832344006953
2046,algeria,DZA,0.08522832344006953
2047,algeria,DZA,0.08522832344006953
2048,algeria,DZA,0.08522832344006953
2049,algeria,DZA,0.08522832344006953
2050,algeria,DZA,0.08522832344006953
2017,angola,AGO,0.4617766489183878
2018,angola,AGO,0.4617766489183878
2019,angola,AGO,0.4617766489183878
2020,angola,AGO,0.4617766489183878
2021,angola,AGO,0.4617766489183878
2022,angola,AGO,0.4617766489183878
2023,angola,AGO,0.4617766489183878
2024,angola,AGO,0.4617766489183878
2025,angola,AGO,0.4617766489183878
2026,angola,AGO,0.4617766489183878
2027,angola,AGO,0.4617766489183878
2028,angola,AGO,0.4617766489183878
2029,angola,AGO,0.4617766489183878
2030,angola,AGO,0.4617766489183878
2031,angola,AGO,0.4617766489183878
2032,angola,AGO,0.4617766489183878
2033,angola,AGO,0.4617766489183878
2034,angola,AGO,0.4617766489183878
2035,angola,AGO,0.4617766489183878
2036,angola,AGO,0.4617766489183878
2037,angola,AGO,0.4617766489183878
2038,angola,AGO,0.4617766489183878
2039,angola,AGO,0.4617766489183878
2040,angola,AGO,0.4617766489183878
2041,angola,AGO,0.4617766489183878
2042,angola,AGO,0.4617766489183878
2043,angola,AGO,0.4617766489183878
2044,angola,AGO,0.4617766489183878
2045,angola,AGO,0.4617766489183878
2046,angola,AGO,0.4617766489183878
2047,angola,AGO,0.4617766489183878
2048,angola,AGO,0.4617766489183878
2049,angola,AGO,0.4617766489183878
2050,angola,AGO,0.4617766489183878
2017,argentina,ARG,0.17218399542718263
2018,argentina,ARG,0.17218399542718263
2019,argentina,ARG,0.17218399542718263
2020,argentina,ARG,0.17218399542718263
2021,argentina,ARG,0.17218399542718263
2022,argentina,ARG,0.17218399542718263
2023,argentina,ARG,0.17218399542718263
2024,argentina,ARG,0.17218399542718263
2025,argentina,ARG,0.17218399542718263
2026,argentina,ARG,0.17218399542718263
2027,argentina,ARG,0.17218399542718263
2028,argentina,ARG,0.17218399542718263
2029,argentina,ARG,0.17218399542718263
2030,argentina,ARG,0.17218399542718263
2031,argentina,ARG,0.17218399542718263
2032,argentina,ARG,0.17218399542718263
2033,argentina,ARG,0.17218399542718263
2034,argentina,ARG,0.17218399542718263
2035,argentina,ARG,0.17218399542718263
2036,argentina,ARG,0.17218399542718263
2037,argentina,ARG,0.17218399542718263
2038,argentina,ARG,0.17218399542718263
2039,argentina,ARG,0.17218399542718263
2040,argentina,ARG,0.17218399542718263
2041,argentina,ARG,0.17218399542718263
2042,argentina,ARG,0.17218399542718263
2043,argentina,ARG,0.17218399542718263
2044,argentina,ARG,0.17218399542718263
2045,argentina,ARG,0.17218399542718263
2046,argentina,ARG,0.17218399542718263
2047,argentina,ARG,0.17218399542718263
2048,argentina,ARG,0.17218399542718263
2049,argentina,ARG,0.17218399542718263
2050,argentina,ARG,0.17218399542718263
2017,armenia,ARM,0.5188641417271169
2018,armenia,ARM,0.5188641417271169
2019,armenia,ARM,0.5188641417271169
2020,armenia,ARM,0.5188641417271169
2021,armenia,ARM,0.5188641417271169
2022,armenia,ARM,0.5188641417271169
2023,armenia,ARM,0.5188641417271169
2024,armenia,ARM,0.5188641417271169
2025,armenia,ARM,0.5188641417271169
2026,armenia,ARM,0.5188641417271169
2027,armenia,ARM,0.5188641417271169
2028,armenia,ARM,0.5188641417271169
2029,armenia,ARM,0.5188641417271169
2030,armenia,ARM,0.5188641417271169
2031,armenia,ARM,0.5188641417271169
2032,armenia,ARM,0.5188641417271169
2033,armenia,ARM,0.5188641417271169
2034,armenia,ARM,0.5188641417271169
2035,armenia,ARM,0.5188641417271169
2036,armenia,ARM,0.5188641417271169
2037,armenia,ARM,0.5188641417271169
2038,armenia,ARM,0.5188641417271169
2039,armenia,ARM,0.5188641417271169
2040,armenia,ARM,0.5188641417271169
2041,armenia,ARM,0.5188641417271169
2042,armenia,ARM,0.5188641417271169
2043,armenia,ARM,0.5188641417271169
2044,armenia,ARM,0.5188641417271169
2045,armenia,ARM,0.5188641417271169
2046,armenia,ARM,0.5188641417271169
2047,armenia,ARM,0.5188641417271169
2048,armenia,ARM,0.5188641417271169
2049,armenia,ARM,0.5188641417271169
2050,armenia,ARM,0.5188641417271169
2017,australia,AUS,0.3455316079061427
2018,australia,AUS,0.3455316079061427
2019,australia,AUS,0.3455316079061427
2020,australia,AUS,0.3455316079061427
2021,australia,AUS,0.3455316079061427
2022,australia,AUS,0.3455316079061427
2023,australia,AUS,0.3455316079061427
2024,australia,AUS,0.3455316079061427
2025,australia,AUS,0.3455316079061427
2026,australia,AUS,0.3455316079061427
2027,australia,AUS,0.3455316079061427
2028,australia,AUS,0.3455316079061427
2029,australia,AUS,0.3455316079061427
2030,australia,AUS,0.3455316079061427
2031,australia,AUS,0.3455316079061427
2032,australia,AUS,0.3455316079061427
2033,australia,AUS,0.3455316079061427
2034,australia,AUS,0.3455316079061427
2035,australia,AUS,0.3455316079061427
2036,australia,AUS,0.3455316079061427
2037,australia,AUS,0.3455316079061427
2038,australia,AUS,0.3455316079061427
2039,australia,AUS,0.3455316079061427
2040,australia,AUS,0.3455316079061427
2041,australia,AUS,0.3455316079061427
2042,australia,AUS,0.3455316079061427
2043,australia,AUS,0.3455316079061427
2044,australia,AUS,0.3455316079061427
2045,australia,AUS,0.3455316079061427
2046,australia,AUS,0.3455316079061427
2047,australia,AUS,0.3455316079061427
2048,australia,AUS,0.3455316079061427
2049,australia,AUS,0.3455316079061427
2050,australia,AUS,0.3455316079061427
2017,austria,AUT,0.30315531565593756
2018,austria,AUT,0.30315531565593756
2019,austria,AUT,0.30315531565593756
2020,austria,AUT,0.30315531565593756
2021,austria,AUT,0.30315531565593756
2022,austria,AUT,0.30315531565593756
2023,austria,AUT,0.30315531565593756
2024,austria,AUT,0.30315531565593756
2025,austria,AUT,0.30315531565593756
2026,austria,AUT,0.30315531565593756
2027,austria,AUT,0.30315531565593756
2028,austria,AUT,0.30315531565593756
2029,austria,AUT,0.30315531565593756
2030,austria,AUT,0.30315531565593756
2031,austria,AUT,0.30315531565593756
2032,austria,AUT,0.30315531565593756
2033,austria,AUT,0.30315531565593756
2034,austria,AUT,0.30315531565593756
2035,austria,AUT,0.30315531565593756
2036,austria,AUT,0.30315531565593756
2037,austria,AUT,0.30315531565593756
2038,austria,AUT,0.30315531565593756
2039,austria,AUT,0.30315531565593756
2040,austria,AUT,0.30315531565593756
2041,austria,AUT,0.30315531565593756
2042,austria,AUT,0.30315531565593756
2043,austria,AUT,0.30315531565593756
2044,austria,AUT,0.30315531565593756
2045,austria,AUT,0.30315531565593756
2046,austria,AUT,0.30315531565593756
2047,austria,AUT,0.30315531565593756
2048,austria,AUT,0.30315531565593756
2049,austria,AUT,0.30315531565593756
2050,austria,AUT,0.30315531565593756
2017,azerbaijan,AZE,0.04520088193022099
2018,azerbaijan,AZE,0.04520088193022099
2019,azerbaijan,AZE,0.04520088193022099
2020,azerbaijan,AZE,0.04520088193022099
2021,azerbaijan,AZE,0.04520088193022099
2022,azerbaijan,AZE,0.04520088193022099
2023,azerbaijan,AZE,0.04520088193022099
2024,azerbaijan,AZE,0.04520088193022099
2025,azerbaijan,AZE,0.04520088193022099
2026,azerbaijan,AZE,0.04520088193022099
2027,azerbaijan,AZE,0.04520088193022099
2028,azerbaijan,AZE,0.04520088193022099
2029,azerbaijan,AZE,0.04520088193022099
2030,azerbaijan,AZE,0.04520088193022099
2031,azerbaijan,AZE,0.04520088193022099
2032,azerbaijan,AZE,0.04520088193022099
2033,azerbaijan,AZE,0.04520088193022099
2034,azerbaijan,AZE,0.04520088193022099
2035,azerbaijan,AZE,0.04520088193022099
2036,azerbaijan,AZE,0.04520088193022099
2037,azerbaijan,AZE,0.04520088193022099
2038,azerbaijan,AZE,0.04520088193022099
2039,azerbaijan,AZE,0.04520088193022099
2040,azerbaijan,AZE,0.04520088193022099
2041,azerbaijan,AZE,0.04520088193022099
2042,azerbaijan,AZE,0.04520088193022099
2043,azerbaijan,AZE,0.04520088193022099
2044,azerbaijan,AZE,0.04520088193022099
2045,azerbaijan,AZE,0.04520088193022099
2046,azerbaijan,AZE,0.04520088193022099
2047,azerbaijan,AZE,0.04520088193022099
2048,azerbaijan,AZE,0.04520088193022099
2049,azerbaijan,AZE,0.04520088193022099
2050,azerbaijan,AZE,0.04520088193022099
2017,bahamas,BHS,0.5206014440359685
2018,bahamas,BHS,0.5206014440359685
2019,bahamas,BHS,0.5206014440359685
2020,bahamas,BHS,0.5206014440359685
2021,bahamas,BHS,0.5206014440359685
2022,bahamas,BHS,0.5206014440359685
2023,bahamas,BHS,0.5206014440359685
2024,bahamas,BHS,0.5206014440359685
2025,bahamas,BHS,0.5206014440359685
2026,bahamas,BHS,0.5206014440359685
2027,bahamas,BHS,0.5206014440359685
2028,bahamas,BHS,0.5206014440359685
2029,bahamas,BHS,0.5206014440359685
2030,bahamas,BHS,0.5206014440359685
2031,bahamas,BHS,0.5206014440359685
2032,bahamas,BHS,0.5206014440359685
2033,bahamas,BHS,0.5206014440359685
2034,bahamas,BHS,0.5206014440359685
2035,bahamas,BHS,0.5206014440359685
2036,bahamas,BHS,0.5206014440359685
2037,bahamas,BHS,0.5206014440359685
2038,bahamas,BHS,0.5206014440359685
2039,bahamas,BHS,0.5206014440359685
2040,bahamas,BHS,0.5206014440359685
2041,bahamas,BHS,0.5206014440359685
2042,bahamas,BHS,0.5206014440359685
2043,bahamas,BHS,0.5206014440359685
2044,bahamas,BHS,0.5206014440359685
2045,bahamas,BHS,0.5206014440359685
2046,bahamas,BHS,0.5206014440359685
2047,bahamas,BHS,0.5206014440359685
2048,bahamas,BHS,0.5206014440359685
2049,bahamas,BHS,0.5206014440359685
2050,bahamas,BHS,0.5206014440359685
2017,bahrain,BHR,0.04413346457719485
2018,bahrain,BHR,0.04413346457719485
2019,bahrain,BHR,0.04413346457719485
2020,bahrain,BHR,0.04413346457719485
2021,bahrain,BHR,0.04413346457719485
2022,bahrain,BHR,0.04413346457719485
2023,bahrain,BHR,0.04413346457719485
2024,bahrain,BHR,0.04413346457719485
2025,bahrain,BHR,0.04413346457719485
2026,bahrain,BHR,0.04413346457719485
2027,bahrain,BHR,0.04413346457719485
2028,bahrain,BHR,0.04413346457719485
2029,bahrain,BHR,0.04413346457719485
2030,bahrain,BHR,0.04413346457719485
2031,bahrain,BHR,0.04413346457719485
2032,bahrain,BHR,0.04413346457719485
2033,bahrain,BHR,0.04413346457719485
2034,bahrain,BHR,0.04413346457719485
2035,bahrain,BHR,0.04413346457719485
2036,bahrain,BHR,0.04413346457719485
2037,bahrain,BHR,0.04413346457719485
2038,bahrain,BHR,0.04413346457719485
2039,bahrain,BHR,0.04413346457719485
2040,bahrain,BHR,0.04413346457719485
2041,bahrain,BHR,0.04413346457719485
2042,bahrain,BHR,0.04413346457719485
2043,bahrain,BHR,0.04413346457719485
2044,bahrain,BHR,0.04413346457719485
2045,bahrain,BHR,0.04413346457719485
2046,bahrain,BHR,0.04413346457719485
2047,bahrain,BHR,0.04413346457719485
2048,bahrain,BHR,0.04413346457719485
2049,bahrain,BHR,0.04413346457719485
2050,bahrain,BHR,0.04413346457719485
2017,bangladesh,BGD,0.51161389591941
2018,bangladesh,BGD,0.51161389591941
2019,bangladesh,BGD,0.51161389591941
2020,bangladesh,BGD,0.51161389591941
2021,bangladesh,BGD,0.51161389591941
2022,bangladesh,BGD,0.51161389591941
2023,bangladesh,BGD,0.51161389591941
2024,bangladesh,BGD,0.51161389591941
2025,bangladesh,BGD,0.51161389591941
2026,bangladesh,BGD,0.51161389591941
2027,bangladesh,BGD,0.51161389591941
2028,bangladesh,BGD,0.51161389591941
2029,bangladesh,BGD,0.51161389591941
2030,bangladesh,BGD,0.51161389591941
2031,bangladesh,BGD,0.51161389591941
2032,bangladesh,BGD,0.51161389591941
2033,bangladesh,BGD,0.51161389591941
2034,bangladesh,BGD,0.51161389591941
2035,bangladesh,BGD,0.51161389591941
2036,bangladesh,BGD,0.51161389591941
2037,bangladesh,BGD,0.51161389591941
2038,bangladesh,BGD,0.51161389591941
2039,bangladesh,BGD,0.51161389591941
2040,bangladesh,BGD,0.51161389591941
2041,bangladesh,BGD,0.51161389591941
2042,bangladesh,BGD,0.51161389591941
2043,bangladesh,BGD,0.51161389591941
2044,bangladesh,BGD,0.51161389591941
2045,bangladesh,BGD,0.51161389591941
2046,bangladesh,BGD,0.51161389591941
2047,bangladesh,BGD,0.51161389591941
2048,bangladesh,BGD,0.51161389591941
2049,bangladesh,BGD,0.51161389591941
2050,bangladesh,BGD,0.51161389591941
2017,barbados,BRB,0.5206014440359685
2018,barbados,BRB,0.5206014440359685
2019,barbados,BRB,0.5206014440359685
2020,barbados,BRB,0.5206014440359685
2021,barbados,BRB,0.5206014440359685
2022,barbados,BRB,0.5206014440359685
2023,barbados,BRB,0.5206014440359685
2024,barbados,BRB,0.5206014440359685
2025,barbados,BRB,0.5206014440359685
2026,barbados,BRB,0.5206014440359685
2027,barbados,BRB,0.5206014440359685
2028,barbados,BRB,0.5206014440359685
2029,barbados,BRB,0.5206014440359685
2030,barbados,BRB,0.5206014440359685
2031,barbados,BRB,0.5206014440359685
2032,barbados,BRB,0.5206014440359685
2033,barbados,BRB,0.5206014440359685
2034,barbados,BRB,0.5206014440359685
2035,barbados,BRB,0.5206014440359685
2036,barbados,BRB,0.5206014440359685
2037,barbados,BRB,0.5206014440359685
2038,barbados,BRB,0.5206014440359685
2039,barbados,BRB,0.5206014440359685
2040,barbados,BRB,0.5206014440359685
2041,barbados,BRB,0.5206014440359685
2042,barbados,BRB,0.5206014440359685
2043,barbados,BRB,0.5206014440359685
2044,barbados,BRB,0.5206014440359685
2045,barbados,BRB,0.5206014440359685
2046,barbados,BRB,0.5206014440359685
2047,barbados,BRB,0.5206014440359685
2048,barbados,BRB,0.5206014440359685
2049,barbados,BRB,0.5206014440359685
2050,barbados,BRB,0.5206014440359685
2017,belarus,BLR,0.028563607436664244
2018,belarus,BLR,0.028563607436664244
2019,belarus,BLR,0.028563607436664244
2020,belarus,BLR,0.028563607436664244
2021,belarus,BLR,0.028563607436664244
2022,belarus,BLR,0.028563607436664244
2023,belarus,BLR,0.028563607436664244
2024,belarus,BLR,0.028563607436664244
2025,belarus,BLR,0.028563607436664244
2026,belarus,BLR,0.028563607436664244
2027,belarus,BLR,0.028563607436664244
2028,belarus,BLR,0.028563607436664244
2029,belarus,BLR,0.028563607436664244
2030,belarus,BLR,0.028563607436664244
2031,belarus,BLR,0.028563607436664244
2032,belarus,BLR,0.028563607436664244
2033,belarus,BLR,0.028563607436664244
2034,belarus,BLR,0.028563607436664244
2035,belarus,BLR,0.028563607436664244
2036,belarus,BLR,0.028563607436664244
2037,belarus,BLR,0.028563607436664244
2038,belarus,BLR,0.028563607436664244
2039,belarus,BLR,0.028563607436664244
2040,belarus,BLR,0.028563607436664244
2041,belarus,BLR,0.028563607436664244
2042,belarus,BLR,0.028563607436664244
2043,belarus,BLR,0.028563607436664244
2044,belarus,BLR,0.028563607436664244
2045,belarus,BLR,0.028563607436664244
2046,belarus,BLR,0.028563607436664244
2047,belarus,BLR,0.028563607436664244
2048,belarus,BLR,0.028563607436664244
2049,belarus,BLR,0.028563607436664244
2050,belarus,BLR,0.028563607436664244
2017,belgium,BEL,0.3446776507235269
2018,belgium,BEL,0.3446776507235269
2019,belgium,BEL,0.3446776507235269
2020,belgium,BEL,0.3446776507235269
2021,belgium,BEL,0.3446776507235269
2022,belgium,BEL,0.3446776507235269
2023,belgium,BEL,0.3446776507235269
2024,belgium,BEL,0.3446776507235269
2025,belgium,BEL,0.3446776507235269
2026,belgium,BEL,0.3446776507235269
2027,belgium,BEL,0.3446776507235269
2028,belgium,BEL,0.3446776507235269
2029,belgium,BEL,0.3446776507235269
2030,belgium,BEL,0.3446776507235269
2031,belgium,BEL,0.3446776507235269
2032,belgium,BEL,0.3446776507235269
2033,belgium,BEL,0.3446776507235269
2034,belgium,BEL,0.3446776507235269
2035,belgium,BEL,0.3446776507235269
2036,belgium,BEL,0.3446776507235269
2037,belgium,BEL,0.3446776507235269
2038,belgium,BEL,0.3446776507235269
2039,belgium,BEL,0.3446776507235269
2040,belgium,BEL,0.3446776507235269
2041,belgium,BEL,0.3446776507235269
2042,belgium,BEL,0.3446776507235269
2043,belgium,BEL,0.3446776507235269
2044,belgium,BEL,0.3446776507235269
2045,belgium,BEL,0.3446776507235269
2046,belgium,BEL,0.3446776507235269
2047,belgium,BEL,0.3446776507235269
2048,belgium,BEL,0.3446776507235269
2049,belgium,BEL,0.3446776507235269
2050,belgium,BEL,0.3446776507235269
2017,belize,BLZ,0.5206014440359685
2018,belize,BLZ,0.5206014440359685
2019,belize,BLZ,0.5206014440359685
2020,belize,BLZ,0.5206014440359685
2021,belize,BLZ,0.5206014440359685
2022,belize,BLZ,0.5206014440359685
2023,belize,BLZ,0.5206014440359685
2024,belize,BLZ,0.5206014440359685
2025,belize,BLZ,0.5206014440359685
2026,belize,BLZ,0.5206014440359685
2027,belize,BLZ,0.5206014440359685
2028,belize,BLZ,0.5206014440359685
2029,belize,BLZ,0.5206014440359685
2030,belize,BLZ,0.5206014440359685
2031,belize,BLZ,0.5206014440359685
2032,belize,BLZ,0.5206014440359685
2033,belize,BLZ,0.5206014440359685
2034,belize,BLZ,0.5206014440359685
2035,belize,BLZ,0.5206014440359685
2036,belize,BLZ,0.5206014440359685
2037,belize,BLZ,0.5206014440359685
2038,belize,BLZ,0.5206014440359685
2039,belize,BLZ,0.5206014440359685
2040,belize,BLZ,0.5206014440359685
2041,belize,BLZ,0.5206014440359685
2042,belize,BLZ,0.5206014440359685
2043,belize,BLZ,0.5206014440359685
2044,belize,BLZ,0.5206014440359685
2045,belize,BLZ,0.5206014440359685
2046,belize,BLZ,0.5206014440359685
2047,belize,BLZ,0.5206014440359685
2048,belize,BLZ,0.5206014440359685
2049,belize,BLZ,0.5206014440359685
2050,belize,BLZ,0.5206014440359685
2017,benin,BEN,0.5149043492259398
2018,benin,BEN,0.5149043492259398
2019,benin,BEN,0.5149043492259398
2020,benin,BEN,0.5149043492259398
2021,benin,BEN,0.5149043492259398
2022,benin,BEN,0.5149043492259398
2023,benin,BEN,0.5149043492259398
2024,benin,BEN,0.5149043492259398
2025,benin,BEN,0.5149043492259398
2026,benin,BEN,0.5149043492259398
2027,benin,BEN,0.5149043492259398
2028,benin,BEN,0.5149043492259398
2029,benin,BEN,0.5149043492259398
2030,benin,BEN,0.5149043492259398
2031,benin,BEN,0.5149043492259398
2032,benin,BEN,0.5149043492259398
2033,benin,BEN,0.5149043492259398
2034,benin,BEN,0.5149043492259398
2035,benin,BEN,0.5149043492259398
2036,benin,BEN,0.5149043492259398
2037,benin,BEN,0.5149043492259398
2038,benin,BEN,0.5149043492259398
2039,benin,BEN,0.5149043492259398
2040,benin,BEN,0.5149043492259398
2041,benin,BEN,0.5149043492259398
2042,benin,BEN,0.5149043492259398
2043,benin,BEN,0.5149043492259398
2044,benin,BEN,0.5149043492259398
2045,benin,BEN,0.5149043492259398
2046,benin,BEN,0.5149043492259398
2047,benin,BEN,0.5149043492259398
2048,benin,BEN,0.5149043492259398
2049,benin,BEN,0.5149043492259398
2050,benin,BEN,0.5149043492259398
2017,bolivia,BOL,0.5206014440359685
2018,bolivia,BOL,0.5206014440359685
2019,bolivia,BOL,0.5206014440359685
2020,bolivia,BOL,0.5206014440359685
2021,bolivia,BOL,0.5206014440359685
2022,bolivia,BOL,0.5206014440359685
2023,bolivia,BOL,0.5206014440359685
2024,bolivia,BOL,0.5206014440359685
2025,bolivia,BOL,0.5206014440359685
2026,bolivia,BOL,0.5206014440359685
2027,bolivia,BOL,0.5206014440359685
2028,bolivia,BOL,0.5206014440359685
2029,bolivia,BOL,0.5206014440359685
2030,bolivia,BOL,0.5206014440359685
2031,bolivia,BOL,0.5206014440359685
2032,bolivia,BOL,0.5206014440359685
2033,bolivia,BOL,0.5206014440359685
2034,bolivia,BOL,0.5206014440359685
2035,bolivia,BOL,0.5206014440359685
2036,bolivia,BOL,0.5206014440359685
2037,bolivia,BOL,0.5206014440359685
2038,bolivia,BOL,0.5206014440359685
2039,bolivia,BOL,0.5206014440359685
2040,bolivia,BOL,0.5206014440359685
2041,bolivia,BOL,0.5206014440359685
2042,bolivia,BOL,0.5206014440359685
2043,bolivia,BOL,0.5206014440359685
2044,bolivia,BOL,0.5206014440359685
2045,bolivia,BOL,0.5206014440359685
2046,bolivia,BOL,0.5206014440359685
2047,bolivia,BOL,0.5206014440359685
2048,bolivia,BOL,0.5206014440359685
2049,bolivia,BOL,0.5206014440359685
2050,bolivia,BOL,0.5206014440359685
2017,bosnia and herzegovina,BIH,0.3652045102376938
2018,bosnia and herzegovina,BIH,0.3652045102376938
2019,bosnia and herzegovina,BIH,0.3652045102376938
2020,bosnia and herzegovina,BIH,0.3652045102376938
2021,bosnia and herzegovina,BIH,0.3652045102376938
2022,bosnia and herzegovina,BIH,0.3652045102376938
2023,bosnia and herzegovina,BIH,0.3652045102376938
2024,bosnia and herzegovina,BIH,0.3652045102376938
2025,bosnia and herzegovina,BIH,0.3652045102376938
2026,bosnia and herzegovina,BIH,0.3652045102376938
2027,bosnia and herzegovina,BIH,0.3652045102376938
2028,bosnia and herzegovina,BIH,0.3652045102376938
2029,bosnia and herzegovina,BIH,0.3652045102376938
2030,bosnia and herzegovina,BIH,0.3652045102376938
2031,bosnia and herzegovina,BIH,0.3652045102376938
2032,bosnia and herzegovina,BIH,0.3652045102376938
2033,bosnia and herzegovina,BIH,0.3652045102376938
2034,bosnia and herzegovina,BIH,0.3652045102376938
2035,bosnia and herzegovina,BIH,0.3652045102376938
2036,bosnia and herzegovina,BIH,0.3652045102376938
2037,bosnia and herzegovina,BIH,0.3652045102376938
2038,bosnia and herzegovina,BIH,0.3652045102376938
2039,bosnia and herzegovina,BIH,0.3652045102376938
2040,bosnia and herzegovina,BIH,0.3652045102376938
2041,bosnia and herzegovina,BIH,0.3652045102376938
2042,bosnia and herzegovina,BIH,0.3652045102376938
2043,bosnia and herzegovina,BIH,0.3652045102376938
2044,bosnia and herzegovina,BIH,0.3652045102376938
2045,bosnia and herzegovina,BIH,0.3652045102376938
2046,bosnia and herzegovina,BIH,0.3652045102376938
2047,bosnia and herzegovina,BIH,0.3652045102376938
2048,bosnia and herzegovina,BIH,0.3652045102376938
2049,bosnia and herzegovina,BIH,0.3652045102376938
2050,bosnia and herzegovina,BIH,0.3652045102376938
2017,botswana,BWA,0.4940543930139118
2018,botswana,BWA,0.4940543930139118
2019,botswana,BWA,0.4940543930139118
2020,botswana,BWA,0.4940543930139118
2021,botswana,BWA,0.4940543930139118
2022,botswana,BWA,0.4940543930139118
2023,botswana,BWA,0.4940543930139118
2024,botswana,BWA,0.4940543930139118
2025,botswana,BWA,0.4940543930139118
2026,botswana,BWA,0.4940543930139118
2027,botswana,BWA,0.4940543930139118
2028,botswana,BWA,0.4940543930139118
2029,botswana,BWA,0.4940543930139118
2030,botswana,BWA,0.4940543930139118
2031,botswana,BWA,0.4940543930139118
2032,botswana,BWA,0.4940543930139118
2033,botswana,BWA,0.4940543930139118
2034,botswana,BWA,0.4940543930139118
2035,botswana,BWA,0.4940543930139118
2036,botswana,BWA,0.4940543930139118
2037,botswana,BWA,0.4940543930139118
2038,botswana,BWA,0.4940543930139118
2039,botswana,BWA,0.4940543930139118
2040,botswana,BWA,0.4940543930139118
2041,botswana,BWA,0.4940543930139118
2042,botswana,BWA,0.4940543930139118
2043,botswana,BWA,0.4940543930139118
2044,botswana,BWA,0.4940543930139118
2045,botswana,BWA,0.4940543930139118
2046,botswana,BWA,0.4940543930139118
2047,botswana,BWA,0.4940543930139118
2048,botswana,BWA,0.4940543930139118
2049,botswana,BWA,0.4940543930139118
2050,botswana,BWA,0.4940543930139118
2017,brazil,BRA,0.16479046572507902
2018,brazil,BRA,0.16479046572507902
2019,brazil,BRA,0.16479046572507902
2020,brazil,BRA,0.16479046572507902
2021,brazil,BRA,0.16479046572507902
2022,brazil,BRA,0.16479046572507902
2023,brazil,BRA,0.16479046572507902
2024,brazil,BRA,0.16479046572507902
2025,brazil,BRA,0.16479046572507902
2026,brazil,BRA,0.16479046572507902
2027,brazil,BRA,0.16479046572507902
2028,brazil,BRA,0.16479046572507902
2029,brazil,BRA,0.16479046572507902
2030,brazil,BRA,0.16479046572507902
2031,brazil,BRA,0.16479046572507902
2032,brazil,BRA,0.16479046572507902
2033,brazil,BRA,0.16479046572507902
2034,brazil,BRA,0.16479046572507902
2035,brazil,BRA,0.16479046572507902
2036,brazil,BRA,0.16479046572507902
2037,brazil,BRA,0.16479046572507902
2038,brazil,BRA,0.16479046572507902
2039,brazil,BRA,0.16479046572507902
2040,brazil,BRA,0.16479046572507902
2041,brazil,BRA,0.16479046572507902
2042,brazil,BRA,0.16479046572507902
2043,brazil,BRA,0.16479046572507902
2044,brazil,BRA,0.16479046572507902
2045,brazil,BRA,0.16479046572507902
2046,brazil,BRA,0.16479046572507902
2047,brazil,BRA,0.16479046572507902
2048,brazil,BRA,0.16479046572507902
2049,brazil,BRA,0.16479046572507902
2050,brazil,BRA,0.16479046572507902
2017,bulgaria,BGR,0.2205740444635057
