Year,iso_code3,pij_lndu_croplands_to_forests_mangroves
2023,GUY,0.294264412231967
2024,GUY,0.294264412231967
2025,GUY,0.294264412231967
2026,GUY,0.294264412231967
2027,GUY,0.294264412231967
2028,GUY,0.294264412231967
2029,GUY,0.294264412231967
2030,GUY,0.294264412231967
2031,GUY,0.294264412231967
2032,GUY,0.294264412231967
2033,GUY,0.294264412231967
2034,GUY,0.294264412231967
2035,GUY,0.294264412231967
2036,GUY,0.294264412231967
2037,GUY,0.294264412231967
2038,GUY,0.294264412231967
2039,GUY,0.294264412231967
2040,GUY,0.294264412231967
2041,GUY,0.294264412231967
2042,GUY,0.294264412231967
2043,GUY,0.294264412231967
2044,GUY,0.294264412231967
2045,GUY,0.294264412231967
2046,GUY,0.294264412231967
2047,GUY,0.294264412231967
2048,GUY,0.294264412231967
2049,GUY,0.294264412231967
2050,GUY,0.294264412231967
2019,HKG,0.4901881714802623
2020,HKG,0.4901883313528785
2021,HKG,0.4901883313528785
2022,HKG,0.4901883313528785
2023,HKG,0.4901883313528785
2024,HKG,0.4901883313528785
2025,HKG,0.4901883313528785
2026,HKG,0.4901883313528785
2027,HKG,0.4901883313528785
2028,HKG,0.4901883313528785
2029,HKG,0.4901883313528785
2030,HKG,0.4901883313528785
2031,HKG,0.4901883313528785
2032,HKG,0.4901883313528785
2033,HKG,0.4901883313528785
2034,HKG,0.4901883313528785
2035,HKG,0.4901883313528785
2036,HKG,0.4901883313528785
2037,HKG,0.4901883313528785
2038,HKG,0.4901883313528785
2039,HKG,0.4901883313528785
2040,HKG,0.4901883313528785
2041,HKG,0.4901883313528785
2042,HKG,0.4901883313528785
2043,HKG,0.4901883313528785
2044,HKG,0.4901883313528785
2045,HKG,0.4901883313528785
2046,HKG,0.4901883313528785
2047,HKG,0.4901883313528785
2048,HKG,0.4901883313528785
2049,HKG,0.4901883313528785
2050,HKG,0.4901883313528785
2019,HND,0.0001240727147989
2020,HND,2.810731979077121e-05
2021,HND,2.810731979077121e-05
2022,HND,2.810731979077121e-05
2023,HND,2.810731979077121e-05
2024,HND,2.810731979077121e-05
2025,HND,2.810731979077121e-05
2026,HND,2.810731979077121e-05
2027,HND,2.810731979077121e-05
2028,HND,2.810731979077121e-05
2029,HND,2.810731979077121e-05
2030,HND,2.810731979077121e-05
2031,HND,2.810731979077121e-05
2032,HND,2.810731979077121e-05
2033,HND,2.810731979077121e-05
2034,HND,2.810731979077121e-05
2035,HND,2.810731979077121e-05
2036,HND,2.810731979077121e-05
2037,HND,2.810731979077121e-05
2038,HND,2.810731979077121e-05
2039,HND,2.810731979077121e-05
2040,HND,2.810731979077121e-05
2041,HND,2.810731979077121e-05
2042,HND,2.810731979077121e-05
2043,HND,2.810731979077121e-05
2044,HND,2.810731979077121e-05
2045,HND,2.810731979077121e-05
2046,HND,2.810731979077121e-05
2047,HND,2.810731979077121e-05
2048,HND,2.810731979077121e-05
2049,HND,2.810731979077121e-05
2050,HND,2.810731979077121e-05
2019,HRV,0.0
2020,HRV,0.0
2021,HRV,0.0
2022,HRV,0.0
2023,HRV,0.0
2024,HRV,0.0
2025,HRV,0.0
2026,HRV,0.0
2027,HRV,0.0
2028,HRV,0.0
2029,HRV,0.0
2030,HRV,0.0
2031,HRV,0.0
2032,HRV,0.0
2033,HRV,0.0
2034,HRV,0.0
2035,HRV,0.0
2036,HRV,0.0
2037,HRV,0.0
2038,HRV,0.0
2039,HRV,0.0
2040,HRV,0.0
2041,HRV,0.0
2042,HRV,0.0
2043,HRV,0.0
2044,HRV,0.0
2045,HRV,0.0
2046,HRV,0.0
2047,HRV,0.0
2048,HRV,0.0
2049,HRV,0.0
2050,HRV,0.0
2019,HTI,0.0
2020,HTI,0.0
2021,HTI,0.0
2022,HTI,0.0
2023,HTI,0.0
2024,HTI,0.0
2025,HTI,0.0
2026,HTI,0.0
2027,HTI,0.0
2028,HTI,0.0
2029,HTI,0.0
2030,HTI,0.0
2031,HTI,0.0
2032,HTI,0.0
2033,HTI,0.0
2034,HTI,0.0
2035,HTI,0.0
2036,HTI,0.0
2037,HTI,0.0
2038,HTI,0.0
2039,HTI,0.0
2040,HTI,0.0
2041,HTI,0.0
2042,HTI,0.0
2043,HTI,0.0
2044,HTI,0.0
2045,HTI,0.0
2046,HTI,0.0
2047,HTI,0.0
2048,HTI,0.0
2049,HTI,0.0
2050,HTI,0.0
2019,HUN,0.0
2020,HUN,0.0
2021,HUN,0.0
2022,HUN,0.0
2023,HUN,0.0
2024,HUN,0.0
2025,HUN,0.0
2026,HUN,0.0
2027,HUN,0.0
2028,HUN,0.0
2029,HUN,0.0
2030,HUN,0.0
2031,HUN,0.0
2032,HUN,0.0
2033,HUN,0.0
2034,HUN,0.0
2035,HUN,0.0
2036,HUN,0.0
2037,HUN,0.0
2038,HUN,0.0
2039,HUN,0.0
2040,HUN,0.0
2041,HUN,0.0
2042,HUN,0.0
2043,HUN,0.0
2044,HUN,0.0
2045,HUN,0.0
2046,HUN,0.0
2047,HUN,0.0
2048,HUN,0.0
2049,HUN,0.0
2050,HUN,0.0
2019,IDN,9.659906023483904e-05
2020,IDN,2.4942098410648147e-05
2021,IDN,2.4942098410648147e-05
2022,IDN,2.4942098410648147e-05
2023,IDN,2.4942098410648147e-05
2024,IDN,2.4942098410648147e-05
2025,IDN,2.4942098410648147e-05
2026,IDN,2.4942098410648147e-05
2027,IDN,2.4942098410648147e-05
2028,IDN,2.4942098410648147e-05
2029,IDN,2.4942098410648147e-05
2030,IDN,2.4942098410648147e-05
2031,IDN,2.4942098410648147e-05
2032,IDN,2.4942098410648147e-05
2033,IDN,2.4942098410648147e-05
2034,IDN,2.4942098410648147e-05
2035,IDN,2.4942098410648147e-05
2036,IDN,2.4942098410648147e-05
2037,IDN,2.4942098410648147e-05
2038,IDN,2.4942098410648147e-05
2039,IDN,2.4942098410648147e-05
2040,IDN,2.4942098410648147e-05
2041,IDN,2.4942098410648147e-05
2042,IDN,2.4942098410648147e-05
2043,IDN,2.4942098410648147e-05
2044,IDN,2.4942098410648147e-05
2045,IDN,2.4942098410648147e-05
2046,IDN,2.4942098410648147e-05
2047,IDN,2.4942098410648147e-05
2048,IDN,2.4942098410648147e-05
2049,IDN,2.4942098410648147e-05
2050,IDN,2.4942098410648147e-05
2019,IND,0.0001532888186578
2020,IND,0.0001532888186578
2021,IND,0.0001532888186578
2022,IND,0.0001532888186578
2023,IND,0.0001532888186578
2024,IND,0.0001532888186578
2025,IND,0.0001532888186578
2026,IND,0.0001532888186578
2027,IND,0.0001532888186578
2028,IND,0.0001532888186578
2029,IND,0.0001532888186578
2030,IND,0.0001532888186578
2031,IND,0.0001532888186578
2032,IND,0.0001532888186578
2033,IND,0.0001532888186578
2034,IND,0.0001532888186578
2035,IND,0.0001532888186578
2036,IND,0.0001532888186578
2037,IND,0.0001532888186578
2038,IND,0.0001532888186578
2039,IND,0.0001532888186578
2040,IND,0.0001532888186578
2041,IND,0.0001532888186578
2042,IND,0.0001532888186578
2043,IND,0.0001532888186578
2044,IND,0.0001532888186578
2045,IND,0.0001532888186578
2046,IND,0.0001532888186578
2047,IND,0.0001532888186578
2048,IND,0.0001532888186578
2049,IND,0.0001532888186578
2050,IND,0.0001532888186578
2019,IRL,0.0
2020,IRL,0.0980678424035817
2021,IRL,0.0980678424035817
2022,IRL,0.0980678424035817
2023,IRL,0.0980678424035817
2024,IRL,0.0980678424035817
2025,IRL,0.0980678424035817
2026,IRL,0.0980678424035817
2027,IRL,0.0980678424035817
2028,IRL,0.0980678424035817
2029,IRL,0.0980678424035817
2030,IRL,0.0980678424035817
2031,IRL,0.0980678424035817
2032,IRL,0.0980678424035817
2033,IRL,0.0980678424035817
2034,IRL,0.0980678424035817
2035,IRL,0.0980678424035817
2036,IRL,0.0980678424035817
2037,IRL,0.0980678424035817
2038,IRL,0.0980678424035817
2039,IRL,0.0980678424035817
2040,IRL,0.0980678424035817
2041,IRL,0.0980678424035817
2042,IRL,0.0980678424035817
2043,IRL,0.0980678424035817
2044,IRL,0.0980678424035817
2045,IRL,0.0980678424035817
2046,IRL,0.0980678424035817
2047,IRL,0.0980678424035817
2048,IRL,0.0980678424035817
2049,IRL,0.0980678424035817
2050,IRL,0.0980678424035817
2019,IRN,0.0
2020,IRN,8.040620129336815e-05
2021,IRN,8.040620129336815e-05
2022,IRN,8.040620129336815e-05
2023,IRN,8.040620129336815e-05
2024,IRN,8.040620129336815e-05
2025,IRN,8.040620129336815e-05
2026,IRN,8.040620129336815e-05
2027,IRN,8.040620129336815e-05
2028,IRN,8.040620129336815e-05
2029,IRN,8.040620129336815e-05
2030,IRN,8.040620129336815e-05
2031,IRN,8.040620129336815e-05
2032,IRN,8.040620129336815e-05
2033,IRN,8.040620129336815e-05
2034,IRN,8.040620129336815e-05
2035,IRN,8.040620129336815e-05
2036,IRN,8.040620129336815e-05
2037,IRN,8.040620129336815e-05
2038,IRN,8.040620129336815e-05
2039,IRN,8.040620129336815e-05
2040,IRN,8.040620129336815e-05
2041,IRN,8.040620129336815e-05
2042,IRN,8.040620129336815e-05
2043,IRN,8.040620129336815e-05
2044,IRN,8.040620129336815e-05
2045,IRN,8.040620129336815e-05
2046,IRN,8.040620129336815e-05
2047,IRN,8.040620129336815e-05
2048,IRN,8.040620129336815e-05
2049,IRN,8.040620129336815e-05
2050,IRN,8.040620129336815e-05
2019,IRQ,0.0
2020,IRQ,0.0
2021,IRQ,0.0
2022,IRQ,0.0
2023,IRQ,0.0
2024,IRQ,0.0
2025,IRQ,0.0
2026,IRQ,0.0
2027,IRQ,0.0
2028,IRQ,0.0
2029,IRQ,0.0
2030,IRQ,0.0
2031,IRQ,0.0
2032,IRQ,0.0
2033,IRQ,0.0
2034,IRQ,0.0
2035,IRQ,0.0
2036,IRQ,0.0
2037,IRQ,0.0
2038,IRQ,0.0
2039,IRQ,0.0
2040,IRQ,0.0
2041,IRQ,0.0
2042,IRQ,0.0
2043,IRQ,0.0
2044,IRQ,0.0
2045,IRQ,0.0
2046,IRQ,0.0
2047,IRQ,0.0
2048,IRQ,0.0
2049,IRQ,0.0
2050,IRQ,0.0
2019,ISL,0.4922310036683355
2020,ISL,0.4912166284763112
2021,ISL,0.4912166284763112
2022,ISL,0.4912166284763112
2023,ISL,0.4912166284763112
2024,ISL,0.4912166284763112
2025,ISL,0.4912166284763112
2026,ISL,0.4912166284763112
2027,ISL,0.4912166284763112
2028,ISL,0.4912166284763112
2029,ISL,0.4912166284763112
2030,ISL,0.4912166284763112
2031,ISL,0.4912166284763112
2032,ISL,0.4912166284763112
2033,ISL,0.4912166284763112
2034,ISL,0.4912166284763112
2035,ISL,0.4912166284763112
2036,ISL,0.4912166284763112
2037,ISL,0.4912166284763112
2038,ISL,0.4912166284763112
2039,ISL,0.4912166284763112
2040,ISL,0.4912166284763112
2041,ISL,0.4912166284763112
2042,ISL,0.4912166284763112
2043,ISL,0.4912166284763112
2044,ISL,0.4912166284763112
2045,ISL,0.4912166284763112
2046,ISL,0.4912166284763112
2047,ISL,0.4912166284763112
2048,ISL,0.4912166284763112
2049,ISL,0.4912166284763112
2050,ISL,0.4912166284763112
2019,ITA,0.0
2020,ITA,0.0
2021,ITA,0.0
2022,ITA,0.0
2023,ITA,0.0
2024,ITA,0.0
2025,ITA,0.0
2026,ITA,0.0
2027,ITA,0.0
2028,ITA,0.0
2029,ITA,0.0
2030,ITA,0.0
2031,ITA,0.0
2032,ITA,0.0
2033,ITA,0.0
2034,ITA,0.0
2035,ITA,0.0
2036,ITA,0.0
2037,ITA,0.0
2038,ITA,0.0
2039,ITA,0.0
2040,ITA,0.0
2041,ITA,0.0
2042,ITA,0.0
2043,ITA,0.0
2044,ITA,0.0
2045,ITA,0.0
2046,ITA,0.0
2047,ITA,0.0
2048,ITA,0.0
2049,ITA,0.0
2050,ITA,0.0
2019,JAM,0.0
2020,JAM,0.2941279494681951
2021,JAM,0.2941279494681951
2022,JAM,0.2941279494681951
2023,JAM,0.2941279494681951
2024,JAM,0.2941279494681951
2025,JAM,0.2941279494681951
2026,JAM,0.2941279494681951
2027,JAM,0.2941279494681951
2028,JAM,0.2941279494681951
2029,JAM,0.2941279494681951
2030,JAM,0.2941279494681951
2031,JAM,0.2941279494681951
2032,JAM,0.2941279494681951
2033,JAM,0.2941279494681951
2034,JAM,0.2941279494681951
2035,JAM,0.2941279494681951
2036,JAM,0.2941279494681951
2037,JAM,0.2941279494681951
2038,JAM,0.2941279494681951
2039,JAM,0.2941279494681951
2040,JAM,0.2941279494681951
2041,JAM,0.2941279494681951
2042,JAM,0.2941279494681951
2043,JAM,0.2941279494681951
2044,JAM,0.2941279494681951
2045,JAM,0.2941279494681951
2046,JAM,0.2941279494681951
2047,JAM,0.2941279494681951
2048,JAM,0.2941279494681951
2049,JAM,0.2941279494681951
2050,JAM,0.2941279494681951
2019,JOR,0.0
2020,JOR,0.0
2021,JOR,0.0
2022,JOR,0.0
2023,JOR,0.0
2024,JOR,0.0
2025,JOR,0.0
2026,JOR,0.0
2027,JOR,0.0
2028,JOR,0.0
2029,JOR,0.0
2030,JOR,0.0
2031,JOR,0.0
2032,JOR,0.0
2033,JOR,0.0
2034,JOR,0.0
2035,JOR,0.0
2036,JOR,0.0
2037,JOR,0.0
2038,JOR,0.0
2039,JOR,0.0
2040,JOR,0.0
2041,JOR,0.0
2042,JOR,0.0
2043,JOR,0.0
2044,JOR,0.0
2045,JOR,0.0
2046,JOR,0.0
2047,JOR,0.0
2048,JOR,0.0
2049,JOR,0.0
2050,JOR,0.0
2019,JPN,7.563848547921469e-05
2020,JPN,9.49847029842897e-05
2021,JPN,9.49847029842897e-05
2022,JPN,9.49847029842897e-05
2023,JPN,9.49847029842897e-05
2024,JPN,9.49847029842897e-05
2025,JPN,9.49847029842897e-05
2026,JPN,9.49847029842897e-05
2027,JPN,9.49847029842897e-05
2028,JPN,9.49847029842897e-05
2029,JPN,9.49847029842897e-05
2030,JPN,9.49847029842897e-05
2031,JPN,9.49847029842897e-05
2032,JPN,9.49847029842897e-05
2033,JPN,9.49847029842897e-05
2034,JPN,9.49847029842897e-05
2035,JPN,9.49847029842897e-05
2036,JPN,9.49847029842897e-05
2037,JPN,9.49847029842897e-05
2038,JPN,9.49847029842897e-05
2039,JPN,9.49847029842897e-05
2040,JPN,9.49847029842897e-05
2041,JPN,9.49847029842897e-05
2042,JPN,9.49847029842897e-05
2043,JPN,9.49847029842897e-05
2044,JPN,9.49847029842897e-05
2045,JPN,9.49847029842897e-05
2046,JPN,9.49847029842897e-05
2047,JPN,9.49847029842897e-05
2048,JPN,9.49847029842897e-05
2049,JPN,9.49847029842897e-05
2050,JPN,9.49847029842897e-05
2019,KAZ,0.0
2020,KAZ,0.0
2021,KAZ,0.0
2022,KAZ,0.0
2023,KAZ,0.0
2024,KAZ,0.0
2025,KAZ,0.0
2026,KAZ,0.0
2027,KAZ,0.0
2028,KAZ,0.0
2029,KAZ,0.0
2030,KAZ,0.0
2031,KAZ,0.0
2032,KAZ,0.0
2033,KAZ,0.0
2034,KAZ,0.0
2035,KAZ,0.0
2036,KAZ,0.0
2037,KAZ,0.0
2038,KAZ,0.0
2039,KAZ,0.0
2040,KAZ,0.0
2041,KAZ,0.0
2042,KAZ,0.0
2043,KAZ,0.0
2044,KAZ,0.0
2045,KAZ,0.0
2046,KAZ,0.0
2047,KAZ,0.0
2048,KAZ,0.0
2049,KAZ,0.0
2050,KAZ,0.0
2019,KEN,0.0
2020,KEN,1.464438443535291e-05
2021,KEN,1.464438443535291e-05
2022,KEN,1.464438443535291e-05
2023,KEN,1.464438443535291e-05
2024,KEN,1.464438443535291e-05
2025,KEN,1.464438443535291e-05
2026,KEN,1.464438443535291e-05
2027,KEN,1.464438443535291e-05
2028,KEN,1.464438443535291e-05
2029,KEN,1.464438443535291e-05
2030,KEN,1.464438443535291e-05
2031,KEN,1.464438443535291e-05
2032,KEN,1.464438443535291e-05
2033,KEN,1.464438443535291e-05
2034,KEN,1.464438443535291e-05
2035,KEN,1.464438443535291e-05
2036,KEN,1.464438443535291e-05
2037,KEN,1.464438443535291e-05
2038,KEN,1.464438443535291e-05
2039,KEN,1.464438443535291e-05
2040,KEN,1.464438443535291e-05
2041,KEN,1.464438443535291e-05
2042,KEN,1.464438443535291e-05
2043,KEN,1.464438443535291e-05
2044,KEN,1.464438443535291e-05
2045,KEN,1.464438443535291e-05
2046,KEN,1.464438443535291e-05
2047,KEN,1.464438443535291e-05
2048,KEN,1.464438443535291e-05
2049,KEN,1.464438443535291e-05
2050,KEN,1.464438443535291e-05
2019,KGZ,0.0
2020,KGZ,0.0
2021,KGZ,0.0
2022,KGZ,0.0
2023,KGZ,0.0
2024,KGZ,0.0
2025,KGZ,0.0
2026,KGZ,0.0
2027,KGZ,0.0
2028,KGZ,0.0
2029,KGZ,0.0
2030,KGZ,0.0
2031,KGZ,0.0
2032,KGZ,0.0
2033,KGZ,0.0
2034,KGZ,0.0
2035,KGZ,0.0
2036,KGZ,0.0
2037,KGZ,0.0
2038,KGZ,0.0
2039,KGZ,0.0
2040,KGZ,0.0
2041,KGZ,0.0
2042,KGZ,0.0
2043,KGZ,0.0
2044,KGZ,0.0
2045,KGZ,0.0
2046,KGZ,0.0
2047,KGZ,0.0
2048,KGZ,0.0
2049,KGZ,0.0
2050,KGZ,0.0
2019,KHM,0.0
2020,KHM,0.0
2021,KHM,0.0
2022,KHM,0.0
2023,KHM,0.0
2024,KHM,0.0
2025,KHM,0.0
2026,KHM,0.0
2027,KHM,0.0
2028,KHM,0.0
2029,KHM,0.0
2030,KHM,0.0
2031,KHM,0.0
2032,KHM,0.0
2033,KHM,0.0
2034,KHM,0.0
2035,KHM,0.0
2036,KHM,0.0
2037,KHM,0.0
2038,KHM,0.0
2039,KHM,0.0
2040,KHM,0.0
2041,KHM,0.0
2042,KHM,0.0
2043,KHM,0.0
2044,KHM,0.0
2045,KHM,0.0
2046,KHM,0.0
2047,KHM,0.0
2048,KHM,0.0
2049,KHM,0.0
2050,KHM,0.0
2019,KOR,0.0
2020,KOR,0.0
2021,KOR,0.0
2022,KOR,0.0
2023,KOR,0.0
2024,KOR,0.0
2025,KOR,0.0
2026,KOR,0.0
2027,KOR,0.0
2028,KOR,0.0
2029,KOR,0.0
2030,KOR,0.0
2031,KOR,0.0
2032,KOR,0.0
2033,KOR,0.0
2034,KOR,0.0
2035,KOR,0.0
2036,KOR,0.0
2037,KOR,0.0
2038,KOR,0.0
2039,KOR,0.0
2040,KOR,0.0
2041,KOR,0.0
2042,KOR,0.0
2043,KOR,0.0
2044,KOR,0.0
2045,KOR,0.0
2046,KOR,0.0
2047,KOR,0.0
2048,KOR,0.0
2049,KOR,0.0
2050,KOR,0.0
2019,LAO,0.0
2020,LAO,0.0
2021,LAO,0.0
2022,LAO,0.0
2023,LAO,0.0
2024,LAO,0.0
2025,LAO,0.0
2026,LAO,0.0
2027,LAO,0.0
2028,LAO,0.0
2029,LAO,0.0
2030,LAO,0.0
2031,LAO,0.0
2032,LAO,0.0
2033,LAO,0.0
2034,LAO,0.0
2035,LAO,0.0
2036,LAO,0.0
2037,LAO,0.0
2038,LAO,0.0
2039,LAO,0.0
2040,LAO,0.0
2041,LAO,0.0
2042,LAO,0.0
2043,LAO,0.0
2044,LAO,0.0
2045,LAO,0.0
2046,LAO,0.0
2047,LAO,0.0
2048,LAO,0.0
2049,LAO,0.0
2050,LAO,0.0
2019,LBR,0.4902270012288662
2020,LBR,0.4902270012288662
2021,LBR,0.4902270012288662
2022,LBR,0.4902270012288662
2023,LBR,0.4902270012288662
2024,LBR,0.4902270012288662
2025,LBR,0.4902270012288662
2026,LBR,0.4902270012288662
2027,LBR,0.4902270012288662
2028,LBR,0.4902270012288662
2029,LBR,0.4902270012288662
2030,LBR,0.4902270012288662
2031,LBR,0.4902270012288662
2032,LBR,0.4902270012288662
2033,LBR,0.4902270012288662
2034,LBR,0.4902270012288662
2035,LBR,0.4902270012288662
2036,LBR,0.4902270012288662
2037,LBR,0.4902270012288662
2038,LBR,0.4902270012288662
2039,LBR,0.4902270012288662
2040,LBR,0.4902270012288662
2041,LBR,0.4902270012288662
2042,LBR,0.4902270012288662
2043,LBR,0.4902270012288662
2044,LBR,0.4902270012288662
2045,LBR,0.4902270012288662
2046,LBR,0.4902270012288662
2047,LBR,0.4902270012288662
2048,LBR,0.4902270012288662
2049,LBR,0.4902270012288662
2050,LBR,0.4902270012288662
2019,LBY,0.0
2020,LBY,0.0
2021,LBY,0.0
2022,LBY,0.0
2023,LBY,0.0
2024,LBY,0.0
2025,LBY,0.0
2026,LBY,0.0
2027,LBY,0.0
2028,LBY,0.0
2029,LBY,0.0
2030,LBY,0.0
2031,LBY,0.0
2032,LBY,0.0
2033,LBY,0.0
2034,LBY,0.0
2035,LBY,0.0
2036,LBY,0.0
2037,LBY,0.0
2038,LBY,0.0
2039,LBY,0.0
2040,LBY,0.0
2041,LBY,0.0
2042,LBY,0.0
2043,LBY,0.0
2044,LBY,0.0
2045,LBY,0.0
2046,LBY,0.0
2047,LBY,0.0
2048,LBY,0.0
2049,LBY,0.0
2050,LBY,0.0
2019,LKA,6.289992127644628e-06
2020,LKA,4.780285894022498e-05
2021,LKA,4.780285894022498e-05
2022,LKA,4.780285894022498e-05
2023,LKA,4.780285894022498e-05
2024,LKA,4.780285894022498e-05
2025,LKA,4.780285894022498e-05
2026,LKA,4.780285894022498e-05
2027,LKA,4.780285894022498e-05
2028,LKA,4.780285894022498e-05
2029,LKA,4.780285894022498e-05
2030,LKA,4.780285894022498e-05
2031,LKA,4.780285894022498e-05
2032,LKA,4.780285894022498e-05
2033,LKA,4.780285894022498e-05
2034,LKA,4.780285894022498e-05
2035,LKA,4.780285894022498e-05
2036,LKA,4.780285894022498e-05
2037,LKA,4.780285894022498e-05
2038,LKA,4.780285894022498e-05
2039,LKA,4.780285894022498e-05
2040,LKA,4.780285894022498e-05
2041,LKA,4.780285894022498e-05
2042,LKA,4.780285894022498e-05
2043,LKA,4.780285894022498e-05
2044,LKA,4.780285894022498e-05
2045,LKA,4.780285894022498e-05
2046,LKA,4.780285894022498e-05
2047,LKA,4.780285894022498e-05
2048,LKA,4.780285894022498e-05
2049,LKA,4.780285894022498e-05
2050,LKA,4.780285894022498e-05
2019,LTU,0.0
2020,LTU,0.0
2021,LTU,0.0
2022,LTU,0.0
2023,LTU,0.0
2024,LTU,0.0
2025,LTU,0.0
2026,LTU,0.0
2027,LTU,0.0
2028,LTU,0.0
2029,LTU,0.0
2030,LTU,0.0
2031,LTU,0.0
2032,LTU,0.0
2033,LTU,0.0
2034,LTU,0.0
2035,LTU,0.0
2036,LTU,0.0
2037,LTU,0.0
2038,LTU,0.0
2039,LTU,0.0
2040,LTU,0.0
2041,LTU,0.0
2042,LTU,0.0
2043,LTU,0.0
2044,LTU,0.0
2045,LTU,0.0
2046,LTU,0.0
2047,LTU,0.0
2048,LTU,0.0
2049,LTU,0.0
2050,LTU,0.0
2019,LVA,0.0
2020,LVA,0.0
2021,LVA,0.0
2022,LVA,0.0
2023,LVA,0.0
2024,LVA,0.0
2025,LVA,0.0
2026,LVA,0.0
2027,LVA,0.0
2028,LVA,0.0
2029,LVA,0.0
2030,LVA,0.0
2031,LVA,0.0
2032,LVA,0.0
2033,LVA,0.0
2034,LVA,0.0
2035,LVA,0.0
2036,LVA,0.0
2037,LVA,0.0
2038,LVA,0.0
2039,LVA,0.0
2040,LVA,0.0
2041,LVA,0.0
2042,LVA,0.0
2043,LVA,0.0
2044,LVA,0.0
2045,LVA,0.0
2046,LVA,0.0
2047,LVA,0.0
2048,LVA,0.0
2049,LVA,0.0
2050,LVA,0.0
2019,MAR,0.0
2020,MAR,0.0
2021,MAR,0.0
2022,MAR,0.0
2023,MAR,0.0
2024,MAR,0.0
2025,MAR,0.0
2026,MAR,0.0
2027,MAR,0.0
2028,MAR,0.0
2029,MAR,0.0
2030,MAR,0.0
2031,MAR,0.0
2032,MAR,0.0
2033,MAR,0.0
2034,MAR,0.0
2035,MAR,0.0
2036,MAR,0.0
2037,MAR,0.0
2038,MAR,0.0
2039,MAR,0.0
2040,MAR,0.0
2041,MAR,0.0
2042,MAR,0.0
2043,MAR,0.0
2044,MAR,0.0
2045,MAR,0.0
2046,MAR,0.0
2047,MAR,0.0
2048,MAR,0.0
2049,MAR,0.0
2050,MAR,0.0
2019,MDA,0.0
2020,MDA,0.0
2021,MDA,0.0
2022,MDA,0.0
2023,MDA,0.0
2024,MDA,0.0
2025,MDA,0.0
2026,MDA,0.0
2027,MDA,0.0
2028,MDA,0.0
2029,MDA,0.0
2030,MDA,0.0
2031,MDA,0.0
2032,MDA,0.0
2033,MDA,0.0
2034,MDA,0.0
2035,MDA,0.0
2036,MDA,0.0
2037,MDA,0.0
2038,MDA,0.0
2039,MDA,0.0
2040,MDA,0.0
2041,MDA,0.0
2042,MDA,0.0
2043,MDA,0.0
2044,MDA,0.0
2045,MDA,0.0
2046,MDA,0.0
2047,MDA,0.0
2048,MDA,0.0
2049,MDA,0.0
2050,MDA,0.0
2019,MDG,0.0001864802519136
2020,MDG,0.0001818514300231
2021,MDG,0.0001818514300231
2022,MDG,0.0001818514300231
2023,MDG,0.0001818514300231
2024,MDG,0.0001818514300231
2025,MDG,0.0001818514300231
2026,MDG,0.0001818514300231
2027,MDG,0.0001818514300231
2028,MDG,0.0001818514300231
2029,MDG,0.0001818514300231
2030,MDG,0.0001818514300231
2031,MDG,0.0001818514300231
2032,MDG,0.0001818514300231
2033,MDG,0.0001818514300231
2034,MDG,0.0001818514300231
2035,MDG,0.0001818514300231
2036,MDG,0.0001818514300231
2037,MDG,0.0001818514300231
2038,MDG,0.0001818514300231
2039,MDG,0.0001818514300231
2040,MDG,0.0001818514300231
2041,MDG,0.0001818514300231
2042,MDG,0.0001818514300231
2043,MDG,0.0001818514300231
2044,MDG,0.0001818514300231
2045,MDG,0.0001818514300231
2046,MDG,0.0001818514300231
2047,MDG,0.0001818514300231
2048,MDG,0.0001818514300231
2049,MDG,0.0001818514300231
2050,MDG,0.0001818514300231
2019,MEX,2.2237404168919047e-05
2020,MEX,4.5061115364805065e-05
2021,MEX,4.5061115364805065e-05
2022,MEX,4.5061115364805065e-05
2023,MEX,4.5061115364805065e-05
2024,MEX,4.5061115364805065e-05
2025,MEX,4.5061115364805065e-05
2026,MEX,4.5061115364805065e-05
2027,MEX,4.5061115364805065e-05
2028,MEX,4.5061115364805065e-05
2029,MEX,4.5061115364805065e-05
2030,MEX,4.5061115364805065e-05
2031,MEX,4.5061115364805065e-05
2032,MEX,4.5061115364805065e-05
2033,MEX,4.5061115364805065e-05
2034,MEX,4.5061115364805065e-05
2035,MEX,4.5061115364805065e-05
2036,MEX,4.5061115364805065e-05
2037,MEX,4.5061115364805065e-05
2038,MEX,4.5061115364805065e-05
2039,MEX,4.5061115364805065e-05
2040,MEX,4.5061115364805065e-05
2041,MEX,4.5061115364805065e-05
2042,MEX,4.5061115364805065e-05
2043,MEX,4.5061115364805065e-05
2044,MEX,4.5061115364805065e-05
2045,MEX,4.5061115364805065e-05
2046,MEX,4.5061115364805065e-05
2047,MEX,4.5061115364805065e-05
2048,MEX,4.5061115364805065e-05
2049,MEX,4.5061115364805065e-05
2050,MEX,4.5061115364805065e-05
2019,MKD,0.0
2020,MKD,0.0
2021,MKD,0.0
2022,MKD,0.0
2023,MKD,0.0
2024,MKD,0.0
2025,MKD,0.0
2026,MKD,0.0
2027,MKD,0.0
2028,MKD,0.0
2029,MKD,0.0
2030,MKD,0.0
2031,MKD,0.0
2032,MKD,0.0
2033,MKD,0.0
2034,MKD,0.0
2035,MKD,0.0
2036,MKD,0.0
2037,MKD,0.0
2038,MKD,0.0
2039,MKD,0.0
