,Nation,iso_code3,Year,fuelefficiency_trns_public_diesel_km_per_litre
1709,East Asia & Pacific (excluding high income),EAP,2024,2.5
1710,East Asia & Pacific (excluding high income),EAP,2025,2.5
1711,East Asia & Pacific (excluding high income),EAP,2026,2.5
1712,East Asia & Pacific (excluding high income),EAP,2027,2.5
1713,East Asia & Pacific (excluding high income),EAP,2028,2.5
1714,East Asia & Pacific (excluding high income),EAP,2029,2.5
1715,East Asia & Pacific (excluding high income),EAP,2030,2.5
1716,East Asia & Pacific (excluding high income),EAP,2031,2.5
1717,East Asia & Pacific (excluding high income),EAP,2032,2.5
1718,East Asia & Pacific (excluding high income),EAP,2033,2.5
1719,East Asia & Pacific (excluding high income),EAP,2034,2.5
1720,East Asia & Pacific (excluding high income),EAP,2035,2.5
1721,East Asia & Pacific (excluding high income),EAP,2036,2.5
1722,East Asia & Pacific (excluding high income),EAP,2037,2.5
1723,East Asia & Pacific (excluding high income),EAP,2038,2.5
1724,East Asia & Pacific (excluding high income),EAP,2039,2.5
1725,East Asia & Pacific (excluding high income),EAP,2040,2.5
1726,East Asia & Pacific (excluding high income),EAP,2041,2.5
1727,East Asia & Pacific (excluding high income),EAP,2042,2.5
1728,East Asia & Pacific (excluding high income),EAP,2043,2.5
1729,East Asia & Pacific (excluding high income),EAP,2044,2.5
1730,East Asia & Pacific (excluding high income),EAP,2045,2.5
1731,East Asia & Pacific (excluding high income),EAP,2046,2.5
1732,East Asia & Pacific (excluding high income),EAP,2047,2.5
1733,East Asia & Pacific (excluding high income),EAP,2048,2.5
1734,East Asia & Pacific (excluding high income),EAP,2049,2.5
1735,East Asia & Pacific (excluding high income),EAP,2050,2.5
1736,Early-demographic dividend,EAR,2023,2.5
1737,Early-demographic dividend,EAR,2024,2.5
1738,Early-demographic dividend,EAR,2025,2.5
1739,Early-demographic dividend,EAR,2026,2.5
1740,Early-demographic dividend,EAR,2027,2.5
1741,Early-demographic dividend,EAR,2028,2.5
1742,Early-demographic dividend,EAR,2029,2.5
1743,Early-demographic dividend,EAR,2030,2.5
1744,Early-demographic dividend,EAR,2031,2.5
1745,Early-demographic dividend,EAR,2032,2.5
1746,Early-demographic dividend,EAR,2033,2.5
1747,Early-demographic dividend,EAR,2034,2.5
1748,Early-demographic dividend,EAR,2035,2.5
1749,Early-demographic dividend,EAR,2036,2.5
1750,Early-demographic dividend,EAR,2037,2.5
1751,Early-demographic dividend,EAR,2038,2.5
1752,Early-demographic dividend,EAR,2039,2.5
1753,Early-demographic dividend,EAR,2040,2.5
1754,Early-demographic dividend,EAR,2041,2.5
1755,Early-demographic dividend,EAR,2042,2.5
1756,Early-demographic dividend,EAR,2043,2.5
1757,Early-demographic dividend,EAR,2044,2.5
1758,Early-demographic dividend,EAR,2045,2.5
1759,Early-demographic dividend,EAR,2046,2.5
1760,Early-demographic dividend,EAR,2047,2.5
1761,Early-demographic dividend,EAR,2048,2.5
1762,Early-demographic dividend,EAR,2049,2.5
1763,Early-demographic dividend,EAR,2050,2.5
1764,East Asia & Pacific,EAS,2023,2.5
1765,East Asia & Pacific,EAS,2024,2.5
1766,East Asia & Pacific,EAS,2025,2.5
1767,East Asia & Pacific,EAS,2026,2.5
1768,East Asia & Pacific,EAS,2027,2.5
1769,East Asia & Pacific,EAS,2028,2.5
1770,East Asia & Pacific,EAS,2029,2.5
1771,East Asia & Pacific,EAS,2030,2.5
1772,East Asia & Pacific,EAS,2031,2.5
1773,East Asia & Pacific,EAS,2032,2.5
1774,East Asia & Pacific,EAS,2033,2.5
1775,East Asia & Pacific,EAS,2034,2.5
1776,East Asia & Pacific,EAS,2035,2.5
1777,East Asia & Pacific,EAS,2036,2.5
1778,East Asia & Pacific,EAS,2037,2.5
1779,East Asia & Pacific,EAS,2038,2.5
1780,East Asia & Pacific,EAS,2039,2.5
1781,East Asia & Pacific,EAS,2040,2.5
1782,East Asia & Pacific,EAS,2041,2.5
1783,East Asia & Pacific,EAS,2042,2.5
1784,East Asia & Pacific,EAS,2043,2.5
1785,East Asia & Pacific,EAS,2044,2.5
1786,East Asia & Pacific,EAS,2045,2.5
1787,East Asia & Pacific,EAS,2046,2.5
1788,East Asia & Pacific,EAS,2047,2.5
1789,East Asia & Pacific,EAS,2048,2.5
1790,East Asia & Pacific,EAS,2049,2.5
1791,East Asia & Pacific,EAS,2050,2.5
1792,Europe & Central Asia (excluding high income),ECA,2023,2.5
1793,Europe & Central Asia (excluding high income),ECA,2024,2.5
1794,Europe & Central Asia (excluding high income),ECA,2025,2.5
1795,Europe & Central Asia (excluding high income),ECA,2026,2.5
1796,Europe & Central Asia (excluding high income),ECA,2027,2.5
1797,Europe & Central Asia (excluding high income),ECA,2028,2.5
1798,Europe & Central Asia (excluding high income),ECA,2029,2.5
1799,Europe & Central Asia (excluding high income),ECA,2030,2.5
1800,Europe & Central Asia (excluding high income),ECA,2031,2.5
1801,Europe & Central Asia (excluding high income),ECA,2032,2.5
1802,Europe & Central Asia (excluding high income),ECA,2033,2.5
1803,Europe & Central Asia (excluding high income),ECA,2034,2.5
1804,Europe & Central Asia (excluding high income),ECA,2035,2.5
1805,Europe & Central Asia (excluding high income),ECA,2036,2.5
1806,Europe & Central Asia (excluding high income),ECA,2037,2.5
1807,Europe & Central Asia (excluding high income),ECA,2038,2.5
1808,Europe & Central Asia (excluding high income),ECA,2039,2.5
1809,Europe & Central Asia (excluding high income),ECA,2040,2.5
1810,Europe & Central Asia (excluding high income),ECA,2041,2.5
1811,Europe & Central Asia (excluding high income),ECA,2042,2.5
1812,Europe & Central Asia (excluding high income),ECA,2043,2.5
1813,Europe & Central Asia (excluding high income),ECA,2044,2.5
1814,Europe & Central Asia (excluding high income),ECA,2045,2.5
1815,Europe & Central Asia (excluding high income),ECA,2046,2.5
1816,Europe & Central Asia (excluding high income),ECA,2047,2.5
1817,Europe & Central Asia (excluding high income),ECA,2048,2.5
1818,Europe & Central Asia (excluding high income),ECA,2049,2.5
1819,Europe & Central Asia (excluding high income),ECA,2050,2.5
1820,Europe & Central Asia,ECS,2023,2.5
1821,Europe & Central Asia,ECS,2024,2.5
1822,Europe & Central Asia,ECS,2025,2.5
1823,Europe & Central Asia,ECS,2026,2.5
1824,Europe & Central Asia,ECS,2027,2.5
1825,Europe & Central Asia,ECS,2028,2.5
1826,Europe & Central Asia,ECS,2029,2.5
1827,Europe & Central Asia,ECS,2030,2.5
1828,Europe & Central Asia,ECS,2031,2.5
1829,Europe & Central Asia,ECS,2032,2.5
1830,Europe & Central Asia,ECS,2033,2.5
1831,Europe & Central Asia,ECS,2034,2.5
1832,Europe & Central Asia,ECS,2035,2.5
1833,Europe & Central Asia,ECS,2036,2.5
1834,Europe & Central Asia,ECS,2037,2.5
1835,Europe & Central Asia,ECS,2038,2.5
1836,Europe & Central Asia,ECS,2039,2.5
1837,Europe & Central Asia,ECS,2040,2.5
1838,Europe & Central Asia,ECS,2041,2.5
1839,Europe & Central Asia,ECS,2042,2.5
1840,Europe & Central Asia,ECS,2043,2.5
1841,Europe & Central Asia,ECS,2044,2.5
1842,Europe & Central Asia,ECS,2045,2.5
1843,Europe & Central Asia,ECS,2046,2.5
1844,Europe & Central Asia,ECS,2047,2.5
1845,Europe & Central Asia,ECS,2048,2.5
1846,Europe & Central Asia,ECS,2049,2.5
1847,Europe & Central Asia,ECS,2050,2.5
1848,Ecuador,ECU,2023,2.5
1849,Ecuador,ECU,2024,2.5
1850,Ecuador,ECU,2025,2.5
1851,Ecuador,ECU,2026,2.5
1852,Ecuador,ECU,2027,2.5
1853,Ecuador,ECU,2028,2.5
1854,Ecuador,ECU,2029,2.5
1855,Ecuador,ECU,2030,2.5
1856,Ecuador,ECU,2031,2.5
1857,Ecuador,ECU,2032,2.5
1858,Ecuador,ECU,2033,2.5
1859,Ecuador,ECU,2034,2.5
1860,Ecuador,ECU,2035,2.5
1861,Ecuador,ECU,2036,2.5
1862,Ecuador,ECU,2037,2.5
1863,Ecuador,ECU,2038,2.5
1864,Ecuador,ECU,2039,2.5
1865,Ecuador,ECU,2040,2.5
1866,Ecuador,ECU,2041,2.5
1867,Ecuador,ECU,2042,2.5
1868,Ecuador,ECU,2043,2.5
1869,Ecuador,ECU,2044,2.5
1870,Ecuador,ECU,2045,2.5
1871,Ecuador,ECU,2046,2.5
1872,Ecuador,ECU,2047,2.5
1873,Ecuador,ECU,2048,2.5
1874,Ecuador,ECU,2049,2.5
1875,Ecuador,ECU,2050,2.5
1876,"Egypt, Arab Rep.",EGY,2023,2.5
1877,"Egypt, Arab Rep.",EGY,2024,2.5
1878,"Egypt, Arab Rep.",EGY,2025,2.5
1879,"Egypt, Arab Rep.",EGY,2026,2.5
1880,"Egypt, Arab Rep.",EGY,2027,2.5
1881,"Egypt, Arab Rep.",EGY,2028,2.5
1882,"Egypt, Arab Rep.",EGY,2029,2.5
1883,"Egypt, Arab Rep.",EGY,2030,2.5
1884,"Egypt, Arab Rep.",EGY,2031,2.5
1885,"Egypt, Arab Rep.",EGY,2032,2.5
1886,"Egypt, Arab Rep.",EGY,2033,2.5
1887,"Egypt, Arab Rep.",EGY,2034,2.5
1888,"Egypt, Arab Rep.",EGY,2035,2.5
1889,"Egypt, Arab Rep.",EGY,2036,2.5
1890,"Egypt, Arab Rep.",EGY,2037,2.5
1891,"Egypt, Arab Rep.",EGY,2038,2.5
1892,"Egypt, Arab Rep.",EGY,2039,2.5
1893,"Egypt, Arab Rep.",EGY,2040,2.5
1894,"Egypt, Arab Rep.",EGY,2041,2.5
1895,"Egypt, Arab Rep.",EGY,2042,2.5
1896,"Egypt, Arab Rep.",EGY,2043,2.5
1897,"Egypt, Arab Rep.",EGY,2044,2.5
1898,"Egypt, Arab Rep.",EGY,2045,2.5
1899,"Egypt, Arab Rep.",EGY,2046,2.5
1900,"Egypt, Arab Rep.",EGY,2047,2.5
1901,"Egypt, Arab Rep.",EGY,2048,2.5
1902,"Egypt, Arab Rep.",EGY,2049,2.5
1903,"Egypt, Arab Rep.",EGY,2050,2.5
1904,Euro area,EMU,2023,2.5
1905,Euro area,EMU,2024,2.5
1906,Euro area,EMU,2025,2.5
1907,Euro area,EMU,2026,2.5
1908,Euro area,EMU,2027,2.5
1909,Euro area,EMU,2028,2.5
1910,Euro area,EMU,2029,2.5
1911,Euro area,EMU,2030,2.5
1912,Euro area,EMU,2031,2.5
1913,Euro area,EMU,2032,2.5
1914,Euro area,EMU,2033,2.5
1915,Euro area,EMU,2034,2.5
1916,Euro area,EMU,2035,2.5
1917,Euro area,EMU,2036,2.5
1918,Euro area,EMU,2037,2.5
1919,Euro area,EMU,2038,2.5
1920,Euro area,EMU,2039,2.5
1921,Euro area,EMU,2040,2.5
1922,Euro area,EMU,2041,2.5
1923,Euro area,EMU,2042,2.5
1924,Euro area,EMU,2043,2.5
1925,Euro area,EMU,2044,2.5
1926,Euro area,EMU,2045,2.5
1927,Euro area,EMU,2046,2.5
1928,Euro area,EMU,2047,2.5
1929,Euro area,EMU,2048,2.5
1930,Euro area,EMU,2049,2.5
1931,Euro area,EMU,2050,2.5
1932,Eritrea,ERI,2023,2.5
1933,Eritrea,ERI,2024,2.5
1934,Eritrea,ERI,2025,2.5
1935,Eritrea,ERI,2026,2.5
1936,Eritrea,ERI,2027,2.5
1937,Eritrea,ERI,2028,2.5
1938,Eritrea,ERI,2029,2.5
1939,Eritrea,ERI,2030,2.5
1940,Eritrea,ERI,2031,2.5
1941,Eritrea,ERI,2032,2.5
1942,Eritrea,ERI,2033,2.5
1943,Eritrea,ERI,2034,2.5
1944,Eritrea,ERI,2035,2.5
1945,Eritrea,ERI,2036,2.5
1946,Eritrea,ERI,2037,2.5
1947,Eritrea,ERI,2038,2.5
1948,Eritrea,ERI,2039,2.5
1949,Eritrea,ERI,2040,2.5
1950,Eritrea,ERI,2041,2.5
1951,Eritrea,ERI,2042,2.5
1952,Eritrea,ERI,2043,2.5
1953,Eritrea,ERI,2044,2.5
1954,Eritrea,ERI,2045,2.5
1955,Eritrea,ERI,2046,2.5
1956,Eritrea,ERI,2047,2.5
1957,Eritrea,ERI,2048,2.5
1958,Eritrea,ERI,2049,2.5
1959,Eritrea,ERI,2050,2.5
1960,Spain,ESP,2023,2.5
1961,Spain,ESP,2024,2.5
1962,Spain,ESP,2025,2.5
1963,Spain,ESP,2026,2.5
1964,Spain,ESP,2027,2.5
1965,Spain,ESP,2028,2.5
1966,Spain,ESP,2029,2.5
1967,Spain,ESP,2030,2.5
1968,Spain,ESP,2031,2.5
1969,Spain,ESP,2032,2.5
1970,Spain,ESP,2033,2.5
1971,Spain,ESP,2034,2.5
1972,Spain,ESP,2035,2.5
1973,Spain,ESP,2036,2.5
1974,Spain,ESP,2037,2.5
1975,Spain,ESP,2038,2.5
1976,Spain,ESP,2039,2.5
1977,Spain,ESP,2040,2.5
1978,Spain,ESP,2041,2.5
1979,Spain,ESP,2042,2.5
1980,Spain,ESP,2043,2.5
1981,Spain,ESP,2044,2.5
1982,Spain,ESP,2045,2.5
1983,Spain,ESP,2046,2.5
1984,Spain,ESP,2047,2.5
1985,Spain,ESP,2048,2.5
1986,Spain,ESP,2049,2.5
1987,Spain,ESP,2050,2.5
1988,Estonia,EST,2023,2.5
1989,Estonia,EST,2024,2.5
1990,Estonia,EST,2025,2.5
1991,Estonia,EST,2026,2.5
1992,Estonia,EST,2027,2.5
1993,Estonia,EST,2028,2.5
1994,Estonia,EST,2029,2.5
1995,Estonia,EST,2030,2.5
1996,Estonia,EST,2031,2.5
1997,Estonia,EST,2032,2.5
1998,Estonia,EST,2033,2.5
1999,Estonia,EST,2034,2.5
2000,Estonia,EST,2035,2.5
2001,Estonia,EST,2036,2.5
2002,Estonia,EST,2037,2.5
2003,Estonia,EST,2038,2.5
2004,Estonia,EST,2039,2.5
2005,Estonia,EST,2040,2.5
2006,Estonia,EST,2041,2.5
2007,Estonia,EST,2042,2.5
2008,Estonia,EST,2043,2.5
2009,Estonia,EST,2044,2.5
2010,Estonia,EST,2045,2.5
2011,Estonia,EST,2046,2.5
2012,Estonia,EST,2047,2.5
2013,Estonia,EST,2048,2.5
2014,Estonia,EST,2049,2.5
2015,Estonia,EST,2050,2.5
2016,Ethiopia,ETH,2023,2.5
2017,Ethiopia,ETH,2024,2.5
2018,Ethiopia,ETH,2025,2.5
2019,Ethiopia,ETH,2026,2.5
2020,Ethiopia,ETH,2027,2.5
2021,Ethiopia,ETH,2028,2.5
2022,Ethiopia,ETH,2029,2.5
2023,Ethiopia,ETH,2030,2.5
2024,Ethiopia,ETH,2031,2.5
2025,Ethiopia,ETH,2032,2.5
2026,Ethiopia,ETH,2033,2.5
2027,Ethiopia,ETH,2034,2.5
2028,Ethiopia,ETH,2035,2.5
2029,Ethiopia,ETH,2036,2.5
2030,Ethiopia,ETH,2037,2.5
2031,Ethiopia,ETH,2038,2.5
2032,Ethiopia,ETH,2039,2.5
2033,Ethiopia,ETH,2040,2.5
2034,Ethiopia,ETH,2041,2.5
2035,Ethiopia,ETH,2042,2.5
2036,Ethiopia,ETH,2043,2.5
2037,Ethiopia,ETH,2044,2.5
2038,Ethiopia,ETH,2045,2.5
2039,Ethiopia,ETH,2046,2.5
2040,Ethiopia,ETH,2047,2.5
2041,Ethiopia,ETH,2048,2.5
2042,Ethiopia,ETH,2049,2.5
2043,Ethiopia,ETH,2050,2.5
2044,European Union,EUU,2023,2.5
2045,European Union,EUU,2024,2.5
2046,European Union,EUU,2025,2.5
2047,European Union,EUU,2026,2.5
2048,European Union,EUU,2027,2.5
2049,European Union,EUU,2028,2.5
2050,European Union,EUU,2029,2.5
2051,European Union,EUU,2030,2.5
2052,European Union,EUU,2031,2.5
2053,European Union,EUU,2032,2.5
2054,European Union,EUU,2033,2.5
2055,European Union,EUU,2034,2.5
2056,European Union,EUU,2035,2.5
2057,European Union,EUU,2036,2.5
2058,European Union,EUU,2037,2.5
2059,European Union,EUU,2038,2.5
2060,European Union,EUU,2039,2.5
2061,European Union,EUU,2040,2.5
2062,European Union,EUU,2041,2.5
2063,European Union,EUU,2042,2.5
2064,European Union,EUU,2043,2.5
2065,European Union,EUU,2044,2.5
2066,European Union,EUU,2045,2.5
2067,European Union,EUU,2046,2.5
2068,European Union,EUU,2047,2.5
2069,European Union,EUU,2048,2.5
2070,European Union,EUU,2049,2.5
2071,European Union,EUU,2050,2.5
2072,Fragile and conflict affected situations,FCS,2023,2.5
2073,Fragile and conflict affected situations,FCS,2024,2.5
2074,Fragile and conflict affected situations,FCS,2025,2.5
2075,Fragile and conflict affected situations,FCS,2026,2.5
2076,Fragile and conflict affected situations,FCS,2027,2.5
2077,Fragile and conflict affected situations,FCS,2028,2.5
2078,Fragile and conflict affected situations,FCS,2029,2.5
2079,Fragile and conflict affected situations,FCS,2030,2.5
2080,Fragile and conflict affected situations,FCS,2031,2.5
2081,Fragile and conflict affected situations,FCS,2032,2.5
2082,Fragile and conflict affected situations,FCS,2033,2.5
2083,Fragile and conflict affected situations,FCS,2034,2.5
2084,Fragile and conflict affected situations,FCS,2035,2.5
2085,Fragile and conflict affected situations,FCS,2036,2.5
2086,Fragile and conflict affected situations,FCS,2037,2.5
2087,Fragile and conflict affected situations,FCS,2038,2.5
2088,Fragile and conflict affected situations,FCS,2039,2.5
2089,Fragile and conflict affected situations,FCS,2040,2.5
2090,Fragile and conflict affected situations,FCS,2041,2.5
2091,Fragile and conflict affected situations,FCS,2042,2.5
2092,Fragile and conflict affected situations,FCS,2043,2.5
2093,Fragile and conflict affected situations,FCS,2044,2.5
2094,Fragile and conflict affected situations,FCS,2045,2.5
2095,Fragile and conflict affected situations,FCS,2046,2.5
2096,Fragile and conflict affected situations,FCS,2047,2.5
2097,Fragile and conflict affected situations,FCS,2048,2.5
2098,Fragile and conflict affected situations,FCS,2049,2.5
2099,Fragile and conflict affected situations,FCS,2050,2.5
2100,Finland,FIN,2023,2.5
2101,Finland,FIN,2024,2.5
2102,Finland,FIN,2025,2.5
2103,Finland,FIN,2026,2.5
2104,Finland,FIN,2027,2.5
2105,Finland,FIN,2028,2.5
2106,Finland,FIN,2029,2.5
2107,Finland,FIN,2030,2.5
2108,Finland,FIN,2031,2.5
2109,Finland,FIN,2032,2.5
2110,Finland,FIN,2033,2.5
2111,Finland,FIN,2034,2.5
2112,Finland,FIN,2035,2.5
2113,Finland,FIN,2036,2.5
2114,Finland,FIN,2037,2.5
2115,Finland,FIN,2038,2.5
2116,Finland,FIN,2039,2.5
2117,Finland,FIN,2040,2.5
2118,Finland,FIN,2041,2.5
2119,Finland,FIN,2042,2.5
2120,Finland,FIN,2043,2.5
2121,Finland,FIN,2044,2.5
2122,Finland,FIN,2045,2.5
2123,Finland,FIN,2046,2.5
2124,Finland,FIN,2047,2.5
2125,Finland,FIN,2048,2.5
2126,Finland,FIN,2049,2.5
2127,Finland,FIN,2050,2.5
2128,Fiji,FJI,2023,2.5
2129,Fiji,FJI,2024,2.5
2130,Fiji,FJI,2025,2.5
2131,Fiji,FJI,2026,2.5
2132,Fiji,FJI,2027,2.5
2133,Fiji,FJI,2028,2.5
2134,Fiji,FJI,2029,2.5
2135,Fiji,FJI,2030,2.5
2136,Fiji,FJI,2031,2.5
2137,Fiji,FJI,2032,2.5
2138,Fiji,FJI,2033,2.5
2139,Fiji,FJI,2034,2.5
2140,Fiji,FJI,2035,2.5
2141,Fiji,FJI,2036,2.5
2142,Fiji,FJI,2037,2.5
2143,Fiji,FJI,2038,2.5
2144,Fiji,FJI,2039,2.5
2145,Fiji,FJI,2040,2.5
2146,Fiji,FJI,2041,2.5
2147,Fiji,FJI,2042,2.5
2148,Fiji,FJI,2043,2.5
2149,Fiji,FJI,2044,2.5
2150,Fiji,FJI,2045,2.5
2151,Fiji,FJI,2046,2.5
2152,Fiji,FJI,2047,2.5
2153,Fiji,FJI,2048,2.5
2154,Fiji,FJI,2049,2.5
2155,Fiji,FJI,2050,2.5
2156,France,FRA,2023,2.5
2157,France,FRA,2024,2.5
2158,France,FRA,2025,2.5
2159,France,FRA,2026,2.5
2160,France,FRA,2027,2.5
2161,France,FRA,2028,2.5
2162,France,FRA,2029,2.5
2163,France,FRA,2030,2.5
2164,France,FRA,2031,2.5
2165,France,FRA,2032,2.5
2166,France,FRA,2033,2.5
2167,France,FRA,2034,2.5
2168,France,FRA,2035,2.5
2169,France,FRA,2036,2.5
2170,France,FRA,2037,2.5
2171,France,FRA,2038,2.5
2172,France,FRA,2039,2.5
2173,France,FRA,2040,2.5
2174,France,FRA,2041,2.5
2175,France,FRA,2042,2.5
2176,France,FRA,2043,2.5
2177,France,FRA,2044,2.5
2178,France,FRA,2045,2.5
2179,France,FRA,2046,2.5
2180,France,FRA,2047,2.5
2181,France,FRA,2048,2.5
2182,France,FRA,2049,2.5
2183,France,FRA,2050,2.5
2184,Faroe Islands,FRO,2023,2.5
2185,Faroe Islands,FRO,2024,2.5
2186,Faroe Islands,FRO,2025,2.5
2187,Faroe Islands,FRO,2026,2.5
2188,Faroe Islands,FRO,2027,2.5
2189,Faroe Islands,FRO,2028,2.5
2190,Faroe Islands,FRO,2029,2.5
2191,Faroe Islands,FRO,2030,2.5
2192,Faroe Islands,FRO,2031,2.5
2193,Faroe Islands,FRO,2032,2.5
2194,Faroe Islands,FRO,2033,2.5
2195,Faroe Islands,FRO,2034,2.5
2196,Faroe Islands,FRO,2035,2.5
2197,Faroe Islands,FRO,2036,2.5
2198,Faroe Islands,FRO,2037,2.5
2199,Faroe Islands,FRO,2038,2.5
2200,Faroe Islands,FRO,2039,2.5
2201,Faroe Islands,FRO,2040,2.5
2202,Faroe Islands,FRO,2041,2.5
2203,Faroe Islands,FRO,2042,2.5
2204,Faroe Islands,FRO,2043,2.5
2205,Faroe Islands,FRO,2044,2.5
2206,Faroe Islands,FRO,2045,2.5
2207,Faroe Islands,FRO,2046,2.5
2208,Faroe Islands,FRO,2047,2.5
2209,Faroe Islands,FRO,2048,2.5
2210,Faroe Islands,FRO,2049,2.5
2211,Faroe Islands,FRO,2050,2.5
2212,"Micronesia, Fed. Sts.",FSM,2023,2.5
2213,"Micronesia, Fed. Sts.",FSM,2024,2.5
2214,"Micronesia, Fed. Sts.",FSM,2025,2.5
2215,"Micronesia, Fed. Sts.",FSM,2026,2.5
2216,"Micronesia, Fed. Sts.",FSM,2027,2.5
2217,"Micronesia, Fed. Sts.",FSM,2028,2.5
2218,"Micronesia, Fed. Sts.",FSM,2029,2.5
2219,"Micronesia, Fed. Sts.",FSM,2030,2.5
2220,"Micronesia, Fed. Sts.",FSM,2031,2.5
2221,"Micronesia, Fed. Sts.",FSM,2032,2.5
2222,"Micronesia, Fed. Sts.",FSM,2033,2.5
2223,"Micronesia, Fed. Sts.",FSM,2034,2.5
2224,"Micronesia, Fed. Sts.",FSM,2035,2.5
2225,"Micronesia, Fed. Sts.",FSM,2036,2.5
2226,"Micronesia, Fed. Sts.",FSM,2037,2.5
2227,"Micronesia, Fed. Sts.",FSM,2038,2.5
2228,"Micronesia, Fed. Sts.",FSM,2039,2.5
2229,"Micronesia, Fed. Sts.",FSM,2040,2.5
2230,"Micronesia, Fed. Sts.",FSM,2041,2.5
2231,"Micronesia, Fed. Sts.",FSM,2042,2.5
2232,"Micronesia, Fed. Sts.",FSM,2043,2.5
2233,"Micronesia, Fed. Sts.",FSM,2044,2.5
2234,"Micronesia, Fed. Sts.",FSM,2045,2.5
2235,"Micronesia, Fed. Sts.",FSM,2046,2.5
2236,"Micronesia, Fed. Sts.",FSM,2047,2.5
2237,"Micronesia, Fed. Sts.",FSM,2048,2.5
2238,"Micronesia, Fed. Sts.",FSM,2049,2.5
2239,"Micronesia, Fed. Sts.",FSM,2050,2.5
2240,Gabon,GAB,2023,2.5
2241,Gabon,GAB,2024,2.5
2242,Gabon,GAB,2025,2.5
2243,Gabon,GAB,2026,2.5
2244,Gabon,GAB,2027,2.5
2245,Gabon,GAB,2028,2.5
2246,Gabon,GAB,2029,2.5
2247,Gabon,GAB,2030,2.5
2248,Gabon,GAB,2031,2.5
2249,Gabon,GAB,2032,2.5
2250,Gabon,GAB,2033,2.5
2251,Gabon,GAB,2034,2.5
2252,Gabon,GAB,2035,2.5
2253,Gabon,GAB,2036,2.5
2254,Gabon,GAB,2037,2.5
2255,Gabon,GAB,2038,2.5
2256,Gabon,GAB,2039,2.5
2257,Gabon,GAB,2040,2.5
2258,Gabon,GAB,2041,2.5
2259,Gabon,GAB,2042,2.5
2260,Gabon,GAB,2043,2.5
2261,Gabon,GAB,2044,2.5
2262,Gabon,GAB,2045,2.5
2263,Gabon,GAB,2046,2.5
2264,Gabon,GAB,2047,2.5
2265,Gabon,GAB,2048,2.5
2266,Gabon,GAB,2049,2.5
2267,Gabon,GAB,2050,2.5
2268,United Kingdom,GBR,2023,2.5
2269,United Kingdom,GBR,2024,2.5
2270,United Kingdom,GBR,2025,2.5
2271,United Kingdom,GBR,2026,2.5
2272,United Kingdom,GBR,2027,2.5
2273,United Kingdom,GBR,2028,2.5
2274,United Kingdom,GBR,2029,2.5
2275,United Kingdom,GBR,2030,2.5
2276,United Kingdom,GBR,2031,2.5
2277,United Kingdom,GBR,2032,2.5
2278,United Kingdom,GBR,2033,2.5
2279,United Kingdom,GBR,2034,2.5
2280,United Kingdom,GBR,2035,2.5
2281,United Kingdom,GBR,2036,2.5
2282,United Kingdom,GBR,2037,2.5
2283,United Kingdom,GBR,2038,2.5
2284,United Kingdom,GBR,2039,2.5
2285,United Kingdom,GBR,2040,2.5
2286,United Kingdom,GBR,2041,2.5
2287,United Kingdom,GBR,2042,2.5
2288,United Kingdom,GBR,2043,2.5
2289,United Kingdom,GBR,2044,2.5
2290,United Kingdom,GBR,2045,2.5
2291,United Kingdom,GBR,2046,2.5
2292,United Kingdom,GBR,2047,2.5
2293,United Kingdom,GBR,2048,2.5
2294,United Kingdom,GBR,2049,2.5
2295,United Kingdom,GBR,2050,2.5
2296,Georgia,GEO,2023,2.5
2297,Georgia,GEO,2024,2.5
2298,Georgia,GEO,2025,2.5
2299,Georgia,GEO,2026,2.5
2300,Georgia,GEO,2027,2.5
2301,Georgia,GEO,2028,2.5
2302,Georgia,GEO,2029,2.5
2303,Georgia,GEO,2030,2.5
2304,Georgia,GEO,2031,2.5
2305,Georgia,GEO,2032,2.5
2306,Georgia,GEO,2033,2.5
2307,Georgia,GEO,2034,2.5
2308,Georgia,GEO,2035,2.5
2309,Georgia,GEO,2036,2.5
2310,Georgia,GEO,2037,2.5
2311,Georgia,GEO,2038,2.5
2312,Georgia,GEO,2039,2.5
2313,Georgia,GEO,2040,2.5
2314,Georgia,GEO,2041,2.5
2315,Georgia,GEO,2042,2.5
2316,Georgia,GEO,2043,2.5
2317,Georgia,GEO,2044,2.5
2318,Georgia,GEO,2045,2.5
2319,Georgia,GEO,2046,2.5
2320,Georgia,GEO,2047,2.5
2321,Georgia,GEO,2048,2.5
2322,Georgia,GEO,2049,2.5
2323,Georgia,GEO,2050,2.5
2324,Ghana,GHA,2023,2.5
2325,Ghana,GHA,2024,2.5
2326,Ghana,GHA,2025,2.5
2327,Ghana,GHA,2026,2.5
2328,Ghana,GHA,2027,2.5
2329,Ghana,GHA,2028,2.5
2330,Ghana,GHA,2029,2.5
2331,Ghana,GHA,2030,2.5
2332,Ghana,GHA,2031,2.5
2333,Ghana,GHA,2032,2.5
2334,Ghana,GHA,2033,2.5
2335,Ghana,GHA,2034,2.5
2336,Ghana,GHA,2035,2.5
2337,Ghana,GHA,2036,2.5
2338,Ghana,GHA,2037,2.5
2339,Ghana,GHA,2038,2.5
2340,Ghana,GHA,2039,2.5
2341,Ghana,GHA,2040,2.5
2342,Ghana,GHA,2041,2.5
2343,Ghana,GHA,2042,2.5
2344,Ghana,GHA,2043,2.5
