,Nation,iso_code3,Year,fuelefficiency_trns_rail_passenger_natural_gas_km_per_litre
1775,East Asia & Pacific,EAS,2034,0.00539956803
1776,East Asia & Pacific,EAS,2035,0.00539956803
1777,East Asia & Pacific,EAS,2036,0.00539956803
1778,East Asia & Pacific,EAS,2037,0.00539956803
1779,East Asia & Pacific,EAS,2038,0.00539956803
1780,East Asia & Pacific,EAS,2039,0.00539956803
1781,East Asia & Pacific,EAS,2040,0.00539956803
1782,East Asia & Pacific,EAS,2041,0.00539956803
1783,East Asia & Pacific,EAS,2042,0.00539956803
1784,East Asia & Pacific,EAS,2043,0.00539956803
1785,East Asia & Pacific,EAS,2044,0.00539956803
1786,East Asia & Pacific,EAS,2045,0.00539956803
1787,East Asia & Pacific,EAS,2046,0.00539956803
1788,East Asia & Pacific,EAS,2047,0.00539956803
1789,East Asia & Pacific,EAS,2048,0.00539956803
1790,East Asia & Pacific,EAS,2049,0.00539956803
1791,East Asia & Pacific,EAS,2050,0.00539956803
1792,Europe & Central Asia (excluding high income),ECA,2023,0.00539956803
1793,Europe & Central Asia (excluding high income),ECA,2024,0.00539956803
1794,Europe & Central Asia (excluding high income),ECA,2025,0.00539956803
1795,Europe & Central Asia (excluding high income),ECA,2026,0.00539956803
1796,Europe & Central Asia (excluding high income),ECA,2027,0.00539956803
1797,Europe & Central Asia (excluding high income),ECA,2028,0.00539956803
1798,Europe & Central Asia (excluding high income),ECA,2029,0.00539956803
1799,Europe & Central Asia (excluding high income),ECA,2030,0.00539956803
1800,Europe & Central Asia (excluding high income),ECA,2031,0.00539956803
1801,Europe & Central Asia (excluding high income),ECA,2032,0.00539956803
1802,Europe & Central Asia (excluding high income),ECA,2033,0.00539956803
1803,Europe & Central Asia (excluding high income),ECA,2034,0.00539956803
1804,Europe & Central Asia (excluding high income),ECA,2035,0.00539956803
1805,Europe & Central Asia (excluding high income),ECA,2036,0.00539956803
1806,Europe & Central Asia (excluding high income),ECA,2037,0.00539956803
1807,Europe & Central Asia (excluding high income),ECA,2038,0.00539956803
1808,Europe & Central Asia (excluding high income),ECA,2039,0.00539956803
1809,Europe & Central Asia (excluding high income),ECA,2040,0.00539956803
1810,Europe & Central Asia (excluding high income),ECA,2041,0.00539956803
1811,Europe & Central Asia (excluding high income),ECA,2042,0.00539956803
1812,Europe & Central Asia (excluding high income),ECA,2043,0.00539956803
1813,Europe & Central Asia (excluding high income),ECA,2044,0.00539956803
1814,Europe & Central Asia (excluding high income),ECA,2045,0.00539956803
1815,Europe & Central Asia (excluding high income),ECA,2046,0.00539956803
1816,Europe & Central Asia (excluding high income),ECA,2047,0.00539956803
1817,Europe & Central Asia (excluding high income),ECA,2048,0.00539956803
1818,Europe & Central Asia (excluding high income),ECA,2049,0.00539956803
1819,Europe & Central Asia (excluding high income),ECA,2050,0.00539956803
1820,Europe & Central Asia,ECS,2023,0.00539956803
1821,Europe & Central Asia,ECS,2024,0.00539956803
1822,Europe & Central Asia,ECS,2025,0.00539956803
1823,Europe & Central Asia,ECS,2026,0.00539956803
1824,Europe & Central Asia,ECS,2027,0.00539956803
1825,Europe & Central Asia,ECS,2028,0.00539956803
1826,Europe & Central Asia,ECS,2029,0.00539956803
1827,Europe & Central Asia,ECS,2030,0.00539956803
1828,Europe & Central Asia,ECS,2031,0.00539956803
1829,Europe & Central Asia,ECS,2032,0.00539956803
1830,Europe & Central Asia,ECS,2033,0.00539956803
1831,Europe & Central Asia,ECS,2034,0.00539956803
1832,Europe & Central Asia,ECS,2035,0.00539956803
1833,Europe & Central Asia,ECS,2036,0.00539956803
1834,Europe & Central Asia,ECS,2037,0.00539956803
1835,Europe & Central Asia,ECS,2038,0.00539956803
1836,Europe & Central Asia,ECS,2039,0.00539956803
1837,Europe & Central Asia,ECS,2040,0.00539956803
1838,Europe & Central Asia,ECS,2041,0.00539956803
1839,Europe & Central Asia,ECS,2042,0.00539956803
1840,Europe & Central Asia,ECS,2043,0.00539956803
1841,Europe & Central Asia,ECS,2044,0.00539956803
1842,Europe & Central Asia,ECS,2045,0.00539956803
1843,Europe & Central Asia,ECS,2046,0.00539956803
1844,Europe & Central Asia,ECS,2047,0.00539956803
1845,Europe & Central Asia,ECS,2048,0.00539956803
1846,Europe & Central Asia,ECS,2049,0.00539956803
1847,Europe & Central Asia,ECS,2050,0.00539956803
1848,Ecuador,ECU,2023,0.00539956803
1849,Ecuador,ECU,2024,0.00539956803
1850,Ecuador,ECU,2025,0.00539956803
1851,Ecuador,ECU,2026,0.00539956803
1852,Ecuador,ECU,2027,0.00539956803
1853,Ecuador,ECU,2028,0.00539956803
1854,Ecuador,ECU,2029,0.00539956803
1855,Ecuador,ECU,2030,0.00539956803
1856,Ecuador,ECU,2031,0.00539956803
1857,Ecuador,ECU,2032,0.00539956803
1858,Ecuador,ECU,2033,0.00539956803
1859,Ecuador,ECU,2034,0.00539956803
1860,Ecuador,ECU,2035,0.00539956803
1861,Ecuador,ECU,2036,0.00539956803
1862,Ecuador,ECU,2037,0.00539956803
1863,Ecuador,ECU,2038,0.00539956803
1864,Ecuador,ECU,2039,0.00539956803
1865,Ecuador,ECU,2040,0.00539956803
1866,Ecuador,ECU,2041,0.00539956803
1867,Ecuador,ECU,2042,0.00539956803
1868,Ecuador,ECU,2043,0.00539956803
1869,Ecuador,ECU,2044,0.00539956803
1870,Ecuador,ECU,2045,0.00539956803
1871,Ecuador,ECU,2046,0.00539956803
1872,Ecuador,ECU,2047,0.00539956803
1873,Ecuador,ECU,2048,0.00539956803
1874,Ecuador,ECU,2049,0.00539956803
1875,Ecuador,ECU,2050,0.00539956803
1876,"Egypt, Arab Rep.",EGY,2023,0.00539956803
1877,"Egypt, Arab Rep.",EGY,2024,0.00539956803
1878,"Egypt, Arab Rep.",EGY,2025,0.00539956803
1879,"Egypt, Arab Rep.",EGY,2026,0.00539956803
1880,"Egypt, Arab Rep.",EGY,2027,0.00539956803
1881,"Egypt, Arab Rep.",EGY,2028,0.00539956803
1882,"Egypt, Arab Rep.",EGY,2029,0.00539956803
1883,"Egypt, Arab Rep.",EGY,2030,0.00539956803
1884,"Egypt, Arab Rep.",EGY,2031,0.00539956803
1885,"Egypt, Arab Rep.",EGY,2032,0.00539956803
1886,"Egypt, Arab Rep.",EGY,2033,0.00539956803
1887,"Egypt, Arab Rep.",EGY,2034,0.00539956803
1888,"Egypt, Arab Rep.",EGY,2035,0.00539956803
1889,"Egypt, Arab Rep.",EGY,2036,0.00539956803
1890,"Egypt, Arab Rep.",EGY,2037,0.00539956803
1891,"Egypt, Arab Rep.",EGY,2038,0.00539956803
1892,"Egypt, Arab Rep.",EGY,2039,0.00539956803
1893,"Egypt, Arab Rep.",EGY,2040,0.00539956803
1894,"Egypt, Arab Rep.",EGY,2041,0.00539956803
1895,"Egypt, Arab Rep.",EGY,2042,0.00539956803
1896,"Egypt, Arab Rep.",EGY,2043,0.00539956803
1897,"Egypt, Arab Rep.",EGY,2044,0.00539956803
1898,"Egypt, Arab Rep.",EGY,2045,0.00539956803
1899,"Egypt, Arab Rep.",EGY,2046,0.00539956803
1900,"Egypt, Arab Rep.",EGY,2047,0.00539956803
1901,"Egypt, Arab Rep.",EGY,2048,0.00539956803
1902,"Egypt, Arab Rep.",EGY,2049,0.00539956803
1903,"Egypt, Arab Rep.",EGY,2050,0.00539956803
1904,Euro area,EMU,2023,0.00539956803
1905,Euro area,EMU,2024,0.00539956803
1906,Euro area,EMU,2025,0.00539956803
1907,Euro area,EMU,2026,0.00539956803
1908,Euro area,EMU,2027,0.00539956803
1909,Euro area,EMU,2028,0.00539956803
1910,Euro area,EMU,2029,0.00539956803
1911,Euro area,EMU,2030,0.00539956803
1912,Euro area,EMU,2031,0.00539956803
1913,Euro area,EMU,2032,0.00539956803
1914,Euro area,EMU,2033,0.00539956803
1915,Euro area,EMU,2034,0.00539956803
1916,Euro area,EMU,2035,0.00539956803
1917,Euro area,EMU,2036,0.00539956803
1918,Euro area,EMU,2037,0.00539956803
1919,Euro area,EMU,2038,0.00539956803
1920,Euro area,EMU,2039,0.00539956803
1921,Euro area,EMU,2040,0.00539956803
1922,Euro area,EMU,2041,0.00539956803
1923,Euro area,EMU,2042,0.00539956803
1924,Euro area,EMU,2043,0.00539956803
1925,Euro area,EMU,2044,0.00539956803
1926,Euro area,EMU,2045,0.00539956803
1927,Euro area,EMU,2046,0.00539956803
1928,Euro area,EMU,2047,0.00539956803
1929,Euro area,EMU,2048,0.00539956803
1930,Euro area,EMU,2049,0.00539956803
1931,Euro area,EMU,2050,0.00539956803
1932,Eritrea,ERI,2023,0.00539956803
1933,Eritrea,ERI,2024,0.00539956803
1934,Eritrea,ERI,2025,0.00539956803
1935,Eritrea,ERI,2026,0.00539956803
1936,Eritrea,ERI,2027,0.00539956803
1937,Eritrea,ERI,2028,0.00539956803
1938,Eritrea,ERI,2029,0.00539956803
1939,Eritrea,ERI,2030,0.00539956803
1940,Eritrea,ERI,2031,0.00539956803
1941,Eritrea,ERI,2032,0.00539956803
1942,Eritrea,ERI,2033,0.00539956803
1943,Eritrea,ERI,2034,0.00539956803
1944,Eritrea,ERI,2035,0.00539956803
1945,Eritrea,ERI,2036,0.00539956803
1946,Eritrea,ERI,2037,0.00539956803
1947,Eritrea,ERI,2038,0.00539956803
1948,Eritrea,ERI,2039,0.00539956803
1949,Eritrea,ERI,2040,0.00539956803
1950,Eritrea,ERI,2041,0.00539956803
1951,Eritrea,ERI,2042,0.00539956803
1952,Eritrea,ERI,2043,0.00539956803
1953,Eritrea,ERI,2044,0.00539956803
1954,Eritrea,ERI,2045,0.00539956803
1955,Eritrea,ERI,2046,0.00539956803
1956,Eritrea,ERI,2047,0.00539956803
1957,Eritrea,ERI,2048,0.00539956803
1958,Eritrea,ERI,2049,0.00539956803
1959,Eritrea,ERI,2050,0.00539956803
1960,Spain,ESP,2023,0.00539956803
1961,Spain,ESP,2024,0.00539956803
1962,Spain,ESP,2025,0.00539956803
1963,Spain,ESP,2026,0.00539956803
1964,Spain,ESP,2027,0.00539956803
1965,Spain,ESP,2028,0.00539956803
1966,Spain,ESP,2029,0.00539956803
1967,Spain,ESP,2030,0.00539956803
1968,Spain,ESP,2031,0.00539956803
1969,Spain,ESP,2032,0.00539956803
1970,Spain,ESP,2033,0.00539956803
1971,Spain,ESP,2034,0.00539956803
1972,Spain,ESP,2035,0.00539956803
1973,Spain,ESP,2036,0.00539956803
1974,Spain,ESP,2037,0.00539956803
1975,Spain,ESP,2038,0.00539956803
1976,Spain,ESP,2039,0.00539956803
1977,Spain,ESP,2040,0.00539956803
1978,Spain,ESP,2041,0.00539956803
1979,Spain,ESP,2042,0.00539956803
1980,Spain,ESP,2043,0.00539956803
1981,Spain,ESP,2044,0.00539956803
1982,Spain,ESP,2045,0.00539956803
1983,Spain,ESP,2046,0.00539956803
1984,Spain,ESP,2047,0.00539956803
1985,Spain,ESP,2048,0.00539956803
1986,Spain,ESP,2049,0.00539956803
1987,Spain,ESP,2050,0.00539956803
1988,Estonia,EST,2023,0.00539956803
1989,Estonia,EST,2024,0.00539956803
1990,Estonia,EST,2025,0.00539956803
1991,Estonia,EST,2026,0.00539956803
1992,Estonia,EST,2027,0.00539956803
1993,Estonia,EST,2028,0.00539956803
1994,Estonia,EST,2029,0.00539956803
1995,Estonia,EST,2030,0.00539956803
1996,Estonia,EST,2031,0.00539956803
1997,Estonia,EST,2032,0.00539956803
1998,Estonia,EST,2033,0.00539956803
1999,Estonia,EST,2034,0.00539956803
2000,Estonia,EST,2035,0.00539956803
2001,Estonia,EST,2036,0.00539956803
2002,Estonia,EST,2037,0.00539956803
2003,Estonia,EST,2038,0.00539956803
2004,Estonia,EST,2039,0.00539956803
2005,Estonia,EST,2040,0.00539956803
2006,Estonia,EST,2041,0.00539956803
2007,Estonia,EST,2042,0.00539956803
2008,Estonia,EST,2043,0.00539956803
2009,Estonia,EST,2044,0.00539956803
2010,Estonia,EST,2045,0.00539956803
2011,Estonia,EST,2046,0.00539956803
2012,Estonia,EST,2047,0.00539956803
2013,Estonia,EST,2048,0.00539956803
2014,Estonia,EST,2049,0.00539956803
2015,Estonia,EST,2050,0.00539956803
2016,Ethiopia,ETH,2023,0.00539956803
2017,Ethiopia,ETH,2024,0.00539956803
2018,Ethiopia,ETH,2025,0.00539956803
2019,Ethiopia,ETH,2026,0.00539956803
2020,Ethiopia,ETH,2027,0.00539956803
2021,Ethiopia,ETH,2028,0.00539956803
2022,Ethiopia,ETH,2029,0.00539956803
2023,Ethiopia,ETH,2030,0.00539956803
2024,Ethiopia,ETH,2031,0.00539956803
2025,Ethiopia,ETH,2032,0.00539956803
2026,Ethiopia,ETH,2033,0.00539956803
2027,Ethiopia,ETH,2034,0.00539956803
2028,Ethiopia,ETH,2035,0.00539956803
2029,Ethiopia,ETH,2036,0.00539956803
2030,Ethiopia,ETH,2037,0.00539956803
2031,Ethiopia,ETH,2038,0.00539956803
2032,Ethiopia,ETH,2039,0.00539956803
2033,Ethiopia,ETH,2040,0.00539956803
2034,Ethiopia,ETH,2041,0.00539956803
2035,Ethiopia,ETH,2042,0.00539956803
2036,Ethiopia,ETH,2043,0.00539956803
2037,Ethiopia,ETH,2044,0.00539956803
2038,Ethiopia,ETH,2045,0.00539956803
2039,Ethiopia,ETH,2046,0.00539956803
2040,Ethiopia,ETH,2047,0.00539956803
2041,Ethiopia,ETH,2048,0.00539956803
2042,Ethiopia,ETH,2049,0.00539956803
2043,Ethiopia,ETH,2050,0.00539956803
2044,European Union,EUU,2023,0.00539956803
2045,European Union,EUU,2024,0.00539956803
2046,European Union,EUU,2025,0.00539956803
2047,European Union,EUU,2026,0.00539956803
2048,European Union,EUU,2027,0.00539956803
2049,European Union,EUU,2028,0.00539956803
2050,European Union,EUU,2029,0.00539956803
2051,European Union,EUU,2030,0.00539956803
2052,European Union,EUU,2031,0.00539956803
2053,European Union,EUU,2032,0.00539956803
2054,European Union,EUU,2033,0.00539956803
2055,European Union,EUU,2034,0.00539956803
2056,European Union,EUU,2035,0.00539956803
2057,European Union,EUU,2036,0.00539956803
2058,European Union,EUU,2037,0.00539956803
2059,European Union,EUU,2038,0.00539956803
2060,European Union,EUU,2039,0.00539956803
2061,European Union,EUU,2040,0.00539956803
2062,European Union,EUU,2041,0.00539956803
2063,European Union,EUU,2042,0.00539956803
2064,European Union,EUU,2043,0.00539956803
2065,European Union,EUU,2044,0.00539956803
2066,European Union,EUU,2045,0.00539956803
2067,European Union,EUU,2046,0.00539956803
2068,European Union,EUU,2047,0.00539956803
2069,European Union,EUU,2048,0.00539956803
2070,European Union,EUU,2049,0.00539956803
2071,European Union,EUU,2050,0.00539956803
2072,Fragile and conflict affected situations,FCS,2023,0.00539956803
2073,Fragile and conflict affected situations,FCS,2024,0.00539956803
2074,Fragile and conflict affected situations,FCS,2025,0.00539956803
2075,Fragile and conflict affected situations,FCS,2026,0.00539956803
2076,Fragile and conflict affected situations,FCS,2027,0.00539956803
2077,Fragile and conflict affected situations,FCS,2028,0.00539956803
2078,Fragile and conflict affected situations,FCS,2029,0.00539956803
2079,Fragile and conflict affected situations,FCS,2030,0.00539956803
2080,Fragile and conflict affected situations,FCS,2031,0.00539956803
2081,Fragile and conflict affected situations,FCS,2032,0.00539956803
2082,Fragile and conflict affected situations,FCS,2033,0.00539956803
2083,Fragile and conflict affected situations,FCS,2034,0.00539956803
2084,Fragile and conflict affected situations,FCS,2035,0.00539956803
2085,Fragile and conflict affected situations,FCS,2036,0.00539956803
2086,Fragile and conflict affected situations,FCS,2037,0.00539956803
2087,Fragile and conflict affected situations,FCS,2038,0.00539956803
2088,Fragile and conflict affected situations,FCS,2039,0.00539956803
2089,Fragile and conflict affected situations,FCS,2040,0.00539956803
2090,Fragile and conflict affected situations,FCS,2041,0.00539956803
2091,Fragile and conflict affected situations,FCS,2042,0.00539956803
2092,Fragile and conflict affected situations,FCS,2043,0.00539956803
2093,Fragile and conflict affected situations,FCS,2044,0.00539956803
2094,Fragile and conflict affected situations,FCS,2045,0.00539956803
2095,Fragile and conflict affected situations,FCS,2046,0.00539956803
2096,Fragile and conflict affected situations,FCS,2047,0.00539956803
2097,Fragile and conflict affected situations,FCS,2048,0.00539956803
2098,Fragile and conflict affected situations,FCS,2049,0.00539956803
2099,Fragile and conflict affected situations,FCS,2050,0.00539956803
2100,Finland,FIN,2023,0.00539956803
2101,Finland,FIN,2024,0.00539956803
2102,Finland,FIN,2025,0.00539956803
2103,Finland,FIN,2026,0.00539956803
2104,Finland,FIN,2027,0.00539956803
2105,Finland,FIN,2028,0.00539956803
2106,Finland,FIN,2029,0.00539956803
2107,Finland,FIN,2030,0.00539956803
2108,Finland,FIN,2031,0.00539956803
2109,Finland,FIN,2032,0.00539956803
2110,Finland,FIN,2033,0.00539956803
2111,Finland,FIN,2034,0.00539956803
2112,Finland,FIN,2035,0.00539956803
2113,Finland,FIN,2036,0.00539956803
2114,Finland,FIN,2037,0.00539956803
2115,Finland,FIN,2038,0.00539956803
2116,Finland,FIN,2039,0.00539956803
2117,Finland,FIN,2040,0.00539956803
2118,Finland,FIN,2041,0.00539956803
2119,Finland,FIN,2042,0.00539956803
2120,Finland,FIN,2043,0.00539956803
2121,Finland,FIN,2044,0.00539956803
2122,Finland,FIN,2045,0.00539956803
2123,Finland,FIN,2046,0.00539956803
2124,Finland,FIN,2047,0.00539956803
2125,Finland,FIN,2048,0.00539956803
2126,Finland,FIN,2049,0.00539956803
2127,Finland,FIN,2050,0.00539956803
2128,Fiji,FJI,2023,0.00539956803
2129,Fiji,FJI,2024,0.00539956803
2130,Fiji,FJI,2025,0.00539956803
2131,Fiji,FJI,2026,0.00539956803
2132,Fiji,FJI,2027,0.00539956803
2133,Fiji,FJI,2028,0.00539956803
2134,Fiji,FJI,2029,0.00539956803
2135,Fiji,FJI,2030,0.00539956803
2136,Fiji,FJI,2031,0.00539956803
2137,Fiji,FJI,2032,0.00539956803
2138,Fiji,FJI,2033,0.00539956803
2139,Fiji,FJI,2034,0.00539956803
2140,Fiji,FJI,2035,0.00539956803
2141,Fiji,FJI,2036,0.00539956803
2142,Fiji,FJI,2037,0.00539956803
2143,Fiji,FJI,2038,0.00539956803
2144,Fiji,FJI,2039,0.00539956803
2145,Fiji,FJI,2040,0.00539956803
2146,Fiji,FJI,2041,0.00539956803
2147,Fiji,FJI,2042,0.00539956803
2148,Fiji,FJI,2043,0.00539956803
2149,Fiji,FJI,2044,0.00539956803
2150,Fiji,FJI,2045,0.00539956803
2151,Fiji,FJI,2046,0.00539956803
2152,Fiji,FJI,2047,0.00539956803
2153,Fiji,FJI,2048,0.00539956803
2154,Fiji,FJI,2049,0.00539956803
2155,Fiji,FJI,2050,0.00539956803
2156,France,FRA,2023,0.00539956803
2157,France,FRA,2024,0.00539956803
2158,France,FRA,2025,0.00539956803
2159,France,FRA,2026,0.00539956803
2160,France,FRA,2027,0.00539956803
2161,France,FRA,2028,0.00539956803
2162,France,FRA,2029,0.00539956803
2163,France,FRA,2030,0.00539956803
2164,France,FRA,2031,0.00539956803
2165,France,FRA,2032,0.00539956803
2166,France,FRA,2033,0.00539956803
2167,France,FRA,2034,0.00539956803
2168,France,FRA,2035,0.00539956803
2169,France,FRA,2036,0.00539956803
2170,France,FRA,2037,0.00539956803
2171,France,FRA,2038,0.00539956803
2172,France,FRA,2039,0.00539956803
2173,France,FRA,2040,0.00539956803
2174,France,FRA,2041,0.00539956803
2175,France,FRA,2042,0.00539956803
2176,France,FRA,2043,0.00539956803
2177,France,FRA,2044,0.00539956803
2178,France,FRA,2045,0.00539956803
2179,France,FRA,2046,0.00539956803
2180,France,FRA,2047,0.00539956803
2181,France,FRA,2048,0.00539956803
2182,France,FRA,2049,0.00539956803
2183,France,FRA,2050,0.00539956803
2184,Faroe Islands,FRO,2023,0.00539956803
2185,Faroe Islands,FRO,2024,0.00539956803
2186,Faroe Islands,FRO,2025,0.00539956803
2187,Faroe Islands,FRO,2026,0.00539956803
2188,Faroe Islands,FRO,2027,0.00539956803
2189,Faroe Islands,FRO,2028,0.00539956803
2190,Faroe Islands,FRO,2029,0.00539956803
2191,Faroe Islands,FRO,2030,0.00539956803
2192,Faroe Islands,FRO,2031,0.00539956803
2193,Faroe Islands,FRO,2032,0.00539956803
2194,Faroe Islands,FRO,2033,0.00539956803
2195,Faroe Islands,FRO,2034,0.00539956803
2196,Faroe Islands,FRO,2035,0.00539956803
2197,Faroe Islands,FRO,2036,0.00539956803
2198,Faroe Islands,FRO,2037,0.00539956803
2199,Faroe Islands,FRO,2038,0.00539956803
2200,Faroe Islands,FRO,2039,0.00539956803
2201,Faroe Islands,FRO,2040,0.00539956803
2202,Faroe Islands,FRO,2041,0.00539956803
2203,Faroe Islands,FRO,2042,0.00539956803
2204,Faroe Islands,FRO,2043,0.00539956803
2205,Faroe Islands,FRO,2044,0.00539956803
2206,Faroe Islands,FRO,2045,0.00539956803
2207,Faroe Islands,FRO,2046,0.00539956803
2208,Faroe Islands,FRO,2047,0.00539956803
2209,Faroe Islands,FRO,2048,0.00539956803
2210,Faroe Islands,FRO,2049,0.00539956803
2211,Faroe Islands,FRO,2050,0.00539956803
2212,"Micronesia, Fed. Sts.",FSM,2023,0.00539956803
2213,"Micronesia, Fed. Sts.",FSM,2024,0.00539956803
2214,"Micronesia, Fed. Sts.",FSM,2025,0.00539956803
2215,"Micronesia, Fed. Sts.",FSM,2026,0.00539956803
2216,"Micronesia, Fed. Sts.",FSM,2027,0.00539956803
2217,"Micronesia, Fed. Sts.",FSM,2028,0.00539956803
2218,"Micronesia, Fed. Sts.",FSM,2029,0.00539956803
2219,"Micronesia, Fed. Sts.",FSM,2030,0.00539956803
2220,"Micronesia, Fed. Sts.",FSM,2031,0.00539956803
2221,"Micronesia, Fed. Sts.",FSM,2032,0.00539956803
2222,"Micronesia, Fed. Sts.",FSM,2033,0.00539956803
2223,"Micronesia, Fed. Sts.",FSM,2034,0.00539956803
2224,"Micronesia, Fed. Sts.",FSM,2035,0.00539956803
2225,"Micronesia, Fed. Sts.",FSM,2036,0.00539956803
2226,"Micronesia, Fed. Sts.",FSM,2037,0.00539956803
2227,"Micronesia, Fed. Sts.",FSM,2038,0.00539956803
2228,"Micronesia, Fed. Sts.",FSM,2039,0.00539956803
2229,"Micronesia, Fed. Sts.",FSM,2040,0.00539956803
2230,"Micronesia, Fed. Sts.",FSM,2041,0.00539956803
2231,"Micronesia, Fed. Sts.",FSM,2042,0.00539956803
2232,"Micronesia, Fed. Sts.",FSM,2043,0.00539956803
2233,"Micronesia, Fed. Sts.",FSM,2044,0.00539956803
2234,"Micronesia, Fed. Sts.",FSM,2045,0.00539956803
2235,"Micronesia, Fed. Sts.",FSM,2046,0.00539956803
2236,"Micronesia, Fed. Sts.",FSM,2047,0.00539956803
2237,"Micronesia, Fed. Sts.",FSM,2048,0.00539956803
2238,"Micronesia, Fed. Sts.",FSM,2049,0.00539956803
2239,"Micronesia, Fed. Sts.",FSM,2050,0.00539956803
2240,Gabon,GAB,2023,0.00539956803
2241,Gabon,GAB,2024,0.00539956803
2242,Gabon,GAB,2025,0.00539956803
2243,Gabon,GAB,2026,0.00539956803
2244,Gabon,GAB,2027,0.00539956803
2245,Gabon,GAB,2028,0.00539956803
2246,Gabon,GAB,2029,0.00539956803
2247,Gabon,GAB,2030,0.00539956803
2248,Gabon,GAB,2031,0.00539956803
2249,Gabon,GAB,2032,0.00539956803
2250,Gabon,GAB,2033,0.00539956803
2251,Gabon,GAB,2034,0.00539956803
2252,Gabon,GAB,2035,0.00539956803
2253,Gabon,GAB,2036,0.00539956803
2254,Gabon,GAB,2037,0.00539956803
2255,Gabon,GAB,2038,0.00539956803
2256,Gabon,GAB,2039,0.00539956803
2257,Gabon,GAB,2040,0.00539956803
2258,Gabon,GAB,2041,0.00539956803
2259,Gabon,GAB,2042,0.00539956803
2260,Gabon,GAB,2043,0.00539956803
2261,Gabon,GAB,2044,0.00539956803
2262,Gabon,GAB,2045,0.00539956803
2263,Gabon,GAB,2046,0.00539956803
2264,Gabon,GAB,2047,0.00539956803
2265,Gabon,GAB,2048,0.00539956803
2266,Gabon,GAB,2049,0.00539956803
2267,Gabon,GAB,2050,0.00539956803
2268,United Kingdom,GBR,2023,0.00539956803
2269,United Kingdom,GBR,2024,0.00539956803
2270,United Kingdom,GBR,2025,0.00539956803
2271,United Kingdom,GBR,2026,0.00539956803
2272,United Kingdom,GBR,2027,0.00539956803
2273,United Kingdom,GBR,2028,0.00539956803
2274,United Kingdom,GBR,2029,0.00539956803
2275,United Kingdom,GBR,2030,0.00539956803
2276,United Kingdom,GBR,2031,0.00539956803
2277,United Kingdom,GBR,2032,0.00539956803
2278,United Kingdom,GBR,2033,0.00539956803
2279,United Kingdom,GBR,2034,0.00539956803
2280,United Kingdom,GBR,2035,0.00539956803
2281,United Kingdom,GBR,2036,0.00539956803
2282,United Kingdom,GBR,2037,0.00539956803
2283,United Kingdom,GBR,2038,0.00539956803
2284,United Kingdom,GBR,2039,0.00539956803
2285,United Kingdom,GBR,2040,0.00539956803
2286,United Kingdom,GBR,2041,0.00539956803
2287,United Kingdom,GBR,2042,0.00539956803
2288,United Kingdom,GBR,2043,0.00539956803
2289,United Kingdom,GBR,2044,0.00539956803
2290,United Kingdom,GBR,2045,0.00539956803
2291,United Kingdom,GBR,2046,0.00539956803
2292,United Kingdom,GBR,2047,0.00539956803
2293,United Kingdom,GBR,2048,0.00539956803
2294,United Kingdom,GBR,2049,0.00539956803
2295,United Kingdom,GBR,2050,0.00539956803
2296,Georgia,GEO,2023,0.00539956803
2297,Georgia,GEO,2024,0.00539956803
2298,Georgia,GEO,2025,0.00539956803
2299,Georgia,GEO,2026,0.00539956803
2300,Georgia,GEO,2027,0.00539956803
2301,Georgia,GEO,2028,0.00539956803
2302,Georgia,GEO,2029,0.00539956803
2303,Georgia,GEO,2030,0.00539956803
2304,Georgia,GEO,2031,0.00539956803
2305,Georgia,GEO,2032,0.00539956803
2306,Georgia,GEO,2033,0.00539956803
2307,Georgia,GEO,2034,0.00539956803
2308,Georgia,GEO,2035,0.00539956803
2309,Georgia,GEO,2036,0.00539956803
2310,Georgia,GEO,2037,0.00539956803
2311,Georgia,GEO,2038,0.00539956803
2312,Georgia,GEO,2039,0.00539956803
2313,Georgia,GEO,2040,0.00539956803
2314,Georgia,GEO,2041,0.00539956803
2315,Georgia,GEO,2042,0.00539956803
2316,Georgia,GEO,2043,0.00539956803
2317,Georgia,GEO,2044,0.00539956803
2318,Georgia,GEO,2045,0.00539956803
2319,Georgia,GEO,2046,0.00539956803
2320,Georgia,GEO,2047,0.00539956803
2321,Georgia,GEO,2048,0.00539956803
2322,Georgia,GEO,2049,0.00539956803
2323,Georgia,GEO,2050,0.00539956803
2324,Ghana,GHA,2023,0.00539956803
2325,Ghana,GHA,2024,0.00539956803
2326,Ghana,GHA,2025,0.00539956803
2327,Ghana,GHA,2026,0.00539956803
2328,Ghana,GHA,2027,0.00539956803
2329,Ghana,GHA,2028,0.00539956803
2330,Ghana,GHA,2029,0.00539956803
2331,Ghana,GHA,2030,0.00539956803
2332,Ghana,GHA,2031,0.00539956803
2333,Ghana,GHA,2032,0.00539956803
2334,Ghana,GHA,2033,0.00539956803
2335,Ghana,GHA,2034,0.00539956803
2336,Ghana,GHA,2035,0.00539956803
2337,Ghana,GHA,2036,0.00539956803
2338,Ghana,GHA,2037,0.00539956803
2339,Ghana,GHA,2038,0.00539956803
2340,Ghana,GHA,2039,0.00539956803
2341,Ghana,GHA,2040,0.00539956803
2342,Ghana,GHA,2041,0.00539956803
2343,Ghana,GHA,2042,0.00539956803
2344,Ghana,GHA,2043,0.00539956803
2345,Ghana,GHA,2044,0.00539956803
