,Country,ISO3,Year,frac_trns_fuelmix_rail_freight_electricity
1680,Algeria,DZA,2023,0.0
1681,Algeria,DZA,2024,0.0
1682,Algeria,DZA,2025,0.0
1683,Algeria,DZA,2026,0.0
1684,Algeria,DZA,2027,0.0
1685,Algeria,DZA,2028,0.0
1686,Algeria,DZA,2029,0.0
1687,Algeria,DZA,2030,0.0
1688,Algeria,DZA,2031,0.0
1689,Algeria,DZA,2032,0.0
1690,Algeria,DZA,2033,0.0
1691,Algeria,DZA,2034,0.0
1692,Algeria,DZA,2035,0.0
1693,Algeria,DZA,2036,0.0
1694,Algeria,DZA,2037,0.0
1695,Algeria,DZA,2038,0.0
1696,Algeria,DZA,2039,0.0
1697,Algeria,DZA,2040,0.0
1698,Algeria,DZA,2041,0.0
1699,Algeria,DZA,2042,0.0
1700,Algeria,DZA,2043,0.0
1701,Algeria,DZA,2044,0.0
1702,Algeria,DZA,2045,0.0
1703,Algeria,DZA,2046,0.0
1704,Algeria,DZA,2047,0.0
1705,Algeria,DZA,2048,0.0
1706,Algeria,DZA,2049,0.0
1707,Algeria,DZA,2050,0.0
1708,East Asia & Pacific (excluding high income),EAP,2023,0.0
1709,East Asia & Pacific (excluding high income),EAP,2024,0.0
1710,East Asia & Pacific (excluding high income),EAP,2025,0.0
1711,East Asia & Pacific (excluding high income),EAP,2026,0.0
1712,East Asia & Pacific (excluding high income),EAP,2027,0.0
1713,East Asia & Pacific (excluding high income),EAP,2028,0.0
1714,East Asia & Pacific (excluding high income),EAP,2029,0.0
1715,East Asia & Pacific (excluding high income),EAP,2030,0.0
1716,East Asia & Pacific (excluding high income),EAP,2031,0.0
1717,East Asia & Pacific (excluding high income),EAP,2032,0.0
1718,East Asia & Pacific (excluding high income),EAP,2033,0.0
1719,East Asia & Pacific (excluding high income),EAP,2034,0.0
1720,East Asia & Pacific (excluding high income),EAP,2035,0.0
1721,East Asia & Pacific (excluding high income),EAP,2036,0.0
1722,East Asia & Pacific (excluding high income),EAP,2037,0.0
1723,East Asia & Pacific (excluding high income),EAP,2038,0.0
1724,East Asia & Pacific (excluding high income),EAP,2039,0.0
1725,East Asia & Pacific (excluding high income),EAP,2040,0.0
1726,East Asia & Pacific (excluding high income),EAP,2041,0.0
1727,East Asia & Pacific (excluding high income),EAP,2042,0.0
1728,East Asia & Pacific (excluding high income),EAP,2043,0.0
1729,East Asia & Pacific (excluding high income),EAP,2044,0.0
1730,East Asia & Pacific (excluding high income),EAP,2045,0.0
1731,East Asia & Pacific (excluding high income),EAP,2046,0.0
1732,East Asia & Pacific (excluding high income),EAP,2047,0.0
1733,East Asia & Pacific (excluding high income),EAP,2048,0.0
1734,East Asia & Pacific (excluding high income),EAP,2049,0.0
1735,East Asia & Pacific (excluding high income),EAP,2050,0.0
1736,Early-demographic dividend,EAR,2023,0.0
1737,Early-demographic dividend,EAR,2024,0.0
1738,Early-demographic dividend,EAR,2025,0.0
1739,Early-demographic dividend,EAR,2026,0.0
1740,Early-demographic dividend,EAR,2027,0.0
1741,Early-demographic dividend,EAR,2028,0.0
1742,Early-demographic dividend,EAR,2029,0.0
1743,Early-demographic dividend,EAR,2030,0.0
1744,Early-demographic dividend,EAR,2031,0.0
1745,Early-demographic dividend,EAR,2032,0.0
1746,Early-demographic dividend,EAR,2033,0.0
1747,Early-demographic dividend,EAR,2034,0.0
1748,Early-demographic dividend,EAR,2035,0.0
1749,Early-demographic dividend,EAR,2036,0.0
1750,Early-demographic dividend,EAR,2037,0.0
1751,Early-demographic dividend,EAR,2038,0.0
1752,Early-demographic dividend,EAR,2039,0.0
1753,Early-demographic dividend,EAR,2040,0.0
1754,Early-demographic dividend,EAR,2041,0.0
1755,Early-demographic dividend,EAR,2042,0.0
1756,Early-demographic dividend,EAR,2043,0.0
1757,Early-demographic dividend,EAR,2044,0.0
1758,Early-demographic dividend,EAR,2045,0.0
1759,Early-demographic dividend,EAR,2046,0.0
1760,Early-demographic dividend,EAR,2047,0.0
1761,Early-demographic dividend,EAR,2048,0.0
1762,Early-demographic dividend,EAR,2049,0.0
1763,Early-demographic dividend,EAR,2050,0.0
1764,East Asia & Pacific,EAS,2023,0.0
1765,East Asia & Pacific,EAS,2024,0.0
1766,East Asia & Pacific,EAS,2025,0.0
1767,East Asia & Pacific,EAS,2026,0.0
1768,East Asia & Pacific,EAS,2027,0.0
1769,East Asia & Pacific,EAS,2028,0.0
1770,East Asia & Pacific,EAS,2029,0.0
1771,East Asia & Pacific,EAS,2030,0.0
1772,East Asia & Pacific,EAS,2031,0.0
1773,East Asia & Pacific,EAS,2032,0.0
1774,East Asia & Pacific,EAS,2033,0.0
1775,East Asia & Pacific,EAS,2034,0.0
1776,East Asia & Pacific,EAS,2035,0.0
1777,East Asia & Pacific,EAS,2036,0.0
1778,East Asia & Pacific,EAS,2037,0.0
1779,East Asia & Pacific,EAS,2038,0.0
1780,East Asia & Pacific,EAS,2039,0.0
1781,East Asia & Pacific,EAS,2040,0.0
1782,East Asia & Pacific,EAS,2041,0.0
1783,East Asia & Pacific,EAS,2042,0.0
1784,East Asia & Pacific,EAS,2043,0.0
1785,East Asia & Pacific,EAS,2044,0.0
1786,East Asia & Pacific,EAS,2045,0.0
1787,East Asia & Pacific,EAS,2046,0.0
1788,East Asia & Pacific,EAS,2047,0.0
1789,East Asia & Pacific,EAS,2048,0.0
1790,East Asia & Pacific,EAS,2049,0.0
1791,East Asia & Pacific,EAS,2050,0.0
1792,Europe & Central Asia (excluding high income),ECA,2023,0.0
1793,Europe & Central Asia (excluding high income),ECA,2024,0.0
1794,Europe & Central Asia (excluding high income),ECA,2025,0.0
1795,Europe & Central Asia (excluding high income),ECA,2026,0.0
1796,Europe & Central Asia (excluding high income),ECA,2027,0.0
1797,Europe & Central Asia (excluding high income),ECA,2028,0.0
1798,Europe & Central Asia (excluding high income),ECA,2029,0.0
1799,Europe & Central Asia (excluding high income),ECA,2030,0.0
1800,Europe & Central Asia (excluding high income),ECA,2031,0.0
1801,Europe & Central Asia (excluding high income),ECA,2032,0.0
1802,Europe & Central Asia (excluding high income),ECA,2033,0.0
1803,Europe & Central Asia (excluding high income),ECA,2034,0.0
1804,Europe & Central Asia (excluding high income),ECA,2035,0.0
1805,Europe & Central Asia (excluding high income),ECA,2036,0.0
1806,Europe & Central Asia (excluding high income),ECA,2037,0.0
1807,Europe & Central Asia (excluding high income),ECA,2038,0.0
1808,Europe & Central Asia (excluding high income),ECA,2039,0.0
1809,Europe & Central Asia (excluding high income),ECA,2040,0.0
1810,Europe & Central Asia (excluding high income),ECA,2041,0.0
1811,Europe & Central Asia (excluding high income),ECA,2042,0.0
1812,Europe & Central Asia (excluding high income),ECA,2043,0.0
1813,Europe & Central Asia (excluding high income),ECA,2044,0.0
1814,Europe & Central Asia (excluding high income),ECA,2045,0.0
1815,Europe & Central Asia (excluding high income),ECA,2046,0.0
1816,Europe & Central Asia (excluding high income),ECA,2047,0.0
1817,Europe & Central Asia (excluding high income),ECA,2048,0.0
1818,Europe & Central Asia (excluding high income),ECA,2049,0.0
1819,Europe & Central Asia (excluding high income),ECA,2050,0.0
1820,Europe & Central Asia,ECS,2023,0.0
1821,Europe & Central Asia,ECS,2024,0.0
1822,Europe & Central Asia,ECS,2025,0.0
1823,Europe & Central Asia,ECS,2026,0.0
1824,Europe & Central Asia,ECS,2027,0.0
1825,Europe & Central Asia,ECS,2028,0.0
1826,Europe & Central Asia,ECS,2029,0.0
1827,Europe & Central Asia,ECS,2030,0.0
1828,Europe & Central Asia,ECS,2031,0.0
1829,Europe & Central Asia,ECS,2032,0.0
1830,Europe & Central Asia,ECS,2033,0.0
1831,Europe & Central Asia,ECS,2034,0.0
1832,Europe & Central Asia,ECS,2035,0.0
1833,Europe & Central Asia,ECS,2036,0.0
1834,Europe & Central Asia,ECS,2037,0.0
1835,Europe & Central Asia,ECS,2038,0.0
1836,Europe & Central Asia,ECS,2039,0.0
1837,Europe & Central Asia,ECS,2040,0.0
1838,Europe & Central Asia,ECS,2041,0.0
1839,Europe & Central Asia,ECS,2042,0.0
1840,Europe & Central Asia,ECS,2043,0.0
1841,Europe & Central Asia,ECS,2044,0.0
1842,Europe & Central Asia,ECS,2045,0.0
1843,Europe & Central Asia,ECS,2046,0.0
1844,Europe & Central Asia,ECS,2047,0.0
1845,Europe & Central Asia,ECS,2048,0.0
1846,Europe & Central Asia,ECS,2049,0.0
1847,Europe & Central Asia,ECS,2050,0.0
1848,Ecuador,ECU,2023,0.0
1849,Ecuador,ECU,2024,0.0
1850,Ecuador,ECU,2025,0.0
1851,Ecuador,ECU,2026,0.0
1852,Ecuador,ECU,2027,0.0
1853,Ecuador,ECU,2028,0.0
1854,Ecuador,ECU,2029,0.0
1855,Ecuador,ECU,2030,0.0
1856,Ecuador,ECU,2031,0.0
1857,Ecuador,ECU,2032,0.0
1858,Ecuador,ECU,2033,0.0
1859,Ecuador,ECU,2034,0.0
1860,Ecuador,ECU,2035,0.0
1861,Ecuador,ECU,2036,0.0
1862,Ecuador,ECU,2037,0.0
1863,Ecuador,ECU,2038,0.0
1864,Ecuador,ECU,2039,0.0
1865,Ecuador,ECU,2040,0.0
1866,Ecuador,ECU,2041,0.0
1867,Ecuador,ECU,2042,0.0
1868,Ecuador,ECU,2043,0.0
1869,Ecuador,ECU,2044,0.0
1870,Ecuador,ECU,2045,0.0
1871,Ecuador,ECU,2046,0.0
1872,Ecuador,ECU,2047,0.0
1873,Ecuador,ECU,2048,0.0
1874,Ecuador,ECU,2049,0.0
1875,Ecuador,ECU,2050,0.0
1876,"Egypt, Arab Rep.",EGY,2023,0.0
1877,"Egypt, Arab Rep.",EGY,2024,0.0
1878,"Egypt, Arab Rep.",EGY,2025,0.0
1879,"Egypt, Arab Rep.",EGY,2026,0.0
1880,"Egypt, Arab Rep.",EGY,2027,0.0
1881,"Egypt, Arab Rep.",EGY,2028,0.0
1882,"Egypt, Arab Rep.",EGY,2029,0.0
1883,"Egypt, Arab Rep.",EGY,2030,0.0
1884,"Egypt, Arab Rep.",EGY,2031,0.0
1885,"Egypt, Arab Rep.",EGY,2032,0.0
1886,"Egypt, Arab Rep.",EGY,2033,0.0
1887,"Egypt, Arab Rep.",EGY,2034,0.0
1888,"Egypt, Arab Rep.",EGY,2035,0.0
1889,"Egypt, Arab Rep.",EGY,2036,0.0
1890,"Egypt, Arab Rep.",EGY,2037,0.0
1891,"Egypt, Arab Rep.",EGY,2038,0.0
1892,"Egypt, Arab Rep.",EGY,2039,0.0
1893,"Egypt, Arab Rep.",EGY,2040,0.0
1894,"Egypt, Arab Rep.",EGY,2041,0.0
1895,"Egypt, Arab Rep.",EGY,2042,0.0
1896,"Egypt, Arab Rep.",EGY,2043,0.0
1897,"Egypt, Arab Rep.",EGY,2044,0.0
1898,"Egypt, Arab Rep.",EGY,2045,0.0
1899,"Egypt, Arab Rep.",EGY,2046,0.0
1900,"Egypt, Arab Rep.",EGY,2047,0.0
1901,"Egypt, Arab Rep.",EGY,2048,0.0
1902,"Egypt, Arab Rep.",EGY,2049,0.0
1903,"Egypt, Arab Rep.",EGY,2050,0.0
1904,Euro area,EMU,2023,0.0
1905,Euro area,EMU,2024,0.0
1906,Euro area,EMU,2025,0.0
1907,Euro area,EMU,2026,0.0
1908,Euro area,EMU,2027,0.0
1909,Euro area,EMU,2028,0.0
1910,Euro area,EMU,2029,0.0
1911,Euro area,EMU,2030,0.0
1912,Euro area,EMU,2031,0.0
1913,Euro area,EMU,2032,0.0
1914,Euro area,EMU,2033,0.0
1915,Euro area,EMU,2034,0.0
1916,Euro area,EMU,2035,0.0
1917,Euro area,EMU,2036,0.0
1918,Euro area,EMU,2037,0.0
1919,Euro area,EMU,2038,0.0
1920,Euro area,EMU,2039,0.0
1921,Euro area,EMU,2040,0.0
1922,Euro area,EMU,2041,0.0
1923,Euro area,EMU,2042,0.0
1924,Euro area,EMU,2043,0.0
1925,Euro area,EMU,2044,0.0
1926,Euro area,EMU,2045,0.0
1927,Euro area,EMU,2046,0.0
1928,Euro area,EMU,2047,0.0
1929,Euro area,EMU,2048,0.0
1930,Euro area,EMU,2049,0.0
1931,Euro area,EMU,2050,0.0
1932,Eritrea,ERI,2023,0.0
1933,Eritrea,ERI,2024,0.0
1934,Eritrea,ERI,2025,0.0
1935,Eritrea,ERI,2026,0.0
1936,Eritrea,ERI,2027,0.0
1937,Eritrea,ERI,2028,0.0
1938,Eritrea,ERI,2029,0.0
1939,Eritrea,ERI,2030,0.0
1940,Eritrea,ERI,2031,0.0
1941,Eritrea,ERI,2032,0.0
1942,Eritrea,ERI,2033,0.0
1943,Eritrea,ERI,2034,0.0
1944,Eritrea,ERI,2035,0.0
1945,Eritrea,ERI,2036,0.0
1946,Eritrea,ERI,2037,0.0
1947,Eritrea,ERI,2038,0.0
1948,Eritrea,ERI,2039,0.0
1949,Eritrea,ERI,2040,0.0
1950,Eritrea,ERI,2041,0.0
1951,Eritrea,ERI,2042,0.0
1952,Eritrea,ERI,2043,0.0
1953,Eritrea,ERI,2044,0.0
1954,Eritrea,ERI,2045,0.0
1955,Eritrea,ERI,2046,0.0
1956,Eritrea,ERI,2047,0.0
1957,Eritrea,ERI,2048,0.0
1958,Eritrea,ERI,2049,0.0
1959,Eritrea,ERI,2050,0.0
1960,Spain,ESP,2023,0.0
1961,Spain,ESP,2024,0.0
1962,Spain,ESP,2025,0.0
1963,Spain,ESP,2026,0.0
1964,Spain,ESP,2027,0.0
1965,Spain,ESP,2028,0.0
1966,Spain,ESP,2029,0.0
1967,Spain,ESP,2030,0.0
1968,Spain,ESP,2031,0.0
1969,Spain,ESP,2032,0.0
1970,Spain,ESP,2033,0.0
1971,Spain,ESP,2034,0.0
1972,Spain,ESP,2035,0.0
1973,Spain,ESP,2036,0.0
1974,Spain,ESP,2037,0.0
1975,Spain,ESP,2038,0.0
1976,Spain,ESP,2039,0.0
1977,Spain,ESP,2040,0.0
1978,Spain,ESP,2041,0.0
1979,Spain,ESP,2042,0.0
1980,Spain,ESP,2043,0.0
1981,Spain,ESP,2044,0.0
1982,Spain,ESP,2045,0.0
1983,Spain,ESP,2046,0.0
1984,Spain,ESP,2047,0.0
1985,Spain,ESP,2048,0.0
1986,Spain,ESP,2049,0.0
1987,Spain,ESP,2050,0.0
1988,Estonia,EST,2023,0.0
1989,Estonia,EST,2024,0.0
1990,Estonia,EST,2025,0.0
1991,Estonia,EST,2026,0.0
1992,Estonia,EST,2027,0.0
1993,Estonia,EST,2028,0.0
1994,Estonia,EST,2029,0.0
1995,Estonia,EST,2030,0.0
1996,Estonia,EST,2031,0.0
1997,Estonia,EST,2032,0.0
1998,Estonia,EST,2033,0.0
1999,Estonia,EST,2034,0.0
2000,Estonia,EST,2035,0.0
2001,Estonia,EST,2036,0.0
2002,Estonia,EST,2037,0.0
2003,Estonia,EST,2038,0.0
2004,Estonia,EST,2039,0.0
2005,Estonia,EST,2040,0.0
2006,Estonia,EST,2041,0.0
2007,Estonia,EST,2042,0.0
2008,Estonia,EST,2043,0.0
2009,Estonia,EST,2044,0.0
2010,Estonia,EST,2045,0.0
2011,Estonia,EST,2046,0.0
2012,Estonia,EST,2047,0.0
2013,Estonia,EST,2048,0.0
2014,Estonia,EST,2049,0.0
2015,Estonia,EST,2050,0.0
2016,Ethiopia,ETH,2023,0.0
2017,Ethiopia,ETH,2024,0.0
2018,Ethiopia,ETH,2025,0.0
2019,Ethiopia,ETH,2026,0.0
2020,Ethiopia,ETH,2027,0.0
2021,Ethiopia,ETH,2028,0.0
2022,Ethiopia,ETH,2029,0.0
2023,Ethiopia,ETH,2030,0.0
2024,Ethiopia,ETH,2031,0.0
2025,Ethiopia,ETH,2032,0.0
2026,Ethiopia,ETH,2033,0.0
2027,Ethiopia,ETH,2034,0.0
2028,Ethiopia,ETH,2035,0.0
2029,Ethiopia,ETH,2036,0.0
2030,Ethiopia,ETH,2037,0.0
2031,Ethiopia,ETH,2038,0.0
2032,Ethiopia,ETH,2039,0.0
2033,Ethiopia,ETH,2040,0.0
2034,Ethiopia,ETH,2041,0.0
2035,Ethiopia,ETH,2042,0.0
2036,Ethiopia,ETH,2043,0.0
2037,Ethiopia,ETH,2044,0.0
2038,Ethiopia,ETH,2045,0.0
2039,Ethiopia,ETH,2046,0.0
2040,Ethiopia,ETH,2047,0.0
2041,Ethiopia,ETH,2048,0.0
2042,Ethiopia,ETH,2049,0.0
2043,Ethiopia,ETH,2050,0.0
2044,European Union,EUU,2023,0.0
2045,European Union,EUU,2024,0.0
2046,European Union,EUU,2025,0.0
2047,European Union,EUU,2026,0.0
2048,European Union,EUU,2027,0.0
2049,European Union,EUU,2028,0.0
2050,European Union,EUU,2029,0.0
2051,European Union,EUU,2030,0.0
2052,European Union,EUU,2031,0.0
2053,European Union,EUU,2032,0.0
2054,European Union,EUU,2033,0.0
2055,European Union,EUU,2034,0.0
2056,European Union,EUU,2035,0.0
2057,European Union,EUU,2036,0.0
2058,European Union,EUU,2037,0.0
2059,European Union,EUU,2038,0.0
2060,European Union,EUU,2039,0.0
2061,European Union,EUU,2040,0.0
2062,European Union,EUU,2041,0.0
2063,European Union,EUU,2042,0.0
2064,European Union,EUU,2043,0.0
2065,European Union,EUU,2044,0.0
2066,European Union,EUU,2045,0.0
2067,European Union,EUU,2046,0.0
2068,European Union,EUU,2047,0.0
2069,European Union,EUU,2048,0.0
2070,European Union,EUU,2049,0.0
2071,European Union,EUU,2050,0.0
2072,Fragile and conflict affected situations,FCS,2023,0.0
2073,Fragile and conflict affected situations,FCS,2024,0.0
2074,Fragile and conflict affected situations,FCS,2025,0.0
2075,Fragile and conflict affected situations,FCS,2026,0.0
2076,Fragile and conflict affected situations,FCS,2027,0.0
2077,Fragile and conflict affected situations,FCS,2028,0.0
2078,Fragile and conflict affected situations,FCS,2029,0.0
2079,Fragile and conflict affected situations,FCS,2030,0.0
2080,Fragile and conflict affected situations,FCS,2031,0.0
2081,Fragile and conflict affected situations,FCS,2032,0.0
2082,Fragile and conflict affected situations,FCS,2033,0.0
2083,Fragile and conflict affected situations,FCS,2034,0.0
2084,Fragile and conflict affected situations,FCS,2035,0.0
2085,Fragile and conflict affected situations,FCS,2036,0.0
2086,Fragile and conflict affected situations,FCS,2037,0.0
2087,Fragile and conflict affected situations,FCS,2038,0.0
2088,Fragile and conflict affected situations,FCS,2039,0.0
2089,Fragile and conflict affected situations,FCS,2040,0.0
2090,Fragile and conflict affected situations,FCS,2041,0.0
2091,Fragile and conflict affected situations,FCS,2042,0.0
2092,Fragile and conflict affected situations,FCS,2043,0.0
2093,Fragile and conflict affected situations,FCS,2044,0.0
2094,Fragile and conflict affected situations,FCS,2045,0.0
2095,Fragile and conflict affected situations,FCS,2046,0.0
2096,Fragile and conflict affected situations,FCS,2047,0.0
2097,Fragile and conflict affected situations,FCS,2048,0.0
2098,Fragile and conflict affected situations,FCS,2049,0.0
2099,Fragile and conflict affected situations,FCS,2050,0.0
2100,Finland,FIN,2023,0.0
2101,Finland,FIN,2024,0.0
2102,Finland,FIN,2025,0.0
2103,Finland,FIN,2026,0.0
2104,Finland,FIN,2027,0.0
2105,Finland,FIN,2028,0.0
2106,Finland,FIN,2029,0.0
2107,Finland,FIN,2030,0.0
2108,Finland,FIN,2031,0.0
2109,Finland,FIN,2032,0.0
2110,Finland,FIN,2033,0.0
2111,Finland,FIN,2034,0.0
2112,Finland,FIN,2035,0.0
2113,Finland,FIN,2036,0.0
2114,Finland,FIN,2037,0.0
2115,Finland,FIN,2038,0.0
2116,Finland,FIN,2039,0.0
2117,Finland,FIN,2040,0.0
2118,Finland,FIN,2041,0.0
2119,Finland,FIN,2042,0.0
2120,Finland,FIN,2043,0.0
2121,Finland,FIN,2044,0.0
2122,Finland,FIN,2045,0.0
2123,Finland,FIN,2046,0.0
2124,Finland,FIN,2047,0.0
2125,Finland,FIN,2048,0.0
2126,Finland,FIN,2049,0.0
2127,Finland,FIN,2050,0.0
2128,Fiji,FJI,2023,0.0
2129,Fiji,FJI,2024,0.0
2130,Fiji,FJI,2025,0.0
2131,Fiji,FJI,2026,0.0
2132,Fiji,FJI,2027,0.0
2133,Fiji,FJI,2028,0.0
2134,Fiji,FJI,2029,0.0
2135,Fiji,FJI,2030,0.0
2136,Fiji,FJI,2031,0.0
2137,Fiji,FJI,2032,0.0
2138,Fiji,FJI,2033,0.0
2139,Fiji,FJI,2034,0.0
2140,Fiji,FJI,2035,0.0
2141,Fiji,FJI,2036,0.0
2142,Fiji,FJI,2037,0.0
2143,Fiji,FJI,2038,0.0
2144,Fiji,FJI,2039,0.0
2145,Fiji,FJI,2040,0.0
2146,Fiji,FJI,2041,0.0
2147,Fiji,FJI,2042,0.0
2148,Fiji,FJI,2043,0.0
2149,Fiji,FJI,2044,0.0
2150,Fiji,FJI,2045,0.0
2151,Fiji,FJI,2046,0.0
2152,Fiji,FJI,2047,0.0
2153,Fiji,FJI,2048,0.0
2154,Fiji,FJI,2049,0.0
2155,Fiji,FJI,2050,0.0
2156,France,FRA,2023,0.0
2157,France,FRA,2024,0.0
2158,France,FRA,2025,0.0
2159,France,FRA,2026,0.0
2160,France,FRA,2027,0.0
2161,France,FRA,2028,0.0
2162,France,FRA,2029,0.0
2163,France,FRA,2030,0.0
2164,France,FRA,2031,0.0
2165,France,FRA,2032,0.0
2166,France,FRA,2033,0.0
2167,France,FRA,2034,0.0
2168,France,FRA,2035,0.0
2169,France,FRA,2036,0.0
2170,France,FRA,2037,0.0
2171,France,FRA,2038,0.0
2172,France,FRA,2039,0.0
2173,France,FRA,2040,0.0
2174,France,FRA,2041,0.0
2175,France,FRA,2042,0.0
2176,France,FRA,2043,0.0
2177,France,FRA,2044,0.0
2178,France,FRA,2045,0.0
2179,France,FRA,2046,0.0
2180,France,FRA,2047,0.0
2181,France,FRA,2048,0.0
2182,France,FRA,2049,0.0
2183,France,FRA,2050,0.0
2184,Faroe Islands,FRO,2023,0.0
2185,Faroe Islands,FRO,2024,0.0
2186,Faroe Islands,FRO,2025,0.0
2187,Faroe Islands,FRO,2026,0.0
2188,Faroe Islands,FRO,2027,0.0
2189,Faroe Islands,FRO,2028,0.0
2190,Faroe Islands,FRO,2029,0.0
2191,Faroe Islands,FRO,2030,0.0
2192,Faroe Islands,FRO,2031,0.0
2193,Faroe Islands,FRO,2032,0.0
2194,Faroe Islands,FRO,2033,0.0
2195,Faroe Islands,FRO,2034,0.0
2196,Faroe Islands,FRO,2035,0.0
2197,Faroe Islands,FRO,2036,0.0
2198,Faroe Islands,FRO,2037,0.0
2199,Faroe Islands,FRO,2038,0.0
2200,Faroe Islands,FRO,2039,0.0
2201,Faroe Islands,FRO,2040,0.0
2202,Faroe Islands,FRO,2041,0.0
2203,Faroe Islands,FRO,2042,0.0
2204,Faroe Islands,FRO,2043,0.0
2205,Faroe Islands,FRO,2044,0.0
2206,Faroe Islands,FRO,2045,0.0
2207,Faroe Islands,FRO,2046,0.0
2208,Faroe Islands,FRO,2047,0.0
2209,Faroe Islands,FRO,2048,0.0
2210,Faroe Islands,FRO,2049,0.0
2211,Faroe Islands,FRO,2050,0.0
2212,"Micronesia, Fed. Sts.",FSM,2023,0.0
2213,"Micronesia, Fed. Sts.",FSM,2024,0.0
2214,"Micronesia, Fed. Sts.",FSM,2025,0.0
2215,"Micronesia, Fed. Sts.",FSM,2026,0.0
2216,"Micronesia, Fed. Sts.",FSM,2027,0.0
2217,"Micronesia, Fed. Sts.",FSM,2028,0.0
2218,"Micronesia, Fed. Sts.",FSM,2029,0.0
2219,"Micronesia, Fed. Sts.",FSM,2030,0.0
2220,"Micronesia, Fed. Sts.",FSM,2031,0.0
2221,"Micronesia, Fed. Sts.",FSM,2032,0.0
2222,"Micronesia, Fed. Sts.",FSM,2033,0.0
2223,"Micronesia, Fed. Sts.",FSM,2034,0.0
2224,"Micronesia, Fed. Sts.",FSM,2035,0.0
2225,"Micronesia, Fed. Sts.",FSM,2036,0.0
2226,"Micronesia, Fed. Sts.",FSM,2037,0.0
2227,"Micronesia, Fed. Sts.",FSM,2038,0.0
2228,"Micronesia, Fed. Sts.",FSM,2039,0.0
2229,"Micronesia, Fed. Sts.",FSM,2040,0.0
2230,"Micronesia, Fed. Sts.",FSM,2041,0.0
2231,"Micronesia, Fed. Sts.",FSM,2042,0.0
2232,"Micronesia, Fed. Sts.",FSM,2043,0.0
2233,"Micronesia, Fed. Sts.",FSM,2044,0.0
2234,"Micronesia, Fed. Sts.",FSM,2045,0.0
2235,"Micronesia, Fed. Sts.",FSM,2046,0.0
2236,"Micronesia, Fed. Sts.",FSM,2047,0.0
2237,"Micronesia, Fed. Sts.",FSM,2048,0.0
2238,"Micronesia, Fed. Sts.",FSM,2049,0.0
2239,"Micronesia, Fed. Sts.",FSM,2050,0.0
2240,Gabon,GAB,2023,0.0
2241,Gabon,GAB,2024,0.0
2242,Gabon,GAB,2025,0.0
2243,Gabon,GAB,2026,0.0
2244,Gabon,GAB,2027,0.0
2245,Gabon,GAB,2028,0.0
2246,Gabon,GAB,2029,0.0
2247,Gabon,GAB,2030,0.0
2248,Gabon,GAB,2031,0.0
2249,Gabon,GAB,2032,0.0
2250,Gabon,GAB,2033,0.0
2251,Gabon,GAB,2034,0.0
2252,Gabon,GAB,2035,0.0
2253,Gabon,GAB,2036,0.0
2254,Gabon,GAB,2037,0.0
2255,Gabon,GAB,2038,0.0
2256,Gabon,GAB,2039,0.0
2257,Gabon,GAB,2040,0.0
2258,Gabon,GAB,2041,0.0
2259,Gabon,GAB,2042,0.0
2260,Gabon,GAB,2043,0.0
2261,Gabon,GAB,2044,0.0
2262,Gabon,GAB,2045,0.0
2263,Gabon,GAB,2046,0.0
2264,Gabon,GAB,2047,0.0
2265,Gabon,GAB,2048,0.0
2266,Gabon,GAB,2049,0.0
2267,Gabon,GAB,2050,0.0
2268,United Kingdom,GBR,2023,0.0
2269,United Kingdom,GBR,2024,0.0
2270,United Kingdom,GBR,2025,0.0
2271,United Kingdom,GBR,2026,0.0
2272,United Kingdom,GBR,2027,0.0
2273,United Kingdom,GBR,2028,0.0
2274,United Kingdom,GBR,2029,0.0
2275,United Kingdom,GBR,2030,0.0
2276,United Kingdom,GBR,2031,0.0
2277,United Kingdom,GBR,2032,0.0
2278,United Kingdom,GBR,2033,0.0
2279,United Kingdom,GBR,2034,0.0
2280,United Kingdom,GBR,2035,0.0
2281,United Kingdom,GBR,2036,0.0
2282,United Kingdom,GBR,2037,0.0
2283,United Kingdom,GBR,2038,0.0
2284,United Kingdom,GBR,2039,0.0
2285,United Kingdom,GBR,2040,0.0
2286,United Kingdom,GBR,2041,0.0
2287,United Kingdom,GBR,2042,0.0
2288,United Kingdom,GBR,2043,0.0
2289,United Kingdom,GBR,2044,0.0
2290,United Kingdom,GBR,2045,0.0
2291,United Kingdom,GBR,2046,0.0
2292,United Kingdom,GBR,2047,0.0
2293,United Kingdom,GBR,2048,0.0
2294,United Kingdom,GBR,2049,0.0
2295,United Kingdom,GBR,2050,0.0
2296,Georgia,GEO,2023,0.0
2297,Georgia,GEO,2024,0.0
2298,Georgia,GEO,2025,0.0
2299,Georgia,GEO,2026,0.0
2300,Georgia,GEO,2027,0.0
2301,Georgia,GEO,2028,0.0
2302,Georgia,GEO,2029,0.0
2303,Georgia,GEO,2030,0.0
2304,Georgia,GEO,2031,0.0
2305,Georgia,GEO,2032,0.0
2306,Georgia,GEO,2033,0.0
2307,Georgia,GEO,2034,0.0
2308,Georgia,GEO,2035,0.0
2309,Georgia,GEO,2036,0.0
2310,Georgia,GEO,2037,0.0
2311,Georgia,GEO,2038,0.0
2312,Georgia,GEO,2039,0.0
2313,Georgia,GEO,2040,0.0
2314,Georgia,GEO,2041,0.0
2315,Georgia,GEO,2042,0.0
