,Nation,iso_code3,Year,fuelefficiency_trns_rail_freight_diesel_km_per_litre
1569,Djibouti,DJI,2024,8.8
1570,Djibouti,DJI,2025,8.8
1571,Djibouti,DJI,2026,8.8
1572,Djibouti,DJI,2027,8.8
1573,Djibouti,DJI,2028,8.8
1574,Djibouti,DJI,2029,8.8
1575,Djibouti,DJI,2030,8.8
1576,Djibouti,DJI,2031,8.8
1577,Djibouti,DJI,2032,8.8
1578,Djibouti,DJI,2033,8.8
1579,Djibouti,DJI,2034,8.8
1580,Djibouti,DJI,2035,8.8
1581,Djibouti,DJI,2036,8.8
1582,Djibouti,DJI,2037,8.8
1583,Djibouti,DJI,2038,8.8
1584,Djibouti,DJI,2039,8.8
1585,Djibouti,DJI,2040,8.8
1586,Djibouti,DJI,2041,8.8
1587,Djibouti,DJI,2042,8.8
1588,Djibouti,DJI,2043,8.8
1589,Djibouti,DJI,2044,8.8
1590,Djibouti,DJI,2045,8.8
1591,Djibouti,DJI,2046,8.8
1592,Djibouti,DJI,2047,8.8
1593,Djibouti,DJI,2048,8.8
1594,Djibouti,DJI,2049,8.8
1595,Djibouti,DJI,2050,8.8
1596,Dominica,DMA,2023,8.8
1597,Dominica,DMA,2024,8.8
1598,Dominica,DMA,2025,8.8
1599,Dominica,DMA,2026,8.8
1600,Dominica,DMA,2027,8.8
1601,Dominica,DMA,2028,8.8
1602,Dominica,DMA,2029,8.8
1603,Dominica,DMA,2030,8.8
1604,Dominica,DMA,2031,8.8
1605,Dominica,DMA,2032,8.8
1606,Dominica,DMA,2033,8.8
1607,Dominica,DMA,2034,8.8
1608,Dominica,DMA,2035,8.8
1609,Dominica,DMA,2036,8.8
1610,Dominica,DMA,2037,8.8
1611,Dominica,DMA,2038,8.8
1612,Dominica,DMA,2039,8.8
1613,Dominica,DMA,2040,8.8
1614,Dominica,DMA,2041,8.8
1615,Dominica,DMA,2042,8.8
1616,Dominica,DMA,2043,8.8
1617,Dominica,DMA,2044,8.8
1618,Dominica,DMA,2045,8.8
1619,Dominica,DMA,2046,8.8
1620,Dominica,DMA,2047,8.8
1621,Dominica,DMA,2048,8.8
1622,Dominica,DMA,2049,8.8
1623,Dominica,DMA,2050,8.8
1624,Denmark,DNK,2023,8.8
1625,Denmark,DNK,2024,8.8
1626,Denmark,DNK,2025,8.8
1627,Denmark,DNK,2026,8.8
1628,Denmark,DNK,2027,8.8
1629,Denmark,DNK,2028,8.8
1630,Denmark,DNK,2029,8.8
1631,Denmark,DNK,2030,8.8
1632,Denmark,DNK,2031,8.8
1633,Denmark,DNK,2032,8.8
1634,Denmark,DNK,2033,8.8
1635,Denmark,DNK,2034,8.8
1636,Denmark,DNK,2035,8.8
1637,Denmark,DNK,2036,8.8
1638,Denmark,DNK,2037,8.8
1639,Denmark,DNK,2038,8.8
1640,Denmark,DNK,2039,8.8
1641,Denmark,DNK,2040,8.8
1642,Denmark,DNK,2041,8.8
1643,Denmark,DNK,2042,8.8
1644,Denmark,DNK,2043,8.8
1645,Denmark,DNK,2044,8.8
1646,Denmark,DNK,2045,8.8
1647,Denmark,DNK,2046,8.8
1648,Denmark,DNK,2047,8.8
1649,Denmark,DNK,2048,8.8
1650,Denmark,DNK,2049,8.8
1651,Denmark,DNK,2050,8.8
1652,Dominican Republic,DOM,2023,8.8
1653,Dominican Republic,DOM,2024,8.8
1654,Dominican Republic,DOM,2025,8.8
1655,Dominican Republic,DOM,2026,8.8
1656,Dominican Republic,DOM,2027,8.8
1657,Dominican Republic,DOM,2028,8.8
1658,Dominican Republic,DOM,2029,8.8
1659,Dominican Republic,DOM,2030,8.8
1660,Dominican Republic,DOM,2031,8.8
1661,Dominican Republic,DOM,2032,8.8
1662,Dominican Republic,DOM,2033,8.8
1663,Dominican Republic,DOM,2034,8.8
1664,Dominican Republic,DOM,2035,8.8
1665,Dominican Republic,DOM,2036,8.8
1666,Dominican Republic,DOM,2037,8.8
1667,Dominican Republic,DOM,2038,8.8
1668,Dominican Republic,DOM,2039,8.8
1669,Dominican Republic,DOM,2040,8.8
1670,Dominican Republic,DOM,2041,8.8
1671,Dominican Republic,DOM,2042,8.8
1672,Dominican Republic,DOM,2043,8.8
1673,Dominican Republic,DOM,2044,8.8
1674,Dominican Republic,DOM,2045,8.8
1675,Dominican Republic,DOM,2046,8.8
1676,Dominican Republic,DOM,2047,8.8
1677,Dominican Republic,DOM,2048,8.8
1678,Dominican Republic,DOM,2049,8.8
1679,Dominican Republic,DOM,2050,8.8
1680,Algeria,DZA,2023,8.8
1681,Algeria,DZA,2024,8.8
1682,Algeria,DZA,2025,8.8
1683,Algeria,DZA,2026,8.8
1684,Algeria,DZA,2027,8.8
1685,Algeria,DZA,2028,8.8
1686,Algeria,DZA,2029,8.8
1687,Algeria,DZA,2030,8.8
1688,Algeria,DZA,2031,8.8
1689,Algeria,DZA,2032,8.8
1690,Algeria,DZA,2033,8.8
1691,Algeria,DZA,2034,8.8
1692,Algeria,DZA,2035,8.8
1693,Algeria,DZA,2036,8.8
1694,Algeria,DZA,2037,8.8
1695,Algeria,DZA,2038,8.8
1696,Algeria,DZA,2039,8.8
1697,Algeria,DZA,2040,8.8
1698,Algeria,DZA,2041,8.8
1699,Algeria,DZA,2042,8.8
1700,Algeria,DZA,2043,8.8
1701,Algeria,DZA,2044,8.8
1702,Algeria,DZA,2045,8.8
1703,Algeria,DZA,2046,8.8
1704,Algeria,DZA,2047,8.8
1705,Algeria,DZA,2048,8.8
1706,Algeria,DZA,2049,8.8
1707,Algeria,DZA,2050,8.8
1708,East Asia & Pacific (excluding high income),EAP,2023,8.8
1709,East Asia & Pacific (excluding high income),EAP,2024,8.8
1710,East Asia & Pacific (excluding high income),EAP,2025,8.8
1711,East Asia & Pacific (excluding high income),EAP,2026,8.8
1712,East Asia & Pacific (excluding high income),EAP,2027,8.8
1713,East Asia & Pacific (excluding high income),EAP,2028,8.8
1714,East Asia & Pacific (excluding high income),EAP,2029,8.8
1715,East Asia & Pacific (excluding high income),EAP,2030,8.8
1716,East Asia & Pacific (excluding high income),EAP,2031,8.8
1717,East Asia & Pacific (excluding high income),EAP,2032,8.8
1718,East Asia & Pacific (excluding high income),EAP,2033,8.8
1719,East Asia & Pacific (excluding high income),EAP,2034,8.8
1720,East Asia & Pacific (excluding high income),EAP,2035,8.8
1721,East Asia & Pacific (excluding high income),EAP,2036,8.8
1722,East Asia & Pacific (excluding high income),EAP,2037,8.8
1723,East Asia & Pacific (excluding high income),EAP,2038,8.8
1724,East Asia & Pacific (excluding high income),EAP,2039,8.8
1725,East Asia & Pacific (excluding high income),EAP,2040,8.8
1726,East Asia & Pacific (excluding high income),EAP,2041,8.8
1727,East Asia & Pacific (excluding high income),EAP,2042,8.8
1728,East Asia & Pacific (excluding high income),EAP,2043,8.8
1729,East Asia & Pacific (excluding high income),EAP,2044,8.8
1730,East Asia & Pacific (excluding high income),EAP,2045,8.8
1731,East Asia & Pacific (excluding high income),EAP,2046,8.8
1732,East Asia & Pacific (excluding high income),EAP,2047,8.8
1733,East Asia & Pacific (excluding high income),EAP,2048,8.8
1734,East Asia & Pacific (excluding high income),EAP,2049,8.8
1735,East Asia & Pacific (excluding high income),EAP,2050,8.8
1736,Early-demographic dividend,EAR,2023,8.8
1737,Early-demographic dividend,EAR,2024,8.8
1738,Early-demographic dividend,EAR,2025,8.8
1739,Early-demographic dividend,EAR,2026,8.8
1740,Early-demographic dividend,EAR,2027,8.8
1741,Early-demographic dividend,EAR,2028,8.8
1742,Early-demographic dividend,EAR,2029,8.8
1743,Early-demographic dividend,EAR,2030,8.8
1744,Early-demographic dividend,EAR,2031,8.8
1745,Early-demographic dividend,EAR,2032,8.8
1746,Early-demographic dividend,EAR,2033,8.8
1747,Early-demographic dividend,EAR,2034,8.8
1748,Early-demographic dividend,EAR,2035,8.8
1749,Early-demographic dividend,EAR,2036,8.8
1750,Early-demographic dividend,EAR,2037,8.8
1751,Early-demographic dividend,EAR,2038,8.8
1752,Early-demographic dividend,EAR,2039,8.8
1753,Early-demographic dividend,EAR,2040,8.8
1754,Early-demographic dividend,EAR,2041,8.8
1755,Early-demographic dividend,EAR,2042,8.8
1756,Early-demographic dividend,EAR,2043,8.8
1757,Early-demographic dividend,EAR,2044,8.8
1758,Early-demographic dividend,EAR,2045,8.8
1759,Early-demographic dividend,EAR,2046,8.8
1760,Early-demographic dividend,EAR,2047,8.8
1761,Early-demographic dividend,EAR,2048,8.8
1762,Early-demographic dividend,EAR,2049,8.8
1763,Early-demographic dividend,EAR,2050,8.8
1764,East Asia & Pacific,EAS,2023,8.8
1765,East Asia & Pacific,EAS,2024,8.8
1766,East Asia & Pacific,EAS,2025,8.8
1767,East Asia & Pacific,EAS,2026,8.8
1768,East Asia & Pacific,EAS,2027,8.8
1769,East Asia & Pacific,EAS,2028,8.8
1770,East Asia & Pacific,EAS,2029,8.8
1771,East Asia & Pacific,EAS,2030,8.8
1772,East Asia & Pacific,EAS,2031,8.8
1773,East Asia & Pacific,EAS,2032,8.8
1774,East Asia & Pacific,EAS,2033,8.8
1775,East Asia & Pacific,EAS,2034,8.8
1776,East Asia & Pacific,EAS,2035,8.8
1777,East Asia & Pacific,EAS,2036,8.8
1778,East Asia & Pacific,EAS,2037,8.8
1779,East Asia & Pacific,EAS,2038,8.8
1780,East Asia & Pacific,EAS,2039,8.8
1781,East Asia & Pacific,EAS,2040,8.8
1782,East Asia & Pacific,EAS,2041,8.8
1783,East Asia & Pacific,EAS,2042,8.8
1784,East Asia & Pacific,EAS,2043,8.8
1785,East Asia & Pacific,EAS,2044,8.8
1786,East Asia & Pacific,EAS,2045,8.8
1787,East Asia & Pacific,EAS,2046,8.8
1788,East Asia & Pacific,EAS,2047,8.8
1789,East Asia & Pacific,EAS,2048,8.8
1790,East Asia & Pacific,EAS,2049,8.8
1791,East Asia & Pacific,EAS,2050,8.8
1792,Europe & Central Asia (excluding high income),ECA,2023,8.8
1793,Europe & Central Asia (excluding high income),ECA,2024,8.8
1794,Europe & Central Asia (excluding high income),ECA,2025,8.8
1795,Europe & Central Asia (excluding high income),ECA,2026,8.8
1796,Europe & Central Asia (excluding high income),ECA,2027,8.8
1797,Europe & Central Asia (excluding high income),ECA,2028,8.8
1798,Europe & Central Asia (excluding high income),ECA,2029,8.8
1799,Europe & Central Asia (excluding high income),ECA,2030,8.8
1800,Europe & Central Asia (excluding high income),ECA,2031,8.8
1801,Europe & Central Asia (excluding high income),ECA,2032,8.8
1802,Europe & Central Asia (excluding high income),ECA,2033,8.8
1803,Europe & Central Asia (excluding high income),ECA,2034,8.8
1804,Europe & Central Asia (excluding high income),ECA,2035,8.8
1805,Europe & Central Asia (excluding high income),ECA,2036,8.8
1806,Europe & Central Asia (excluding high income),ECA,2037,8.8
1807,Europe & Central Asia (excluding high income),ECA,2038,8.8
1808,Europe & Central Asia (excluding high income),ECA,2039,8.8
1809,Europe & Central Asia (excluding high income),ECA,2040,8.8
1810,Europe & Central Asia (excluding high income),ECA,2041,8.8
1811,Europe & Central Asia (excluding high income),ECA,2042,8.8
1812,Europe & Central Asia (excluding high income),ECA,2043,8.8
1813,Europe & Central Asia (excluding high income),ECA,2044,8.8
1814,Europe & Central Asia (excluding high income),ECA,2045,8.8
1815,Europe & Central Asia (excluding high income),ECA,2046,8.8
1816,Europe & Central Asia (excluding high income),ECA,2047,8.8
1817,Europe & Central Asia (excluding high income),ECA,2048,8.8
1818,Europe & Central Asia (excluding high income),ECA,2049,8.8
1819,Europe & Central Asia (excluding high income),ECA,2050,8.8
1820,Europe & Central Asia,ECS,2023,8.8
1821,Europe & Central Asia,ECS,2024,8.8
1822,Europe & Central Asia,ECS,2025,8.8
1823,Europe & Central Asia,ECS,2026,8.8
1824,Europe & Central Asia,ECS,2027,8.8
1825,Europe & Central Asia,ECS,2028,8.8
1826,Europe & Central Asia,ECS,2029,8.8
1827,Europe & Central Asia,ECS,2030,8.8
1828,Europe & Central Asia,ECS,2031,8.8
1829,Europe & Central Asia,ECS,2032,8.8
1830,Europe & Central Asia,ECS,2033,8.8
1831,Europe & Central Asia,ECS,2034,8.8
1832,Europe & Central Asia,ECS,2035,8.8
1833,Europe & Central Asia,ECS,2036,8.8
1834,Europe & Central Asia,ECS,2037,8.8
1835,Europe & Central Asia,ECS,2038,8.8
1836,Europe & Central Asia,ECS,2039,8.8
1837,Europe & Central Asia,ECS,2040,8.8
1838,Europe & Central Asia,ECS,2041,8.8
1839,Europe & Central Asia,ECS,2042,8.8
1840,Europe & Central Asia,ECS,2043,8.8
1841,Europe & Central Asia,ECS,2044,8.8
1842,Europe & Central Asia,ECS,2045,8.8
1843,Europe & Central Asia,ECS,2046,8.8
1844,Europe & Central Asia,ECS,2047,8.8
1845,Europe & Central Asia,ECS,2048,8.8
1846,Europe & Central Asia,ECS,2049,8.8
1847,Europe & Central Asia,ECS,2050,8.8
1848,Ecuador,ECU,2023,8.8
1849,Ecuador,ECU,2024,8.8
1850,Ecuador,ECU,2025,8.8
1851,Ecuador,ECU,2026,8.8
1852,Ecuador,ECU,2027,8.8
1853,Ecuador,ECU,2028,8.8
1854,Ecuador,ECU,2029,8.8
1855,Ecuador,ECU,2030,8.8
1856,Ecuador,ECU,2031,8.8
1857,Ecuador,ECU,2032,8.8
1858,Ecuador,ECU,2033,8.8
1859,Ecuador,ECU,2034,8.8
1860,Ecuador,ECU,2035,8.8
1861,Ecuador,ECU,2036,8.8
1862,Ecuador,ECU,2037,8.8
1863,Ecuador,ECU,2038,8.8
1864,Ecuador,ECU,2039,8.8
1865,Ecuador,ECU,2040,8.8
1866,Ecuador,ECU,2041,8.8
1867,Ecuador,ECU,2042,8.8
1868,Ecuador,ECU,2043,8.8
1869,Ecuador,ECU,2044,8.8
1870,Ecuador,ECU,2045,8.8
1871,Ecuador,ECU,2046,8.8
1872,Ecuador,ECU,2047,8.8
1873,Ecuador,ECU,2048,8.8
1874,Ecuador,ECU,2049,8.8
1875,Ecuador,ECU,2050,8.8
1876,"Egypt, Arab Rep.",EGY,2023,8.8
1877,"Egypt, Arab Rep.",EGY,2024,8.8
1878,"Egypt, Arab Rep.",EGY,2025,8.8
1879,"Egypt, Arab Rep.",EGY,2026,8.8
1880,"Egypt, Arab Rep.",EGY,2027,8.8
1881,"Egypt, Arab Rep.",EGY,2028,8.8
1882,"Egypt, Arab Rep.",EGY,2029,8.8
1883,"Egypt, Arab Rep.",EGY,2030,8.8
1884,"Egypt, Arab Rep.",EGY,2031,8.8
1885,"Egypt, Arab Rep.",EGY,2032,8.8
1886,"Egypt, Arab Rep.",EGY,2033,8.8
1887,"Egypt, Arab Rep.",EGY,2034,8.8
1888,"Egypt, Arab Rep.",EGY,2035,8.8
1889,"Egypt, Arab Rep.",EGY,2036,8.8
1890,"Egypt, Arab Rep.",EGY,2037,8.8
1891,"Egypt, Arab Rep.",EGY,2038,8.8
1892,"Egypt, Arab Rep.",EGY,2039,8.8
1893,"Egypt, Arab Rep.",EGY,2040,8.8
1894,"Egypt, Arab Rep.",EGY,2041,8.8
1895,"Egypt, Arab Rep.",EGY,2042,8.8
1896,"Egypt, Arab Rep.",EGY,2043,8.8
1897,"Egypt, Arab Rep.",EGY,2044,8.8
1898,"Egypt, Arab Rep.",EGY,2045,8.8
1899,"Egypt, Arab Rep.",EGY,2046,8.8
1900,"Egypt, Arab Rep.",EGY,2047,8.8
1901,"Egypt, Arab Rep.",EGY,2048,8.8
1902,"Egypt, Arab Rep.",EGY,2049,8.8
1903,"Egypt, Arab Rep.",EGY,2050,8.8
1904,Euro area,EMU,2023,8.8
1905,Euro area,EMU,2024,8.8
1906,Euro area,EMU,2025,8.8
1907,Euro area,EMU,2026,8.8
1908,Euro area,EMU,2027,8.8
1909,Euro area,EMU,2028,8.8
1910,Euro area,EMU,2029,8.8
1911,Euro area,EMU,2030,8.8
1912,Euro area,EMU,2031,8.8
1913,Euro area,EMU,2032,8.8
1914,Euro area,EMU,2033,8.8
1915,Euro area,EMU,2034,8.8
1916,Euro area,EMU,2035,8.8
1917,Euro area,EMU,2036,8.8
1918,Euro area,EMU,2037,8.8
1919,Euro area,EMU,2038,8.8
1920,Euro area,EMU,2039,8.8
1921,Euro area,EMU,2040,8.8
1922,Euro area,EMU,2041,8.8
1923,Euro area,EMU,2042,8.8
1924,Euro area,EMU,2043,8.8
1925,Euro area,EMU,2044,8.8
1926,Euro area,EMU,2045,8.8
1927,Euro area,EMU,2046,8.8
1928,Euro area,EMU,2047,8.8
1929,Euro area,EMU,2048,8.8
1930,Euro area,EMU,2049,8.8
1931,Euro area,EMU,2050,8.8
1932,Eritrea,ERI,2023,8.8
1933,Eritrea,ERI,2024,8.8
1934,Eritrea,ERI,2025,8.8
1935,Eritrea,ERI,2026,8.8
1936,Eritrea,ERI,2027,8.8
1937,Eritrea,ERI,2028,8.8
1938,Eritrea,ERI,2029,8.8
1939,Eritrea,ERI,2030,8.8
1940,Eritrea,ERI,2031,8.8
1941,Eritrea,ERI,2032,8.8
1942,Eritrea,ERI,2033,8.8
1943,Eritrea,ERI,2034,8.8
1944,Eritrea,ERI,2035,8.8
1945,Eritrea,ERI,2036,8.8
1946,Eritrea,ERI,2037,8.8
1947,Eritrea,ERI,2038,8.8
1948,Eritrea,ERI,2039,8.8
1949,Eritrea,ERI,2040,8.8
1950,Eritrea,ERI,2041,8.8
1951,Eritrea,ERI,2042,8.8
1952,Eritrea,ERI,2043,8.8
1953,Eritrea,ERI,2044,8.8
1954,Eritrea,ERI,2045,8.8
1955,Eritrea,ERI,2046,8.8
1956,Eritrea,ERI,2047,8.8
1957,Eritrea,ERI,2048,8.8
1958,Eritrea,ERI,2049,8.8
1959,Eritrea,ERI,2050,8.8
1960,Spain,ESP,2023,8.8
1961,Spain,ESP,2024,8.8
1962,Spain,ESP,2025,8.8
1963,Spain,ESP,2026,8.8
1964,Spain,ESP,2027,8.8
1965,Spain,ESP,2028,8.8
1966,Spain,ESP,2029,8.8
1967,Spain,ESP,2030,8.8
1968,Spain,ESP,2031,8.8
1969,Spain,ESP,2032,8.8
1970,Spain,ESP,2033,8.8
1971,Spain,ESP,2034,8.8
1972,Spain,ESP,2035,8.8
1973,Spain,ESP,2036,8.8
1974,Spain,ESP,2037,8.8
1975,Spain,ESP,2038,8.8
1976,Spain,ESP,2039,8.8
1977,Spain,ESP,2040,8.8
1978,Spain,ESP,2041,8.8
1979,Spain,ESP,2042,8.8
1980,Spain,ESP,2043,8.8
1981,Spain,ESP,2044,8.8
1982,Spain,ESP,2045,8.8
1983,Spain,ESP,2046,8.8
1984,Spain,ESP,2047,8.8
1985,Spain,ESP,2048,8.8
1986,Spain,ESP,2049,8.8
1987,Spain,ESP,2050,8.8
1988,Estonia,EST,2023,8.8
1989,Estonia,EST,2024,8.8
1990,Estonia,EST,2025,8.8
1991,Estonia,EST,2026,8.8
1992,Estonia,EST,2027,8.8
1993,Estonia,EST,2028,8.8
1994,Estonia,EST,2029,8.8
1995,Estonia,EST,2030,8.8
1996,Estonia,EST,2031,8.8
1997,Estonia,EST,2032,8.8
1998,Estonia,EST,2033,8.8
1999,Estonia,EST,2034,8.8
2000,Estonia,EST,2035,8.8
2001,Estonia,EST,2036,8.8
2002,Estonia,EST,2037,8.8
2003,Estonia,EST,2038,8.8
2004,Estonia,EST,2039,8.8
2005,Estonia,EST,2040,8.8
2006,Estonia,EST,2041,8.8
2007,Estonia,EST,2042,8.8
2008,Estonia,EST,2043,8.8
2009,Estonia,EST,2044,8.8
2010,Estonia,EST,2045,8.8
2011,Estonia,EST,2046,8.8
2012,Estonia,EST,2047,8.8
2013,Estonia,EST,2048,8.8
2014,Estonia,EST,2049,8.8
2015,Estonia,EST,2050,8.8
2016,Ethiopia,ETH,2023,8.8
2017,Ethiopia,ETH,2024,8.8
2018,Ethiopia,ETH,2025,8.8
2019,Ethiopia,ETH,2026,8.8
2020,Ethiopia,ETH,2027,8.8
2021,Ethiopia,ETH,2028,8.8
2022,Ethiopia,ETH,2029,8.8
2023,Ethiopia,ETH,2030,8.8
2024,Ethiopia,ETH,2031,8.8
2025,Ethiopia,ETH,2032,8.8
2026,Ethiopia,ETH,2033,8.8
2027,Ethiopia,ETH,2034,8.8
2028,Ethiopia,ETH,2035,8.8
2029,Ethiopia,ETH,2036,8.8
2030,Ethiopia,ETH,2037,8.8
2031,Ethiopia,ETH,2038,8.8
2032,Ethiopia,ETH,2039,8.8
2033,Ethiopia,ETH,2040,8.8
2034,Ethiopia,ETH,2041,8.8
2035,Ethiopia,ETH,2042,8.8
2036,Ethiopia,ETH,2043,8.8
2037,Ethiopia,ETH,2044,8.8
2038,Ethiopia,ETH,2045,8.8
2039,Ethiopia,ETH,2046,8.8
2040,Ethiopia,ETH,2047,8.8
2041,Ethiopia,ETH,2048,8.8
2042,Ethiopia,ETH,2049,8.8
2043,Ethiopia,ETH,2050,8.8
2044,European Union,EUU,2023,8.8
2045,European Union,EUU,2024,8.8
2046,European Union,EUU,2025,8.8
2047,European Union,EUU,2026,8.8
2048,European Union,EUU,2027,8.8
2049,European Union,EUU,2028,8.8
2050,European Union,EUU,2029,8.8
2051,European Union,EUU,2030,8.8
2052,European Union,EUU,2031,8.8
2053,European Union,EUU,2032,8.8
2054,European Union,EUU,2033,8.8
2055,European Union,EUU,2034,8.8
2056,European Union,EUU,2035,8.8
2057,European Union,EUU,2036,8.8
2058,European Union,EUU,2037,8.8
2059,European Union,EUU,2038,8.8
2060,European Union,EUU,2039,8.8
2061,European Union,EUU,2040,8.8
2062,European Union,EUU,2041,8.8
2063,European Union,EUU,2042,8.8
2064,European Union,EUU,2043,8.8
2065,European Union,EUU,2044,8.8
2066,European Union,EUU,2045,8.8
2067,European Union,EUU,2046,8.8
2068,European Union,EUU,2047,8.8
2069,European Union,EUU,2048,8.8
2070,European Union,EUU,2049,8.8
2071,European Union,EUU,2050,8.8
2072,Fragile and conflict affected situations,FCS,2023,8.8
2073,Fragile and conflict affected situations,FCS,2024,8.8
2074,Fragile and conflict affected situations,FCS,2025,8.8
2075,Fragile and conflict affected situations,FCS,2026,8.8
2076,Fragile and conflict affected situations,FCS,2027,8.8
2077,Fragile and conflict affected situations,FCS,2028,8.8
2078,Fragile and conflict affected situations,FCS,2029,8.8
2079,Fragile and conflict affected situations,FCS,2030,8.8
2080,Fragile and conflict affected situations,FCS,2031,8.8
2081,Fragile and conflict affected situations,FCS,2032,8.8
2082,Fragile and conflict affected situations,FCS,2033,8.8
2083,Fragile and conflict affected situations,FCS,2034,8.8
2084,Fragile and conflict affected situations,FCS,2035,8.8
2085,Fragile and conflict affected situations,FCS,2036,8.8
2086,Fragile and conflict affected situations,FCS,2037,8.8
2087,Fragile and conflict affected situations,FCS,2038,8.8
2088,Fragile and conflict affected situations,FCS,2039,8.8
2089,Fragile and conflict affected situations,FCS,2040,8.8
2090,Fragile and conflict affected situations,FCS,2041,8.8
2091,Fragile and conflict affected situations,FCS,2042,8.8
2092,Fragile and conflict affected situations,FCS,2043,8.8
2093,Fragile and conflict affected situations,FCS,2044,8.8
2094,Fragile and conflict affected situations,FCS,2045,8.8
2095,Fragile and conflict affected situations,FCS,2046,8.8
2096,Fragile and conflict affected situations,FCS,2047,8.8
2097,Fragile and conflict affected situations,FCS,2048,8.8
2098,Fragile and conflict affected situations,FCS,2049,8.8
2099,Fragile and conflict affected situations,FCS,2050,8.8
2100,Finland,FIN,2023,8.8
2101,Finland,FIN,2024,8.8
2102,Finland,FIN,2025,8.8
2103,Finland,FIN,2026,8.8
2104,Finland,FIN,2027,8.8
2105,Finland,FIN,2028,8.8
2106,Finland,FIN,2029,8.8
2107,Finland,FIN,2030,8.8
2108,Finland,FIN,2031,8.8
2109,Finland,FIN,2032,8.8
2110,Finland,FIN,2033,8.8
2111,Finland,FIN,2034,8.8
2112,Finland,FIN,2035,8.8
2113,Finland,FIN,2036,8.8
2114,Finland,FIN,2037,8.8
2115,Finland,FIN,2038,8.8
2116,Finland,FIN,2039,8.8
2117,Finland,FIN,2040,8.8
2118,Finland,FIN,2041,8.8
2119,Finland,FIN,2042,8.8
2120,Finland,FIN,2043,8.8
2121,Finland,FIN,2044,8.8
2122,Finland,FIN,2045,8.8
2123,Finland,FIN,2046,8.8
2124,Finland,FIN,2047,8.8
2125,Finland,FIN,2048,8.8
2126,Finland,FIN,2049,8.8
2127,Finland,FIN,2050,8.8
2128,Fiji,FJI,2023,8.8
2129,Fiji,FJI,2024,8.8
2130,Fiji,FJI,2025,8.8
2131,Fiji,FJI,2026,8.8
2132,Fiji,FJI,2027,8.8
2133,Fiji,FJI,2028,8.8
2134,Fiji,FJI,2029,8.8
2135,Fiji,FJI,2030,8.8
2136,Fiji,FJI,2031,8.8
2137,Fiji,FJI,2032,8.8
2138,Fiji,FJI,2033,8.8
2139,Fiji,FJI,2034,8.8
2140,Fiji,FJI,2035,8.8
2141,Fiji,FJI,2036,8.8
2142,Fiji,FJI,2037,8.8
2143,Fiji,FJI,2038,8.8
2144,Fiji,FJI,2039,8.8
2145,Fiji,FJI,2040,8.8
2146,Fiji,FJI,2041,8.8
2147,Fiji,FJI,2042,8.8
2148,Fiji,FJI,2043,8.8
2149,Fiji,FJI,2044,8.8
2150,Fiji,FJI,2045,8.8
2151,Fiji,FJI,2046,8.8
2152,Fiji,FJI,2047,8.8
2153,Fiji,FJI,2048,8.8
2154,Fiji,FJI,2049,8.8
2155,Fiji,FJI,2050,8.8
2156,France,FRA,2023,8.8
2157,France,FRA,2024,8.8
2158,France,FRA,2025,8.8
2159,France,FRA,2026,8.8
2160,France,FRA,2027,8.8
2161,France,FRA,2028,8.8
2162,France,FRA,2029,8.8
2163,France,FRA,2030,8.8
2164,France,FRA,2031,8.8
2165,France,FRA,2032,8.8
2166,France,FRA,2033,8.8
2167,France,FRA,2034,8.8
2168,France,FRA,2035,8.8
2169,France,FRA,2036,8.8
2170,France,FRA,2037,8.8
2171,France,FRA,2038,8.8
2172,France,FRA,2039,8.8
2173,France,FRA,2040,8.8
2174,France,FRA,2041,8.8
2175,France,FRA,2042,8.8
2176,France,FRA,2043,8.8
2177,France,FRA,2044,8.8
2178,France,FRA,2045,8.8
2179,France,FRA,2046,8.8
2180,France,FRA,2047,8.8
2181,France,FRA,2048,8.8
2182,France,FRA,2049,8.8
2183,France,FRA,2050,8.8
2184,Faroe Islands,FRO,2023,8.8
2185,Faroe Islands,FRO,2024,8.8
2186,Faroe Islands,FRO,2025,8.8
2187,Faroe Islands,FRO,2026,8.8
2188,Faroe Islands,FRO,2027,8.8
2189,Faroe Islands,FRO,2028,8.8
2190,Faroe Islands,FRO,2029,8.8
2191,Faroe Islands,FRO,2030,8.8
2192,Faroe Islands,FRO,2031,8.8
2193,Faroe Islands,FRO,2032,8.8
2194,Faroe Islands,FRO,2033,8.8
2195,Faroe Islands,FRO,2034,8.8
2196,Faroe Islands,FRO,2035,8.8
2197,Faroe Islands,FRO,2036,8.8
2198,Faroe Islands,FRO,2037,8.8
2199,Faroe Islands,FRO,2038,8.8
2200,Faroe Islands,FRO,2039,8.8
2201,Faroe Islands,FRO,2040,8.8
2202,Faroe Islands,FRO,2041,8.8
2203,Faroe Islands,FRO,2042,8.8
2204,Faroe Islands,FRO,2043,8.8
2205,Faroe Islands,FRO,2044,8.8
2206,Faroe Islands,FRO,2045,8.8
2207,Faroe Islands,FRO,2046,8.8
2208,Faroe Islands,FRO,2047,8.8
2209,Faroe Islands,FRO,2048,8.8
2210,Faroe Islands,FRO,2049,8.8
2211,Faroe Islands,FRO,2050,8.8
2212,"Micronesia, Fed. Sts.",FSM,2023,8.8
2213,"Micronesia, Fed. Sts.",FSM,2024,8.8
2214,"Micronesia, Fed. Sts.",FSM,2025,8.8
