"Value","LOCATION","TIME","INDICATOR","SUBJECT","MEASURE","FREQUENCY"
0,"MLI",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLI",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLI",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLT",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLT",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLT",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLT",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLT",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLT",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLT",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLT",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLT",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLT",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MLT",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MMR",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MMR",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MMR",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MMR",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MMR",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MMR",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MMR",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MMR",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MMR",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MMR",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MMR",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
136,"MNE",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
73,"MNE",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
105,"MNE",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
94,"MNE",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
112,"MNE",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
112,"MNE",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
169,"MNE",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
114.428571428571,"MNE",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
114.428571428571,"MNE",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
114.428571428571,"MNE",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
114.428571428571,"MNE",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MNG",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MNG",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MNG",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MNG",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MNG",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MNG",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MNG",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MNG",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MNG",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MNG",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MNG",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MOZ",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MOZ",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MOZ",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MOZ",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MOZ",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MOZ",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MOZ",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MOZ",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MOZ",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MOZ",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MOZ",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MRT",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MRT",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MRT",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MRT",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MRT",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MRT",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MRT",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MRT",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MRT",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MRT",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MRT",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MUS",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MUS",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MUS",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MUS",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MUS",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MUS",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MUS",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MUS",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MUS",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MUS",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MUS",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MWI",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MWI",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MWI",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MWI",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MWI",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MWI",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MWI",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MWI",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MWI",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MWI",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"MWI",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
118728.91284684,"MYS",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
122950.422389425,"MYS",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
127074.152090434,"MYS",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
131158.887732645,"MYS",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
135237.022814727,"MYS",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
139259.579821462,"MYS",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
143264.174679733,"MYS",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
147245.90344507,"MYS",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
151185.844533275,"MYS",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
155068.189199751,"MYS",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
161989.494711309,"MYS",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NAM",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NAM",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NAM",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NAM",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NAM",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NAM",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NAM",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NAM",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NAM",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NAM",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NAM",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NCL",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NCL",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NCL",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NCL",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NCL",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NCL",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NCL",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NCL",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NCL",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NCL",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NCL",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NER",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NER",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NER",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NER",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NER",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NER",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NER",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NER",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NER",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NER",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NER",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
226142.893347886,"NGA",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
245482.947004812,"NGA",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
265423.291297371,"NGA",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
285973.496679994,"NGA",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
307141.642557125,"NGA",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
327918.681286874,"NGA",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
349380.860361796,"NGA",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
371500.38321545,"NGA",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
394263.341790169,"NGA",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
417671.459760424,"NGA",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
434358.14141097,"NGA",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NIC",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NIC",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NIC",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NIC",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NIC",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NIC",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NIC",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NIC",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NIC",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NIC",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NIC",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6378,"NLD",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6142,"NLD",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6078,"NLD",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6169,"NLD",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6545,"NLD",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6641,"NLD",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6467,"NLD",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
7026,"NLD",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
7080,"NLD",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6665,"NLD",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
7188,"NLD",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3574,"NOR",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3582,"NOR",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3513,"NOR",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3682,"NOR",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3631,"NOR",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3823,"NOR",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4040,"NOR",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3970,"NOR",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3903,"NOR",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4110,"NOR",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4305,"NOR",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NPL",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NPL",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NPL",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NPL",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NPL",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NPL",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NPL",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NPL",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NPL",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NPL",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"NPL",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4178,"NZL",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4768.056076,"NZL",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4679.200692,"NZL",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4492.652586,"NZL",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4348.553709,"NZL",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4189.628417,"NZL",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3618.534146,"NZL",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4217,"NZL",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4545,"NZL",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4131,"NZL",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4444,"NZL",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
7739.6476335131,"OMN",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
7739.6476335131,"OMN",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
812.734407431832,"OMN",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3853.80388123967,"OMN",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6731.6020943512,"OMN",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
8126.49180930756,"OMN",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
9412.6585479952,"OMN",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
10592.1686733018,"OMN",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
11682.5918504636,"OMN",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
12698.5865547107,"OMN",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
5746.19088281642,"OMN",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
118153.941392929,"PAK",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
124572.639826066,"PAK",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
131076.956009806,"PAK",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
137718.799824711,"PAK",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
144515.464988674,"PAK",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
151328.525341003,"PAK",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
158303.434657258,"PAK",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
165711.281958185,"PAK",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
173569.704913907,"PAK",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
181882.064281384,"PAK",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
179813.542223765,"PAK",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PAN",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PAN",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PAN",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PAN",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PAN",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PAN",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PAN",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PAN",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PAN",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PAN",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PAN",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
124152.341815592,"PER",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
126762.272436196,"PER",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
129411.563160809,"PER",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
132207.699011856,"PER",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
135219.999672598,"PER",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
137808.444847225,"PER",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
140658.922559696,"PER",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
143645.45096648,"PER",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
146561.644768897,"PER",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
149262.25274598,"PER",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
144903.164818914,"PER",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
145653.879401685,"PHL",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
150373.978394241,"PHL",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
155140.060613773,"PHL",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
159891.321403687,"PHL",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
164610.964783788,"PHL",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
169580.381871741,"PHL",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
174625.098123219,"PHL",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
179787.532701496,"PHL",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
185094.104531618,"PHL",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
190572.965102385,"PHL",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
196620.392611745,"PHL",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PNG",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PNG",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PNG",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PNG",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PNG",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PNG",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PNG",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PNG",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PNG",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PNG",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PNG",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
53746,"POL",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
48903,"POL",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
50881,"POL",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
50073,"POL",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
50602.9,"POL",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
50650,"POL",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
54797,"POL",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
59388,"POL",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
54584,"POL",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
51096,"POL",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
54387,"POL",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6012.27882966373,"PRI",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6338.82347630856,"PRI",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6668.11730962806,"PRI",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6894.94812812274,"PRI",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
7092.53611964033,"PRI",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
6270.18288575334,"PRI",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
5360.72303151378,"PRI",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
4171.9830057837,"PRI",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3683.1905054713,"PRI",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
3653.9087752643,"PRI",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
5519.79621949522,"PRI",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2322,"PRT",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2421,"PRT",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2290,"PRT",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2438,"PRT",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2661,"PRT",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2622,"PRT",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2742,"PRT",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2863,"PRT",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2476,"PRT",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2402,"PRT",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
2699,"PRT",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PRY",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PRY",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PRY",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PRY",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PRY",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PRY",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PRY",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PRY",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PRY",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PRY",2020,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PRY",2021,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PYF",2011,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PYF",2012,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PYF",2013,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PYF",2014,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PYF",2015,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PYF",2016,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PYF",2017,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PYF",2018,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
0,"PYF",2019,"FREIGHTTRANSP","RAIL","MLN_TONNEKM","A"
