"SUBJECT","LOCATION","TIME","Value","INDICATOR","MEASURE","FREQUENCY"
"INLAND","BFA",2017,30662.1498300695,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DOM",2013,35749.2265099697,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","HUN",2014,55287,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BFA",2018,30552.6629702625,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ITA",2018,157388.274846,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","JAM",2018,34719.5578245977,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ESP",2012,217495,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LBY",2011,68969.8349071458,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BFA",2019,30430.0683184748,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MDV",2014,32613.4798596852,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MOZ",2017,26708.6020035519,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BRB",2012,33374.8579125885,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DEU",2018,510892,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","FIN",2011,36402,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LBY",2012,75833.1609142465,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","PER",2014,165692.484347085,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GNB",2014,31931.1797568339,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ESP",2014,215033,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DEU",2020,476040,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BHR",2019,10291.3934663214,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GEO",2018,1908.664,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","HUN",2019,58596.2403351,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NIC",2012,31206.968847947,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CHN",2018,15249700,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ALB",2012,3248,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GEO",2019,2109.692,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ARG",2020,425103.551051999,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","HUN",2020,52554.8450467,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BRB",2016,33454.5370051932,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","KWT",2019,14377.6148144223,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ZAF",2019,386227.080759423,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GEO",2021,2344.9661,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","OMN",2021,78287.3053798485,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NIC",2015,31274.7732471206,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","FIN",2016,36411,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AUT",2020,48551.835966,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BGD",2015,6587.79117255413,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ARM",2012,4144,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","IDN",2012,417523.85742586,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MRT",2013,31662.8081802798,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CUB",2017,52662.1907537693,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","RWA",2021,33568.3829674961,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DJI",2014,32041.1870147653,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CMR",2012,38446.6033266841,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BGD",2017,6587.79117255413,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SRB",2014,7061,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BWA",2018,1394.59867554405,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ISR",2020,246471.408294709,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CMR",2013,38264.2339278352,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LBY",2021,107667.729134408,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GNQ",2012,35546.0253558319,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SWZ",2021,33259.1083005171,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ARM",2016,3883,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BGD",2019,6587.79117255413,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CMR",2014,28777.1001082605,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","VUT",2017,32592.8515035,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","PAK",2015,95222.4331502605,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ARM",2017,4256,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CHE",2019,28960.034872187,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","VUT",2018,32594.8963815734,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BGD",2021,6587.79117255413,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BRN",2013,9731.18290573068,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","HRV",2021,19806,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","FJI",2012,32567.4429965488,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NLD",2012,97711,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CMR",2017,37072.974885353,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CHE",2020,28188.88,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CMR",2018,39985.1371652681,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","IRQ",2017,15316.2196820678,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MNG",2013,32648.2929690951,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","IDN",2020,879077.650664275,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","JPN",2012,230427,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NLD",2014,102725,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ARM",2021,3978.71428571429,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","FJI",2015,32610.6328791938,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NLD",2015,103664,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GBR",2013,2405852.8904151,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DNK",2012,17648,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ROU",2021,268729.860412703,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NER",2019,31185.975077123,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GNQ",2020,34507.5650513765,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BRN",2018,9731.18290573068,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","COL",2011,195991.857955228,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DNK",2014,17811.762,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","IND",2012,2160708,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GNQ",2021,34821.4934435147,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MDG",2014,26933.2890211301,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","FJI",2018,32600.3212865969,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CYP",2018,444.862459103869,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","JPN",2017,232492,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","WSM",2015,32575.7265354812,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ETH",2011,60350.5792667942,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CHL",2016,205580.623305244,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BRN",2021,9731.18290573068,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CYP",2020,2427.36621392011,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SLV",2018,35485.834717878,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","COL",2014,250949.188243324,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MNG",2020,33555.0555504225,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","JPN",2019,233829,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NGA",2013,533972.611682129,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BRA",2015,1724966.68062372,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","PNG",2013,34782.3373770664,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","FJI",2021,32587.7368063485,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GRC",2015,20057,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DNK",2019,22768.1972857693,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NOR",2011,24113,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","FRA",2011,237156.430266,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BTN",2014,32906.0290389937,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AUS",2019,663468,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BHR",2011,576.077246387847,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GIN",2018,30112.6186611344,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DNK",2021,30302.1369582348,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BHR",2012,2559.72101877648,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","PNG",2016,35193.103180312,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","PAN",2019,24943.7195154741,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","COL",2019,278098.224550346,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","RUS",2020,4117410,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ZAF",2011,330507.1516575,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CHN",2011,10979481,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NOR",2015,26738,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","TUN",2019,42872.1128240559,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AUT",2011,46693,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ETH",2018,99752.6477589397,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BTN",2018,33021.2178603326,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","FRA",2016,204945.868427,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DEU",2016,517743,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","OMN",2014,63179.8590019755,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GEO",2015,2856.79,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BDI",2021,31457.4933724105,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","PNG",2020,35490.4094149413,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AUT",2013,45833,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MLI",2011,29042.8182956547,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","IRL",2013,9237,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AUT",2014,47787,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BHR",2017,9465.99859972283,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","UGA",2012,32222.1220561957,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","FRA",2019,221330.370157,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","PNG",2021,35677.3642420095,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","POL",2011,297004,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","RWA",2015,32886.8040028165,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CHN",2017,14204490,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","FRA",2020,209488.072545,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MLI",2014,28552.2968377738,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BHR",2020,10793.5502592541,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DOM",2018,60823.418587461,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AUT",2017,51074,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DJI",2011,32027.9823769741,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","COM",2016,32318.7797962875,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","UGA",2015,32147.4327107872,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","KAZ",2021,261123.700983344,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DOM",2020,71258.1105954436,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AUT",2019,50923,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","COM",2017,32315.2380539228,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SLE",2013,30408.0931342358,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GTM",2016,16862.6770382554,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DOM",2021,75903.5899556145,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CHN",2021,19707053.450547,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","UGA",2018,31671.8917464631,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NPL",2013,33168.0084748798,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SRB",2012,6143,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ABW",2018,9731.18290573068,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","KEN",2013,40573.3315190316,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","COM",2020,32302.9650396133,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LTU",2016,45171,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GTM",2019,21907.8045330272,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GAB",2015,35110.877529017,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BEL",2020,422440.779005019,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CUB",2018,53071.064145475,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","KEN",2014,40868.9440435507,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BIH",2015,4691,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","COM",2021,32292.0180496999,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MYS",2013,339589.540228258,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SRB",2015,7485,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LTU",2019,69630,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CPV",2012,32403.2973342107,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DZA",2015,137799.726198439,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BWA",2020,860.298092518702,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AZE",2014,93523.8,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LTU",2020,71367,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GHA",2017,50637.8607335904,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GAB",2020,35168.2574916178,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","KEN",2018,39744.3732244034,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BIH",2018,5491,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","UKR",2013,295702,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LTU",2021,72455,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SAU",2015,747092.280771405,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DZA",2018,131163.063930091,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","FJI",2013,32582.2423519455,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GUY",2013,32783.2318737053,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SAU",2016,749651.463999603,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GUY",2014,32800.7284336573,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","THA",2012,466444.475265006,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","DZA",2019,128960.002032293,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CAF",2013,31043.7962657578,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LUX",2013,7747,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AFG",2016,30671.3863440583,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","PRI",2015,72925.5878327276,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MYS",2020,485972.547659032,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LUX",2014,8405,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AZE",2019,89385.7,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GBR",2014,2470811.93901581,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","RUS",2011,3529942,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LUX",2015,7536.945675,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","HTI",2014,28909.2859083748,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","KHM",2013,3965.6324171382,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CPV",2019,32446.4490533642,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LUX",2016,6839.499302247,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BLR",2014,131337,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ECU",2012,31855.1666389022,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AFG",2019,30015.7413297735,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","STP",2014,32335.5427125748,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ISL",2011,777,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","IND",2014,2508843,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SDN",2011,47107.8474687652,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GBR",2017,2567596.97993355,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GRC",2012,20699,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AFG",2021,29177.4662851023,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MMR",2011,43546.4100962392,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NZL",2017,29998.414146,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","THA",2019,588281.324508582,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MDG",2017,26015.2065426332,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","HND",2011,32939.5821848628,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","THA",2020,601841.315077058,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AGO",2011,25127.0696060913,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ARE",2021,146929.619460541,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NAM",2016,33996.7686770553,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ISL",2015,907,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","HND",2012,33021.4205623763,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BLR",2019,130793,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ECU",2017,32715.3793179017,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ISL",2016,1052,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AGO",2014,42465.0105026213,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CAN",2012,801092,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GBR",2021,2666617.70911994,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","URY",2015,8065.85965181113,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AUS",2020,670372,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","KHM",2020,3965.6324171382,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NAM",2019,33852.978995714,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BLZ",2011,32665.4764416444,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","HND",2015,33259.1043989024,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CRI",2017,13734.0965622848,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","URY",2016,8635.35225497868,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LVA",2014,35487,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","IRL",2011,10046,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CRI",2018,14680.1719101325,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NAM",2021,33758.5224065362,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SUR",2011,32864.8651595812,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","AGO",2018,24534.2478429677,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GNB",2012,31962.8110391286,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CHN",2014,12554470,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","KWT",2013,19942.3509375486,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MMR",2019,54742.6022208928,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ISL",2021,960.2,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LVA",2017,31397,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","PRT",2018,35978.88220806,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ISR",2011,178504.362744348,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","URY",2020,10910.1208731715,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LVA",2018,33965,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BEL",2012,374810.961219154,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CRI",2021,16360.994822802,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","KWT",2015,38204.0098326169,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","KWT",2016,31026.504001507,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","BLZ",2016,32688.2304539961,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CUB",2012,41516.1979673669,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ISR",2013,196219.33056459,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","USA",2011,6271579,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","OMN",2018,65526.6970361895,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MLI",2015,28358.8144438285,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CUB",2013,44955.8959823951,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","PRY",2011,32938.9006980042,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","KWT",2018,19340.8153854427,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SEN",2015,29630.1660216749,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MAR",2011,16497.6800463401,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","TGO",2013,30369.1940040202,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SOM",2021,28282.1129897589,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NCL",2017,9731.18290573068,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","USA",2014,6813036.4,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SUR",2019,32963.235524221,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CHE",2012,28402.315914531,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GHA",2011,32935.5639641353,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CUB",2016,52273.5234853424,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","HRV",2014,13663,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","MNE",2016,233,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ALB",2016,3541,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","PAK",2012,47643.0393929174,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","USA",2016,6549374.8,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NCL",2020,9731.18290573068,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","LBN",2011,14236.4806713657,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ABW",2020,9731.18290573068,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","GHA",2013,38604.0798092648,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","HRV",2017,17349,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ALB",2017,3541,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CUB",2019,53490.7897785902,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","ISR",2021,257861.003733638,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NER",2011,31194.9036744625,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","CUB",2020,53912.3773450263,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","HRV",2018,18371,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","NER",2012,31216.7888399126,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","SGP",2011,83938.3776871949,"FREIGHTTRANSP","MLN_TONNEKM","A"
"INLAND","EST",2013,10709,"FREIGHTTRANSP","MLN_TONNEKM","A"
