iso_code3,Nation,Year,frac_trns_fuelmix_road_heavy_regional_natural_gas
CZE,Czechia,2030,0.0036949636718551487
CZE,Czechia,2031,0.003609679950193962
CZE,Czechia,2032,0.0035286782059360438
CZE,Czechia,2033,0.0034516438484398122
CZE,Czechia,2034,0.0033782923671062145
CZE,Czechia,2035,0.003308365820128199
CZE,Czechia,2036,0.0032408443032300527
CZE,Czechia,2037,0.0031763601855527937
CZE,Czechia,2038,0.0031147130231850267
CZE,Czechia,2039,0.003055719629515037
CZE,Czechia,2040,0.002999212257145242
CZE,Czechia,2041,0.0029497291826114944
CZE,Czechia,2042,0.002902129758349788
CZE,Czechia,2043,0.002856308437149202
CZE,Czechia,2044,0.0028121674127647173
CZE,Czechia,2045,0.0027696159230295864
CZE,Czechia,2046,0.002726418743891786
CZE,Czechia,2047,0.002684794321179402
CZE,Czechia,2048,0.0026446582973646666
CZE,Czechia,2049,0.0026059322418367126
CZE,Czechia,2050,0.002568543139359046
DEU,Germany,2021,0.003345143508104612
DEU,Germany,2022,0.003345143508104612
DEU,Germany,2023,0.003345143508104612
DEU,Germany,2024,0.003345143508104612
DEU,Germany,2025,0.003345143508104612
DEU,Germany,2026,0.003345143508104612
DEU,Germany,2027,0.003345143508104612
DEU,Germany,2028,0.003345143508104612
DEU,Germany,2029,0.003345143508104612
DEU,Germany,2030,0.003345143508104612
DEU,Germany,2031,0.003345143508104612
DEU,Germany,2032,0.003345143508104612
DEU,Germany,2033,0.003345143508104612
DEU,Germany,2034,0.003345143508104612
DEU,Germany,2035,0.003345143508104612
DEU,Germany,2036,0.003345143508104612
DEU,Germany,2037,0.003345143508104612
DEU,Germany,2038,0.003345143508104612
DEU,Germany,2039,0.003345143508104612
DEU,Germany,2040,0.003345143508104612
DEU,Germany,2041,0.003345143508104612
DEU,Germany,2042,0.003345143508104612
DEU,Germany,2043,0.003345143508104612
DEU,Germany,2044,0.003345143508104612
DEU,Germany,2045,0.003345143508104612
DEU,Germany,2046,0.003345143508104612
DEU,Germany,2047,0.003345143508104612
DEU,Germany,2048,0.003345143508104612
DEU,Germany,2049,0.003345143508104612
DEU,Germany,2050,0.003345143508104612
DJI,Djibouti,2021,0.01804046715888865
DJI,Djibouti,2022,0.0178666266916187
DJI,Djibouti,2023,0.017699770548437424
DJI,Djibouti,2024,0.017539486108301854
DJI,Djibouti,2025,0.017385392624991784
DJI,Djibouti,2026,0.017097030214799552
DJI,Djibouti,2027,0.016823449538477947
DJI,Djibouti,2028,0.016563542410557255
DJI,Djibouti,2029,0.016316308718925025
DJI,Djibouti,2030,0.016080843563863963
DJI,Djibouti,2031,0.015759302538929855
DJI,Djibouti,2032,0.015455614955527332
DJI,Djibouti,2033,0.015168334021743994
DJI,Djibouti,2034,0.014896165159196971
DJI,Djibouti,2035,0.014637946498510532
DJI,Djibouti,2036,0.014308857825422124
DJI,Djibouti,2037,0.013998930378646537
DJI,Djibouti,2038,0.013706538002777683
DJI,Djibouti,2039,0.013430233489377177
DJI,Djibouti,2040,0.01316872462119622
DJI,Djibouti,2041,0.0128536446604914
DJI,Djibouti,2042,0.012557159309718173
DJI,Djibouti,2043,0.012277669692097561
DJI,Djibouti,2044,0.012013755131364464
DJI,Djibouti,2045,0.011764148998409978
DJI,Djibouti,2046,0.01147369921601502
DJI,Djibouti,2047,0.011200238496319067
DJI,Djibouti,2048,0.01094231860178355
DJI,Djibouti,2049,0.010698651354008415
DJI,Djibouti,2050,0.010468087116104384
DNK,Denmark,2021,0.001904651968140367
DNK,Denmark,2022,0.001904651968140367
DNK,Denmark,2023,0.001904651968140367
DNK,Denmark,2024,0.001904651968140367
DNK,Denmark,2025,0.001904651968140367
DNK,Denmark,2026,0.001904651968140367
DNK,Denmark,2027,0.001904651968140367
DNK,Denmark,2028,0.001904651968140367
DNK,Denmark,2029,0.001904651968140367
DNK,Denmark,2030,0.001904651968140367
DNK,Denmark,2031,0.001904651968140367
DNK,Denmark,2032,0.001904651968140367
DNK,Denmark,2033,0.001904651968140367
DNK,Denmark,2034,0.001904651968140367
DNK,Denmark,2035,0.001904651968140367
DNK,Denmark,2036,0.001904651968140367
DNK,Denmark,2037,0.001904651968140367
DNK,Denmark,2038,0.001904651968140367
DNK,Denmark,2039,0.001904651968140367
DNK,Denmark,2040,0.001904651968140367
DNK,Denmark,2041,0.001904651968140367
DNK,Denmark,2042,0.001904651968140367
DNK,Denmark,2043,0.001904651968140367
DNK,Denmark,2044,0.001904651968140367
DNK,Denmark,2045,0.001904651968140367
DNK,Denmark,2046,0.001904651968140367
DNK,Denmark,2047,0.001904651968140367
DNK,Denmark,2048,0.001904651968140367
DNK,Denmark,2049,0.001904651968140367
DNK,Denmark,2050,0.001904651968140367
DOM,Dominican Republic,2021,0.011452288196500876
DOM,Dominican Republic,2022,0.011306413839283465
DOM,Dominican Republic,2023,0.011168562369123494
DOM,Dominican Republic,2024,0.011038089628438162
DOM,Dominican Republic,2025,0.010914418621387017
DOM,Dominican Republic,2026,0.010819889757859793
DOM,Dominican Republic,2027,0.010729660591083092
DOM,Dominican Republic,2028,0.010643444283472069
DOM,Dominican Republic,2029,0.010560978956110514
DOM,Dominican Republic,2030,0.010482025031877779
DOM,Dominican Republic,2031,0.01039224288943488
DOM,Dominican Republic,2032,0.01030629828859525
DOM,Dominican Republic,2033,0.010223950336574503
DOM,Dominican Republic,2034,0.010144977889342545
DOM,Dominican Republic,2035,0.010069177568478551
DOM,Dominican Republic,2036,0.009972107646700696
DOM,Dominican Republic,2037,0.009879120725239396
DOM,Dominican Republic,2038,0.009789964498791234
DOM,Dominican Republic,2039,0.009704407030473632
DOM,Dominican Republic,2040,0.009622234737077302
DOM,Dominican Republic,2041,0.009409696167562848
DOM,Dominican Republic,2042,0.009207468013199062
DOM,Dominican Republic,2043,0.009014817790986085
DOM,Dominican Republic,2044,0.008831080796593609
DOM,Dominican Republic,2045,0.008655652441933073
DOM,Dominican Republic,2046,0.008478024305338103
DOM,Dominican Republic,2047,0.008308385203535114
DOM,Dominican Republic,2048,0.008146208016072682
DOM,Dominican Republic,2049,0.007991010997435273
DOM,Dominican Republic,2050,0.007842352997512713
DZA,Algeria,2021,0.019689838893154187
DZA,Algeria,2022,0.019803260398905894
DZA,Algeria,2023,0.019915831881649006
DZA,Algeria,2024,0.020027562861294035
DZA,Algeria,2025,0.0201384627161217
DZA,Algeria,2026,0.019934300252838738
DZA,Algeria,2027,0.01973760918848703
DZA,Algeria,2028,0.019547986764803255
DZA,Algeria,2029,0.0193650586610115
DZA,Algeria,2030,0.01918847652750685
DZA,Algeria,2031,0.019089183175141418
DZA,Algeria,2032,0.01899244723978408
DZA,Algeria,2033,0.01889817117374068
DZA,Algeria,2034,0.018806262328055445
DZA,Algeria,2035,0.01871663264881207
DZA,Algeria,2036,0.018662021820481753
DZA,Algeria,2037,0.018608530239007638
DZA,Algeria,2038,0.018556123845029582
DZA,Algeria,2039,0.01850476994723977
DZA,Algeria,2040,0.01845443715437807
DZA,Algeria,2041,0.018361323346327556
DZA,Algeria,2042,0.018270419110373665
DZA,Algeria,2043,0.018181646719679766
DZA,Algeria,2044,0.0180949320507864
DZA,Algeria,2045,0.018010204377190298
DZA,Algeria,2046,0.017855897626404604
DZA,Algeria,2047,0.017706057701734394
DZA,Algeria,2048,0.017560493413886193
DZA,Algeria,2049,0.01741902433114161
DZA,Algeria,2050,0.017281480033237092
ECU,Ecuador,2021,0.01261095958005398
ECU,Ecuador,2022,0.012629509747338145
ECU,Ecuador,2023,0.01264775664988726
ECU,Ecuador,2024,0.012665707664223837
ECU,Ecuador,2025,0.012683369929562212
ECU,Ecuador,2026,0.012465316145554666
ECU,Ecuador,2027,0.012258224110998295
ECU,Ecuador,2028,0.012061287508306378
ECU,Ecuador,2029,0.011873777208118375
ECU,Ecuador,2030,0.011695032248713455
ECU,Ecuador,2031,0.011494921120710185
ECU,Ecuador,2032,0.011304461882807058
ECU,Ecuador,2033,0.011122972674608217
ECU,Ecuador,2034,0.010949834385020936
ECU,Ecuador,2035,0.01078448359633149
ECU,Ecuador,2036,0.010587080054677112
ECU,Ecuador,2037,0.010399297746007435
ECU,Ecuador,2038,0.010220450011250375
ECU,Ecuador,2039,0.010049914014679634
ECU,Ecuador,2040,0.00988712349702318
ECU,Ecuador,2041,0.009697617834880016
ECU,Ecuador,2042,0.009517294110621842
ECU,Ecuador,2043,0.009345500782929997
ECU,Ecuador,2044,0.009181646529763672
ECU,Ecuador,2045,0.009025193448213235
ECU,Ecuador,2046,0.008847906389034862
ECU,Ecuador,2047,0.008679060426528934
ECU,Ecuador,2048,0.008518066724937927
ECU,Ecuador,2049,0.008364389972102272
ECU,Ecuador,2050,0.00821754243314585
EGY,"Egypt, Arab Rep.",2021,0.006764957770319466
EGY,"Egypt, Arab Rep.",2022,0.006663215528487286
EGY,"Egypt, Arab Rep.",2023,0.006567457834311063
EGY,"Egypt, Arab Rep.",2024,0.006477171750717143
EGY,"Egypt, Arab Rep.",2025,0.006391901331030999
EGY,"Egypt, Arab Rep.",2026,0.006273987696988253
EGY,"Egypt, Arab Rep.",2027,0.006163544906407335
EGY,"Egypt, Arab Rep.",2028,0.006059884748002806
EGY,"Egypt, Arab Rep.",2029,0.005962401022535426
EGY,"Egypt, Arab Rep.",2030,0.0058705576798235674
EGY,"Egypt, Arab Rep.",2031,0.005756124598693925
EGY,"Egypt, Arab Rep.",2032,0.0056489436539625395
EGY,"Egypt, Arab Rep.",2033,0.005548346619372005
EGY,"Egypt, Arab Rep.",2034,0.005453744917911753
EGY,"Egypt, Arab Rep.",2035,0.005364618097971679
EGY,"Egypt, Arab Rep.",2036,0.0052576727906067005
EGY,"Egypt, Arab Rep.",2037,0.005157395309828696
EGY,"Egypt, Arab Rep.",2038,0.0050631809191633535
EGY,"Egypt, Arab Rep.",2039,0.004974495864738476
EGY,"Egypt, Arab Rep.",2040,0.004890867257463745
EGY,"Egypt, Arab Rep.",2041,0.0047969080552933896
EGY,"Egypt, Arab Rep.",2042,0.004708497535389852
EGY,"Egypt, Arab Rep.",2043,0.0046251582851538605
EGY,"Egypt, Arab Rep.",2044,0.004546466134215877
EGY,"Egypt, Arab Rep.",2045,0.004472042933625944
EGY,"Egypt, Arab Rep.",2046,0.0043906291907801955
EGY,"Egypt, Arab Rep.",2047,0.004313691117792882
EGY,"Egypt, Arab Rep.",2048,0.004240869517242723
EGY,"Egypt, Arab Rep.",2049,0.004171842627034185
EGY,"Egypt, Arab Rep.",2050,0.004106321367379473
ESP,Spain,2021,0.0
ESP,Spain,2022,0.0
ESP,Spain,2023,0.0
ESP,Spain,2024,0.0
ESP,Spain,2025,0.0
ESP,Spain,2026,0.0
ESP,Spain,2027,0.0
ESP,Spain,2028,0.0
ESP,Spain,2029,0.0
ESP,Spain,2030,0.0
ESP,Spain,2031,0.0
ESP,Spain,2032,0.0
ESP,Spain,2033,0.0
ESP,Spain,2034,0.0
ESP,Spain,2035,0.0
ESP,Spain,2036,0.0
ESP,Spain,2037,0.0
ESP,Spain,2038,0.0
ESP,Spain,2039,0.0
ESP,Spain,2040,0.0
ESP,Spain,2041,0.0
ESP,Spain,2042,0.0
ESP,Spain,2043,0.0
ESP,Spain,2044,0.0
ESP,Spain,2045,0.0
ESP,Spain,2046,0.0
ESP,Spain,2047,0.0
ESP,Spain,2048,0.0
ESP,Spain,2049,0.0
ESP,Spain,2050,0.0
EST,Estonia,2021,0.01986552567237164
EST,Estonia,2022,0.01986552567237164
EST,Estonia,2023,0.01986552567237164
EST,Estonia,2024,0.01986552567237164
EST,Estonia,2025,0.01986552567237164
EST,Estonia,2026,0.01986552567237164
EST,Estonia,2027,0.01986552567237164
EST,Estonia,2028,0.01986552567237164
EST,Estonia,2029,0.01986552567237164
EST,Estonia,2030,0.01986552567237164
EST,Estonia,2031,0.01986552567237164
EST,Estonia,2032,0.01986552567237164
EST,Estonia,2033,0.01986552567237164
EST,Estonia,2034,0.01986552567237164
EST,Estonia,2035,0.01986552567237164
EST,Estonia,2036,0.01986552567237164
EST,Estonia,2037,0.01986552567237164
EST,Estonia,2038,0.01986552567237164
EST,Estonia,2039,0.01986552567237164
EST,Estonia,2040,0.01986552567237164
EST,Estonia,2041,0.01986552567237164
EST,Estonia,2042,0.01986552567237164
EST,Estonia,2043,0.01986552567237164
EST,Estonia,2044,0.01986552567237164
EST,Estonia,2045,0.01986552567237164
EST,Estonia,2046,0.01986552567237164
EST,Estonia,2047,0.01986552567237164
EST,Estonia,2048,0.01986552567237164
EST,Estonia,2049,0.01986552567237164
EST,Estonia,2050,0.01986552567237164
ETH,Ethiopia,2021,0.006254624073716433
ETH,Ethiopia,2022,0.006270035621919305
ETH,Ethiopia,2023,0.006284765609190797
ETH,Ethiopia,2024,0.00629885826949589
ETH,Ethiopia,2025,0.006312354090085111
ETH,Ethiopia,2026,0.0063290396232194525
ETH,Ethiopia,2027,0.006345011122088625
ETH,Ethiopia,2028,0.006360313460692452
ETH,Ethiopia,2029,0.006374987829999717
ETH,Ethiopia,2030,0.0063890721082066285
ETH,Ethiopia,2031,0.006397110846820683
ETH,Ethiopia,2032,0.006404808774757537
ETH,Ethiopia,2033,0.0064121871156523885
ETH,Ethiopia,2034,0.006419265366736966
ETH,Ethiopia,2035,0.006426061470880422
ETH,Ethiopia,2036,0.006414162569236934
ETH,Ethiopia,2037,0.006402803948255704
ETH,Ethiopia,2038,0.006391949626896332
ETH,Ethiopia,2039,0.006381566749703323
ETH,Ethiopia,2040,0.006371625254630064
ETH,Ethiopia,2041,0.006337187720440074
ETH,Ethiopia,2042,0.00630445395652661
ETH,Ethiopia,2043,0.006273300576055482
ETH,Ethiopia,2044,0.006243615825575551
ETH,Ethiopia,2045,0.006215298245541708
ETH,Ethiopia,2046,0.006159778514186637
ETH,Ethiopia,2047,0.006107220196717994
ETH,Ethiopia,2048,0.006057392506168125
ETH,Ethiopia,2049,0.006010088029110636
ETH,Ethiopia,2050,0.005965119839711786
FIN,Finland,2021,0.006452813799094125
FIN,Finland,2022,0.006452813799094125
FIN,Finland,2023,0.006452813799094125
FIN,Finland,2024,0.006452813799094125
FIN,Finland,2025,0.006452813799094125
FIN,Finland,2026,0.006452813799094125
FIN,Finland,2027,0.006452813799094125
FIN,Finland,2028,0.006452813799094125
FIN,Finland,2029,0.006452813799094125
FIN,Finland,2030,0.006452813799094125
FIN,Finland,2031,0.006452813799094125
FIN,Finland,2032,0.006452813799094125
FIN,Finland,2033,0.006452813799094125
FIN,Finland,2034,0.006452813799094125
FIN,Finland,2035,0.006452813799094125
FIN,Finland,2036,0.006452813799094125
FIN,Finland,2037,0.006452813799094125
FIN,Finland,2038,0.006452813799094125
FIN,Finland,2039,0.006452813799094125
FIN,Finland,2040,0.006452813799094125
FIN,Finland,2041,0.006452813799094125
FIN,Finland,2042,0.006452813799094125
FIN,Finland,2043,0.006452813799094125
FIN,Finland,2044,0.006452813799094125
FIN,Finland,2045,0.006452813799094125
FIN,Finland,2046,0.006452813799094125
FIN,Finland,2047,0.006452813799094125
FIN,Finland,2048,0.006452813799094125
FIN,Finland,2049,0.006452813799094125
FIN,Finland,2050,0.006452813799094125
FJI,Fiji,2021,0.010853968716595754
FJI,Fiji,2022,0.010867173073692026
FJI,Fiji,2023,0.010880169141045821
FJI,Fiji,2024,0.010892961808533205
FJI,Fiji,2025,0.010905555814157013
FJI,Fiji,2026,0.010891555082417683
FJI,Fiji,2027,0.010877820330204693
FJI,Fiji,2028,0.010864344049399057
FJI,Fiji,2029,0.010851119011835034
FJI,Fiji,2030,0.010838138256372427
FJI,Fiji,2031,0.010800797936038544
FJI,Fiji,2032,0.010764258928518927
FJI,Fiji,2033,0.010728495713717846
FJI,Fiji,2034,0.010693483843836586
FJI,Fiji,2035,0.010659199887639513
FJI,Fiji,2036,0.010594452228274927
FJI,Fiji,2037,0.010531294154172055
FJI,Fiji,2038,0.01046966783758963
FJI,Fiji,2039,0.010409518222144329
FJI,Fiji,2040,0.010350792858756855
FJI,Fiji,2041,0.010262930765883057
FJI,Fiji,2042,0.010177469285182383
FJI,Fiji,2043,0.010094311356522724
FJI,Fiji,2044,0.010013365082562843
FJI,Fiji,2045,0.009934543389985407
FJI,Fiji,2046,0.009827962992038655
FJI,Fiji,2047,0.009724589226165573
FJI,Fiji,2048,0.009624279522534572
FJI,Fiji,2049,0.009526899639601917
FJI,Fiji,2050,0.009432323064738549
FRA,France,2021,0.006039927729912948
FRA,France,2022,0.006039927729912948
FRA,France,2023,0.006039927729912948
FRA,France,2024,0.006039927729912948
FRA,France,2025,0.006039927729912948
FRA,France,2026,0.006039927729912948
FRA,France,2027,0.006039927729912948
FRA,France,2028,0.006039927729912948
FRA,France,2029,0.006039927729912948
FRA,France,2030,0.006039927729912948
FRA,France,2031,0.006039927729912948
FRA,France,2032,0.006039927729912948
FRA,France,2033,0.006039927729912948
FRA,France,2034,0.006039927729912948
FRA,France,2035,0.006039927729912948
FRA,France,2036,0.006039927729912948
FRA,France,2037,0.006039927729912948
FRA,France,2038,0.006039927729912948
FRA,France,2039,0.006039927729912948
FRA,France,2040,0.006039927729912948
FRA,France,2041,0.006039927729912948
FRA,France,2042,0.006039927729912948
FRA,France,2043,0.006039927729912948
FRA,France,2044,0.006039927729912948
FRA,France,2045,0.006039927729912948
FRA,France,2046,0.006039927729912948
FRA,France,2047,0.006039927729912948
FRA,France,2048,0.006039927729912948
FRA,France,2049,0.006039927729912948
FRA,France,2050,0.006039927729912948
GAB,Gabon,2021,0.019263988213534276
GAB,Gabon,2022,0.018960172489594546
GAB,Gabon,2023,0.018669142543551894
GAB,Gabon,2024,0.018390107893890145
GAB,Gabon,2025,0.018122341905417515
GAB,Gabon,2026,0.0178778954513427
GAB,Gabon,2027,0.017642490623018686
GAB,Gabon,2028,0.017415634879816254
GAB,Gabon,2029,0.01719687081781184
GAB,Gabon,2030,0.016985773091473852
GAB,Gabon,2031,0.01674864913562244
GAB,Gabon,2032,0.016520336051309106
GAB,Gabon,2033,0.016300351714246094
GAB,Gabon,2034,0.016088248545356062
GAB,Gabon,2035,0.015883610471174793
GAB,Gabon,2036,0.0156399169264341
GAB,Gabon,2037,0.0154057518812104
GAB,Gabon,2038,0.015180567200337176
GAB,Gabon,2039,0.014963856000235417
GAB,Gabon,2040,0.014755148839934973
GAB,Gabon,2041,0.014474236822792051
GAB,Gabon,2042,0.014205264961944731
GAB,Gabon,2043,0.01394748782572596
GAB,Gabon,2044,0.013700220767884743
GAB,Gabon,2045,0.013462833855520323
GAB,Gabon,2046,0.013198922654324543
GAB,Gabon,2047,0.012946185117374037
GAB,Gabon,2048,0.012703926337337966
GAB,Gabon,2049,0.012471507859727301
GAB,Gabon,2050,0.012248342064363413
GBR,United Kingdom,2021,0.0
GBR,United Kingdom,2022,0.0
GBR,United Kingdom,2023,0.0
GBR,United Kingdom,2024,0.0
GBR,United Kingdom,2025,0.0
GBR,United Kingdom,2026,0.0
GBR,United Kingdom,2027,0.0
GBR,United Kingdom,2028,0.0
GBR,United Kingdom,2029,0.0
GBR,United Kingdom,2030,0.0
GBR,United Kingdom,2031,0.0
GBR,United Kingdom,2032,0.0
GBR,United Kingdom,2033,0.0
GBR,United Kingdom,2034,0.0
GBR,United Kingdom,2035,0.0
GBR,United Kingdom,2036,0.0
GBR,United Kingdom,2037,0.0
GBR,United Kingdom,2038,0.0
GBR,United Kingdom,2039,0.0
GBR,United Kingdom,2040,0.0
GBR,United Kingdom,2041,0.0
GBR,United Kingdom,2042,0.0
GBR,United Kingdom,2043,0.0
GBR,United Kingdom,2044,0.0
GBR,United Kingdom,2045,0.0
GBR,United Kingdom,2046,0.0
GBR,United Kingdom,2047,0.0
GBR,United Kingdom,2048,0.0
GBR,United Kingdom,2049,0.0
GBR,United Kingdom,2050,0.0
GEO,Georgia,2021,0.10002053809817212
GEO,Georgia,2022,0.10002053809817212
GEO,Georgia,2023,0.10002053809817212
GEO,Georgia,2024,0.10002053809817212
GEO,Georgia,2025,0.10002053809817212
GEO,Georgia,2026,0.10002053809817212
GEO,Georgia,2027,0.10002053809817212
GEO,Georgia,2028,0.10002053809817212
GEO,Georgia,2029,0.10002053809817212
GEO,Georgia,2030,0.10002053809817212
GEO,Georgia,2031,0.10002053809817212
GEO,Georgia,2032,0.10002053809817212
GEO,Georgia,2033,0.10002053809817212
GEO,Georgia,2034,0.10002053809817212
GEO,Georgia,2035,0.10002053809817212
GEO,Georgia,2036,0.10002053809817212
GEO,Georgia,2037,0.10002053809817212
GEO,Georgia,2038,0.10002053809817212
GEO,Georgia,2039,0.10002053809817212
GEO,Georgia,2040,0.10002053809817212
GEO,Georgia,2041,0.10002053809817212
GEO,Georgia,2042,0.10002053809817212
GEO,Georgia,2043,0.10002053809817212
GEO,Georgia,2044,0.10002053809817212
GEO,Georgia,2045,0.10002053809817212
GEO,Georgia,2046,0.10002053809817212
GEO,Georgia,2047,0.10002053809817212
GEO,Georgia,2048,0.10002053809817212
GEO,Georgia,2049,0.10002053809817212
GEO,Georgia,2050,0.10002053809817212
GHA,Ghana,2021,0.01702508547195878
GHA,Ghana,2022,0.017182012688163002
GHA,Ghana,2023,0.01733377917637983
GHA,Ghana,2024,0.017480635392857272
GHA,Ghana,2025,0.017622815845259505
GHA,Ghana,2026,0.017625272740888036
GHA,Ghana,2027,0.01762761170186086
GHA,Ghana,2028,0.01762984102071015
GHA,Ghana,2029,0.017631968230324157
GHA,Ghana,2030,0.017634000188984946
GHA,Ghana,2031,0.017599313366342278
GHA,Ghana,2032,0.017566327104418036
GHA,Ghana,2033,0.017534919337546254
GHA,Ghana,2034,0.01750497940951471
GHA,Ghana,2035,0.01747640677095396
GHA,Ghana,2036,0.017385021070550323
GHA,Ghana,2037,0.017298387711109614
GHA,Ghana,2038,0.01721614538246786
GHA,Ghana,2039,0.01713796849536973
GHA,Ghana,2040,0.017063562873512725
GHA,Ghana,2041,0.016915411509884664
GHA,Ghana,2042,0.01677540690733601
GHA,Ghana,2043,0.01664289506855087
GHA,Ghana,2044,0.016517290173101072
GHA,Ghana,2045,0.016398065919100528
GHA,Ghana,2046,0.016200435474239307
GHA,Ghana,2047,0.016014221935182434
GHA,Ghana,2048,0.01583846376132258
GHA,Ghana,2049,0.015672304439153118
GHA,Ghana,2050,0.015514978523570004
GIN,Guinea,2021,0.011967823333495197
GIN,Guinea,2022,0.01194745616822442
GIN,Guinea,2023,0.011927693173591016
GIN,Guinea,2024,0.011908507859363211
GIN,Guinea,2025,0.011889875261642167
GIN,Guinea,2026,0.0117563536851849
GIN,Guinea,2027,0.011629017686690913
GIN,Guinea,2028,0.01150744716347243
GIN,Guinea,2029,0.011391259213197507
GIN,Guinea,2030,0.011280104105427255
GIN,Guinea,2031,0.01113747938726008
GIN,Guinea,2032,0.011001594599835697
GIN,Guinea,2033,0.01087198301383235
GIN,Guinea,2034,0.010748220021318165
GIN,Guinea,2035,0.010629918488879612
GIN,Guinea,2036,0.010469960730117085
GIN,Guinea,2037,0.010317977775216527
GIN,Guinea,2038,0.01017338774518528
GIN,Guinea,2039,0.010035664025724634
GIN,Guinea,2040,0.009904328858359603
GIN,Guinea,2041,0.009733454485429165
GIN,Guinea,2042,0.009571473928454416
GIN,Guinea,2043,0.009417710430211328
GIN,Guinea,2044,0.009271554196982983
GIN,Guinea,2045,0.00913245431614507
GIN,Guinea,2046,0.008957388020960334
GIN,Guinea,2047,0.008791704116936985
GIN,Guinea,2048,0.008634668037213328
GIN,Guinea,2049,0.008485619945670046
GIN,Guinea,2050,0.008343965469277998
GMB,"Gambia, The",2021,0.016298543217105388
GMB,"Gambia, The",2022,0.01646879625264027
GMB,"Gambia, The",2023,0.01663337509095543
GMB,"Gambia, The",2024,0.01679255874720871
GMB,"Gambia, The",2025,0.016946608238355237
GMB,"Gambia, The",2026,0.017000869990208566
GMB,"Gambia, The",2027,0.017052799418375175
GMB,"Gambia, The",2028,0.017102543733892164
GMB,"Gambia, The",2029,0.01715023801423758
GMB,"Gambia, The",2030,0.017196006428194306
GMB,"Gambia, The",2031,0.017191521413966
GMB,"Gambia, The",2032,0.01718723998262237
GMB,"Gambia, The",2033,0.017183148580289426
GMB,"Gambia, The",2034,0.017179234830134504
GMB,"Gambia, The",2035,0.01717548740731133
GMB,"Gambia, The",2036,0.017098265197507827
GMB,"Gambia, The",2037,0.017024878848769184
GMB,"Gambia, The",2038,0.016955049479290663
GMB,"Gambia, The",2039,0.016888524601970618
GMB,"Gambia, The",2040,0.016825075073937695
GMB,"Gambia, The",2041,0.016677248336012453
GMB,"Gambia, The",2042,0.016537287615251365
GMB,"Gambia, The",2043,0.016404581344086788
GMB,"Gambia, The",2044,0.016278579751031176
GMB,"Gambia, The",2045,0.01615878724772957
GMB,"Gambia, The",2046,0.015948850133060313
GMB,"Gambia, The",2047,0.01575082063534035
GMB,"Gambia, The",2048,0.015563713594985285
GMB,"Gambia, The",2049,0.015386649610188981
GMB,"Gambia, The",2050,0.01521884121634425
GNB,Guinea-Bissau,2021,0.011648928153870954
GNB,Guinea-Bissau,2022,0.011726872871472718
GNB,Guinea-Bissau,2023,0.011803443664440498
GNB,Guinea-Bissau,2024,0.011878676542476103
GNB,Guinea-Bissau,2025,0.011952606267791061
GNB,Guinea-Bissau,2026,0.011972245757539166
GNB,Guinea-Bissau,2027,0.01199137959117319
GNB,Guinea-Bissau,2028,0.012010027049108989
GNB,Guinea-Bissau,2029,0.012028206443860701
GNB,Guinea-Bissau,2030,0.012045935180025343
GNB,Guinea-Bissau,2031,0.012032044133413588
GNB,Guinea-Bissau,2032,0.012018566169546024
GNB,Guinea-Bissau,2033,0.012005483132406843
GNB,Guinea-Bissau,2034,0.011992777914619635
GNB,Guinea-Bissau,2035,0.011980434382817052
GNB,Guinea-Bissau,2036,0.011925169379573542
GNB,Guinea-Bissau,2037,0.011871819729209473
GNB,Guinea-Bissau,2038,0.011820287555476332
GNB,Guinea-Bissau,2039,0.011770481539186634
GNB,Guinea-Bissau,2040,0.011722316378160163
GNB,Guinea-Bissau,2041,0.011622535013821777
GNB,Guinea-Bissau,2042,0.011526743687784027
GNB,Guinea-Bissau,2043,0.011434707762033447
GNB,Guinea-Bissau,2044,0.011346210642345525
GNB,Guinea-Bissau,2045,0.011261052076530142
GNB,Guinea-Bissau,2046,0.011120165302650423
GNB,Guinea-Bissau,2047,0.010985657771475785
GNB,Guinea-Bissau,2048,0.010857105804261873
GNB,Guinea-Bissau,2049,0.010734122427942971
GNB,Guinea-Bissau,2050,0.01061635348437635
GNQ,Equatorial Guinea,2021,0.007142817165467678
GNQ,Equatorial Guinea,2022,0.007402382158816941
GNQ,Equatorial Guinea,2023,0.007670387350589242
GNQ,Equatorial Guinea,2024,0.007947251215665361
GNQ,Equatorial Guinea,2025,0.008233420358454493
GNQ,Equatorial Guinea,2026,0.008197109595901492
GNQ,Equatorial Guinea,2027,0.00816243290941398
GNQ,Equatorial Guinea,2028,0.008129282420075925
GNQ,Equatorial Guinea,2029,0.008097559540477663
GNQ,Equatorial Guinea,2030,0.00806717399546581
GNQ,Equatorial Guinea,2031,0.00803357024771084
GNQ,Equatorial Guinea,2032,0.008001398815883734
GNQ,Equatorial Guinea,2033,0.007970570035012772
GNQ,Equatorial Guinea,2034,0.007941001571347472
GNQ,Equatorial Guinea,2035,0.007912617688094791
GNQ,Equatorial Guinea,2036,0.007873829575306947
GNQ,Equatorial Guinea,2037,0.00783666528338151
GNQ,Equatorial Guinea,2038,0.007801024933809094
GNQ,Equatorial Guinea,2039,0.007766816674660191
GNQ,Equatorial Guinea,2040,0.007733955890161252
GNQ,Equatorial Guinea,2041,0.007691438979360449
GNQ,Equatorial Guinea,2042,0.007650658619084534
GNQ,Equatorial Guinea,2043,0.007611510547671948
