Year,Nation,iso_code3,pij_lndu_settlements_to_croplands
2049,Burkina Faso,BFA,0.008053369223749177
2050,Burkina Faso,BFA,0.008230037011991344
2021,Burundi,BDI,0.002473008658008561
2022,Burundi,BDI,0.002466260822510727
2023,Burundi,BDI,0.0024595129870128925
2024,Burundi,BDI,0.002452765151515058
2025,Burundi,BDI,0.0024460173160172232
2026,Burundi,BDI,0.002439269480519389
2027,Burundi,BDI,0.002432521645021554
2028,Burundi,BDI,0.0024257738095237193
2029,Burundi,BDI,0.002419025974025885
2030,Burundi,BDI,0.00241227813852805
2031,Burundi,BDI,0.0024055303030302154
2032,Burundi,BDI,0.0023987824675323808
2033,Burundi,BDI,0.002392034632034546
2034,Burundi,BDI,0.002385286796536712
2035,Burundi,BDI,0.002378538961038877
2036,Burundi,BDI,0.002371791125541043
2037,Burundi,BDI,0.0023650432900432076
2038,Burundi,BDI,0.002358295454545373
2039,Burundi,BDI,0.002351547619047539
2040,Burundi,BDI,0.0023447997835497037
2041,Burundi,BDI,0.002338051948051869
2042,Burundi,BDI,0.0023313041125540353
2043,Burundi,BDI,0.0023245562770562
2044,Burundi,BDI,0.0023178084415583656
2045,Burundi,BDI,0.002311060606060532
2046,Burundi,BDI,0.0023043127705626968
2047,Burundi,BDI,0.002297564935064862
2048,Burundi,BDI,0.0022908170995670275
2049,Burundi,BDI,0.002284069264069193
2050,Burundi,BDI,0.0022773214285713578
2021,Cabo Verde,CPV,0.0035800722893825905
2022,Cabo Verde,CPV,0.0035571049479386635
2023,Cabo Verde,CPV,0.003534137606494736
2024,Cabo Verde,CPV,0.003511170265050809
2025,Cabo Verde,CPV,0.003488202923606881
2026,Cabo Verde,CPV,0.003465235582162954
2027,Cabo Verde,CPV,0.0034422682407190264
2028,Cabo Verde,CPV,0.003419300899275099
2029,Cabo Verde,CPV,0.0033963335578311715
2030,Cabo Verde,CPV,0.003373366216387244
2031,Cabo Verde,CPV,0.003350398874943317
2032,Cabo Verde,CPV,0.0033274315334993892
2033,Cabo Verde,CPV,0.0033044641920554623
2034,Cabo Verde,CPV,0.0032814968506115353
2035,Cabo Verde,CPV,0.0032585295091676074
2036,Cabo Verde,CPV,0.00323556216772368
2037,Cabo Verde,CPV,0.003212594826279753
2038,Cabo Verde,CPV,0.003189627484835825
2039,Cabo Verde,CPV,0.0031666601433918977
2040,Cabo Verde,CPV,0.0031436928019479703
2041,Cabo Verde,CPV,0.003120725460504043
2042,Cabo Verde,CPV,0.0030977581190601154
2043,Cabo Verde,CPV,0.003074790777616189
2044,Cabo Verde,CPV,0.003051823436172261
2045,Cabo Verde,CPV,0.0030288560947283336
2046,Cabo Verde,CPV,0.0030058887532844057
2047,Cabo Verde,CPV,0.0029829214118404787
2048,Cabo Verde,CPV,0.0029599540703965518
2049,Cabo Verde,CPV,0.002936986728952624
2050,Cabo Verde,CPV,0.0029140193875086965
2021,Cambodia,KHM,0.0015404701703294226
2022,Cambodia,KHM,0.0019255877129117785
2023,Cambodia,KHM,0.0023107052554941342
2024,Cambodia,KHM,0.00269582279807649
2025,Cambodia,KHM,0.003080940340658845
2026,Cambodia,KHM,0.0034660578832412013
2027,Cambodia,KHM,0.003851175425823557
2028,Cambodia,KHM,0.004236292968405914
2029,Cambodia,KHM,0.0046214105109882685
2030,Cambodia,KHM,0.005006528053570624
2031,Cambodia,KHM,0.00539164559615298
2032,Cambodia,KHM,0.005776763138735336
2033,Cambodia,KHM,0.00616188068131769
2034,Cambodia,KHM,0.006546998223900047
2035,Cambodia,KHM,0.006932115766482403
2036,Cambodia,KHM,0.0073172333090647575
2037,Cambodia,KHM,0.007702350851647114
2038,Cambodia,KHM,0.008087468394229469
2039,Cambodia,KHM,0.008472585936811827
2040,Cambodia,KHM,0.008857703479394182
2041,Cambodia,KHM,0.009242821021976535
2042,Cambodia,KHM,0.009627938564558892
2043,Cambodia,KHM,0.010013056107141248
2044,Cambodia,KHM,0.010398173649723605
2045,Cambodia,KHM,0.01078329119230596
2046,Cambodia,KHM,0.011168408734888316
2047,Cambodia,KHM,0.011553526277470671
2048,Cambodia,KHM,0.011938643820053028
2049,Cambodia,KHM,0.012323761362635384
2050,Cambodia,KHM,0.012708878905217736
2021,Cameroon,CMR,0.0024173335181264487
2022,Cameroon,CMR,0.002396666897658087
2023,Cameroon,CMR,0.002376000277189724
2024,Cameroon,CMR,0.002355333656721361
2025,Cameroon,CMR,0.0023346670362529988
2026,Cameroon,CMR,0.0023140004157846364
2027,Cameroon,CMR,0.0022933337953162736
2028,Cameroon,CMR,0.002272667174847911
2029,Cameroon,CMR,0.0022520005543795484
2030,Cameroon,CMR,0.0022313339339111856
2031,Cameroon,CMR,0.0022106673134428233
2032,Cameroon,CMR,0.0021900006929744605
2033,Cameroon,CMR,0.002169334072506098
2034,Cameroon,CMR,0.0021486674520377357
2035,Cameroon,CMR,0.002128000831569373
2036,Cameroon,CMR,0.00210733421110101
2037,Cameroon,CMR,0.0020866675906326478
2038,Cameroon,CMR,0.002066000970164285
2039,Cameroon,CMR,0.0020453343496959217
2040,Cameroon,CMR,0.0020246677292275602
2041,Cameroon,CMR,0.002004001108759197
2042,Cameroon,CMR,0.001983334488290834
2043,Cameroon,CMR,0.001962667867822472
2044,Cameroon,CMR,0.0019420012473541095
2045,Cameroon,CMR,0.0019213346268857469
2046,Cameroon,CMR,0.001900668006417384
2047,Cameroon,CMR,0.001880001385949021
2048,Cameroon,CMR,0.0018593347654806585
2049,Cameroon,CMR,0.0018386681450122961
2050,Cameroon,CMR,0.001818001524543933
2021,Canada,CAN,0.0022694495913438183
2022,Canada,CAN,0.0022025521015254226
2023,Canada,CAN,0.0021356546117070273
2024,Canada,CAN,0.002068757121888632
2025,Canada,CAN,0.0020018596320702364
2026,Canada,CAN,0.001934962142251841
2027,Canada,CAN,0.0018680646524334454
2028,Canada,CAN,0.0018011671626150503
2029,Canada,CAN,0.0017342696727966546
2030,Canada,CAN,0.0016673721829782596
2031,Canada,CAN,0.001600474693159864
2032,Canada,CAN,0.0015335772033414688
2033,Canada,CAN,0.0014666797135230733
2034,Canada,CAN,0.0013997822237046779
2035,Canada,CAN,0.0013328847338862824
2036,Canada,CAN,0.0012659872440678869
2037,Canada,CAN,0.0011990897542494918
2038,Canada,CAN,0.0011321922644310966
2039,Canada,CAN,0.0010652947746127009
2040,Canada,CAN,0.0009983972847943056
2041,Canada,CAN,0.00093149979497591
2042,Canada,CAN,0.0008646023051575146
2043,Canada,CAN,0.0007977048153391192
2044,Canada,CAN,0.0007308073255207239
2045,Canada,CAN,0.0006639098357023284
2046,Canada,CAN,0.0005970123458839331
2047,Canada,CAN,0.0005301148560655378
2048,Canada,CAN,0.0004632173662471421
2049,Canada,CAN,0.00039631987642874686
2050,Canada,CAN,0.00032942238661035176
2021,Cayman Islands,CYM,0.0
2022,Cayman Islands,CYM,0.0
2023,Cayman Islands,CYM,0.0
2024,Cayman Islands,CYM,0.0
2025,Cayman Islands,CYM,0.0
2026,Cayman Islands,CYM,0.0
2027,Cayman Islands,CYM,0.0
2028,Cayman Islands,CYM,0.0
2029,Cayman Islands,CYM,0.0
2030,Cayman Islands,CYM,0.0
2031,Cayman Islands,CYM,0.0
2032,Cayman Islands,CYM,0.0
2033,Cayman Islands,CYM,0.0
2034,Cayman Islands,CYM,0.0
2035,Cayman Islands,CYM,0.0
2036,Cayman Islands,CYM,0.0
2037,Cayman Islands,CYM,0.0
2038,Cayman Islands,CYM,0.0
2039,Cayman Islands,CYM,0.0
2040,Cayman Islands,CYM,0.0
2041,Cayman Islands,CYM,0.0
2042,Cayman Islands,CYM,0.0
2043,Cayman Islands,CYM,0.0
2044,Cayman Islands,CYM,0.0
2045,Cayman Islands,CYM,0.0
2046,Cayman Islands,CYM,0.0
2047,Cayman Islands,CYM,0.0
2048,Cayman Islands,CYM,0.0
2049,Cayman Islands,CYM,0.0
2050,Cayman Islands,CYM,0.0
2021,Central African Republic,CAF,8.758792998723565e-17
2022,Central African Republic,CAF,8.475356802533097e-17
2023,Central African Republic,CAF,8.191920606342629e-17
2024,Central African Republic,CAF,7.908484410152157e-17
2025,Central African Republic,CAF,7.62504821396169e-17
2026,Central African Republic,CAF,7.341612017771221e-17
2027,Central African Republic,CAF,7.05817582158075e-17
2028,Central African Republic,CAF,6.774739625390281e-17
2029,Central African Republic,CAF,6.491303429199813e-17
2030,Central African Republic,CAF,6.207867233009343e-17
2031,Central African Republic,CAF,5.924431036818874e-17
2032,Central African Republic,CAF,5.640994840628403e-17
2033,Central African Republic,CAF,5.3575586444379345e-17
2034,Central African Republic,CAF,5.074122448247466e-17
2035,Central African Republic,CAF,4.790686252056997e-17
2036,Central African Republic,CAF,4.507250055866527e-17
2037,Central African Republic,CAF,4.223813859676057e-17
2038,Central African Republic,CAF,3.9403776634855876e-17
2039,Central African Republic,CAF,3.656941467295119e-17
2040,Central African Republic,CAF,3.373505271104649e-17
2041,Central African Republic,CAF,3.090069074914181e-17
2042,Central African Republic,CAF,2.806632878723712e-17
2043,Central African Republic,CAF,2.5231966825332423e-17
2044,Central African Republic,CAF,2.2397604863427726e-17
2045,Central African Republic,CAF,1.956324290152304e-17
2046,Central African Republic,CAF,1.6728880939618345e-17
2047,Central African Republic,CAF,1.3894518977713648e-17
2048,Central African Republic,CAF,1.1060157015808958e-17
2049,Central African Republic,CAF,8.225795053904264e-18
2050,Central African Republic,CAF,5.391433091999566e-18
2021,Chad,TCD,0.0001611878787878722
2022,Chad,TCD,0.00020148484848484023
2023,Chad,TCD,0.0002417818181818083
2024,Chad,TCD,0.0002820787878787764
2025,Chad,TCD,0.0003223757575757444
2026,Chad,TCD,0.0003626727272727125
2027,Chad,TCD,0.0004029696969696805
2028,Chad,TCD,0.0004432666666666484
2029,Chad,TCD,0.0004835636363636166
2030,Chad,TCD,0.0005238606060605847
2031,Chad,TCD,0.0005641575757575528
2032,Chad,TCD,0.0006044545454545207
2033,Chad,TCD,0.0006447515151514888
2034,Chad,TCD,0.0006850484848484567
2035,Chad,TCD,0.0007253454545454249
2036,Chad,TCD,0.0007656424242423929
2037,Chad,TCD,0.000805939393939361
2038,Chad,TCD,0.000846236363636329
2039,Chad,TCD,0.0008865333333332971
2040,Chad,TCD,0.0009268303030302653
2041,Chad,TCD,0.0009671272727272332
2042,Chad,TCD,0.0010074242424242012
2043,Chad,TCD,0.0010477212121211693
2044,Chad,TCD,0.0010880181818181372
2045,Chad,TCD,0.0011283151515151053
2046,Chad,TCD,0.0011686121212120734
2047,Chad,TCD,0.0012089090909090413
2048,Chad,TCD,0.0012492060606060097
2049,Chad,TCD,0.0012895030303029776
2050,Chad,TCD,0.0013297999999999455
2021,Chile,CHL,0.00014691328241185614
2022,Chile,CHL,0.00018364160301482025
2023,Chile,CHL,0.00022036992361778424
2024,Chile,CHL,0.0002570982442207483
2025,Chile,CHL,0.00029382656482371234
2026,Chile,CHL,0.0003305548854266764
2027,Chile,CHL,0.0003672832060296405
2028,Chile,CHL,0.0004040115266326045
2029,Chile,CHL,0.0004407398472355685
2030,Chile,CHL,0.0004774681678385325
2031,Chile,CHL,0.0005141964884414966
2032,Chile,CHL,0.0005509248090444606
2033,Chile,CHL,0.0005876531296474247
2034,Chile,CHL,0.0006243814502503888
2035,Chile,CHL,0.0006611097708533527
2036,Chile,CHL,0.0006978380914563168
2037,Chile,CHL,0.0007345664120592809
2038,Chile,CHL,0.0007712947326622447
2039,Chile,CHL,0.0008080230532652089
2040,Chile,CHL,0.000844751373868173
2041,Chile,CHL,0.000881479694471137
2042,Chile,CHL,0.0009182080150741009
2043,Chile,CHL,0.0009549363356770652
2044,Chile,CHL,0.0009916646562800292
2045,Chile,CHL,0.0010283929768829933
2046,Chile,CHL,0.0010651212974859571
2047,Chile,CHL,0.0011018496180889212
2048,Chile,CHL,0.001138577938691885
2049,Chile,CHL,0.0011753062592948494
2050,Chile,CHL,0.0012120345798978134
2021,China,CHN,0.0024937520639193994
2022,China,CHN,0.0024921900798992747
2023,China,CHN,0.0024906280958791487
2024,China,CHN,0.0024890661118590236
2025,China,CHN,0.002487504127838899
2026,China,CHN,0.002485942143818774
2027,China,CHN,0.0024843801597986487
2028,China,CHN,0.002482818175778524
2029,China,CHN,0.0024812561917583985
2030,China,CHN,0.002479694207738273
2031,China,CHN,0.0024781322237181483
2032,China,CHN,0.002476570239698023
2033,China,CHN,0.002475008255677898
2034,China,CHN,0.0024734462716577725
2035,China,CHN,0.002471884287637648
2036,China,CHN,0.0024703223036175227
2037,China,CHN,0.0024687603195973967
2038,China,CHN,0.002467198335577272
2039,China,CHN,0.002465636351557147
2040,China,CHN,0.0024640743675370213
2041,China,CHN,0.0024625123835168967
2042,China,CHN,0.0024609503994967715
2043,China,CHN,0.0024593884154766464
2044,China,CHN,0.002457826431456521
2045,China,CHN,0.002456264447436396
2046,China,CHN,0.002454702463416271
2047,China,CHN,0.002453140479396146
2048,China,CHN,0.0024515784953760213
2049,China,CHN,0.002450016511355896
2050,China,CHN,0.00244845452733577
2021,Colombia,COL,0.003123802909723448
2022,Colombia,COL,0.0032797536371543343
2023,Colombia,COL,0.003435704364585221
2024,Colombia,COL,0.003591655092016108
2025,Colombia,COL,0.0037476058194469953
2026,Colombia,COL,0.003903556546877882
2027,Colombia,COL,0.004059507274308769
2028,Colombia,COL,0.0042154580017396545
2029,Colombia,COL,0.004371408729170542
2030,Colombia,COL,0.004527359456601429
2031,Colombia,COL,0.004683310184032316
2032,Colombia,COL,0.004839260911463203
2033,Colombia,COL,0.00499521163889409
2034,Colombia,COL,0.0051511623663249755
2035,Colombia,COL,0.005307113093755864
2036,Colombia,COL,0.00546306382118675
2037,Colombia,COL,0.005619014548617639
2038,Colombia,COL,0.005774965276048524
2039,Colombia,COL,0.005930916003479411
2040,Colombia,COL,0.0060868667309102965
2041,Colombia,COL,0.006242817458341185
2042,Colombia,COL,0.006398768185772072
2043,Colombia,COL,0.00655471891320296
2044,Colombia,COL,0.006710669640633845
2045,Colombia,COL,0.006866620368064732
2046,Colombia,COL,0.007022571095495618
2047,Colombia,COL,0.007178521822926507
2048,Colombia,COL,0.007334472550357394
2049,Colombia,COL,0.00749042327778828
2050,Colombia,COL,0.007646374005219165
2021,Congo,COG,1.3503700363221155e-16
2022,Congo,COG,1.6879625454026442e-16
2023,Congo,COG,2.0255550544831727e-16
2024,Congo,COG,2.3631475635637017e-16
2025,Congo,COG,2.700740072644231e-16
2026,Congo,COG,3.0383325817247597e-16
2027,Congo,COG,3.3759250908052885e-16
2028,Congo,COG,3.713517599885817e-16
2029,Congo,COG,4.0511101089663454e-16
2030,Congo,COG,4.388702618046875e-16
2031,Congo,COG,4.726295127127403e-16
2032,Congo,COG,5.063887636207934e-16
2033,Congo,COG,5.401480145288462e-16
2034,Congo,COG,5.739072654368991e-16
2035,Congo,COG,6.076665163449519e-16
2036,Congo,COG,6.414257672530048e-16
2037,Congo,COG,6.751850181610577e-16
2038,Congo,COG,7.089442690691108e-16
2039,Congo,COG,7.427035199771634e-16
2040,Congo,COG,7.764627708852163e-16
2041,Congo,COG,8.102220217932693e-16
2042,Congo,COG,8.439812727013223e-16
2043,Congo,COG,8.77740523609375e-16
2044,Congo,COG,9.11499774517428e-16
2045,Congo,COG,9.452590254254807e-16
2046,Congo,COG,9.790182763335337e-16
2047,Congo,COG,1.0127775272415868e-15
2048,Congo,COG,1.0465367781496396e-15
2049,Congo,COG,1.0802960290576924e-15
2050,Congo,COG,1.1140552799657454e-15
2021,Costa Rica,CRI,0.0043335483177722395
2022,Costa Rica,CRI,0.004331047485004724
2023,Costa Rica,CRI,0.0043285466522372095
2024,Costa Rica,CRI,0.004326045819469693
2025,Costa Rica,CRI,0.004323544986702179
2026,Costa Rica,CRI,0.004321044153934663
2027,Costa Rica,CRI,0.004318543321167148
2028,Costa Rica,CRI,0.004316042488399632
2029,Costa Rica,CRI,0.004313541655632118
2030,Costa Rica,CRI,0.004311040822864602
2031,Costa Rica,CRI,0.004308539990097087
2032,Costa Rica,CRI,0.0043060391573295715
2033,Costa Rica,CRI,0.004303538324562056
2034,Costa Rica,CRI,0.0043010374917945415
2035,Costa Rica,CRI,0.004298536659027026
2036,Costa Rica,CRI,0.004296035826259511
2037,Costa Rica,CRI,0.004293534993491995
2038,Costa Rica,CRI,0.00429103416072448
2039,Costa Rica,CRI,0.004288533327956965
2040,Costa Rica,CRI,0.00428603249518945
2041,Costa Rica,CRI,0.004283531662421934
2042,Costa Rica,CRI,0.004281030829654419
2043,Costa Rica,CRI,0.004278529996886904
2044,Costa Rica,CRI,0.004276029164119389
2045,Costa Rica,CRI,0.0042735283313518726
2046,Costa Rica,CRI,0.004271027498584358
2047,Costa Rica,CRI,0.0042685266658168425
2048,Costa Rica,CRI,0.004266025833049328
2049,Costa Rica,CRI,0.004263525000281813
2050,Costa Rica,CRI,0.004261024167514297
2021,Cuba,CUB,0.0
2022,Cuba,CUB,0.0
2023,Cuba,CUB,0.0
2024,Cuba,CUB,0.0
2025,Cuba,CUB,0.0
2026,Cuba,CUB,0.0
2027,Cuba,CUB,0.0
2028,Cuba,CUB,0.0
2029,Cuba,CUB,0.0
2030,Cuba,CUB,0.0
2031,Cuba,CUB,0.0
2032,Cuba,CUB,0.0
2033,Cuba,CUB,0.0
2034,Cuba,CUB,0.0
2035,Cuba,CUB,0.0
2036,Cuba,CUB,0.0
2037,Cuba,CUB,0.0
2038,Cuba,CUB,0.0
2039,Cuba,CUB,0.0
2040,Cuba,CUB,0.0
2041,Cuba,CUB,0.0
2042,Cuba,CUB,0.0
2043,Cuba,CUB,0.0
2044,Cuba,CUB,0.0
2045,Cuba,CUB,0.0
2046,Cuba,CUB,0.0
2047,Cuba,CUB,0.0
2048,Cuba,CUB,0.0
2049,Cuba,CUB,0.0
2050,Cuba,CUB,0.0
2021,Czechia,CZE,2.9728084654229567e-05
2022,Czechia,CZE,3.7160105817786963e-05
2023,Czechia,CZE,4.459212698134435e-05
2024,Czechia,CZE,5.202414814490174e-05
2025,Czechia,CZE,5.9456169308459133e-05
2026,Czechia,CZE,6.688819047201651e-05
2027,Czechia,CZE,7.432021163557391e-05
2028,Czechia,CZE,8.17522327991313e-05
2029,Czechia,CZE,8.918425396268871e-05
2030,Czechia,CZE,9.661627512624608e-05
2031,Czechia,CZE,0.00010404829628980347
2032,Czechia,CZE,0.00011148031745336086
2033,Czechia,CZE,0.00011891233861691824
2034,Czechia,CZE,0.00012634435978047564
2035,Czechia,CZE,0.00013377638094403302
2036,Czechia,CZE,0.00014120840210759042
2037,Czechia,CZE,0.00014864042327114785
2038,Czechia,CZE,0.00015607244443470518
2039,Czechia,CZE,0.0001635044655982626
2040,Czechia,CZE,0.00017093648676181998
2041,Czechia,CZE,0.00017836850792537741
2042,Czechia,CZE,0.0001858005290889348
2043,Czechia,CZE,0.00019323255025249217
2044,Czechia,CZE,0.00020066457141604957
2045,Czechia,CZE,0.00020809659257960692
2046,Czechia,CZE,0.00021552861374316432
2047,Czechia,CZE,0.00022296063490672173
2048,Czechia,CZE,0.0002303926560702791
2049,Czechia,CZE,0.00023782467723383653
2050,Czechia,CZE,0.0002452566983973939
2021,Côte d'Ivoire,CIV,0.0026343195318848
2022,Côte d'Ivoire,CIV,0.002692899414856025
2023,Côte d'Ivoire,CIV,0.0027514792978272497
2024,Côte d'Ivoire,CIV,0.0028100591807984744
2025,Côte d'Ivoire,CIV,0.0028686390637697
2026,Côte d'Ivoire,CIV,0.0029272189467409245
2027,Côte d'Ivoire,CIV,0.002985798829712149
2028,Côte d'Ivoire,CIV,0.0030443787126833745
2029,Côte d'Ivoire,CIV,0.0031029585956545997
2030,Côte d'Ivoire,CIV,0.0031615384786258245
2031,Côte d'Ivoire,CIV,0.003220118361597049
2032,Côte d'Ivoire,CIV,0.0032786982445682745
2033,Côte d'Ivoire,CIV,0.0033372781275394997
2034,Côte d'Ivoire,CIV,0.0033958580105107237
2035,Côte d'Ivoire,CIV,0.003454437893481949
2036,Côte d'Ivoire,CIV,0.0035130177764531737
2037,Côte d'Ivoire,CIV,0.0035715976594243993
2038,Côte d'Ivoire,CIV,0.003630177542395624
2039,Côte d'Ivoire,CIV,0.0036887574253668494
2040,Côte d'Ivoire,CIV,0.0037473373083380733
2041,Côte d'Ivoire,CIV,0.0038059171913092994
2042,Côte d'Ivoire,CIV,0.003864497074280524
2043,Côte d'Ivoire,CIV,0.003923076957251749
2044,Côte d'Ivoire,CIV,0.003981656840222975
2045,Côte d'Ivoire,CIV,0.004040236723194197
2046,Côte d'Ivoire,CIV,0.0040988166061654225
2047,Côte d'Ivoire,CIV,0.004157396489136649
2048,Côte d'Ivoire,CIV,0.004215976372107875
2049,Côte d'Ivoire,CIV,0.004274556255079097
2050,Côte d'Ivoire,CIV,0.0043331361380503225
2021,Democratic People's Republic of Korea,PRK,8.740420407921264e-05
2022,Democratic People's Republic of Korea,PRK,0.0001092552550990158
2023,Democratic People's Republic of Korea,PRK,0.00013110630611881893
2024,Democratic People's Republic of Korea,PRK,0.0001529573571386221
2025,Democratic People's Republic of Korea,PRK,0.00017480840815842525
2026,Democratic People's Republic of Korea,PRK,0.0001966594591782284
2027,Democratic People's Republic of Korea,PRK,0.0002185105101980316
2028,Democratic People's Republic of Korea,PRK,0.00024036156121783476
2029,Democratic People's Republic of Korea,PRK,0.00026221261223763787
2030,Democratic People's Republic of Korea,PRK,0.00028406366325744103
2031,Democratic People's Republic of Korea,PRK,0.0003059147142772442
2032,Democratic People's Republic of Korea,PRK,0.0003277657652970473
2033,Democratic People's Republic of Korea,PRK,0.0003496168163168505
2034,Democratic People's Republic of Korea,PRK,0.00037146786733665367
2035,Democratic People's Republic of Korea,PRK,0.0003933189183564568
2036,Democratic People's Republic of Korea,PRK,0.00041516996937626
2037,Democratic People's Republic of Korea,PRK,0.0004370210203960632
2038,Democratic People's Republic of Korea,PRK,0.0004588720714158663
2039,Democratic People's Republic of Korea,PRK,0.0004807231224356695
2040,Democratic People's Republic of Korea,PRK,0.0005025741734554726
2041,Democratic People's Republic of Korea,PRK,0.0005244252244752757
2042,Democratic People's Republic of Korea,PRK,0.000546276275495079
2043,Democratic People's Republic of Korea,PRK,0.0005681273265148822
2044,Democratic People's Republic of Korea,PRK,0.0005899783775346853
2045,Democratic People's Republic of Korea,PRK,0.0006118294285544884
2046,Democratic People's Republic of Korea,PRK,0.0006336804795742916
2047,Democratic People's Republic of Korea,PRK,0.0006555315305940947
2048,Democratic People's Republic of Korea,PRK,0.0006773825816138978
2049,Democratic People's Republic of Korea,PRK,0.000699233632633701
2050,Democratic People's Republic of Korea,PRK,0.0007210846836535041
2021,Democratic Republic of the Congo,COD,0.00018330212418682864
2022,Democratic Republic of the Congo,COD,0.00022912765523353578
2023,Democratic Republic of the Congo,COD,0.0002749531862802429
2024,Democratic Republic of the Congo,COD,0.0003207787173269501
2025,Democratic Republic of the Congo,COD,0.00036660424837365734
2026,Democratic Republic of the Congo,COD,0.00041242977942036437
2027,Democratic Republic of the Congo,COD,0.00045825531046707156
2028,Democratic Republic of the Congo,COD,0.0005040808415137788
2029,Democratic Republic of the Congo,COD,0.0005499063725604858
2030,Democratic Republic of the Congo,COD,0.0005957319036071929
2031,Democratic Republic of the Congo,COD,0.0006415574346539003
2032,Democratic Republic of the Congo,COD,0.0006873829657006074
2033,Democratic Republic of the Congo,COD,0.0007332084967473147
2034,Democratic Republic of the Congo,COD,0.0007790340277940218
2035,Democratic Republic of the Congo,COD,0.0008248595588407287
2036,Democratic Republic of the Congo,COD,0.0008706850898874361
2037,Democratic Republic of the Congo,COD,0.0009165106209341431
2038,Democratic Republic of the Congo,COD,0.0009623361519808504
2039,Democratic Republic of the Congo,COD,0.0010081616830275575
2040,Democratic Republic of the Congo,COD,0.0010539872140742648
2041,Democratic Republic of the Congo,COD,0.0010998127451209716
2042,Democratic Republic of the Congo,COD,0.0011456382761676788
2043,Democratic Republic of the Congo,COD,0.0011914638072143859
2044,Democratic Republic of the Congo,COD,0.001237289338261093
2045,Democratic Republic of the Congo,COD,0.0012831148693078006
2046,Democratic Republic of the Congo,COD,0.0013289404003545074
2047,Democratic Republic of the Congo,COD,0.0013747659314012148
2048,Democratic Republic of the Congo,COD,0.001420591462447922
2049,Democratic Republic of the Congo,COD,0.0014664169934946293
2050,Democratic Republic of the Congo,COD,0.0015122425245413366
2021,Djibouti,DJI,0.0
2022,Djibouti,DJI,0.0
2023,Djibouti,DJI,0.0
2024,Djibouti,DJI,0.0
2025,Djibouti,DJI,0.0
2026,Djibouti,DJI,0.0
2027,Djibouti,DJI,0.0
2028,Djibouti,DJI,0.0
2029,Djibouti,DJI,0.0
2030,Djibouti,DJI,0.0
2031,Djibouti,DJI,0.0
2032,Djibouti,DJI,0.0
2033,Djibouti,DJI,0.0
2034,Djibouti,DJI,0.0
2035,Djibouti,DJI,0.0
2036,Djibouti,DJI,0.0
2037,Djibouti,DJI,0.0
2038,Djibouti,DJI,0.0
2039,Djibouti,DJI,0.0
2040,Djibouti,DJI,0.0
2041,Djibouti,DJI,0.0
2042,Djibouti,DJI,0.0
2043,Djibouti,DJI,0.0
2044,Djibouti,DJI,0.0
2045,Djibouti,DJI,0.0
2046,Djibouti,DJI,0.0
2047,Djibouti,DJI,0.0
2048,Djibouti,DJI,0.0
2049,Djibouti,DJI,0.0
2050,Djibouti,DJI,0.0
2021,Dominica,DMA,0.0
2022,Dominica,DMA,0.0
2023,Dominica,DMA,0.0
2024,Dominica,DMA,0.0
2025,Dominica,DMA,0.0
2026,Dominica,DMA,0.0
2027,Dominica,DMA,0.0
2028,Dominica,DMA,0.0
2029,Dominica,DMA,0.0
2030,Dominica,DMA,0.0
2031,Dominica,DMA,0.0
2032,Dominica,DMA,0.0
2033,Dominica,DMA,0.0
2034,Dominica,DMA,0.0
2035,Dominica,DMA,0.0
2036,Dominica,DMA,0.0
2037,Dominica,DMA,0.0
2038,Dominica,DMA,0.0
2039,Dominica,DMA,0.0
2040,Dominica,DMA,0.0
2041,Dominica,DMA,0.0
2042,Dominica,DMA,0.0
2043,Dominica,DMA,0.0
2044,Dominica,DMA,0.0
2045,Dominica,DMA,0.0
2046,Dominica,DMA,0.0
2047,Dominica,DMA,0.0
2048,Dominica,DMA,0.0
2049,Dominica,DMA,0.0
2050,Dominica,DMA,0.0
2021,Dominican Republic,DOM,0.017819557334824748
2022,Dominican Republic,DOM,0.017770639110789337
2023,Dominican Republic,DOM,0.017721720886753924
2024,Dominican Republic,DOM,0.01767280266271851
2025,Dominican Republic,DOM,0.0176238844386831
2026,Dominican Republic,DOM,0.017574966214647686
2027,Dominican Republic,DOM,0.017526047990612272
2028,Dominican Republic,DOM,0.017477129766576862
2029,Dominican Republic,DOM,0.01742821154254145
2030,Dominican Republic,DOM,0.017379293318506038
2031,Dominican Republic,DOM,0.017330375094470624
2032,Dominican Republic,DOM,0.01728145687043521
2033,Dominican Republic,DOM,0.017232538646399797
2034,Dominican Republic,DOM,0.017183620422364387
2035,Dominican Republic,DOM,0.017134702198328973
2036,Dominican Republic,DOM,0.01708578397429356
2037,Dominican Republic,DOM,0.01703686575025815
2038,Dominican Republic,DOM,0.01698794752622274
2039,Dominican Republic,DOM,0.016939029302187318
2040,Dominican Republic,DOM,0.016890111078151908
2041,Dominican Republic,DOM,0.016841192854116498
2042,Dominican Republic,DOM,0.016792274630081084
2043,Dominican Republic,DOM,0.016743356406045674
2044,Dominican Republic,DOM,0.01669443818201026
2045,Dominican Republic,DOM,0.016645519957974846
2046,Dominican Republic,DOM,0.016596601733939436
2047,Dominican Republic,DOM,0.016547683509904022
2048,Dominican Republic,DOM,0.01649876528586861
2049,Dominican Republic,DOM,0.0164498470618332
2050,Dominican Republic,DOM,0.016400928837797785
